C_chinensis	chromosome	D_sublineata	chromosome
anno1.g7284.t1	A	rna-XM_056775162.1	A
anno1.g7285.t3	A	rna-XM_056775655.1	A
anno1.g7286.t1	A	rna-XM_056791621.1	A
anno1.g7288.t2	A	rna-XM_056775306.1	A
anno1.g7289.t1	A	rna-XM_056775313.1	A
anno1.g7290.t1	A	rna-XM_056775190.1	A
anno1.g7292.t1	A	rna-XM_056786680.1	A
anno1.g7293.t1	A	rna-XM_056774540.1	A
anno1.g7295.t1	A	rna-XM_056792831.1	A
anno1.g7297.t1	A	rna-XM_056777960.1	A
anno1.g7299.t1	A	rna-XM_056786341.1	A
anno1.g7300.t2	A	rna-XM_056786169.1	A
anno1.g7301.t1	A	rna-XM_056786784.1	A
anno1.g7302.t1	A	rna-XM_056787789.1	A
anno1.g7304.t1	A	rna-XM_056786244.1	A
anno1.g7309.t2	A	rna-XM_056791743.1	A
anno1.g7310.t5	A	rna-XM_056782363.1	A
anno1.g13.t1	A	rna-XM_056787166.1	A
anno1.g15.t1	A	rna-XM_056778512.1	A
anno1.g16.t1	A	rna-XM_056787411.1	A
anno1.g17.t1	A	rna-XM_056787732.1	A
anno1.g19.t2	A	rna-XM_056792562.1	A
anno1.g9.t2	A	rna-XM_056775146.1	A
anno1.both_agree_g15.t2	X	rna-XM_056789706.1	X
anno1.g3.t1	X	rna-XM_056789636.1	X
anno1.g7254.t1	A	rna-XM_056775434.1	A
anno1.g7257.t1	A	rna-XM_056775645.1	A
anno1.g7258.t2	A	rna-XM_056786666.1	A
anno1.g7259.t1	A	rna-XM_056776321.1	A
anno1.g7260.t1	A	rna-XM_056792018.1	A
anno1.g7262.t2	A	rna-XM_056789038.1	X
anno1.g7263.t2	A	rna-XM_056792846.1	A
anno1.g7264.t1	A	rna-XM_056776092.1	A
anno1.g7265.t1	A	rna-XM_056776090.1	A
anno1.g7266.t1	A	rna-XM_056776029.1	A
anno1.g7267.t1	A	rna-XM_056793252.1	A
anno1.g7268.t1	A	rna-XM_056787037.1	A
anno1.g7269.t1	A	rna-XM_056786913.1	A
anno1.g7273.t1	A	rna-XM_056783547.1	A
anno1.g7238.t2	A	rna-XM_056785126.1	A
anno1.g7239.t1	A	rna-XM_056793230.1	A
anno1.g7240.t1	A	rna-XM_056785940.1	A
anno1.g7243.t1	A	rna-XM_056788585.1	A
anno1.g7251.t1	A	rna-XM_056775563.1	A
anno1.g7217.t1	X	rna-XM_056789750.1	X
anno1.g7219.t3	X	rna-XM_056789682.1	X
anno1.g7220.t1	X	rna-XM_056789628.1	X
anno1.g7223.t1	X	rna-XM_056789629.1	X
anno1.g7224.t1	X	rna-XM_056791156.1	X
anno1.g7225.t1	X	rna-XM_056789990.1	X
anno1.g7226.t1	X	rna-XM_056789721.1	X
anno1.g7228.t1	X	rna-XM_056790884.1	X
anno1.g7230.t1	X	rna-XM_056790881.1	X
anno1.g7231.t1	X	rna-XM_056789138.1	X
anno1.g7232.t1	X	rna-XM_056790870.1	X
anno1.g7188.t1	A	rna-XM_056775450.1	A
anno1.g7190.t1	A	rna-XM_056786385.1	A
anno1.g7193.t2	A	rna-XM_056786382.1	A
anno1.g7194.t1	A	rna-XM_056782670.1	A
anno1.g7196.t1	A	rna-XM_056778706.1	A
anno1.g7197.t1	A	rna-XM_056783955.1	A
anno1.g7198.t9	A	rna-XM_056793173.1	A
anno1.g7199.t1	A	rna-XM_056782276.1	A
anno1.g7200.t1	A	rna-XM_056775626.1	A
anno1.g7201.t1	A	rna-XM_056784296.1	A
anno1.g7202.t1	A	rna-XM_056785019.1	A
anno1.g7203.t1	A	rna-XM_056779355.1	A
anno1.g7204.t4	A	rna-XM_056778050.1	A
anno1.g7206.t1	A	rna-XM_056790646.1	X
anno1.g7207.t1	A	rna-XM_056790638.1	X
anno1.g7208.t1	A	rna-XM_056790642.1	X
anno1.g7209.t1	A	rna-XM_056777007.1	A
anno1.g7210.t1	A	rna-XM_056788198.1	A
anno1.g7211.t1	A	rna-XM_056788997.1	A
anno1.g7212.t1	A	rna-XM_056784026.1	A
anno1.g7213.t1	A	rna-XM_056788770.1	A
anno1.g7214.t1	A	rna-XM_056788854.1	A
anno1.g7181.t1	A	rna-XM_056782841.1	A
anno1.g7182.t1	A	rna-XM_056787085.1	A
anno1.g7185.t2	A	rna-XM_056786130.1	A
anno1.g7172.t1	A	rna-XM_056788148.1	A
anno1.g7173.t1	A	rna-XM_056779899.1	A
anno1.g7174.t1	A	rna-XM_056784829.1	A
anno1.g7175.t1	A	rna-XM_056784677.1	A
anno1.g7176.t1	A	rna-XM_056785625.1	A
anno1.g7177.t1	A	rna-XM_056785634.1	A
anno1.g7178.t1	A	rna-XM_056775882.1	A
anno1.g7167.t3	A	rna-XM_056786079.1	A
anno1.g7168.t1	A	rna-XM_056783169.1	A
anno1.g7169.t1	A	rna-XM_056792076.1	A
anno1.g7170.t1	A	rna-XM_056792641.1	A
anno1.g7144.t1	A	rna-XM_056773862.1	A
anno1.g7145.t1	A	rna-XM_056777338.1	A
anno1.g7146.t3	A	rna-XM_056777342.1	A
anno1.g7148.t1	A	rna-XM_056778299.1	A
anno1.g7149.t2	A	rna-XM_056778297.1	A
anno1.g7152.t1	A	rna-XM_056784125.1	A
anno1.g7153.t1	A	rna-XM_056784124.1	A
anno1.g7154.t2	A	rna-XM_056775944.1	A
anno1.g7155.t1	A	rna-XM_056789116.1	X
anno1.g7156.t1	A	rna-XM_056787916.1	A
anno1.g7157.t2	A	rna-XM_056791037.1	A
anno1.g7159.t1	A	rna-XM_056775694.1	A
anno1.g7141.t1	X	rna-XM_056787865.1	A
anno1.g7068.t1	A	rna-XM_056775827.1	A
anno1.g7069.t1	A	rna-XM_056775847.1	A
anno1.g7070.t1	A	rna-XM_056775853.1	A
anno1.g7072.t1	A	rna-XM_056775857.1	A
anno1.g7073.t1	A	rna-XM_056775854.1	A
anno1.g7076.t1	A	rna-XM_056775503.1	A
anno1.g7078.t2	A	rna-XM_056790954.1	X
anno1.g7080.t2	A	rna-XM_056777718.1	A
anno1.g7081.t1	A	rna-XM_056785470.1	A
anno1.g7082.t1	A	rna-XM_056787130.1	A
anno1.g7083.t1	A	rna-XM_056784162.1	A
anno1.g7084.t1	A	rna-XM_056785591.1	A
anno1.g7085.t1	A	rna-XM_056784612.1	A
anno1.g7086.t1	A	rna-XM_056784607.1	A
anno1.g7087.t1	A	rna-XM_056784610.1	A
anno1.g7088.t1	A	rna-XM_056785823.1	A
anno1.g7089.t1	A	rna-XM_056781611.1	A
anno1.g7091.t1	A	rna-XM_056779416.1	A
anno1.g7092.t1	A	rna-XM_056778834.1	A
anno1.g7093.t1	A	rna-XM_056787627.1	A
anno1.g7094.t1	A	rna-XM_056779339.1	A
anno1.g7095.t1	A	rna-XM_056780572.1	A
anno1.g7096.t1	A	rna-XM_056775380.1	A
anno1.g7097.t1	A	rna-XM_056791845.1	A
anno1.g7098.t1	A	rna-XM_056774722.1	A
anno1.g7101.t1	A	rna-XM_056783274.1	A
anno1.g7103.t1	A	rna-XM_056778697.1	A
anno1.g7104.t1	A	rna-XM_056779961.1	A
anno1.g7105.t1	A	rna-XM_056779960.1	A
anno1.g7106.t1	A	rna-XM_056779959.1	A
anno1.g7107.t1	A	rna-XM_056779957.1	A
anno1.g7110.t1	A	rna-XM_056779186.1	A
anno1.g7115.t2	A	rna-XM_056779963.1	A
anno1.g7118.t1	A	rna-XM_056779966.1	A
anno1.g7120.t1	A	rna-XM_056779967.1	A
anno1.g7121.t1	A	rna-XM_056779968.1	A
anno1.g7122.t1	A	rna-XM_056779970.1	A
anno1.g7123.t1	A	rna-XM_056779971.1	A
anno1.g7124.t1	A	rna-XM_056779972.1	A
anno1.g7125.t1	A	rna-XM_056779158.1	A
anno1.g7129.t1	A	rna-XM_056779973.1	A
anno1.g7130.t1	A	rna-XM_056773878.1	A
anno1.g7131.t1	A	rna-XM_056779215.1	A
anno1.g7132.t1	A	rna-XM_056779201.1	A
anno1.g7134.t1	A	rna-XM_056778859.1	A
anno1.g7137.t1	A	rna-XM_056783146.1	A
anno1.g7138.t1	A	rna-XM_056782786.1	A
anno1.g7050.t2	A	rna-XM_056783066.1	A
anno1.g7051.t1	A	rna-XM_056790446.1	X
anno1.g7055.t1	A	rna-XM_056777163.1	A
anno1.g7056.t1	A	rna-XM_056777775.1	A
anno1.g7058.t1	A	rna-XM_056777772.1	A
anno1.g7059.t1	A	rna-XM_056777616.1	A
anno1.g7060.t1	A	rna-XM_056776632.1	A
anno1.g7061.t1	A	rna-XM_056777902.1	A
anno1.g7062.t1	A	rna-XM_056776629.1	A
anno1.g7063.t1	A	rna-XM_056777615.1	A
anno1.g7064.t1	A	rna-XM_056776631.1	A
anno1.g7066.t1	A	rna-XM_056777617.1	A
anno1.g7067.t1	A	rna-XM_056777769.1	A
anno1.g7033.t1	A	rna-XM_056785395.1	A
anno1.g7041.t1	A	rna-XM_056782348.1	A
anno1.g7045.t1	A	rna-XM_056791692.1	A
anno1.g7047.t1	A	rna-XM_056773955.1	A
anno1.g7048.t2	A	rna-XM_056782924.1	A
anno1.g7020.t1	A	rna-XM_056783098.1	A
anno1.g7022.t1	A	rna-XM_056792191.1	A
anno1.g7023.t1	A	rna-XM_056787947.1	A
anno1.g7024.t1	A	rna-XM_056790620.1	X
anno1.g7025.t1	A	rna-XM_056778452.1	A
anno1.g7026.t1	A	rna-XM_056779370.1	A
anno1.g7027.t1	A	rna-XM_056779315.1	A
anno1.g7003.t1	A	rna-XM_056785964.1	A
anno1.g7004.t2	A	rna-XM_056785983.1	A
anno1.g7005.t2	A	rna-XM_056786017.1	A
anno1.g7006.t1	A	rna-XM_056786027.1	A
anno1.g7007.t1	A	rna-XM_056786040.1	A
anno1.g7008.t1	A	rna-XM_056792495.1	A
anno1.g7009.t1	A	rna-XM_056786052.1	A
anno1.g7013.t2	A	rna-XM_056786069.1	A
anno1.g6992.t1	A	rna-XM_056782610.1	A
anno1.g6994.t1	A	rna-XM_056784113.1	A
anno1.g6996.t1	A	rna-XM_056782623.1	A
anno1.g6997.t1	A	rna-XM_056781922.1	A
anno1.g6984.t1	A	rna-XM_056773637.1	A
anno1.g6985.t1	A	rna-XM_056773632.1	A
anno1.g6986.t2	A	rna-XM_056776266.1	A
anno1.g6990.t1	A	rna-XM_056792962.1	A
anno1.g6980.t1	A	rna-XM_056792813.1	A
anno1.g6981.t1	A	rna-XM_056773551.1	A
anno1.g6983.t1	A	rna-XM_056786521.1	A
anno1.g6974.t3	X	rna-XM_056790547.1	X
anno1.g6975.t1	X	rna-XM_056789435.1	X
anno1.g6976.t1	X	rna-XM_056790545.1	X
anno1.g6977.t1	X	rna-XM_056790544.1	X
anno1.g6978.t1	X	rna-XM_056791217.1	X
anno1.g6911.t1	A	rna-XM_056779324.1	A
anno1.g6912.t1	A	rna-XM_056779321.1	A
anno1.g6913.t2	A	rna-XM_056779319.1	A
anno1.g6914.t1	A	rna-XM_056775964.1	A
anno1.g6915.t1	A	rna-XM_056783796.1	A
anno1.g6916.t1	A	rna-XM_056787669.1	A
anno1.g6917.t1	A	rna-XM_056792140.1	A
anno1.g6918.t2	A	rna-XM_056776624.1	A
anno1.g6919.t1	A	rna-XM_056780582.1	A
anno1.g6920.t1	A	rna-XM_056781818.1	A
anno1.g6921.t1	A	rna-XM_056778350.1	A
anno1.g6922.t3	A	rna-XM_056782087.1	A
anno1.g6923.t1	A	rna-XM_056780738.1	A
anno1.g6924.t1	A	rna-XM_056790613.1	X
anno1.g6925.t1	A	rna-XM_056790616.1	X
anno1.g6926.t1	A	rna-XM_056782881.1	A
anno1.g6928.t1	A	rna-XM_056782734.1	A
anno1.g6929.t2	A	rna-XM_056775933.1	A
anno1.g6930.t1	A	rna-XM_056775930.1	A
anno1.g6931.t1	A	rna-XM_056782764.1	A
anno1.g6932.t1	A	rna-XM_056783324.1	A
anno1.g6933.t1	A	rna-XM_056782880.1	A
anno1.g6937.t3	A	rna-XM_056782384.1	A
anno1.g6938.t3	A	rna-XM_056775957.1	A
anno1.g6939.t1	A	rna-XM_056780529.1	A
anno1.g6940.t1	A	rna-XM_056778614.1	A
anno1.g6941.t1	A	rna-XM_056790463.1	X
anno1.g6942.t1	A	rna-XM_056791090.1	X
anno1.g6944.t1	A	rna-XM_056783779.1	A
anno1.g6945.t1	A	rna-XM_056789209.1	X
anno1.g6946.t1	A	rna-XM_056792440.1	A
anno1.g6947.t1	A	rna-XM_056793045.1	A
anno1.g6948.t1	A	rna-XM_056788168.1	A
anno1.g6949.t3	A	rna-XM_056789194.1	X
anno1.g6950.t1	A	rna-XM_056781348.1	A
anno1.g6951.t1	A	rna-XM_056777190.1	A
anno1.g6952.t1	A	rna-XM_056777805.1	A
anno1.g6953.t1	A	rna-XM_056781904.1	A
anno1.g6956.t1	A	rna-XM_056793035.1	A
anno1.g6957.t1	A	rna-XM_056778089.1	A
anno1.g6958.t2	A	rna-XM_056780769.1	A
anno1.g6959.t1	A	rna-XM_056787860.1	A
anno1.g6960.t1	A	rna-XM_056784265.1	A
anno1.g6961.t1	A	rna-XM_056787036.1	A
anno1.g6962.t1	A	rna-XM_056789000.1	A
anno1.g6963.t1	A	rna-XM_056787332.1	A
anno1.g6965.t1	A	rna-XM_056774057.1	A
anno1.g6966.t2	A	rna-XM_056793018.1	A
anno1.g6971.t1	A	rna-XM_056776164.1	A
anno1.g6973.t1	A	rna-XM_056774998.1	A
anno1.g6906.t1	X	rna-XM_056790354.1	X
anno1.g6907.t3	X	rna-XM_056790192.1	X
anno1.g6908.t2	X	rna-XM_056789574.1	X
anno1.g6909.t1	X	rna-XM_056790179.1	X
anno1.g6898.t1	A	rna-XM_056791378.1	A
anno1.g6900.t1	A	rna-XM_056778043.1	A
anno1.g6902.t2	A	rna-XM_056778048.1	A
anno1.g6904.t1	A	rna-XM_056787639.1	A
anno1.g6884.t1	A	rna-XM_056791788.1	A
anno1.g6885.t1	A	rna-XM_056784203.1	A
anno1.g6886.t3	A	rna-XM_056784197.1	A
anno1.g6887.t1	A	rna-XM_056787737.1	A
anno1.g6888.t1	A	rna-XM_056774553.1	A
anno1.g6889.t1	A	rna-XM_056774528.1	A
anno1.g6890.t1	A	rna-XM_056787978.1	A
anno1.g6894.t2	A	rna-XM_056787976.1	A
anno1.g6878.t1	A	rna-XM_056775055.1	A
anno1.g6879.t3	A	rna-XM_056788844.1	A
anno1.g6874.t2	X	rna-XM_056789538.1	X
anno1.g6875.t1	X	rna-XM_056789952.1	X
anno1.g6876.t1	X	rna-XM_056790520.1	X
anno1.g6877.t1	X	rna-XM_056789166.1	X
anno1.g6860.t1	A	rna-XM_056791720.1	A
anno1.g6861.t3	A	rna-XM_056779082.1	A
anno1.g6862.t1	A	rna-XM_056774840.1	A
anno1.g6863.t1	A	rna-XM_056790118.1	X
anno1.g6864.t1	A	rna-XM_056793161.1	A
anno1.g6865.t1	A	rna-XM_056781906.1	A
anno1.g6866.t1	A	rna-XM_056789808.1	X
anno1.g6867.t1	A	rna-XM_056787060.1	A
anno1.g6869.t1	A	rna-XM_056781745.1	A
anno1.g6870.t1	A	rna-XM_056774398.1	A
anno1.g6839.t1	A	rna-XM_056775453.1	A
anno1.g6840.t1	A	rna-XM_056775921.1	A
anno1.g6843.t1	A	rna-XM_056790165.1	X
anno1.g6844.t1	A	rna-XM_056789733.1	X
anno1.g6845.t1	A	rna-XM_056790540.1	X
anno1.g6846.t1	A	rna-XM_056789993.1	X
anno1.g6847.t1	A	rna-XM_056789994.1	X
anno1.g6848.t1	A	rna-XM_056789947.1	X
anno1.g6849.t1	A	rna-XM_056787135.1	A
anno1.g6850.t1	A	rna-XM_056786775.1	A
anno1.g6851.t1	A	rna-XM_056776952.1	A
anno1.g6852.t1	A	rna-XM_056785619.1	A
anno1.g6853.t2	A	rna-XM_056780439.1	A
anno1.g6854.t4	A	rna-XM_056788029.1	A
anno1.g6855.t1	A	rna-XM_056781838.1	A
anno1.g6856.t1	A	rna-XM_056778027.1	A
anno1.g6857.t1	A	rna-XM_056787139.1	A
anno1.g6858.t1	A	rna-XM_056777966.1	A
anno1.g6832.t1	A	rna-XM_056792816.1	A
anno1.g6838.t1	A	rna-XM_056792810.1	A
anno1.g6784.t2	A	rna-XM_056790533.1	X
anno1.g6786.t1	A	rna-XM_056790719.1	X
anno1.g6787.t1	A	rna-XM_056792296.1	A
anno1.g6788.t2	A	rna-XM_056792514.1	A
anno1.g6789.t2	A	rna-XM_056792511.1	A
anno1.g6790.t1	A	rna-XM_056785268.1	A
anno1.g6792.t1	A	rna-XM_056792642.1	A
anno1.g6793.t1	A	rna-XM_056776028.1	A
anno1.g6794.t2	A	rna-XM_056786740.1	A
anno1.g6795.t1	A	rna-XM_056775216.1	A
anno1.g6796.t1	A	rna-XM_056774918.1	A
anno1.g6798.t1	A	rna-XM_056791858.1	A
anno1.g6799.t1	A	rna-XM_056774960.1	A
anno1.g6800.t1	A	rna-XM_056774956.1	A
anno1.g6801.t1	A	rna-XM_056774958.1	A
anno1.g6802.t2	A	rna-XM_056778979.1	A
anno1.g6803.t1	A	rna-XM_056776083.1	A
anno1.g6804.t1	A	rna-XM_056776089.1	A
anno1.g6805.t1	A	rna-XM_056784212.1	A
anno1.g6806.t1	A	rna-XM_056774992.1	A
anno1.g6809.t1	A	rna-XM_056774331.1	A
anno1.g6810.t1	A	rna-XM_056775576.1	A
anno1.g6811.t2	A	rna-XM_056775582.1	A
anno1.g6812.t1	A	rna-XM_056775575.1	A
anno1.g6813.t1	A	rna-XM_056775574.1	A
anno1.g6814.t1	A	rna-XM_056775220.1	A
anno1.g6815.t1	A	rna-XM_056775238.1	A
anno1.g6816.t1	A	rna-XM_056776304.1	A
anno1.g6817.t1	A	rna-XM_056776303.1	A
anno1.g6821.t1	A	rna-XM_056774925.1	A
anno1.g6822.t1	A	rna-XM_056778981.1	A
anno1.g6823.t1	A	rna-XM_056779653.1	A
anno1.g6778.t1	A	rna-XM_056782357.1	A
anno1.g6779.t1	A	rna-XM_056787809.1	A
anno1.g6780.t1	A	rna-XM_056787258.1	A
anno1.g6781.t1	A	rna-XM_056783059.1	A
anno1.g6782.t1	A	rna-XM_056783386.1	A
anno1.g6783.t1	A	rna-XM_056791731.1	A
anno1.g6774.t1	X	rna-XM_056789635.1	X
anno1.g6775.t1	X	rna-XM_056791224.1	X
anno1.g6776.t1	X	rna-XM_056789473.1	X
anno1.g6756.t1	A	rna-XM_056787780.1	A
anno1.g6760.t1	A	rna-XM_056781900.1	A
anno1.g6761.t1	A	rna-XM_056776516.1	A
anno1.g6762.t1	A	rna-XM_056787928.1	A
anno1.g6763.t1	A	rna-XM_056779749.1	A
anno1.g6764.t1	A	rna-XM_056778722.1	A
anno1.g6768.t1	A	rna-XM_056782272.1	A
anno1.g6769.t1	A	rna-XM_056782273.1	A
anno1.g6770.t1	A	rna-XM_056782274.1	A
anno1.g6771.t1	A	rna-XM_056778507.1	A
anno1.g6755.t1	A	rna-XM_056791857.1	A
anno1.g6751.t1	A	rna-XM_056784948.1	A
anno1.g6752.t1	A	rna-XM_056784760.1	A
anno1.g6753.t2	A	rna-XM_056784359.1	A
anno1.g6742.t1	A	rna-XM_056778160.1	A
anno1.g6743.t1	A	rna-XM_056778155.1	A
anno1.g6744.t1	A	rna-XM_056778148.1	A
anno1.g6745.t1	A	rna-XM_056777143.1	A
anno1.g6719.t1	A	rna-XM_056788716.1	A
anno1.g6720.t1	A	rna-XM_056788696.1	A
anno1.g6721.t2	A	rna-XM_056788575.1	A
anno1.g6722.t1	A	rna-XM_056788671.1	A
anno1.g6723.t1	A	rna-XM_056788728.1	A
anno1.g6726.t1	A	rna-XM_056775684.1	A
anno1.g6727.t1	A	rna-XM_056775179.1	A
anno1.g6729.t1	A	rna-XM_056783673.1	A
anno1.g6730.t1	A	rna-XM_056779985.1	A
anno1.g6731.t1	A	rna-XM_056792855.1	A
anno1.g6732.t1	A	rna-XM_056782575.1	A
anno1.g6733.t8	A	rna-XM_056792476.1	A
anno1.g6734.t1	A	rna-XM_056785894.1	A
anno1.g6735.t1	A	rna-XM_056774851.1	A
anno1.g6736.t1	A	rna-XM_056780652.1	A
anno1.g6737.t1	A	rna-XM_056774181.1	A
anno1.g6738.t1	A	rna-XM_056773980.1	A
anno1.g6739.t1	A	rna-XM_056781925.1	A
anno1.g6698.t1	A	rna-XM_056782962.1	A
anno1.g6699.t2	A	rna-XM_056782717.1	A
anno1.g6700.t1	A	rna-XM_056783090.1	A
anno1.g6703.t2	A	rna-XM_056786944.1	A
anno1.g6704.t2	A	rna-XM_056786942.1	A
anno1.g6706.t1	A	rna-XM_056787046.1	A
anno1.g6708.t1	A	rna-XM_056788958.1	A
anno1.g6709.t1	A	rna-XM_056778739.1	A
anno1.g6713.t1	A	rna-XM_056791968.1	A
anno1.g6714.t1	A	rna-XM_056791970.1	A
anno1.g6678.t1	A	rna-XM_056773891.1	A
anno1.g6680.t1	A	rna-XM_056777643.1	A
anno1.g6681.t1	A	rna-XM_056777645.1	A
anno1.g6682.t1	A	rna-XM_056776590.1	A
anno1.g6683.t1	A	rna-XM_056776486.1	A
anno1.g6684.t1	A	rna-XM_056777240.1	A
anno1.g6685.t1	A	rna-XM_056786750.1	A
anno1.g6686.t1	A	rna-XM_056786752.1	A
anno1.g6687.t1	A	rna-XM_056789239.1	A
anno1.g6688.t1	A	rna-XM_056783733.1	A
anno1.g6689.t1	A	rna-XM_056791359.1	A
anno1.g6690.t1	A	rna-XM_056785464.1	A
anno1.g6691.t1	A	rna-XM_056782590.1	A
anno1.g6692.t1	A	rna-XM_056782820.1	A
anno1.g6693.t1	A	rna-XM_056779548.1	A
anno1.g6694.t1	A	rna-XM_056793212.1	A
anno1.g6695.t4	A	rna-XM_056780323.1	A
anno1.g6696.t1	A	rna-XM_056776460.1	A
anno1.g6697.t1	A	rna-XM_056777845.1	A
anno1.g6606.t1	A	rna-XM_056782498.1	A
anno1.g6609.t1	A	rna-XM_056774449.1	A
anno1.g6610.t1	A	rna-XM_056790273.1	X
anno1.g6611.t1	A	rna-XM_056790271.1	X
anno1.g6612.t1	A	rna-XM_056783497.1	A
anno1.g6613.t1	A	rna-XM_056783125.1	A
anno1.g6614.t1	A	rna-XM_056790238.1	X
anno1.g6615.t2	A	rna-XM_056786864.1	A
anno1.g6618.t2	A	rna-XM_056788122.1	A
anno1.g6619.t1	A	rna-XM_056779481.1	A
anno1.g6620.t1	A	rna-XM_056792315.1	A
anno1.g6621.t1	A	rna-XM_056782934.1	A
anno1.g6622.t1	A	rna-XM_056783242.1	A
anno1.g6623.t1	A	rna-XM_056790964.1	X
anno1.g6625.t1	A	rna-XM_056792984.1	A
anno1.g6626.t1	A	rna-XM_056792986.1	A
anno1.g6629.t1	A	rna-XM_056773825.1	A
anno1.g6630.t1	A	rna-XM_056792796.1	A
anno1.g6631.t3	A	rna-XM_056792683.1	A
anno1.g6632.t1	A	rna-XM_056792687.1	A
anno1.g6633.t2	A	rna-XM_056792279.1	A
anno1.g6634.t1	A	rna-XM_056792859.1	A
anno1.g6635.t1	A	rna-XM_056792314.1	A
anno1.g6636.t1	A	rna-XM_056789388.1	X
anno1.g6637.t1	A	rna-XM_056774450.1	A
anno1.g6638.t1	A	rna-XM_056788475.1	A
anno1.g6640.t2	A	rna-XM_056781263.1	A
anno1.g6641.t2	A	rna-XM_056788476.1	A
anno1.g6642.t1	A	rna-XM_056778324.1	A
anno1.g6643.t1	A	rna-XM_056783019.1	A
anno1.g6644.t2	A	rna-XM_056793242.1	A
anno1.g6645.t1	A	rna-XM_056792166.1	A
anno1.g6646.t1	A	rna-XM_056792237.1	A
anno1.g6647.t1	A	rna-XM_056792301.1	A
anno1.g6648.t1	A	rna-XM_056786757.1	A
anno1.g6649.t2	A	rna-XM_056791897.1	A
anno1.g6650.t1	A	rna-XM_056785728.1	A
anno1.g6651.t1	A	rna-XM_056792928.1	A
anno1.g6652.t1	A	rna-XM_056777874.1	A
anno1.g6653.t1	A	rna-XM_056785540.1	A
anno1.g6654.t1	A	rna-XM_056778340.1	A
anno1.g6655.t2	A	rna-XM_056777215.1	A
anno1.g6656.t1	A	rna-XM_056778396.1	A
anno1.g6657.t1	A	rna-XM_056777481.1	A
anno1.g6658.t1	A	rna-XM_056777212.1	A
anno1.g6659.t1	A	rna-XM_056777922.1	A
anno1.g6660.t2	A	rna-XM_056777685.1	A
anno1.g6661.t1	A	rna-XM_056777200.1	A
anno1.g6662.t2	A	rna-XM_056781927.1	A
anno1.g6663.t3	A	rna-XM_056779865.1	A
anno1.g6664.t1	A	rna-XM_056791721.1	A
anno1.g6666.t2	A	rna-XM_056778445.1	A
anno1.g6667.t1	A	rna-XM_056792551.1	A
anno1.g6670.t1	A	rna-XM_056793210.1	A
anno1.g6671.t1	A	rna-XM_056793209.1	A
anno1.g6673.t1	A	rna-XM_056788981.1	A
anno1.g6674.t1	A	rna-XM_056784710.1	A
anno1.g6604.t1	A	rna-XM_056774360.1	A
anno1.g6592.t1	A	rna-XM_056782892.1	A
anno1.g6594.t1	A	rna-XM_056783596.1	A
anno1.g6595.t1	A	rna-XM_056788713.1	A
anno1.g6596.t1	A	rna-XM_056777280.1	A
anno1.g6597.t2	A	rna-XM_056777647.1	A
anno1.g6598.t1	A	rna-XM_056777952.1	A
anno1.g6600.t4	A	rna-XM_056777482.1	A
anno1.g6601.t1	A	rna-XM_056777954.1	A
anno1.g6591.t1	A	rna-XM_056783161.1	A
anno1.g6582.t2	A	rna-XM_056777098.1	A
anno1.g6583.t1	A	rna-XM_056789008.1	A
anno1.g6584.t1	A	rna-XM_056793068.1	A
anno1.g6570.t1	A	rna-XM_056773973.1	A
anno1.g6572.t2	A	rna-XM_056792706.1	A
anno1.g6574.t1	A	rna-XM_056788422.1	A
anno1.g6575.t1	A	rna-XM_056788451.1	A
anno1.g6576.t1	A	rna-XM_056790735.1	A
anno1.g6577.t1	A	rna-XM_056779032.1	A
anno1.g6578.t1	A	rna-XM_056792452.1	A
anno1.g6579.t1	A	rna-XM_056786239.1	A
anno1.g6580.t1	A	rna-XM_056786180.1	A
anno1.g6538.t1	A	rna-XM_056781895.1	A
anno1.g6540.t1	A	rna-XM_056786034.1	A
anno1.g6542.t1	A	rna-XM_056790782.1	X
anno1.g6545.t1	A	rna-XM_056788427.1	A
anno1.g6547.t2	A	rna-XM_056779509.1	A
anno1.g6548.t1	A	rna-XM_056779523.1	A
anno1.g6550.t2	A	rna-XM_056779520.1	A
anno1.g6551.t1	A	rna-XM_056791682.1	A
anno1.g6553.t1	A	rna-XM_056781777.1	A
anno1.g6554.t1	A	rna-XM_056780342.1	A
anno1.g6555.t1	A	rna-XM_056783573.1	A
anno1.g6556.t1	A	rna-XM_056777267.1	A
anno1.g6557.t1	A	rna-XM_056783103.1	A
anno1.g6558.t3	A	rna-XM_056785907.1	A
anno1.g6559.t1	A	rna-XM_056792382.1	A
anno1.g6561.t1	A	rna-XM_056773760.1	A
anno1.g6562.t1	A	rna-XM_056784187.1	A
anno1.g6563.t2	A	rna-XM_056778399.1	A
anno1.g6564.t1	A	rna-XM_056787788.1	A
anno1.g6565.t1	A	rna-XM_056787343.1	A
anno1.g6566.t1	A	rna-XM_056775593.1	A
anno1.g6567.t1	A	rna-XM_056776864.1	A
anno1.g6519.t1	A	rna-XM_056784536.1	A
anno1.g6522.t2	A	rna-XM_056790481.1	X
anno1.g6523.t1	A	rna-XM_056777693.1	A
anno1.g6524.t1	A	rna-XM_056778343.1	A
anno1.g6529.t1	A	rna-XM_056785761.1	A
anno1.g6530.t1	A	rna-XM_056782201.1	A
anno1.g6531.t1	A	rna-XM_056778906.1	A
anno1.g6533.t1	A	rna-XM_056791298.1	A
