D_carinulata	chromosome	B_varius	chromosome
rna-XM_057814837.1	A	anno1.g1547.t1	A
rna-XM_057814845.1	A	anno1.g3966.t1	A
rna-XM_057814848.1	A	anno1.g3965.t1	A
rna-XM_057814846.1	A	anno1.g3964.t1	A
rna-XM_057814832.1	A	anno1.g352.t1	A
rna-XM_057814850.1	A	anno1.g6550.t1	A
rna-XM_057814828.1	A	anno1.g1546.t1	A
rna-XM_057814822.1	A	anno1.g3584.t2	A
rna-XM_057814843.1	A	anno1.g3586.t1	A
rna-XM_057814891.1	A	anno1.g3510.t1	A
rna-XM_057814888.1	A	anno1.g3504.t1	A
rna-XM_057814889.1	A	anno1.g9856.t1	A
rna-XM_057814892.1	A	anno1.g8540.t1	A
rna-XM_057814893.1	A	anno1.g8525.t1	A
rna-XM_057814894.1	A	anno1.g9583.t1	A
rna-XM_057814895.1	A	anno1.g8557.t1	A
rna-XM_057814898.1	A	anno1.g8556.t1	A
rna-XM_057814907.1	A	anno1.g8555.t1	A
rna-XM_057814908.1	A	anno1.g8554.t2	A
rna-XM_057814910.1	A	anno1.g8553.t3	A
rna-XM_057814912.1	A	anno1.g8552.t1	A
rna-XM_057814913.1	A	anno1.g8551.t1	A
rna-XM_057814915.1	A	anno1.g8550.t1	A
rna-XM_057814916.1	A	anno1.g8548.t1	A
rna-XM_057814917.1	A	anno1.g8546.t1	A
rna-XM_057814921.1	A	anno1.g1195.t1	A
rna-XM_057814923.1	A	anno1.g8531.t1	A
rna-XM_057814925.1	A	anno1.g5932.t1	A
rna-XM_057814924.1	A	anno1.g6520.t1	A
rna-XM_057814926.1	A	anno1.g3963.t3	A
rna-XM_057814927.1	A	anno1.g3630.t1	A
rna-XM_057814929.1	A	anno1.g353.t1	A
rna-XM_057814932.1	A	anno1.g354.t1	A
rna-XM_057814937.1	A	anno1.g10807.t1	A
rna-XM_057814942.1	A	anno1.g4898.t1	A
rna-XM_057814938.1	A	anno1.g2897.t2	A
rna-XM_057814943.1	A	anno1.g2894.t2	A
rna-XM_057814944.1	A	anno1.g2895.t1	A
rna-XM_057814946.1	A	anno1.g2892.t1	A
rna-XM_057814945.1	A	anno1.g1494.t1	A
rna-XM_057814952.1	A	anno1.g359.t2	A
rna-XM_057814951.1	A	anno1.g360.t1	A
rna-XM_057813839.1	A	anno1.g362.t2	A
rna-XM_057814949.1	A	anno1.g6132.t1	A
rna-XM_057814957.1	A	anno1.g6177.t1	A
rna-XM_057814958.1	A	anno1.g1951.t1	A
rna-XM_057814959.1	A	anno1.g11360.t1	A
rna-XM_057814961.1	A	anno1.g11363.t1	A
rna-XM_057814962.1	A	anno1.g8864.t1	A
rna-XM_057814960.1	A	anno1.g2243.t1	A
rna-XM_057814963.1	A	anno1.g5065.t1	A
rna-XM_057814965.1	A	anno1.g5063.t1	A
rna-XM_057814966.1	A	anno1.g450.t1	A
rna-XM_057814969.1	A	anno1.g4899.t1	A
rna-XM_057814970.1	A	anno1.g10854.t1	A
rna-XM_057814971.1	A	anno1.g12262.t1	X
rna-XM_057814972.1	A	anno1.g11288.t1	A
rna-XM_057814976.1	A	anno1.g634.t1	A
rna-XM_057814974.1	A	anno1.g10830.t1	A
rna-XM_057814977.1	A	anno1.g9872.t1	A
rna-XM_057814986.1	A	anno1.g9867.t1	A
rna-XM_057814992.1	A	anno1.g1201.t1	A
rna-XM_057814991.1	A	anno1.g5975.t3	A
rna-XM_057814993.1	A	anno1.g10726.t1	A
rna-XM_057814994.1	A	anno1.g9168.t1	A
rna-XM_057814995.1	A	anno1.g7503.t1	A
rna-XM_057815005.1	A	anno1.g8566.t1	A
rna-XM_057814997.1	A	anno1.g6546.t1	A
rna-XM_057815006.1	A	anno1.g6715.t1	A
rna-XM_057815010.1	A	anno1.g6714.t1	A
rna-XM_057815008.1	A	anno1.g2784.t1	A
rna-XM_057811672.1	A	anno1.g856.t1	A
rna-XM_057814791.1	A	anno1.g384.t1	A
rna-XM_057814792.1	A	anno1.g7184.t1	A
rna-XM_057814794.1	A	anno1.g7178.t1	A
rna-XM_057813407.1	A	anno1.g7180.t1	A
rna-XM_057811746.1	A	anno1.g7181.t1	A
rna-XM_057812204.1	A	anno1.g6707.t1	A
rna-XM_057814613.1	A	anno1.g7674.t1	A
rna-XM_057814618.1	A	anno1.g7675.t1	A
rna-XM_057813214.1	A	anno1.g11358.t1	A
rna-XM_057814547.1	A	anno1.g11359.t1	A
rna-XM_057814555.1	A	anno1.g4806.t1	A
rna-XM_057814548.1	A	anno1.g4838.t1	A
rna-XM_057814553.1	A	anno1.g11357.t1	A
rna-XM_057812963.1	A	anno1.g11366.t1	A
rna-XM_057812964.1	A	anno1.g11365.t1	A
rna-XM_057812008.1	A	anno1.g11364.t1	A
rna-XM_057812009.1	A	anno1.g11362.t1	A
rna-XM_057812007.1	A	anno1.g8863.t1	A
rna-XM_057812006.1	A	anno1.g11356.t1	A
rna-XM_057812005.1	A	anno1.g11339.t1	A
rna-XM_057812010.1	A	anno1.g11345.t1	A
rna-XM_057812011.1	A	anno1.g3802.t1	A
rna-XM_057814660.1	A	anno1.g6285.t1	A
rna-XM_057814661.1	A	anno1.g11352.t1	A
rna-XM_057814662.1	A	anno1.g3793.t1	A
rna-XM_057814654.1	A	anno1.g3421.t1	A
rna-XM_057814663.1	A	anno1.g3365.t1	A
rna-XM_057811289.1	A	anno1.g3367.t1	A
rna-XM_057811518.1	A	anno1.g3369.t1	A
rna-XM_057811525.1	A	anno1.g8861.t1	A
rna-XM_057813204.1	A	anno1.g8862.t1	A
rna-XM_057813208.1	A	anno1.g8532.t1	A
rna-XM_057813194.1	A	anno1.g5589.t1	A
rna-XM_057813205.1	A	anno1.g5590.t1	A
rna-XM_057813196.1	A	anno1.g9421.t1	A
rna-XM_057813202.1	A	anno1.g623.t1	A
rna-XM_057813200.1	A	anno1.g3344.t2	A
rna-XM_057814503.1	A	anno1.g11394.t1	A
rna-XM_057814501.1	A	anno1.g11413.t1	A
rna-XM_057814499.1	A	anno1.g11414.t1	A
rna-XM_057814496.1	A	anno1.g633.t1	A
rna-XM_057811533.1	A	anno1.g4400.t3	A
rna-XM_057811664.1	A	anno1.g2275.t1	A
rna-XM_057811662.1	A	anno1.g876.t1	A
rna-XM_057814068.1	A	anno1.g4565.t2	A
rna-XM_057814073.1	A	anno1.g2590.t1	A
rna-XM_057814081.1	A	anno1.g4564.t1	A
rna-XM_057814075.1	A	anno1.g6706.t1	A
rna-XM_057813393.1	A	anno1.g8835.t1	A
rna-XM_057813884.1	A	anno1.g8836.t1	A
rna-XM_057813401.1	A	anno1.g7863.t1	A
rna-XM_057813402.1	A	anno1.g6647.t2	A
rna-XM_057811539.1	A	anno1.g8270.t1	A
rna-XM_057812307.1	A	anno1.g10205.t1	A
rna-XM_057812315.1	A	anno1.g6211.t3	A
rna-XM_057812314.1	A	anno1.g5741.t1	A
rna-XM_057812311.1	A	anno1.g6746.t1	A
rna-XM_057812344.1	A	anno1.g7512.t1	A
rna-XM_057812345.1	A	anno1.g7514.t1	A
rna-XM_057812351.1	A	anno1.g6974.t1	A
rna-XM_057812352.1	A	anno1.g5535.t1	A
rna-XM_057812356.1	A	anno1.g5534.t1	A
rna-XM_057812360.1	A	anno1.g5538.t1	A
rna-XM_057812358.1	A	anno1.g5539.t1	A
rna-XM_057812362.1	A	anno1.g5543.t1	A
rna-XM_057812364.1	A	anno1.g5540.t2	A
rna-XM_057812367.1	A	anno1.g6207.t1	A
rna-XM_057812368.1	A	anno1.g7451.t1	A
rna-XM_057812377.1	A	anno1.g6991.t1	A
rna-XM_057812378.1	A	anno1.g9449.t1	A
rna-XM_057812383.1	A	anno1.g6656.t1	A
rna-XM_057812385.1	A	anno1.g7541.t1	A
rna-XM_057812384.1	A	anno1.g7542.t1	A
rna-XM_057812388.1	A	anno1.g9170.t1	A
rna-XM_057812387.1	A	anno1.g5891.t2	A
rna-XM_057812386.1	A	anno1.g5624.t1	A
rna-XM_057812389.1	A	anno1.g6210.t1	A
rna-XM_057812393.1	A	anno1.g5893.t1	A
rna-XM_057812402.1	A	anno1.g1376.t1	A
rna-XM_057812403.1	A	anno1.g1375.t1	A
rna-XM_057812404.1	A	anno1.g1377.t1	A
rna-XM_057812410.1	A	anno1.g1379.t1	A
rna-XM_057812413.1	A	anno1.g1380.t1	A
rna-XM_057812422.1	A	anno1.g8467.t1	A
rna-XM_057812421.1	A	anno1.g7603.t1	A
rna-XM_057812424.1	A	anno1.g7456.t2	A
rna-XM_057812425.1	A	anno1.g7455.t1	A
rna-XM_057812426.1	A	anno1.g7136.t2	A
rna-XM_057812428.1	A	anno1.g7138.t1	A
rna-XM_057812427.1	A	anno1.g7137.t1	A
rna-XM_057812432.1	A	anno1.g7139.t1	A
rna-XM_057812429.1	A	anno1.g9374.t1	A
rna-XM_057813973.1	A	anno1.g7473.t1	A
rna-XM_057813954.1	A	anno1.g6892.t1	A
rna-XM_057812139.1	A	anno1.g7141.t1	A
rna-XM_057812138.1	A	anno1.g6891.t1	A
rna-XM_057812137.1	A	anno1.g6890.t1	A
rna-XM_057812277.1	A	anno1.g7196.t1	A
rna-XM_057812035.1	A	anno1.g866.t1	A
rna-XM_057814042.1	A	anno1.g5364.t1	A
rna-XM_057814032.1	A	anno1.g6895.t1	A
rna-XM_057814039.1	A	anno1.g6893.t1	A
rna-XM_057813990.1	A	anno1.g5945.t1	A
rna-XM_057814814.1	A	anno1.g6241.t1	A
rna-XM_057814818.1	A	anno1.g8519.t1	A
rna-XM_057811573.1	A	anno1.g9186.t1	A
rna-XM_057811579.1	A	anno1.g9185.t7	A
rna-XM_057811602.1	A	anno1.g9184.t1	A
rna-XM_057814013.1	A	anno1.g10358.t4	A
rna-XM_057811607.1	A	anno1.g8783.t1	A
rna-XM_057812252.1	A	anno1.g883.t1	A
rna-XM_057814018.1	A	anno1.g4245.t1	A
rna-XM_057812254.1	A	anno1.g4246.t1	A
rna-XM_057812057.1	A	anno1.g4163.t1	A
rna-XM_057811763.1	A	anno1.g4167.t1	A
rna-XM_057812846.1	A	anno1.g7149.t1	A
rna-XM_057814176.1	A	anno1.g7150.t1	A
rna-XM_057814177.1	A	anno1.g12067.t1	X
rna-XM_057814174.1	A	anno1.g6596.t1	A
rna-XM_057812774.1	A	anno1.g6583.t2	A
rna-XM_057812456.1	A	anno1.g8938.t1	A
rna-XM_057812451.1	A	anno1.g8108.t1	A
rna-XM_057813313.1	A	anno1.g6499.t1	A
rna-XM_057812473.1	A	anno1.g6754.t1	A
rna-XM_057815016.1	A	anno1.g5655.t1	A
rna-XM_057813213.1	A	anno1.g11955.t1	X
rna-XM_057815053.1	A	anno1.g7568.t1	A
rna-XM_057815059.1	A	anno1.g7573.t1	A
rna-XM_057814025.1	A	anno1.g70.t1	A
rna-XM_057814031.1	A	anno1.g71.t1	A
rna-XM_057814030.1	A	anno1.g72.t1	A
rna-XM_057814020.1	A	anno1.g10321.t2	A
rna-XM_057814029.1	A	anno1.g1001.t1	A
rna-XM_057812051.1	A	anno1.g11899.t1	X
rna-XM_057813238.1	A	anno1.g11900.t1	X
rna-XM_057812951.1	A	anno1.g2089.t1	A
rna-XM_057812952.1	A	anno1.g7043.t1	A
rna-XM_057813323.1	A	anno1.g7042.t1	A
rna-XM_057811733.1	A	anno1.g7040.t1	A
rna-XM_057811728.1	A	anno1.g7041.t1	A
rna-XM_057811729.1	A	anno1.g10215.t1	A
rna-XM_057813244.1	A	anno1.g6929.t1	A
rna-XM_057812510.1	A	anno1.g10832.t1	A
rna-XM_057812507.1	A	anno1.g1466.t2	A
rna-XM_057812628.1	A	anno1.g5040.t1	A
rna-XM_057812826.1	A	anno1.g9623.t1	A
rna-XM_057812825.1	A	anno1.g5201.t2	A
rna-XM_057813521.1	A	anno1.g10464.t1	A
rna-XM_057813520.1	A	anno1.g2710.t1	A
rna-XM_057813522.1	A	anno1.g31.t2	A
rna-XM_057812040.1	A	anno1.g8569.t1	A
rna-XM_057812923.1	A	anno1.g8570.t1	A
rna-XM_057814185.1	A	anno1.g9053.t1	A
rna-XM_057814178.1	A	anno1.g9054.t1	A
rna-XM_057814187.1	A	anno1.g9056.t1	A
rna-XM_057814186.1	A	anno1.g8990.t1	A
rna-XM_057811705.1	A	anno1.g8991.t1	A
rna-XM_057810951.1	A	anno1.g2207.t1	A
rna-XM_057812207.1	A	anno1.g2204.t2	A
rna-XM_057812808.1	A	anno1.g8062.t2	A
rna-XM_057812918.1	A	anno1.g8789.t1	A
rna-XM_057812708.1	A	anno1.g3704.t1	A
rna-XM_057814096.1	A	anno1.g3641.t1	A
rna-XM_057814104.1	A	anno1.g3631.t1	A
rna-XM_057814097.1	A	anno1.g3710.t1	A
rna-XM_057814106.1	A	anno1.g1347.t1	A
rna-XM_057814103.1	A	anno1.g9624.t1	A
rna-XM_057813019.1	A	anno1.g4008.t2	A
rna-XM_057813014.1	A	anno1.g9300.t2	A
rna-XM_057812020.1	A	anno1.g11273.t1	A
rna-XM_057812021.1	A	anno1.g2141.t1	A
rna-XM_057812019.1	A	anno1.g2140.t1	A
rna-XM_057813336.1	A	anno1.g5833.t1	A
rna-XM_057812980.1	A	anno1.g536.t1	A
rna-XM_057812976.1	A	anno1.g3460.t1	A
rna-XM_057812681.1	A	anno1.g2184.t1	A
rna-XM_057812239.1	A	anno1.g11178.t1	A
rna-XM_057813064.1	A	anno1.g11154.t2	A
rna-XM_057812652.1	A	anno1.g3718.t1	A
rna-XM_057812236.1	A	anno1.g3712.t1	A
rna-XM_057812140.1	A	anno1.g3645.t1	A
rna-XM_057812438.1	A	anno1.g10786.t1	A
rna-XM_057813287.1	A	anno1.g9297.t1	A
rna-XM_057813353.1	A	anno1.g2139.t1	A
rna-XM_057813614.1	A	anno1.g4074.t1	A
rna-XM_057813615.1	A	anno1.g4076.t2	A
rna-XM_057812753.1	A	anno1.g10312.t1	A
rna-XM_057812763.1	A	anno1.g3537.t1	A
rna-XM_057812754.1	A	anno1.g27.t1	A
rna-XM_057812768.1	A	anno1.g892.t1	A
rna-XM_057812759.1	A	anno1.g6611.t1	A
rna-XM_057812744.1	A	anno1.g7147.t2	A
rna-XM_057812764.1	A	anno1.g7148.t1	A
rna-XM_057812769.1	A	anno1.g7146.t2	A
rna-XM_057812772.1	A	anno1.g7144.t1	A
rna-XM_057810937.1	A	anno1.g7195.t1	A
rna-XM_057810943.1	A	anno1.g7214.t1	A
rna-XM_057810942.1	A	anno1.g387.t1	A
rna-XM_057812241.1	A	anno1.g7185.t1	A
rna-XM_057812242.1	A	anno1.g7215.t1	A
rna-XM_057812247.1	A	anno1.g6888.t1	A
rna-XM_057812243.1	A	anno1.g6887.t1	A
rna-XM_057812246.1	A	anno1.g7161.t1	A
rna-XM_057814466.1	A	anno1.g7157.t1	A
rna-XM_057814464.1	A	anno1.g9365.t1	A
rna-XM_057814474.1	A	anno1.g7155.t1	A
rna-XM_057812038.1	A	anno1.g7154.t1	A
rna-XM_057812813.1	A	anno1.g430.t2	A
rna-XM_057812814.1	A	anno1.g7402.t1	A
rna-XM_057812003.1	A	anno1.g518.t1	A
rna-XM_057812004.1	A	anno1.g517.t1	A
rna-XM_057811633.1	A	anno1.g7153.t1	A
rna-XM_057812636.1	A	anno1.g1110.t1	A
rna-XM_057812638.1	A	anno1.g6199.t1	A
rna-XM_057812637.1	A	anno1.g2426.t1	A
rna-XM_057812256.1	A	anno1.g8935.t1	A
rna-XM_057812047.1	A	anno1.g8936.t1	A
rna-XM_057812202.1	A	anno1.g2249.t1	A
rna-XM_057812198.1	A	anno1.g2250.t3	A
rna-XM_057811709.1	A	anno1.g9118.t1	A
rna-XM_057811710.1	A	anno1.g2519.t1	A
rna-XM_057811221.1	A	anno1.g2517.t1	A
rna-XM_057812486.1	A	anno1.g5758.t1	A
rna-XM_057813306.1	A	anno1.g5757.t1	A
rna-XM_057813024.1	A	anno1.g662.t1	A
rna-XM_057814708.1	A	anno1.g663.t1	A
rna-XM_057814707.1	A	anno1.g5132.t1	A
rna-XM_057814709.1	A	anno1.g9354.t1	A
rna-XM_057814702.1	A	anno1.g2256.t1	A
rna-XM_057814714.1	A	anno1.g2255.t1	A
rna-XM_057814716.1	A	anno1.g3364.t1	A
rna-XM_057814715.1	A	anno1.g661.t1	A
rna-XM_057814710.1	A	anno1.g659.t1	A
rna-XM_057814719.1	A	anno1.g4874.t1	A
rna-XM_057814723.1	A	anno1.g4073.t1	A
rna-XM_057814725.1	A	anno1.g7867.t1	A
rna-XM_057814727.1	A	anno1.g4857.t1	A
rna-XM_057814721.1	A	anno1.g10216.t1	A
rna-XM_057814741.1	A	anno1.g7866.t1	A
rna-XM_057814743.1	A	anno1.g5150.t1	A
rna-XM_057814729.1	A	anno1.g7865.t2	A
rna-XM_057814744.1	A	anno1.g2929.t1	A
rna-XM_057813675.1	A	anno1.g7860.t1	A
rna-XM_057813679.1	A	anno1.g7859.t1	A
rna-XM_057813676.1	A	anno1.g7857.t1	A
rna-XM_057813685.1	A	anno1.g7856.t1	A
rna-XM_057813674.1	A	anno1.g8942.t1	A
rna-XM_057813686.1	A	anno1.g8994.t1	A
rna-XM_057812631.1	A	anno1.g8997.t1	A
rna-XM_057812633.1	A	anno1.g5493.t1	A
rna-XM_057812632.1	A	anno1.g6013.t1	A
rna-XM_057813233.1	A	anno1.g1665.t2	A
rna-XM_057811547.1	A	anno1.g3867.t1	A
rna-XM_057811546.1	A	anno1.g8347.t1	A
rna-XM_057811719.1	A	anno1.g7193.t1	A
rna-XM_057814091.1	A	anno1.g2406.t1	A
rna-XM_057812001.1	A	anno1.g1489.t1	A
rna-XM_057812824.1	A	anno1.g3063.t1	A
rna-XM_057813705.1	A	anno1.g3064.t1	A
rna-XM_057813697.1	A	anno1.g3065.t1	A
rna-XM_057813695.1	A	anno1.g3066.t1	A
rna-XM_057813704.1	A	anno1.g3067.t1	A
rna-XM_057813709.1	A	anno1.g3027.t1	A
rna-XM_057813699.1	A	anno1.g3028.t3	A
rna-XM_057813710.1	A	anno1.g8119.t1	A
rna-XM_057812709.1	A	anno1.g8117.t3	A
rna-XM_057812106.1	A	anno1.g8118.t1	A
rna-XM_057812100.1	A	anno1.g5666.t1	A
rna-XM_057811347.1	A	anno1.g5667.t1	A
rna-XM_057815074.1	A	anno1.g3024.t2	A
rna-XM_057815077.1	A	anno1.g1264.t1	A
rna-XM_057815114.1	A	anno1.g5668.t1	A
rna-XM_057815112.1	A	anno1.g5135.t2	A
rna-XM_057815131.1	A	anno1.g8591.t1	A
rna-XM_057815125.1	A	anno1.g8600.t1	A
rna-XM_057815130.1	A	anno1.g8599.t1	A
rna-XM_057815122.1	A	anno1.g8597.t1	A
rna-XM_057815124.1	A	anno1.g9492.t1	A
rna-XM_057815127.1	A	anno1.g8595.t1	A
rna-XM_057815078.1	A	anno1.g8594.t5	A
rna-XM_057812477.1	A	anno1.g8593.t1	A
rna-XM_057814146.1	A	anno1.g8592.t1	A
rna-XM_057814148.1	A	anno1.g12077.t2	X
rna-XM_057812012.1	A	anno1.g8492.t1	A
rna-XM_057813069.1	A	anno1.g53.t1	A
rna-XM_057813068.1	A	anno1.g8493.t1	A
rna-XM_057813072.1	A	anno1.g8819.t1	A
rna-XM_057813073.1	A	anno1.g8788.t1	A
rna-XM_057813074.1	A	anno1.g6295.t1	A
rna-XM_057814145.1	A	anno1.g8820.t1	A
rna-XM_057813076.1	A	anno1.g5665.t1	A
rna-XM_057813093.1	A	anno1.g8775.t1	A
rna-XM_057813078.1	A	anno1.g8116.t1	A
rna-XM_057813085.1	A	anno1.g8115.t1	A
rna-XM_057813081.1	A	anno1.g8114.t1	A
rna-XM_057813080.1	A	anno1.g8113.t1	A
rna-XM_057813082.1	A	anno1.g8112.t1	A
rna-XM_057813088.1	A	anno1.g8111.t1	A
rna-XM_057813098.1	A	anno1.g7869.t1	A
rna-XM_057813099.1	A	anno1.g7868.t1	A
rna-XM_057813102.1	A	anno1.g4873.t1	A
rna-XM_057813106.1	A	anno1.g7870.t1	A
rna-XM_057813109.1	A	anno1.g10217.t2	A
rna-XM_057813112.1	A	anno1.g10084.t1	A
rna-XM_057813115.1	A	anno1.g4385.t1	A
rna-XM_057813121.1	A	anno1.g5037.t2	A
rna-XM_057813117.1	A	anno1.g10219.t1	A
rna-XM_057813123.1	A	anno1.g10218.t1	A
rna-XM_057813124.1	A	anno1.g10123.t1	A
rna-XM_057813125.1	A	anno1.g10124.t1	A
rna-XM_057813130.1	A	anno1.g10088.t2	A
rna-XM_057813135.1	A	anno1.g9315.t1	A
rna-XM_057813137.1	A	anno1.g8380.t1	A
rna-XM_057813141.1	A	anno1.g9950.t2	A
rna-XM_057813142.1	A	anno1.g3913.t2	A
rna-XM_057814169.1	A	anno1.g6012.t1	A
rna-XM_057813151.1	A	anno1.g1403.t1	A
rna-XM_057813153.1	A	anno1.g1754.t1	A
rna-XM_057812286.1	A	anno1.g10039.t1	A
rna-XM_057812287.1	A	anno1.g10042.t1	A
rna-XM_057811363.1	A	anno1.g10043.t2	A
rna-XM_057811368.1	A	anno1.g2500.t1	A
rna-XM_057813440.1	A	anno1.g367.t1	A
rna-XM_057813441.1	A	anno1.g8264.t1	A
rna-XM_057812850.1	A	anno1.g5754.t2	A
rna-XM_057812849.1	A	anno1.g5753.t1	A
rna-XM_057810898.1	A	anno1.g5419.t1	A
rna-XM_057810899.1	A	anno1.g523.t1	A
rna-XM_057812912.1	A	anno1.g10611.t1	A
rna-XM_057810934.1	A	anno1.g8903.t1	A
rna-XM_057812982.1	A	anno1.g8902.t1	A
rna-XM_057811288.1	A	anno1.g1948.t2	A
rna-XM_057812994.1	A	anno1.g4386.t1	A
rna-XM_057811351.1	A	anno1.g1205.t1	A
rna-XM_057811348.1	A	anno1.g8520.t3	A
rna-XM_057811355.1	A	anno1.g10047.t1	A
rna-XM_057811354.1	A	anno1.g6140.t1	A
rna-XM_057812214.1	A	anno1.g4613.t1	A
rna-XM_057812213.1	A	anno1.g9838.t1	A
rna-XM_057813375.1	A	anno1.g2389.t2	A
rna-XM_057813365.1	A	anno1.g5200.t2	A
rna-XM_057813377.1	A	anno1.g5735.t1	A
rna-XM_057813378.1	A	anno1.g2610.t1	A
rna-XM_057813379.1	A	anno1.g10958.t1	A
rna-XM_057813374.1	A	anno1.g773.t2	A
rna-XM_057810945.1	A	anno1.g10959.t3	A
rna-XM_057811764.1	A	anno1.g2611.t1	A
rna-XM_057813885.1	A	anno1.g2537.t1	A
rna-XM_057813891.1	A	anno1.g2538.t1	A
rna-XM_057813892.1	A	anno1.g894.t1	A
rna-XM_057813893.1	A	anno1.g7843.t1	A
rna-XM_057813895.1	A	anno1.g10086.t1	A
rna-XM_057813903.1	A	anno1.g7194.t1	A
rna-XM_057813898.1	A	anno1.g7152.t1	A
rna-XM_057813907.1	A	anno1.g8838.t1	A
rna-XM_057813908.1	A	anno1.g8839.t1	A
rna-XM_057813905.1	A	anno1.g8837.t1	A
rna-XM_057813920.1	A	anno1.g7682.t2	A
rna-XM_057813922.1	A	anno1.g5197.t1	A
rna-XM_057813924.1	A	anno1.g5198.t1	A
rna-XM_057813926.1	A	anno1.g10322.t1	A
rna-XM_057813928.1	A	anno1.g10320.t1	A
rna-XM_057813933.1	A	anno1.g5679.t3	A
rna-XM_057813932.1	A	anno1.g792.t1	A
rna-XM_057813931.1	A	anno1.g746.t1	A
rna-XM_057813936.1	A	anno1.g728.t1	A
rna-XM_057813937.1	A	anno1.g9059.t1	A
rna-XM_057813940.1	A	anno1.g4559.t1	A
rna-XM_057813943.1	A	anno1.g4250.t1	A
rna-XM_057814188.1	A	anno1.g4514.t1	A
rna-XM_057813945.1	A	anno1.g8146.t1	A
rna-XM_057813948.1	A	anno1.g5662.t1	A
rna-XM_057812848.1	A	anno1.g715.t1	A
rna-XM_057814287.1	A	anno1.g4679.t1	A
rna-XM_057812936.1	A	anno1.g273.t1	A
rna-XM_057812939.1	A	anno1.g5653.t1	A
rna-XM_057812940.1	A	anno1.g7162.t1	A
rna-XM_057812941.1	A	anno1.g8168.t1	A
rna-XM_057812943.1	A	anno1.g2317.t1	A
rna-XM_057812276.1	A	anno1.g8175.t1	A
rna-XM_057811636.1	A	anno1.g8123.t1	A
rna-XM_057814785.1	A	anno1.g8120.t2	A
rna-XM_057814786.1	A	anno1.g8121.t1	A
rna-XM_057814787.1	A	anno1.g8122.t1	A
rna-XM_057814536.1	A	anno1.g3025.t1	A
rna-XM_057814538.1	A	anno1.g3026.t1	A
rna-XM_057813305.1	A	anno1.g9133.t2	A
rna-XM_057814288.1	A	anno1.g9132.t1	A
rna-XM_057812958.1	A	anno1.g781.t1	A
rna-XM_057812956.1	A	anno1.g787.t1	A
rna-XM_057813586.1	A	anno1.g3022.t1	A
rna-XM_057813596.1	A	anno1.g3023.t1	A
rna-XM_057813595.1	A	anno1.g10016.t1	A
rna-XM_057813592.1	A	anno1.g10017.t1	A
rna-XM_057813585.1	A	anno1.g9947.t1	A
rna-XM_057813574.1	A	anno1.g789.t1	A
rna-XM_057813584.1	A	anno1.g790.t1	A
rna-XM_057813598.1	A	anno1.g788.t2	A
rna-XM_057813583.1	A	anno1.g3945.t1	A
rna-XM_057812134.1	A	anno1.g3494.t1	A
rna-XM_057812133.1	A	anno1.g725.t2	A
rna-XM_057812098.1	A	anno1.g726.t1	A
rna-XM_057812551.1	A	anno1.g727.t1	A
rna-XM_057813340.1	A	anno1.g9228.t3	A
rna-XM_057813478.1	A	anno1.g9910.t1	A
rna-XM_057813481.1	A	anno1.g9913.t1	A
rna-XM_057814773.1	A	anno1.g9914.t1	A
rna-XM_057814777.1	A	anno1.g9909.t1	A
rna-XM_057814778.1	A	anno1.g5661.t1	A
rna-XM_057814782.1	A	anno1.g8092.t2	A
rna-XM_057814783.1	A	anno1.g1733.t1	A
rna-XM_057811713.1	A	anno1.g10501.t1	A
rna-XM_057811715.1	A	anno1.g10500.t1	A
rna-XM_057813167.1	A	anno1.g1503.t1	A
rna-XM_057813168.1	A	anno1.g5657.t1	A
rna-XM_057811379.1	A	anno1.g5658.t1	A
rna-XM_057811382.1	A	anno1.g5660.t2	A
rna-XM_057811384.1	A	anno1.g747.t1	A
rna-XM_057811385.1	A	anno1.g796.t1	A
rna-XM_057811388.1	A	anno1.g5659.t1	A
rna-XM_057811392.1	A	anno1.g10010.t1	A
rna-XM_057811394.1	A	anno1.g10013.t1	A
rna-XM_057811395.1	A	anno1.g10015.t1	A
rna-XM_057811396.1	A	anno1.g793.t1	A
rna-XM_057811402.1	A	anno1.g5484.t2	A
rna-XM_057811403.1	A	anno1.g10149.t2	A
rna-XM_057811404.1	A	anno1.g745.t1	A
rna-XM_057811405.1	A	anno1.g794.t1	A
rna-XM_057811406.1	A	anno1.g9938.t1	A
rna-XM_057811417.1	A	anno1.g9089.t1	A
rna-XM_057811410.1	A	anno1.g9060.t2	A
rna-XM_057811416.1	A	anno1.g9062.t1	A
rna-XM_057811419.1	A	anno1.g4178.t1	A
rna-XM_057811428.1	A	anno1.g9057.t1	A
rna-XM_057811431.1	A	anno1.g7997.t1	A
rna-XM_057811432.1	A	anno1.g8091.t1	A
rna-XM_057811438.1	A	anno1.g812.t1	A
rna-XM_057811439.1	A	anno1.g9090.t2	A
rna-XM_057811441.1	A	anno1.g9139.t1	A
rna-XM_057811446.1	A	anno1.g9058.t2	A
rna-XM_057811442.1	A	anno1.g7989.t2	A
rna-XM_057814369.1	A	anno1.g7991.t2	A
rna-XM_057811451.1	A	anno1.g1421.t2	A
rna-XM_057811454.1	A	anno1.g115.t1	A
rna-XM_057811452.1	A	anno1.g10721.t1	A
rna-XM_057811455.1	A	anno1.g10720.t1	A
rna-XM_057811457.1	A	anno1.g10712.t2	A
