D_carinulata	chromosome	C_maculatus	chromosome
rna-XM_057814715.1	A	g13882.t1	A
rna-XM_057814719.1	A	g9232.t1	A
rna-XM_057814723.1	A	g8147.t1	A
rna-XM_057814725.1	A	g5539.t1	A
rna-XM_057814727.1	A	g9250.t1	A
rna-XM_057814721.1	A	g4746.t1	A
rna-XM_057814728.1	A	g4745.t1	A
rna-XM_057814741.1	A	g5544.t1	A
rna-XM_057814743.1	A	g2751.t1	A
rna-XM_057814729.1	A	g5549.t1	A
rna-XM_057814744.1	A	g407.t1	A
rna-XM_057813675.1	A	g5563.t1	A
rna-XM_057813679.1	A	g5564.t1	A
rna-XM_057813683.1	A	g5567.t1	A
rna-XM_057813685.1	A	g5568.t1	A
rna-XM_057813674.1	A	g6788.t1	A
rna-XM_057813686.1	A	g6974.t1	A
rna-XM_057812633.1	A	g13342.t1	A
rna-XM_057812632.1	A	g4930.t1	A
rna-XM_057811547.1	A	g7918.t1	A
rna-XM_057811546.1	A	g9436.t1	A
rna-XM_057811719.1	A	g11931.t1	A
rna-XM_057814091.1	A	g6022.t1	A
rna-XM_057812443.1	A	g3359.t1	A
rna-XM_057812001.1	A	g3356.t1	A
rna-XM_057812824.1	A	g286.t1	A
rna-XM_057813705.1	A	g285.t2	A
rna-XM_057813697.1	A	g283.t2	A
rna-XM_057813695.1	A	g282.t1	A
rna-XM_057813704.1	A	g281.t1	A
rna-XM_057813709.1	A	g373.t1	A
rna-XM_057813699.1	A	g371.t3	A
rna-XM_057813710.1	A	g5842.t1	A
rna-XM_057812709.1	A	g5844.t2	A
rna-XM_057812106.1	A	g5843.t1	A
rna-XM_057812100.1	A	g13161.t1	A
rna-XM_057811345.1	A	g13160.t1	A
rna-XM_057811347.1	A	g13159.t2	A
rna-XM_057815073.1	A	g265.t1	A
rna-XM_057815074.1	A	g377.t2	A
rna-XM_057815077.1	A	g4502.t1	A
rna-XM_057815114.1	A	g13158.t1	A
rna-XM_057815112.1	A	g13367.t1	A
rna-XM_057815131.1	A	g6396.t1	A
rna-XM_057815125.1	A	g6382.t1	A
rna-XM_057815130.1	A	g6383.t1	A
rna-XM_057815089.1	A	g6384.t8	A
rna-XM_057815115.1	A	g998.t2	A
rna-XM_057815122.1	A	g6386.t1	A
rna-XM_057815117.1	A	g6387.t1	A
rna-XM_057815124.1	A	g3656.t1	A
rna-XM_057815127.1	A	g6389.t1	A
rna-XM_057815078.1	A	g6390.t5	A
rna-XM_057815128.1	A	g6392.t1	A
rna-XM_057812479.1	A	g6393.t1	A
rna-XM_057812477.1	A	g6394.t2	A
rna-XM_057814146.1	A	g6395.t1	A
rna-XM_057814148.1	A	g11241.t2	A
rna-XM_057812056.1	A	g6399.t1	A
rna-XM_057812012.1	A	g6525.t1	A
rna-XM_057813069.1	A	g7549.t1	A
rna-XM_057813068.1	A	g6628.t1	A
rna-XM_057813072.1	A	g7029.t1	A
rna-XM_057813073.1	A	g6837.t1	A
rna-XM_057814145.1	A	g7031.t3	A
rna-XM_057813076.1	A	g13162.t1	A
rna-XM_057813093.1	A	g5451.t2	A
rna-XM_057813078.1	A	g5845.t1	A
rna-XM_057813085.1	A	g5846.t1	A
rna-XM_057813081.1	A	g5847.t1	A
rna-XM_057813082.1	A	g5849.t1	A
rna-XM_057813088.1	A	g5850.t1	A
rna-XM_057813098.1	A	g5746.t1	A
rna-XM_057813099.1	A	g5747.t1	A
rna-XM_057813102.1	A	g9233.t1	A
rna-XM_057813106.1	A	g5745.t2	A
rna-XM_057813109.1	A	g4747.t1	A
rna-XM_057813112.1	A	g4800.t1	A
rna-XM_057813115.1	A	g8615.t1	A
rna-XM_057813121.1	A	g7186.t1	A
rna-XM_057813117.1	A	g4749.t1	A
rna-XM_057813123.1	A	g4748.t1	A
rna-XM_057813124.1	A	g4544.t1	A
rna-XM_057813125.1	A	g4543.t1	A
rna-XM_057814153.1	A	g4796.t1	A
rna-XM_057813130.1	A	g4798.t2	A
rna-XM_057813135.1	A	g3721.t1	A
rna-XM_057813137.1	A	g3244.t1	A
rna-XM_057813141.1	A	g4500.t2	A
rna-XM_057813142.1	A	g7993.t2	A
rna-XM_057813151.1	A	g1846.t1	A
rna-XM_057813153.1	A	g2172.t1	A
rna-XM_057813163.1	A	g2170.t1	A
rna-XM_057812286.1	A	g4593.t1	A
rna-XM_057812287.1	A	g4592.t1	A
rna-XM_057811363.1	A	g4590.t1	A
rna-XM_057811368.1	A	g1074.t1	A
rna-XM_057812053.1	A	g9468.t1	A
rna-XM_057813440.1	A	g2276.t1	A
rna-XM_057812850.1	A	g13070.t3	A
rna-XM_057812849.1	A	g13071.t1	A
rna-XM_057810897.1	A	g2359.t2	A
rna-XM_057810898.1	A	g4977.t1	A
rna-XM_057810899.1	A	g14035.t1	A
rna-XM_057812912.1	A	g10927.t1	A
rna-XM_057810934.1	A	g6748.t1	A
rna-XM_057812982.1	A	g6747.t2	A
rna-XM_057811288.1	A	g14745.t2	A
rna-XM_057812994.1	A	g8678.t1	A
rna-XM_057811351.1	A	g14635.t1	A
rna-XM_057811348.1	A	g6488.t1	A
rna-XM_057811355.1	A	g1031.t2	A
rna-XM_057811354.1	A	g12695.t1	A
rna-XM_057812214.1	A	g8842.t1	A
rna-XM_057812213.1	A	g4377.t1	A
rna-XM_057813375.1	A	g947.t1	A
rna-XM_057813365.1	A	g13448.t4	A
rna-XM_057813377.1	A	g2236.t1	A
rna-XM_057813378.1	A	g1272.t1	A
rna-XM_057813379.1	A	g10325.t1	A
rna-XM_057813374.1	A	g5463.t2	A
rna-XM_057810945.1	A	g10326.t1	A
rna-XM_057811764.1	A	g1276.t1	A
rna-XM_057813885.1	A	g1207.t1	A
rna-XM_057813891.1	A	g1208.t1	A
rna-XM_057813892.1	A	g2343.t1	A
rna-XM_057813893.1	A	g5558.t1	A
rna-XM_057813895.1	A	g4799.t1	A
rna-XM_057813903.1	A	g11933.t1	A
rna-XM_057813898.1	A	g11905.t1	A
rna-XM_057813907.1	A	g6898.t1	A
rna-XM_057813908.1	A	g6897.t1	A
rna-XM_057813905.1	A	g6900.t1	A
rna-XM_057813911.1	A	g14046.t1	A
rna-XM_057813920.1	A	g5645.t1	A
rna-XM_057813921.1	A	g2307.t1	A
rna-XM_057813923.1	A	g13024.t1	A
rna-XM_057813922.1	A	g13446.t1	A
rna-XM_057813924.1	A	g13447.t1	A
rna-XM_057813926.1	A	g10868.t1	A
rna-XM_057813928.1	A	g10871.t1	A
rna-XM_057813930.1	A	g1574.t1	X
rna-XM_057813933.1	A	g13146.t1	A
rna-XM_057813932.1	A	g14208.t1	A
rna-XM_057813931.1	A	g2375.t1	A
rna-XM_057813936.1	A	g2394.t1	A
rna-XM_057813937.1	A	g6908.t1	A
rna-XM_057813938.1	A	g1299.t1	A
rna-XM_057813940.1	A	g8788.t1	A
rna-XM_057813943.1	A	g8522.t3	A
rna-XM_057814188.1	A	g1970.t1	A
rna-XM_057813949.1	A	g343.t1	A
rna-XM_057813945.1	A	g5999.t2	A
rna-XM_057813948.1	A	g13165.t1	A
rna-XM_057812848.1	A	g2416.t1	A
rna-XM_057812936.1	A	g3545.t1	A
rna-XM_057812939.1	A	g13177.t1	A
rna-XM_057812940.1	A	g11916.t1	A
rna-XM_057812941.1	A	g5976.t1	A
rna-XM_057812943.1	A	g1020.t2	A
rna-XM_057812276.1	A	g5968.t1	A
rna-XM_057811636.1	A	g5839.t1	A
rna-XM_057814786.1	A	g5841.t2	A
rna-XM_057814787.1	A	g5840.t1	A
rna-XM_057814536.1	A	g374.t1	A
rna-XM_057814531.1	A	g375.t1	A
rna-XM_057814538.1	A	g376.t1	A
rna-XM_057814540.1	A	g3220.t1	A
rna-XM_057813305.1	A	g2519.t1	A
rna-XM_057814288.1	A	g2528.t1	A
rna-XM_057812958.1	A	g13748.t1	A
rna-XM_057812956.1	A	g13747.t1	A
rna-XM_057813586.1	A	g379.t1	A
rna-XM_057813596.1	A	g378.t1	A
rna-XM_057813595.1	A	g4618.t1	A
rna-XM_057813592.1	A	g4617.t2	A
rna-XM_057813585.1	A	g4497.t1	A
rna-XM_057813574.1	A	g13743.t1	A
rna-XM_057813584.1	A	g13742.t1	A
rna-XM_057813598.1	A	g13744.t1	A
rna-XM_057813583.1	A	g8026.t1	A
rna-XM_057813573.1	A	g2374.t1	A
rna-XM_057812134.1	A	g8194.t1	A
rna-XM_057812133.1	A	g2397.t1	A
rna-XM_057812098.1	A	g2396.t2	A
rna-XM_057812551.1	A	g2395.t1	A
rna-XM_057813340.1	A	g4005.t1	A
rna-XM_057813478.1	A	g4464.t1	A
rna-XM_057814773.1	A	g4465.t1	A
rna-XM_057814777.1	A	g4463.t1	A
rna-XM_057814778.1	A	g13166.t1	A
rna-XM_057811713.1	A	g10648.t1	A
rna-XM_057811715.1	A	g10646.t1	A
rna-XM_057813167.1	A	g3343.t1	A
rna-XM_057813168.1	A	g13173.t1	A
rna-XM_057811379.1	A	g13169.t1	A
rna-XM_057811382.1	A	g13167.t1	A
rna-XM_057811384.1	A	g2330.t1	A
rna-XM_057811385.1	A	g13735.t1	A
rna-XM_057811388.1	A	g13168.t1	A
rna-XM_057811392.1	A	g4622.t1	A
rna-XM_057811394.1	A	g4621.t1	A
rna-XM_057811395.1	A	g4619.t1	A
rna-XM_057811396.1	A	g13738.t1	A
rna-XM_057811402.1	A	g13455.t1	A
rna-XM_057811403.1	A	g4668.t2	A
rna-XM_057811404.1	A	g2376.t1	A
rna-XM_057811405.1	A	g14210.t2	A
rna-XM_057811406.1	A	g4487.t1	A
rna-XM_057811417.1	A	g7108.t2	A
rna-XM_057811410.1	A	g6907.t2	A
rna-XM_057811416.1	A	g6905.t1	A
rna-XM_057811419.1	A	g8476.t2	A
rna-XM_057811428.1	A	g6910.t1	A
rna-XM_057811429.1	A	g5797.t1	A
rna-XM_057811431.1	A	g5796.t1	A
rna-XM_057811432.1	A	g5738.t1	A
rna-XM_057811438.1	A	g14234.t1	A
rna-XM_057811439.1	A	g7107.t2	A
rna-XM_057811441.1	A	g2527.t1	A
rna-XM_057811446.1	A	g6909.t1	A
rna-XM_057811442.1	A	g5804.t1	A
rna-XM_057814368.1	A	g6668.t1	A
rna-XM_057814369.1	A	g5803.t1	A
rna-XM_057811451.1	A	g3421.t2	A
rna-XM_057811454.1	A	g13679.t1	A
rna-XM_057811452.1	A	g10893.t1	A
rna-XM_057811455.1	A	g10892.t1	A
rna-XM_057811457.1	A	g10896.t1	A
rna-XM_057811456.1	A	g8815.t1	A
rna-XM_057811466.1	A	g10102.t1	A
rna-XM_057811462.1	A	g10094.t1	A
rna-XM_057811469.1	A	g8273.t1	A
rna-XM_057811471.1	A	g6206.t1	A
rna-XM_057811460.1	A	g1162.t3	A
rna-XM_057811472.1	A	g1159.t1	A
rna-XM_057811478.1	A	g1158.t1	A
rna-XM_057811480.1	A	g1019.t2	A
rna-XM_057811476.1	A	g9844.t1	A
rna-XM_057811484.1	A	g9846.t1	A
rna-XM_057811494.1	A	g9830.t1	A
rna-XM_057811485.1	A	g10405.t1	A
rna-XM_057811497.1	A	g10404.t2	A
rna-XM_057811504.1	A	g9829.t1	A
rna-XM_057811508.1	A	g9827.t3	A
rna-XM_057811511.1	A	g9998.t1	A
rna-XM_057811495.1	A	g8223.t1	A
rna-XM_057811503.1	A	g7999.t1	A
rna-XM_057811516.1	A	g3823.t1	A
rna-XM_057811506.1	A	g3835.t3	A
rna-XM_057811517.1	A	g11754.t1	A
rna-XM_057813058.1	A	g8019.t1	A
rna-XM_057813059.1	A	g8016.t1	A
rna-XM_057814808.1	A	g3409.t1	A
rna-XM_057814804.1	A	g12492.t1	A
rna-XM_057814671.1	A	g12494.t1	A
rna-XM_057812303.1	A	g12299.t1	A
rna-XM_057812513.1	A	g11817.t1	A
rna-XM_057811745.1	A	g6865.t1	A
rna-XM_057811717.1	A	g914.t1	A
rna-XM_057814605.1	A	g12737.t3	A
rna-XM_057814608.1	A	g10567.t1	A
rna-XM_057814580.1	A	g6951.t1	A
rna-XM_057815042.1	A	g6786.t1	A
rna-XM_057815044.1	A	g6787.t1	A
rna-XM_057814281.1	A	g3945.t1	A
rna-XM_057814276.1	A	g3946.t1	A
rna-XM_057814280.1	A	g10768.t1	A
rna-XM_057812961.1	A	g9765.t1	A
rna-XM_057812962.1	A	g9764.t1	A
rna-XM_057812498.1	A	g3984.t1	A
rna-XM_057812563.1	A	g44.t1	A
rna-XM_057812557.1	A	g13719.t1	A
rna-XM_057812562.1	A	g3968.t1	A
rna-XM_057812697.1	A	g3973.t2	A
rna-XM_057812704.1	A	g2264.t1	A
rna-XM_057812705.1	A	g3966.t1	A
rna-XM_057812909.1	A	g3964.t1	A
rna-XM_057812910.1	A	g3970.t1	A
rna-XM_057813362.1	A	g10329.t1	A
rna-XM_057814455.1	A	g10331.t1	A
rna-XM_057814456.1	A	g10707.t1	A
rna-XM_057812811.1	A	g12383.t1	A
rna-XM_057812522.1	A	g715.t1	A
rna-XM_057812526.1	A	g12382.t1	A
rna-XM_057814458.1	A	g9814.t1	A
rna-XM_057812535.1	A	g9812.t1	A
rna-XM_057812528.1	A	g9811.t1	A
rna-XM_057812537.1	A	g10412.t1	A
rna-XM_057812520.1	A	g10674.t2	A
rna-XM_057812538.1	A	g10673.t1	A
rna-XM_057812536.1	A	g10672.t1	A
rna-XM_057814090.1	A	g10671.t1	A
rna-XM_057813477.1	A	g10511.t2	A
rna-XM_057813165.1	A	g10509.t1	A
rna-XM_057813164.1	A	g9821.t1	A
rna-XM_057811639.1	A	g9820.t1	A
rna-XM_057811637.1	A	g9819.t1	A
rna-XM_057811640.1	A	g9818.t2	A
rna-XM_057813443.1	A	g10752.t2	A
rna-XM_057813446.1	A	g10751.t2	A
rna-XM_057812094.1	A	g10749.t1	A
rna-XM_057811644.1	A	g10747.t1	A
rna-XM_057811648.1	A	g10745.t1	A
rna-XM_057812497.1	A	g4288.t1	A
rna-XM_057811690.1	A	g12196.t1	A
rna-XM_057812833.1	A	g7947.t1	A
rna-XM_057813713.1	A	g8195.t1	A
rna-XM_057813715.1	A	g10887.t1	A
rna-XM_057813724.1	A	g10909.t1	A
rna-XM_057811979.1	A	g12223.t1	A
rna-XM_057811977.1	A	g11958.t1	A
rna-XM_057811978.1	A	g5637.t1	A
rna-XM_057811990.1	A	g5638.t1	A
rna-XM_057811987.1	A	g5641.t1	A
rna-XM_057811995.1	A	g11378.t1	A
rna-XM_057811973.1	A	g11375.t1	A
rna-XM_057811992.1	A	g11376.t1	A
rna-XM_057811989.1	A	g12167.t1	A
rna-XM_057811986.1	A	g12166.t1	A
rna-XM_057811971.1	A	g12165.t1	A
rna-XM_057811676.1	A	g11374.t2	A
rna-XM_057812164.1	A	g11373.t1	A
rna-XM_057812165.1	A	g11372.t1	A
rna-XM_057812162.1	A	g7781.t1	A
rna-XM_057812161.1	A	g7785.t1	A
rna-XM_057813384.1	A	g8017.t1	A
rna-XM_057812442.1	A	g8100.t1	A
rna-XM_057813315.1	A	g8374.t2	A
rna-XM_057814518.1	A	g9943.t2	A
rna-XM_057814520.1	A	g9944.t1	A
rna-XM_057814505.1	A	g9948.t1	A
rna-XM_057812136.1	A	g1206.t1	A
rna-XM_057811722.1	A	g4876.t1	A
rna-XM_057813492.1	A	g99.t1	A
rna-XM_057814530.1	A	g9817.t1	A
rna-XM_057814481.1	A	g11191.t1	A
rna-XM_057814480.1	A	g12148.t1	A
rna-XM_057812543.1	A	g11942.t1	A
rna-XM_057812048.1	A	g11943.t1	A
rna-XM_057812302.1	A	g4139.t1	A
rna-XM_057812550.1	A	g4138.t1	A
rna-XM_057812099.1	A	g6000.t1	A
rna-XM_057812822.1	A	g11945.t1	A
rna-XM_057812444.1	A	g11370.t1	A
rna-XM_057812446.1	A	g4141.t1	A
rna-XM_057815034.1	A	g10498.t1	A
rna-XM_057813834.1	A	g10496.t1	A
rna-XM_057813836.1	A	g9973.t1	A
rna-XM_057812257.1	A	g10493.t1	A
rna-XM_057812033.1	A	g9774.t1	A
rna-XM_057812651.1	A	g10492.t1	A
rna-XM_057813470.1	A	g6939.t1	A
rna-XM_057811667.1	A	g95.t1	A
rna-XM_057813387.1	A	g10890.t1	A
rna-XM_057813386.1	A	g10891.t1	A
rna-XM_057812016.1	A	g96.t1	A
rna-XM_057812085.1	A	g10753.t1	A
rna-XM_057812834.1	A	g9728.t1	A
rna-XM_057812836.1	A	g8125.t2	A
rna-XM_057812842.1	A	g8122.t1	A
rna-XM_057812458.1	A	g3781.t2	A
rna-XM_057812805.1	A	g10766.t1	A
rna-XM_057813303.1	A	g10760.t1	A
rna-XM_057813221.1	A	g10434.t1	A
rna-XM_057814577.1	A	g8132.t1	A
rna-XM_057814576.1	A	g7849.t1	A
rna-XM_057814579.1	A	g7851.t1	A
rna-XM_057814573.1	A	g7853.t3	A
rna-XM_057814575.1	A	g7854.t1	A
rna-XM_057814572.1	A	g7856.t1	A
rna-XM_057813855.1	A	g2756.t1	A
rna-XM_057813857.1	A	g2757.t1	A
rna-XM_057814800.1	A	g8126.t1	A
rna-XM_057814801.1	A	g7921.t1	A
rna-XM_057811617.1	A	g8168.t1	A
rna-XM_057811613.1	A	g10409.t1	A
rna-XM_057811615.1	A	g10627.t1	A
rna-XM_057811618.1	A	g10626.t1	A
rna-XM_057811616.1	A	g10623.t1	A
rna-XM_057812464.1	A	g7806.t1	A
rna-XM_057812470.1	A	g7790.t1	A
rna-XM_057814755.1	A	g8086.t1	A
rna-XM_057814753.1	A	g6034.t2	A
rna-XM_057812689.1	A	g6152.t1	A
rna-XM_057813349.1	A	g6150.t1	A
rna-XM_057811188.1	A	g3342.t1	A
rna-XM_057811193.1	A	g5795.t1	A
rna-XM_057811190.1	A	g3355.t1	A
rna-XM_057813636.1	A	g3152.t1	A
rna-XM_057813619.1	A	g244.t1	A
rna-XM_057813628.1	A	g249.t1	A
rna-XM_057813626.1	A	g2344.t2	A
rna-XM_057813621.1	A	g997.t1	A
rna-XM_057813630.1	A	g215.t2	A
rna-XM_057813627.1	A	g214.t1	A
rna-XM_057813624.1	A	g12276.t1	A
rna-XM_057813632.1	A	g212.t3	A
rna-XM_057813641.1	A	g9236.t1	A
rna-XM_057813634.1	A	g193.t1	A
rna-XM_057814557.1	A	g197.t1	A
rna-XM_057812503.1	A	g12495.t1	A
rna-XM_057811723.1	A	g7001.t1	A
rna-XM_057810955.1	A	g11392.t1	A
rna-XM_057810952.1	A	g11393.t1	A
rna-XM_057810958.1	A	g11315.t1	A
rna-XM_057813642.1	A	g11659.t1	A
rna-XM_057813643.1	A	g10895.t1	A
rna-XM_057813660.1	A	g3286.t1	A
rna-XM_057813651.1	A	g476.t1	A
rna-XM_057813659.1	A	g5710.t1	A
rna-XM_057813654.1	A	g12291.t1	A
rna-XM_057813657.1	A	g3988.t1	A
rna-XM_057813647.1	A	g2722.t1	A
rna-XM_057813564.1	A	g2723.t2	A
rna-XM_057814424.1	A	g11233.t1	A
rna-XM_057812188.1	A	g11231.t1	A
rna-XM_057813275.1	A	g4964.t1	A
rna-XM_057813270.1	A	g13050.t1	A
rna-XM_057812922.1	A	g11234.t1	A
rna-XM_057811771.1	A	g11235.t1	A
rna-XM_057813333.1	A	g2720.t1	A
rna-XM_057814560.1	A	g10461.t1	A
rna-XM_057813316.1	A	g10440.t1	A
rna-XM_057813317.1	A	g14668.t1	A
rna-XM_057812448.1	A	g10463.t2	A
rna-XM_057812496.1	A	g10810.t1	A
rna-XM_057813225.1	A	g14520.t1	A
rna-XM_057813227.1	A	g890.t1	A
rna-XM_057813228.1	A	g10811.t1	A
rna-XM_057813230.1	A	g10813.t1	A
rna-XM_057814571.1	A	g10816.t1	A
rna-XM_057811726.1	A	g10817.t1	A
rna-XM_057811342.1	A	g10819.t1	A
rna-XM_057811332.1	A	g10820.t1	A
rna-XM_057811334.1	A	g10823.t2	A
rna-XM_057811340.1	A	g10824.t1	A
rna-XM_057811338.1	A	g10602.t1	A
rna-XM_057811328.1	A	g4214.t1	A
rna-XM_057811329.1	A	g10880.t1	A
rna-XM_057814582.1	A	g10878.t1	A
rna-XM_057814584.1	A	g10773.t1	A
rna-XM_057812141.1	A	g10877.t1	A
rna-XM_057812146.1	A	g10876.t1	A
rna-XM_057812150.1	A	g10875.t1	A
rna-XM_057812148.1	A	g10874.t2	A
rna-XM_057812147.1	A	g10460.t1	A
rna-XM_057813411.1	A	g10778.t1	A
rna-XM_057815132.1	A	g10777.t1	A
rna-XM_057814092.1	A	g10884.t1	A
rna-XM_057814093.1	A	g10883.t1	A
rna-XM_057812706.1	A	g9851.t1	A
rna-XM_057814367.1	A	g10882.t1	A
rna-XM_057814364.1	A	g10597.t1	A
rna-XM_057814362.1	A	g10598.t1	A
rna-XM_057814333.1	A	g10596.t1	A
rna-XM_057813328.1	A	g10889.t2	A
rna-XM_057811679.1	A	g3376.t1	A
rna-XM_057811734.1	A	g9999.t1	A
rna-XM_057810969.1	A	g10755.t1	A
rna-XM_057810972.1	A	g10754.t1	A
rna-XM_057812215.1	A	g8123.t1	A
rna-XM_057814562.1	A	g8076.t1	A
rna-XM_057814563.1	A	g8078.t2	A
rna-XM_057814564.1	A	g8079.t1	A
rna-XM_057811774.1	A	g8322.t1	A
rna-XM_057811773.1	A	g8323.t1	A
rna-XM_057811777.1	A	g2755.t1	A
rna-XM_057811780.1	A	g7770.t2	A
rna-XM_057811786.1	A	g8242.t2	A
rna-XM_057811785.1	A	g8281.t1	A
rna-XM_057811788.1	A	g8328.t1	A
rna-XM_057811789.1	A	g7861.t1	A
rna-XM_057811793.1	A	g8280.t2	A
rna-XM_057811795.1	A	g8800.t1	A
rna-XM_057814586.1	A	g8282.t1	A
rna-XM_057811798.1	A	g8283.t1	A
rna-XM_057811803.1	A	g7860.t1	A
rna-XM_057811800.1	A	g8262.t2	A
rna-XM_057811804.1	A	g7889.t1	A
rna-XM_057811806.1	A	g2282.t1	A
rna-XM_057811807.1	A	g9825.t1	A
rna-XM_057811812.1	A	g9667.t1	A
rna-XM_057811815.1	A	g2423.t1	A
rna-XM_057811816.1	A	g2421.t1	A
rna-XM_057811819.1	A	g14728.t1	A
rna-XM_057811820.1	A	g14729.t1	A
rna-XM_057811821.1	A	g14774.t2	A
rna-XM_057811830.1	A	g14775.t2	A
rna-XM_057811828.1	A	g14743.t2	A
rna-XM_057811831.1	A	g14741.t1	A
rna-XM_057811832.1	A	g5472.t1	A
rna-XM_057811833.1	A	g1669.t1	X
rna-XM_057811834.1	A	g6423.t1	A
rna-XM_057811837.1	A	g11018.t1	A
rna-XM_057811838.1	A	g11918.t1	A
rna-XM_057811839.1	A	g11917.t1	A
rna-XM_057811840.1	A	g11015.t1	A
rna-XM_057811841.1	A	g12123.t2	A
rna-XM_057811842.1	A	g6446.t1	A
rna-XM_057811846.1	A	g11386.t1	A
rna-XM_057811849.1	A	g5242.t1	A
rna-XM_057811848.1	A	g5241.t1	A
rna-XM_057811850.1	A	g821.t1	A
rna-XM_057811851.1	A	g12871.t2	A
rna-XM_057811852.1	A	g14752.t2	A
rna-XM_057811908.1	A	g14753.t2	A
rna-XM_057811910.1	A	g5232.t1	A
rna-XM_057811912.1	A	g4459.t1	A
rna-XM_057811913.1	A	g5235.t1	A
rna-XM_057811920.1	A	g14740.t1	A
rna-XM_057811922.1	A	g11346.t1	A
rna-XM_057811923.1	A	g1854.t1	A
rna-XM_057811924.1	A	g1852.t3	A
rna-XM_057811926.1	A	g6829.t1	A
rna-XM_057811927.1	A	g2048.t3	A
rna-XM_057811934.1	A	g2049.t1	A
rna-XM_057811932.1	A	g2050.t1	A
rna-XM_057811939.1	A	g13630.t1	A
rna-XM_057811938.1	A	g2936.t1	A
rna-XM_057811945.1	A	g2081.t1	A
rna-XM_057814620.1	A	g2078.t1	A
rna-XM_057811959.1	A	g2066.t1	A
rna-XM_057811948.1	A	g2068.t1	A
rna-XM_057811964.1	A	g2069.t1	A
rna-XM_057811965.1	A	g2070.t1	A
rna-XM_057811963.1	A	g2071.t1	A
rna-XM_057811960.1	A	g2072.t1	A
rna-XM_057811962.1	A	g14371.t1	A
rna-XM_057811958.1	A	g6962.t1	A
rna-XM_057811966.1	A	g1302.t1	A
rna-XM_057811952.1	A	g6959.t1	A
rna-XM_057813186.1	A	g6958.t2	A
rna-XM_057812447.1	A	g6957.t1	A
rna-XM_057812959.1	A	g6956.t1	A
rna-XM_057812480.1	A	g6955.t1	A
rna-XM_057813840.1	A	g6200.t1	A
rna-XM_057813851.1	A	g6198.t1	A
rna-XM_057813854.1	A	g6197.t1	A
rna-XM_057812070.1	A	g9433.t1	A
rna-XM_057813232.1	A	g2280.t1	A
rna-XM_057813231.1	A	g2279.t1	A
rna-XM_057812168.1	A	g13513.t1	A
rna-XM_057811343.1	A	g13512.t1	A
rna-XM_057811655.1	A	g4421.t2	A
rna-XM_057811656.1	A	g4420.t1	A
rna-XM_057811701.1	A	g13507.t1	A
rna-XM_057811740.1	A	g1189.t1	A
rna-XM_057811536.1	A	g4417.t1	A
rna-XM_057811537.1	A	g13509.t1	A
rna-XM_057814766.1	A	g1420.t1	X
rna-XM_057814762.1	A	g6873.t1	A
rna-XM_057814768.1	A	g9133.t2	A
rna-XM_057814765.1	A	g930.t2	A
rna-XM_057814769.1	A	g9902.t1	A
rna-XM_057813346.1	A	g966.t1	A
rna-XM_057813031.1	A	g965.t3	A
rna-XM_057811682.1	A	g9903.t1	A
rna-XM_057811681.1	A	g967.t1	A
rna-XM_057811683.1	A	g646.t2	A
rna-XM_057813498.1	A	g648.t1	A
rna-XM_057814140.1	A	g8286.t2	A
rna-XM_057814139.1	A	g11036.t1	A
rna-XM_057814117.1	A	g12624.t2	A
rna-XM_057812742.1	A	g5361.t1	A
rna-XM_057814487.1	A	g5543.t1	A
rna-XM_057814485.1	A	g9407.t1	A
rna-XM_057812818.1	A	g13642.t1	A
rna-XM_057813027.1	A	g13643.t2	A
rna-XM_057813026.1	A	g5087.t1	A
rna-XM_057812685.1	A	g12450.t1	A
rna-XM_057812686.1	A	g12453.t1	A
rna-XM_057813455.1	A	g12405.t1	A
rna-XM_057812972.1	A	g12404.t1	A
rna-XM_057811756.1	A	g4196.t1	A
rna-XM_057811757.1	A	g11038.t1	A
rna-XM_057811762.1	A	g13671.t2	A
rna-XM_057811761.1	A	g4192.t1	A
rna-XM_057811739.1	A	g11041.t1	A
rna-XM_057811737.1	A	g11042.t1	A
rna-XM_057812462.1	A	g195.t1	A
rna-XM_057812864.1	A	g3791.t1	A
rna-XM_057812875.1	A	g10459.t1	A
rna-XM_057812855.1	A	g10458.t2	A
rna-XM_057812860.1	A	g10454.t1	A
rna-XM_057812859.1	A	g10453.t1	A
rna-XM_057812862.1	A	g5687.t1	A
rna-XM_057812879.1	A	g1204.t1	A
rna-XM_057812887.1	A	g10338.t1	A
rna-XM_057812880.1	A	g10337.t1	A
rna-XM_057812852.1	A	g10336.t2	A
rna-XM_057812873.1	A	g10335.t1	A
rna-XM_057812858.1	A	g10757.t1	A
rna-XM_057812890.1	A	g10898.t1	A
rna-XM_057812889.1	A	g10899.t1	A
rna-XM_057812865.1	A	g10904.t1	A
rna-XM_057812874.1	A	g10901.t1	A
rna-XM_057812897.1	A	g10905.t1	A
rna-XM_057812896.1	A	g10318.t2	A
rna-XM_057814109.1	A	g10317.t1	A
rna-XM_057814116.1	A	g3340.t2	A
rna-XM_057814113.1	A	g10448.t1	A
rna-XM_057812171.1	A	g7813.t1	A
rna-XM_057813501.1	A	g14845.t1	A
rna-XM_057811297.1	A	g10319.t1	A
rna-XM_057811301.1	A	g1177.t1	A
rna-XM_057811308.1	A	g870.t1	A
rna-XM_057811310.1	A	g10600.t1	A
rna-XM_057811307.1	A	g10599.t2	A
