C_chinensis	chromosome	C_maculatus	chromosome
anno1.g6445.t1	A	g7133.t1	A
anno1.g6446.t1	A	g4974.t1	A
anno1.g6447.t1	A	g7136.t1	A
anno1.g6449.t1	A	g7137.t1	A
anno1.g6450.t1	A	g7139.t2	A
anno1.g6451.t1	A	g7140.t1	A
anno1.g6452.t1	A	g7141.t1	A
anno1.g6453.t1	A	g7142.t1	A
anno1.g6454.t1	A	g7143.t1	A
anno1.g6455.t1	A	g7146.t1	A
anno1.g6456.t1	A	g7148.t1	A
anno1.g6457.t1	A	g7147.t1	A
anno1.g6428.t1	A	g9426.t1	A
anno1.g6429.t1	A	g5372.t2	A
anno1.g6430.t1	A	g2837.t1	X
anno1.g6431.t1	A	g9420.t1	A
anno1.g6412.t1	A	g43.t1	A
anno1.g6419.t1	A	g38.t1	A
anno1.g6396.t1	A	g621.t1	A
anno1.g6397.t1	A	g622.t1	A
anno1.g6398.t1	A	g1179.t1	A
anno1.g6401.t1	A	g1177.t1	A
anno1.g6402.t1	A	g1176.t1	A
anno1.g6403.t1	A	g1175.t1	A
anno1.g6384.t1	A	g5165.t1	A
anno1.g6385.t1	A	g5166.t1	A
anno1.g6386.t1	A	g5167.t2	A
anno1.g6387.t1	A	g5168.t1	A
anno1.g6388.t1	A	g5169.t1	A
anno1.g6389.t1	A	g5170.t1	A
anno1.g6392.t1	A	g5146.t1	A
anno1.g6345.t1	A	g2940.t1	A
anno1.g6348.t3	A	g3689.t1	A
anno1.g6351.t1	A	g3691.t1	A
anno1.g6352.t1	A	g3692.t1	A
anno1.g6354.t1	A	g3693.t1	A
anno1.g6355.t1	A	g3694.t1	A
anno1.g6356.t1	A	g3695.t1	A
anno1.g6357.t1	A	g3696.t1	A
anno1.g6358.t2	A	g3697.t1	A
anno1.g6359.t1	A	g3698.t1	A
anno1.g6360.t1	A	g3699.t1	A
anno1.g6361.t1	A	g3700.t1	A
anno1.g6362.t1	A	g3701.t1	A
anno1.g6363.t1	A	g3702.t1	A
anno1.g6364.t1	A	g3703.t1	A
anno1.g6365.t1	A	g3704.t2	A
anno1.g6366.t1	A	g3705.t1	A
anno1.g6367.t1	A	g3907.t1	A
anno1.g6368.t1	A	g3906.t1	A
anno1.g6369.t1	A	g3877.t1	A
anno1.g6370.t1	A	g3876.t1	A
anno1.g6371.t2	A	g3875.t1	A
anno1.g6372.t3	A	g3874.t1	A
anno1.g6373.t2	A	g3900.t1	A
anno1.g6374.t2	A	g3899.t2	A
anno1.g6375.t1	A	g3865.t1	A
anno1.g6376.t2	A	g3897.t1	A
anno1.g6377.t2	A	g3896.t1	A
anno1.g6378.t1	A	g3860.t1	A
anno1.g6379.t1	A	g3859.t1	A
anno1.g6380.t1	A	g3854.t2	A
anno1.g6381.t1	A	g3891.t1	A
anno1.g6322.t1	A	g2206.t1	A
anno1.g6324.t1	A	g12258.t1	A
anno1.g6325.t2	A	g2207.t1	A
anno1.g6327.t1	A	g2209.t1	A
anno1.g6328.t1	A	g2210.t1	A
anno1.g6331.t1	A	g2211.t1	A
anno1.g6332.t2	A	g2212.t1	A
anno1.g6333.t1	A	g2213.t1	A
anno1.g6334.t1	A	g2214.t1	A
anno1.g6336.t1	A	g9672.t1	A
anno1.g6337.t1	A	g9671.t1	A
anno1.g6338.t1	A	g9670.t1	A
anno1.g6339.t1	A	g9669.t1	A
anno1.g6340.t1	A	g9668.t1	A
anno1.g6341.t1	A	g9667.t1	A
anno1.g6342.t2	A	g9666.t2	A
anno1.g6343.t2	A	g2202.t1	A
anno1.g6344.t3	A	g2203.t1	A
anno1.g6308.t1	A	g8491.t2	A
anno1.g6309.t1	A	g8490.t1	A
anno1.g6311.t1	A	g8489.t2	A
anno1.g6312.t2	A	g8488.t1	A
anno1.g6313.t1	A	g8487.t3	A
anno1.g6314.t1	A	g8486.t1	A
anno1.g6315.t1	A	g8485.t1	A
anno1.g6316.t1	A	g8484.t1	A
anno1.g6317.t2	A	g8483.t1	A
anno1.g6318.t1	A	g8482.t1	A
anno1.g6319.t2	A	g8481.t3	A
anno1.g6320.t1	A	g8480.t1	A
anno1.g6321.t2	A	g8479.t1	A
anno1.g6286.t1	A	g9865.t1	A
anno1.g6287.t1	A	g9866.t1	A
anno1.g6288.t1	A	g9867.t1	A
anno1.g6289.t1	A	g9869.t1	A
anno1.g6290.t1	A	g9870.t1	A
anno1.g6291.t1	A	g9871.t1	A
anno1.g6292.t1	A	g9872.t1	A
anno1.g6293.t1	A	g9873.t2	A
anno1.g6294.t2	A	g9874.t2	A
anno1.g6296.t1	A	g9875.t1	A
anno1.g6297.t1	A	g9876.t1	A
anno1.g6298.t1	A	g9877.t1	A
anno1.g6299.t1	A	g9878.t1	A
anno1.g6300.t1	A	g9879.t1	A
anno1.g6301.t1	A	g9880.t1	A
anno1.g6302.t1	A	g9881.t1	A
anno1.g6303.t1	A	g9882.t1	A
anno1.g6305.t1	A	g9883.t1	A
anno1.g6306.t1	A	g9884.t1	A
anno1.g6307.t1	A	g9885.t1	A
anno1.g6281.t2	A	g2459.t2	A
anno1.g6282.t1	A	g2461.t1	A
anno1.g6283.t1	A	g2460.t1	A
anno1.g6284.t1	A	g2455.t1	A
anno1.g6277.t1	A	g115.t1	A
anno1.g6278.t1	A	g117.t1	A
anno1.g6254.t1	X	g1527.t2	X
anno1.g6255.t1	X	g1525.t1	X
anno1.g6256.t2	X	g1524.t1	X
anno1.g6258.t1	X	g1522.t2	X
anno1.g6259.t2	X	g1667.t2	X
anno1.g6260.t1	X	g1668.t1	X
anno1.g6261.t1	X	g1669.t1	X
anno1.g6262.t2	X	g1670.t1	X
anno1.g6264.t1	X	g1671.t1	X
anno1.g6265.t5	X	g1688.t1	X
anno1.g6267.t2	X	g1691.t1	X
anno1.g6269.t2	X	g1690.t1	X
anno1.g6270.t1	X	g1689.t1	X
anno1.g6271.t1	X	g1388.t1	X
anno1.g6272.t1	X	g1735.t1	X
anno1.g6273.t1	X	g1734.t1	X
anno1.g6274.t1	X	g1733.t1	X
anno1.g6276.t1	X	g1731.t1	X
anno1.g6247.t1	A	g14722.t1	A
anno1.g6248.t3	A	g14723.t2	A
anno1.g6249.t2	A	g14724.t3	A
anno1.g6250.t2	A	g14725.t2	A
anno1.g6252.t1	A	g14726.t1	A
anno1.g6253.t1	A	g14728.t1	A
anno1.g6227.t1	A	g12577.t1	A
anno1.g6228.t1	A	g12576.t1	A
anno1.g6230.t1	A	g12574.t1	A
anno1.g6232.t1	A	g12573.t1	A
anno1.g6233.t1	A	g12572.t1	A
anno1.g6234.t1	A	g12571.t1	A
anno1.g6235.t1	A	g12570.t1	A
anno1.g6236.t1	A	g12568.t2	A
anno1.g6237.t1	A	g12567.t1	A
anno1.g6238.t1	A	g12560.t1	A
anno1.g6239.t2	A	g12564.t1	A
anno1.g6241.t2	A	g10572.t1	A
anno1.g6242.t1	A	g10569.t1	A
anno1.g6244.t1	A	g10568.t1	A
anno1.g6219.t1	X	g7419.t1	A
anno1.g6221.t1	X	g1458.t1	X
anno1.g6223.t1	X	g1460.t1	X
anno1.g6224.t1	X	g5394.t1	Y
anno1.g6225.t1	X	g1461.t1	X
anno1.g6200.t1	A	g4823.t2	A
anno1.g6201.t1	A	g4825.t1	A
anno1.g6204.t1	A	g4826.t1	A
anno1.g6205.t1	A	g4827.t1	A
anno1.g6206.t1	A	g4828.t1	A
anno1.g6207.t1	A	g4829.t1	A
anno1.g6208.t1	A	g4830.t1	A
anno1.g6209.t1	A	g4831.t1	A
anno1.g6210.t2	A	g4832.t1	A
anno1.g6211.t1	A	g4833.t1	A
anno1.g6213.t1	A	g4834.t1	A
anno1.g6214.t1	A	g4835.t1	A
anno1.g6216.t2	A	g4836.t2	A
anno1.g6217.t2	A	g4837.t1	A
anno1.g6218.t1	A	g4839.t2	A
anno1.g6165.t2	A	g5773.t1	A
anno1.g6166.t1	A	g5774.t1	A
anno1.g6167.t1	A	g5775.t1	A
anno1.g6168.t1	A	g5776.t1	A
anno1.g6169.t1	A	g5777.t1	A
anno1.g6170.t1	A	g5778.t1	A
anno1.g6171.t1	A	g5780.t2	A
anno1.g6173.t2	A	g5781.t2	A
anno1.g6174.t1	A	g5782.t1	A
anno1.g6175.t2	A	g5783.t1	A
anno1.g6176.t1	A	g5784.t1	A
anno1.g6177.t1	A	g5786.t1	A
anno1.g6178.t1	A	g5787.t2	A
anno1.g6179.t1	A	g5788.t1	A
anno1.g6181.t1	A	g5789.t1	A
anno1.g6182.t1	A	g5790.t1	A
anno1.g6183.t1	A	g5791.t1	A
anno1.g6185.t2	A	g5792.t1	A
anno1.g6186.t1	A	g5793.t2	A
anno1.g6187.t2	A	g5794.t2	A
anno1.g6188.t1	A	g5795.t1	A
anno1.g6189.t1	A	g5796.t1	A
anno1.g6190.t1	A	g5797.t1	A
anno1.g6192.t1	A	g5798.t1	A
anno1.g6193.t1	A	g5799.t1	A
anno1.g6194.t1	A	g5800.t1	A
anno1.g6195.t1	A	g5801.t1	A
anno1.g6196.t1	A	g5802.t1	A
anno1.g6153.t1	A	g14325.t1	A
anno1.g6154.t2	A	g11297.t1	A
anno1.g6155.t1	A	g11295.t1	A
anno1.g6156.t1	A	g11294.t1	A
anno1.g6157.t1	A	g11293.t1	A
anno1.g6158.t1	A	g11292.t1	A
anno1.g6159.t1	A	g11289.t1	A
anno1.g6160.t2	A	g11291.t1	A
anno1.g6161.t1	A	g11290.t1	A
anno1.g6162.t1	A	g11288.t1	A
anno1.g6163.t1	A	g11287.t1	A
anno1.g6143.t1	A	g4814.t1	A
anno1.g6145.t1	A	g2740.t1	A
anno1.g6148.t1	A	g2742.t2	A
anno1.g6149.t1	A	g2743.t1	A
anno1.g6150.t1	A	g2744.t2	A
anno1.g6151.t1	A	g4810.t1	A
anno1.g6152.t2	A	g4809.t3	A
anno1.g6129.t1	A	g11125.t1	A
anno1.g6130.t1	A	g11124.t1	A
anno1.g6131.t1	A	g12795.t1	A
anno1.g6132.t1	A	g2729.t1	A
anno1.g6134.t2	A	g12805.t2	A
anno1.g6135.t1	A	g12800.t1	A
anno1.g6136.t1	A	g12808.t1	A
anno1.g6141.t1	A	g12812.t1	A
anno1.g6142.t1	A	g12814.t1	A
anno1.g6114.t1	A	g5288.t2	A
anno1.g6116.t1	A	g5284.t1	A
anno1.g6118.t1	A	g5278.t1	A
anno1.g6119.t1	A	g5275.t2	A
anno1.g6120.t1	A	g12933.t1	A
anno1.g6121.t1	A	g7573.t1	A
anno1.g6122.t2	A	g7571.t2	A
anno1.g6123.t1	A	g7570.t1	A
anno1.g6124.t2	A	g7569.t1	A
anno1.g6125.t1	A	g7568.t1	A
anno1.g6084.t1	A	g12661.t1	A
anno1.g6085.t1	A	g12660.t1	A
anno1.g6086.t1	A	g12659.t1	A
anno1.g6087.t1	A	g12658.t1	A
anno1.g6088.t1	A	g12657.t1	A
anno1.g6089.t1	A	g12656.t1	A
anno1.g6090.t2	A	g12655.t1	A
anno1.g6091.t1	A	g12653.t1	A
anno1.g6092.t1	A	g12652.t1	A
anno1.g6093.t2	A	g12651.t2	A
anno1.g6094.t1	A	g12650.t1	A
anno1.g6095.t1	A	g12649.t1	A
anno1.g6096.t1	A	g12648.t1	A
anno1.g6097.t1	A	g12647.t1	A
anno1.g6098.t1	A	g12646.t1	A
anno1.g6099.t1	A	g12645.t1	A
anno1.g6100.t1	A	g12644.t1	A
anno1.g6101.t1	A	g12643.t1	A
anno1.g6102.t1	A	g12642.t1	A
anno1.g6103.t1	A	g3945.t1	A
anno1.g6104.t1	A	g3944.t1	A
anno1.g6105.t1	A	g3943.t1	A
anno1.g6106.t1	A	g3942.t1	A
anno1.g6107.t2	A	g3941.t1	A
anno1.g6108.t1	A	g3940.t1	A
anno1.g6109.t1	A	g3938.t1	A
anno1.g6110.t1	A	g3937.t1	A
anno1.g6111.t1	A	g3936.t1	A
anno1.g6113.t1	A	g3935.t1	A
anno1.g6076.t1	A	g1145.t1	A
anno1.g6079.t1	A	g1147.t2	A
anno1.g6080.t2	A	g1143.t3	A
anno1.g6051.t1	A	g13284.t1	A
anno1.g6052.t1	A	g13285.t1	A
anno1.g6053.t1	A	g13286.t1	A
anno1.g6054.t1	A	g13289.t1	A
anno1.g6055.t1	A	g13290.t1	A
anno1.g6056.t2	A	g13291.t1	A
anno1.g6057.t1	A	g13292.t1	A
anno1.g6058.t1	A	g13293.t1	A
anno1.g6059.t1	A	g13295.t1	A
anno1.g6060.t1	A	g13296.t1	A
anno1.g6061.t1	A	g13297.t1	A
anno1.g6062.t1	A	g13298.t1	A
anno1.g6063.t1	A	g13299.t1	A
anno1.g6065.t1	A	g13300.t1	A
anno1.g6066.t2	A	g13301.t1	A
anno1.g6067.t1	A	g13302.t1	A
anno1.g6068.t2	A	g13303.t1	A
anno1.g6069.t1	A	g13304.t1	A
anno1.g6070.t1	A	g13305.t1	A
anno1.g6071.t1	A	g13308.t1	A
anno1.g6072.t1	A	g13311.t1	A
anno1.g6073.t1	A	g13668.t1	A
anno1.g6042.t1	A	g11157.t1	A
anno1.g6043.t1	A	g11156.t1	A
anno1.g6045.t1	A	g11155.t1	A
anno1.g6047.t1	A	g11154.t1	A
anno1.g6028.t1	A	g4535.t1	A
anno1.g6030.t1	A	g4533.t1	A
anno1.g6031.t1	A	g4532.t1	A
anno1.g6032.t1	A	g4531.t1	A
anno1.g6033.t1	A	g4527.t1	A
anno1.g6034.t1	A	g4529.t1	A
anno1.g6035.t1	A	g4523.t2	A
anno1.g6036.t1	A	g4526.t1	A
anno1.g6037.t1	A	g4522.t1	A
anno1.g6038.t1	A	g4521.t1	A
anno1.g6039.t1	A	g4520.t1	A
anno1.g6041.t1	A	g4517.t1	A
anno1.g5913.t1	A	g10623.t1	A
anno1.g5914.t1	A	g10626.t1	A
anno1.g5916.t1	A	g10627.t1	A
anno1.g5917.t1	A	g10628.t1	A
anno1.g5918.t1	A	g10629.t1	A
anno1.g5919.t1	A	g4949.t2	A
anno1.g5920.t1	A	g10630.t1	A
anno1.g5921.t1	A	g10631.t1	A
anno1.g5923.t1	A	g10632.t1	A
anno1.g5924.t1	A	g10633.t1	A
anno1.g5925.t1	A	g10634.t1	A
anno1.g5926.t1	A	g10635.t1	A
anno1.g5927.t1	A	g10636.t1	A
anno1.g5928.t1	A	g10637.t1	A
anno1.g5929.t1	A	g10638.t1	A
anno1.g5930.t1	A	g10639.t2	A
anno1.g5931.t2	A	g10640.t1	A
anno1.g5932.t1	A	g10642.t1	A
anno1.g5933.t1	A	g10643.t1	A
anno1.g5934.t1	A	g10644.t1	A
anno1.g5935.t1	A	g10646.t1	A
anno1.g5936.t1	A	g10648.t1	A
anno1.g5937.t1	A	g10649.t1	A
anno1.g5938.t1	A	g10650.t1	A
anno1.g5939.t1	A	g10652.t1	A
anno1.g5940.t1	A	g10654.t1	A
anno1.g5942.t2	A	g10657.t1	A
anno1.g5945.t1	A	g10660.t1	A
anno1.g5946.t1	A	g10661.t1	A
anno1.g5947.t1	A	g10662.t1	A
anno1.g5948.t1	A	g10663.t1	A
anno1.g5949.t2	A	g10664.t1	A
anno1.g5952.t1	A	g10667.t1	A
anno1.g5953.t1	A	g10668.t1	A
anno1.g5954.t1	A	g10669.t1	A
anno1.g5955.t1	A	g10670.t1	A
anno1.g5956.t1	A	g10671.t1	A
anno1.g5957.t1	A	g10672.t1	A
anno1.g5958.t1	A	g10673.t1	A
anno1.g5959.t1	A	g10674.t2	A
anno1.g5961.t1	A	g10676.t1	A
anno1.g5963.t1	A	g10677.t1	A
anno1.g5964.t1	A	g10678.t1	A
anno1.g5965.t1	A	g10679.t1	A
anno1.g5966.t1	A	g10680.t1	A
anno1.g5967.t1	A	g10681.t1	A
anno1.g5968.t1	A	g10682.t1	A
anno1.g5969.t1	A	g10683.t1	A
anno1.g5970.t1	A	g10684.t1	A
anno1.g5971.t1	A	g10685.t1	A
anno1.g5973.t1	A	g10686.t2	A
anno1.g5975.t1	A	g10687.t1	A
anno1.g5976.t1	A	g10688.t1	A
anno1.g5977.t1	A	g10689.t1	A
anno1.g5978.t1	A	g10691.t1	A
anno1.g5979.t1	A	g10692.t1	A
anno1.g5981.t1	A	g10693.t1	A
anno1.g5982.t1	A	g4596.t1	A
anno1.g5983.t1	A	g10694.t1	A
anno1.g5984.t1	A	g10696.t2	A
anno1.g5985.t1	A	g10697.t1	A
anno1.g5986.t1	A	g10698.t1	A
anno1.g5987.t1	A	g10699.t1	A
anno1.g5988.t1	A	g10700.t1	A
anno1.g5989.t1	A	g10701.t2	A
anno1.g5990.t1	A	g10702.t1	A
anno1.g5991.t1	A	g10703.t1	A
anno1.g5992.t1	A	g10704.t1	A
anno1.g5993.t1	A	g10739.t1	A
anno1.g5994.t2	A	g10738.t1	A
anno1.g5995.t1	A	g10737.t1	A
anno1.g5996.t1	A	g10735.t1	A
anno1.g5997.t1	A	g10733.t1	A
anno1.g5998.t1	A	g10732.t1	A
anno1.g5999.t1	A	g10731.t1	A
anno1.g6001.t1	A	g10730.t1	A
anno1.g6002.t2	A	g10728.t1	A
anno1.g6003.t2	A	g10729.t1	A
anno1.g6004.t1	A	g10727.t2	A
anno1.g6005.t1	A	g10726.t1	A
anno1.g6006.t1	A	g10725.t1	A
anno1.g6007.t1	A	g10724.t1	A
anno1.both_agree_g5101.t2	A	g10723.t1	A
anno1.g6009.t2	A	g10722.t1	A
anno1.g6010.t1	A	g10721.t2	A
anno1.g6011.t1	A	g10720.t1	A
anno1.g6012.t1	A	g10718.t1	A
anno1.g6013.t1	A	g10717.t1	A
anno1.g6014.t1	A	g10716.t1	A
anno1.g6015.t1	A	g10715.t1	A
anno1.g6016.t1	A	g10713.t1	A
anno1.g6017.t1	A	g10712.t1	A
anno1.g6018.t1	A	g10711.t1	A
anno1.g6020.t1	A	g10710.t1	A
anno1.g6021.t4	A	g10709.t4	A
anno1.g6022.t1	A	g10705.t1	A
anno1.g6023.t1	A	g10912.t1	A
anno1.g6024.t1	A	g10913.t2	A
anno1.g6025.t1	A	g10914.t1	A
anno1.g5875.t1	A	g13219.t1	A
anno1.g5876.t2	A	g13218.t1	A
anno1.g5877.t1	A	g13213.t1	A
anno1.g5878.t1	A	g13212.t1	A
anno1.g5880.t1	A	g13211.t1	A
anno1.g5881.t1	A	g13210.t1	A
anno1.g5882.t1	A	g13209.t1	A
anno1.g5883.t1	A	g13208.t4	A
anno1.g5884.t1	A	g13207.t1	A
anno1.g5885.t1	A	g13206.t1	A
anno1.g5886.t1	A	g13205.t1	A
anno1.g5887.t1	A	g13204.t1	A
anno1.g5888.t1	A	g13203.t1	A
anno1.g5889.t1	A	g13202.t1	A
anno1.g5890.t1	A	g13201.t1	A
anno1.g5891.t1	A	g13200.t1	A
anno1.g5892.t1	A	g13199.t1	A
anno1.g5893.t1	A	g13198.t1	A
anno1.g5894.t1	A	g13197.t1	A
anno1.g5895.t2	A	g13194.t1	A
anno1.g5898.t1	A	g13193.t1	A
anno1.g5899.t1	A	g13191.t1	A
anno1.g5900.t2	A	g13187.t1	A
anno1.g5901.t1	A	g13186.t1	A
anno1.g5902.t1	A	g13185.t1	A
anno1.g5903.t2	A	g13184.t1	A
anno1.g5904.t1	A	g13183.t1	A
anno1.g5905.t1	A	g13182.t1	A
anno1.g5906.t2	A	g13181.t1	A
anno1.g5907.t1	A	g13179.t1	A
anno1.g5908.t1	A	g13177.t1	A
anno1.g5909.t1	A	g13176.t1	A
anno1.g5910.t1	A	g13175.t1	A
anno1.g5911.t1	A	g13174.t1	A
anno1.g5912.t1	A	g4223.t1	A
anno1.g5858.t1	A	g4765.t1	A
anno1.g5859.t2	A	g4767.t1	A
anno1.g5860.t1	A	g4768.t1	A
anno1.g5861.t1	A	g4769.t1	A
anno1.g5862.t1	A	g4770.t1	A
anno1.g5863.t1	A	g4771.t1	A
anno1.g5864.t1	A	g4772.t1	A
anno1.g5866.t1	A	g4773.t1	A
anno1.g5867.t1	A	g4774.t1	A
anno1.g5869.t4	A	g4776.t1	A
anno1.g5871.t1	A	g4778.t1	A
anno1.g5872.t1	A	g4779.t1	A
anno1.g5873.t1	A	g4780.t2	A
anno1.g5849.t2	A	g602.t2	A
anno1.g5851.t1	A	g598.t1	A
anno1.g5852.t1	A	g601.t1	A
anno1.g5853.t1	A	g10100.t1	A
anno1.g5855.t1	A	g596.t1	A
anno1.g5856.t1	A	g595.t1	A
anno1.g5829.t1	A	g3087.t1	A
anno1.g5830.t1	A	g3088.t1	A
anno1.g5831.t1	A	g12927.t1	A
anno1.g5832.t1	A	g3090.t1	A
anno1.g5833.t1	A	g3091.t2	A
anno1.g5834.t1	A	g3092.t1	A
anno1.g5835.t1	A	g12939.t1	A
anno1.g5838.t1	A	g12934.t1	A
anno1.g5839.t1	A	g12930.t1	A
anno1.g5841.t1	A	g12926.t1	A
anno1.g5842.t1	A	g12925.t1	A
anno1.g5843.t1	A	g12924.t1	A
anno1.g5844.t1	A	g2841.t1	X
anno1.g5845.t2	A	g12919.t2	A
anno1.g5846.t1	A	g12920.t1	A
anno1.g5848.t1	A	g12917.t1	A
anno1.g5816.t1	A	g10512.t4	A
anno1.g5817.t2	A	g10511.t2	A
anno1.g5818.t1	A	g10509.t1	A
anno1.g5819.t1	A	g10508.t2	A
anno1.g5820.t1	A	g10502.t1	A
anno1.g5821.t1	A	g10501.t1	A
anno1.g5822.t1	A	g10499.t1	A
anno1.g5823.t1	A	g4046.t1	A
anno1.g5825.t1	A	g10498.t1	A
anno1.g5814.t1	A	g12818.t1	A
anno1.g5811.t1	A	g12309.t1	A
anno1.g5792.t1	A	g1951.t1	A
anno1.g5793.t1	A	g2162.t4	A
anno1.g5794.t1	A	g2164.t1	A
anno1.g5795.t1	A	g2165.t1	A
anno1.g5796.t1	A	g2166.t1	A
anno1.g5797.t1	A	g2167.t2	A
anno1.g5798.t1	A	g2172.t1	A
anno1.g5799.t1	A	g2168.t1	A
anno1.g5800.t1	A	g2170.t1	A
anno1.g5801.t1	A	g2173.t1	A
anno1.g5802.t2	A	g2174.t2	A
anno1.g5804.t1	A	g2175.t1	A
anno1.g5805.t1	A	g2176.t1	A
anno1.g5790.t1	A	g13629.t1	A
anno1.g5791.t1	A	g7116.t1	A
anno1.g5774.t1	A	g13240.t1	A
anno1.g5775.t2	A	g13239.t1	A
anno1.g5777.t1	A	g13238.t1	A
anno1.g5778.t1	A	g13237.t1	A
anno1.g5779.t1	A	g13236.t1	A
anno1.g5780.t1	A	g13235.t2	A
anno1.g5781.t1	A	g13234.t1	A
anno1.g5782.t1	A	g13233.t1	A
anno1.g5783.t1	A	g13232.t1	A
anno1.g5784.t2	A	g13231.t1	A
anno1.g5785.t1	A	g13230.t1	A
anno1.g5786.t1	A	g13229.t1	A
anno1.g5787.t1	A	g13228.t1	A
anno1.g5771.t1	A	g4935.t1	A
anno1.g5708.t1	A	g14120.t1	A
anno1.g5709.t1	A	g14119.t2	A
anno1.g5710.t1	A	g14116.t1	A
anno1.g5711.t1	A	g14115.t1	A
anno1.g5712.t1	A	g14114.t1	A
anno1.g5713.t1	A	g14112.t1	A
anno1.g5714.t1	A	g14111.t1	A
anno1.g5715.t1	A	g14110.t2	A
anno1.g5717.t1	A	g14109.t1	A
anno1.g5718.t1	A	g14107.t1	A
anno1.g5719.t2	A	g14106.t1	A
anno1.g5720.t1	A	g14105.t1	A
anno1.g5721.t1	A	g14104.t1	A
anno1.g5722.t1	A	g14102.t1	A
anno1.g5725.t2	A	g14093.t2	A
anno1.g5727.t3	A	g14092.t1	A
anno1.g5728.t1	A	g14090.t1	A
anno1.g5730.t1	A	g14089.t1	A
anno1.g5731.t1	A	g14088.t3	A
anno1.g5732.t3	A	g14085.t1	A
anno1.g5733.t1	A	g1964.t1	A
anno1.g5734.t2	A	g14083.t1	A
anno1.g5735.t1	A	g14082.t1	A
anno1.g5736.t1	A	g14081.t1	A
anno1.g5737.t1	A	g14080.t1	A
anno1.g5738.t1	A	g14079.t1	A
anno1.g5739.t1	A	g14078.t1	A
anno1.g5740.t1	A	g14077.t1	A
anno1.g5741.t1	A	g14076.t1	A
anno1.g5742.t1	A	g14075.t1	A
anno1.g5743.t1	A	g14074.t1	A
anno1.g5744.t1	A	g14073.t1	A
anno1.g5745.t1	A	g14072.t1	A
anno1.g5746.t1	A	g14071.t2	A
anno1.g5747.t1	A	g14070.t1	A
anno1.g5748.t1	A	g14069.t2	A
anno1.g5750.t1	A	g14068.t1	A
anno1.g5751.t1	A	g14067.t1	A
anno1.g5752.t2	A	g14066.t1	A
anno1.g5753.t1	A	g14065.t1	A
anno1.g5754.t1	A	g14064.t1	A
anno1.g5755.t1	A	g14063.t1	A
anno1.g5756.t1	A	g14062.t2	A
anno1.g5758.t1	A	g14061.t1	A
anno1.g5760.t1	A	g14059.t2	A
anno1.g5761.t1	A	g14058.t2	A
anno1.g5762.t1	A	g14057.t2	A
anno1.g5763.t1	A	g14056.t1	A
anno1.g5769.t1	A	g14053.t1	A
anno1.g5770.t1	A	g14052.t1	A
anno1.g5683.t1	A	g10864.t2	A
anno1.g5686.t1	A	g10862.t1	A
anno1.g5687.t1	A	g10861.t1	A
anno1.g5688.t1	A	g10856.t1	A
anno1.g5690.t1	A	g10857.t1	A
anno1.g5692.t1	A	g10858.t1	A
anno1.g5693.t1	A	g10859.t2	A
anno1.g5694.t1	A	g10860.t1	A
anno1.g5695.t2	A	g10855.t1	A
anno1.g5696.t1	A	g10853.t1	A
anno1.g5697.t1	A	g10854.t1	A
anno1.g5700.t1	A	g139.t1	A
anno1.g5702.t1	A	g10852.t1	A
anno1.g5703.t1	A	g10851.t1	A
anno1.g5704.t1	A	g10850.t1	A
anno1.g5705.t1	A	g10849.t1	A
anno1.g5706.t1	A	g3305.t1	A
anno1.g5707.t2	A	g10847.t1	A
anno1.g5681.t1	A	g1519.t3	X
anno1.g5674.t1	A	g3467.t1	A
anno1.g5676.t1	A	g3475.t1	A
anno1.g5677.t1	A	g3477.t1	A
anno1.g5679.t1	A	g6042.t1	A
anno1.g5669.t1	A	g609.t1	A
anno1.g5670.t3	A	g935.t2	A
anno1.g5631.t1	A	g12368.t1	A
anno1.g5632.t1	A	g12367.t1	A
anno1.g5634.t1	A	g12365.t1	A
anno1.g5635.t1	A	g12364.t1	A
anno1.g5637.t1	A	g12362.t1	A
anno1.g5638.t2	A	g12361.t2	A
anno1.g5639.t1	A	g12360.t1	A
anno1.g5640.t1	A	g12359.t1	A
anno1.g5642.t1	A	g12356.t1	A
anno1.g5643.t1	A	g12355.t1	A
anno1.g5644.t1	A	g12354.t1	A
anno1.g5645.t1	A	g12353.t1	A
anno1.g5646.t2	A	g12351.t1	A
anno1.g5647.t1	A	g12350.t1	A
anno1.g5648.t1	A	g12349.t1	A
anno1.g5649.t1	A	g12348.t1	A
anno1.g5650.t1	A	g3566.t1	A
anno1.g5651.t2	A	g12345.t2	A
anno1.g5653.t1	A	g12342.t1	A
anno1.g5654.t1	A	g12340.t1	A
anno1.g5655.t1	A	g12339.t1	A
anno1.g5656.t1	A	g12338.t1	A
anno1.g5657.t1	A	g12337.t1	A
anno1.g5658.t1	A	g12336.t1	A
anno1.g5659.t1	A	g12335.t1	A
anno1.g5660.t1	A	g12334.t1	A
anno1.g5662.t2	A	g12333.t1	A
anno1.g5663.t1	A	g12332.t1	A
anno1.g5664.t1	A	g12331.t1	A
anno1.g5665.t1	A	g12330.t1	A
anno1.g5599.t1	A	g9565.t1	A
anno1.g5600.t1	A	g9564.t1	A
anno1.g5601.t1	A	g13681.t1	A
anno1.g5603.t1	A	g13682.t1	A
anno1.g5605.t1	A	g13671.t2	A
anno1.g5607.t1	A	g13685.t1	A
anno1.g5608.t3	A	g13686.t3	A
anno1.g5609.t1	A	g13674.t1	A
