C_maculatus	chromosome	B_varius	chromosome
g2601.t1	A	anno1.g586.t1	A
g2602.t1	A	anno1.g4053.t1	A
g2607.t1	A	anno1.g6233.t1	A
g2608.t1	A	anno1.g6234.t1	A
g2613.t1	A	anno1.g6239.t1	A
g2614.t1	A	anno1.g6240.t1	A
g2615.t2	A	anno1.g6242.t1	A
g2616.t1	A	anno1.g6243.t1	A
g2618.t1	A	anno1.g6245.t1	A
g2619.t1	A	anno1.g6246.t1	A
g2620.t1	A	anno1.g6247.t1	A
g2621.t1	A	anno1.g6248.t1	A
g2623.t1	A	anno1.g6249.t1	A
g2624.t1	A	anno1.g6250.t1	A
g2625.t1	A	anno1.g6251.t1	A
g2626.t1	A	anno1.g6252.t2	A
g2627.t1	A	anno1.g6253.t1	A
g2632.t1	A	anno1.g6256.t1	A
g2633.t1	A	anno1.g6258.t1	A
g2634.t1	A	anno1.g6259.t1	A
g2635.t1	A	anno1.g6260.t1	A
g2636.t2	A	anno1.g6261.t1	A
g2637.t1	A	anno1.g6262.t1	A
g2638.t1	A	anno1.g6264.t1	A
g2639.t1	A	anno1.g6265.t1	A
g2645.t2	A	anno1.g6268.t2	A
g2650.t1	A	anno1.g6274.t1	A
g2651.t1	A	anno1.g6275.t1	A
g2653.t1	A	anno1.g6277.t1	A
g2654.t1	A	anno1.g6279.t1	A
g2656.t1	A	anno1.g6280.t1	A
g2657.t1	A	anno1.g6282.t1	A
g2663.t1	A	anno1.g6287.t1	A
g2665.t1	A	anno1.g6288.t1	A
g2666.t1	A	anno1.g6289.t1	A
g2667.t1	A	anno1.g6290.t1	A
g2668.t1	A	anno1.g6291.t1	A
g2669.t2	A	anno1.g6292.t1	A
g2670.t3	A	anno1.g6293.t1	A
g2672.t1	A	anno1.g6294.t1	A
g2673.t1	A	anno1.g6296.t1	A
g2674.t1	A	anno1.g6297.t1	A
g2675.t1	A	anno1.g6298.t1	A
g2676.t1	A	anno1.g6299.t1	A
g2677.t1	A	anno1.g6300.t1	A
g2678.t2	A	anno1.g6301.t1	A
g2679.t1	A	anno1.g6302.t1	A
g2680.t1	A	anno1.g6305.t1	A
g2683.t1	A	anno1.g6308.t1	A
g2684.t1	A	anno1.g6309.t1	A
g2685.t1	A	anno1.g6313.t1	A
g2686.t1	A	anno1.g6318.t1	A
g2687.t1	A	anno1.g6316.t1	A
g2688.t1	A	anno1.g6319.t1	A
g2689.t2	A	anno1.g6320.t1	A
g2690.t1	A	anno1.g6321.t1	A
g2691.t2	A	anno1.g6322.t1	A
g2692.t1	A	anno1.g6324.t1	A
g2694.t1	A	anno1.g6325.t1	A
g2695.t1	A	anno1.g6326.t1	A
g2696.t1	A	anno1.g6327.t1	A
g2697.t1	A	anno1.g6328.t1	A
g2698.t1	A	anno1.g6329.t1	A
g2699.t1	A	anno1.g6330.t1	A
g2700.t1	A	anno1.g6331.t1	A
g2701.t1	A	anno1.g6332.t1	A
g2702.t1	A	anno1.g6333.t1	A
g2704.t1	A	anno1.g6334.t1	A
g2705.t1	A	anno1.g6335.t1	A
g2706.t1	A	anno1.g6336.t1	A
g2707.t1	A	anno1.g6337.t1	A
g2708.t1	A	anno1.g6339.t1	A
g2709.t1	A	anno1.g6340.t1	A
g2710.t1	A	anno1.g6341.t1	A
g2712.t1	A	anno1.g6342.t1	A
g2713.t1	A	anno1.g6343.t1	A
g2715.t1	A	anno1.g6344.t1	A
g2716.t1	A	anno1.g6345.t1	A
g2718.t1	A	anno1.g6347.t1	A
g2720.t1	A	anno1.g6348.t1	A
g2721.t1	A	anno1.g6349.t2	A
g2724.t1	A	anno1.g6350.t1	A
g2725.t1	A	anno1.g6351.t1	A
g2726.t2	A	anno1.g6352.t1	A
g2727.t1	A	anno1.g6353.t1	A
g2728.t1	A	anno1.g6354.t1	A
g2730.t1	A	anno1.g6355.t1	A
g2732.t1	A	anno1.g6357.t1	A
g2734.t1	A	anno1.g6358.t1	A
g2736.t2	A	anno1.g6359.t1	A
g2786.t1	X	anno1.g5857.t1	A
g2795.t1	X	anno1.g3931.t1	A
g2824.t1	X	anno1.g9008.t1	A
g2826.t1	X	anno1.g823.t1	A
g2841.t1	X	anno1.g4276.t1	A
g2844.t1	X	anno1.g12184.t1	X
g2845.t1	X	anno1.g12183.t1	X
g2846.t1	X	anno1.g12182.t2	X
g2850.t1	X	anno1.g11663.t1	X
g2851.t1	X	anno1.g12179.t1	X
g2852.t3	X	anno1.g12178.t1	X
g2853.t1	X	anno1.g865.t1	A
g2857.t1	X	anno1.g12177.t1	X
g2860.t1	X	anno1.g12176.t1	X
g2862.t1	X	anno1.g12175.t1	X
g2863.t2	X	anno1.g12174.t2	X
g2866.t1	X	anno1.g12173.t1	X
g2867.t5	X	anno1.g12171.t2	X
g2869.t2	X	anno1.g12170.t1	X
g2870.t1	X	anno1.g12169.t1	X
g2871.t1	X	anno1.g12168.t1	X
g2872.t1	X	anno1.g11897.t1	X
g2873.t1	X	anno1.g11898.t1	X
g2874.t1	X	anno1.g11899.t1	X
g2875.t1	X	anno1.g11900.t1	X
g2876.t1	X	anno1.g11943.t1	X
g2877.t1	X	anno1.g11944.t1	X
g2878.t1	X	anno1.g12163.t1	X
g2880.t1	X	anno1.g12164.t1	X
g2881.t2	X	anno1.g12165.t1	X
g2882.t2	X	anno1.g12166.t1	X
g2883.t1	X	anno1.g12167.t1	X
g2884.t1	X	anno1.g11896.t1	X
g2885.t2	X	anno1.g11895.t1	X
g2886.t1	X	anno1.g11894.t1	X
g2887.t1	X	anno1.g11893.t1	X
g2888.t1	X	anno1.g12155.t1	X
g2889.t2	X	anno1.g12156.t1	X
g2890.t1	X	anno1.g12278.t1	X
g2891.t1	X	anno1.g12277.t1	X
g2892.t1	X	anno1.g12276.t1	X
g2894.t1	X	anno1.g12274.t1	X
g2897.t7	X	anno1.g12271.t1	X
g2898.t1	X	anno1.g12270.t1	X
g2899.t1	X	anno1.g12269.t1	X
g2900.t1	X	anno1.g12267.t1	X
g2901.t4	X	anno1.g12266.t3	X
g2902.t1	X	anno1.g12262.t1	X
g2903.t1	X	anno1.g12261.t3	X
g2908.t1	X	anno1.g12260.t1	X
g2909.t1	X	anno1.g1861.t1	A
g2910.t1	X	anno1.g12259.t1	X
g2911.t2	X	anno1.g12258.t1	X
g2912.t1	X	anno1.g12257.t1	X
g2913.t1	X	anno1.g12256.t1	X
g2914.t1	X	anno1.g12255.t1	X
g2915.t1	X	anno1.g12254.t1	X
g2916.t1	X	anno1.g12253.t1	X
g2917.t1	X	anno1.g12252.t1	X
g2918.t1	X	anno1.g12251.t1	X
g2919.t1	X	anno1.g12250.t1	X
g2920.t1	X	anno1.g12249.t1	X
g2921.t1	X	anno1.g12248.t1	X
g2922.t1	X	anno1.g12247.t1	X
g2923.t2	X	anno1.g12246.t1	X
g2924.t1	X	anno1.g12245.t1	X
g2926.t1	X	anno1.g12244.t1	X
g2927.t1	X	anno1.g12243.t1	X
g2928.t1	X	anno1.g12242.t1	X
g2962.t1	A	anno1.g9581.t1	A
g2977.t1	A	anno1.g1091.t1	A
g2978.t1	A	anno1.g1296.t1	A
g2990.t1	A	anno1.g4539.t1	A
g3001.t2	A	anno1.g7053.t1	A
g3005.t1	A	anno1.g11875.t1	X
g3020.t1	A	anno1.g4224.t1	A
g3030.t1	A	anno1.g12356.t1	Y
g3032.t1	A	anno1.g5882.t1	A
g3034.t1	A	anno1.g5883.t1	A
g3039.t2	A	anno1.g5891.t2	A
g3041.t1	A	anno1.g11735.t1	X
g3044.t1	A	anno1.g5884.t1	A
g3045.t1	A	anno1.g5888.t3	A
g3046.t1	A	anno1.g5889.t1	A
g3047.t1	A	anno1.g5890.t2	A
g3051.t1	A	anno1.g5893.t1	A
g3052.t1	A	anno1.g5894.t1	A
g3053.t2	A	anno1.g5895.t2	A
g3054.t1	A	anno1.g6387.t1	A
g3056.t1	A	anno1.g5897.t1	A
g3057.t2	A	anno1.g5898.t2	A
g3058.t1	A	anno1.g5899.t1	A
g3059.t1	A	anno1.g5900.t1	A
g3062.t1	A	anno1.g5903.t1	A
g3064.t1	A	anno1.g5904.t1	A
g3067.t1	A	anno1.g12406.t1	Y
g3078.t1	A	anno1.g7378.t1	A
g3084.t1	A	anno1.g5908.t1	A
g3085.t1	A	anno1.g5907.t1	A
g3086.t1	A	anno1.g5905.t1	A
g3087.t1	A	anno1.g5934.t1	A
g3090.t1	A	anno1.g5949.t1	A
g3091.t2	A	anno1.g5948.t1	A
g3092.t1	A	anno1.g5935.t1	A
g3093.t1	A	anno1.g11530.t1	X
g3116.t2	A	anno1.g3251.t1	A
g3119.t1	A	anno1.g470.t1	A
g3123.t1	A	anno1.g3247.t1	A
g3124.t1	A	anno1.g3245.t1	A
g3128.t1	A	anno1.g3241.t1	A
g3130.t1	A	anno1.g3238.t1	A
g3133.t1	A	anno1.g3236.t1	A
g3134.t1	A	anno1.g3235.t1	A
g3135.t1	A	anno1.g3234.t1	A
g3136.t1	A	anno1.g3233.t1	A
g3137.t1	A	anno1.g3232.t1	A
g3138.t1	A	anno1.g3230.t1	A
g3139.t1	A	anno1.g3229.t1	A
g3140.t1	A	anno1.g3228.t1	A
g3141.t1	A	anno1.g3227.t1	A
g3142.t1	A	anno1.g3226.t1	A
g3147.t1	A	anno1.g3225.t1	A
g3149.t1	A	anno1.g3224.t1	A
g3150.t1	A	anno1.g3223.t1	A
g3152.t1	A	anno1.g3214.t1	A
g3153.t2	A	anno1.g3216.t1	A
g3154.t2	A	anno1.g3217.t2	A
g3155.t1	A	anno1.g3218.t1	A
g3156.t1	A	anno1.g3221.t1	A
g3157.t1	A	anno1.g3222.t1	A
g3160.t1	A	anno1.g3284.t1	A
g3161.t1	A	anno1.g3283.t1	A
g3163.t1	A	anno1.g3282.t1	A
g3164.t1	A	anno1.g3279.t1	A
g3167.t1	A	anno1.g3278.t1	A
g3169.t1	A	anno1.g3277.t1	A
g3175.t1	A	anno1.g1404.t1	A
g3179.t1	A	anno1.g3276.t1	A
g3180.t1	A	anno1.g3275.t1	A
g3182.t1	A	anno1.g5063.t1	A
g3184.t2	A	anno1.g3274.t1	A
g3187.t1	A	anno1.g3270.t1	A
g3188.t1	A	anno1.g3269.t1	A
g3193.t1	A	anno1.g10636.t1	A
g3195.t1	A	anno1.g3258.t1	A
g3196.t1	A	anno1.g3257.t1	A
g3197.t2	A	anno1.g3256.t2	A
g3214.t1	A	anno1.g8357.t2	A
g3215.t1	A	anno1.g8358.t1	A
g3216.t1	A	anno1.g8359.t1	A
g3218.t1	A	anno1.g8360.t1	A
g3219.t1	A	anno1.g8361.t1	A
g3222.t1	A	anno1.g8362.t1	A
g3224.t3	A	anno1.g8363.t1	A
g3231.t1	A	anno1.g7033.t1	A
g3233.t1	A	anno1.g2634.t1	A
g3240.t1	A	anno1.g8389.t1	A
g3241.t1	A	anno1.g8391.t1	A
g3242.t1	A	anno1.g11655.t1	X
g3244.t1	A	anno1.g8380.t1	A
g3247.t1	A	anno1.g4343.t1	A
g3255.t1	A	anno1.g4206.t1	A
g3256.t1	A	anno1.g1017.t1	A
g3258.t3	A	anno1.g8396.t1	A
g3259.t1	A	anno1.g8397.t2	A
g3260.t1	A	anno1.g8398.t1	A
g3262.t1	A	anno1.g8400.t1	A
g3263.t1	A	anno1.g8401.t1	A
g3264.t1	A	anno1.g8402.t1	A
g3265.t1	A	anno1.g8403.t1	A
g3266.t1	A	anno1.g8404.t1	A
g3267.t1	A	anno1.g8405.t1	A
g3269.t2	A	anno1.g8406.t2	A
g3272.t1	A	anno1.g8407.t1	A
g3278.t2	A	anno1.g8414.t1	A
g3279.t1	A	anno1.g8417.t1	A
g3281.t1	A	anno1.g608.t1	A
g3284.t1	A	anno1.g8418.t1	A
g3285.t1	A	anno1.g8419.t1	A
g3286.t1	A	anno1.g8420.t1	A
g3304.t1	A	anno1.g1545.t1	A
g3305.t1	A	anno1.g10296.t2	A
g3306.t1	A	anno1.g1544.t1	A
g3307.t1	A	anno1.g1543.t1	A
g3308.t1	A	anno1.g1542.t1	A
g3309.t1	A	anno1.g1541.t2	A
g3310.t2	A	anno1.g1538.t1	A
g3311.t1	A	anno1.g1537.t1	A
g3312.t2	A	anno1.g1535.t1	A
g3313.t1	A	anno1.g1536.t1	A
g3315.t2	A	anno1.g1534.t1	A
g3316.t2	A	anno1.g1531.t2	A
g3317.t1	A	anno1.g1529.t1	A
g3318.t1	A	anno1.g1612.t1	A
g3319.t1	A	anno1.g1527.t1	A
g3320.t1	A	anno1.g1524.t1	A
g3321.t1	A	anno1.g1525.t1	A
g3322.t1	A	anno1.g1526.t2	A
g3323.t1	A	anno1.g1522.t1	A
g3324.t1	A	anno1.g1523.t1	A
g3325.t1	A	anno1.g1521.t1	A
g3326.t1	A	anno1.g1520.t1	A
g3327.t1	A	anno1.g1519.t1	A
g3328.t1	A	anno1.g1518.t1	A
g3329.t1	A	anno1.g1517.t1	A
g3331.t1	A	anno1.g1497.t1	A
g3333.t1	A	anno1.g1513.t1	A
g3334.t1	A	anno1.g1512.t1	A
g3335.t2	A	anno1.g1511.t1	A
g3336.t1	A	anno1.g1510.t1	A
g3337.t1	A	anno1.g1509.t1	A
g3338.t1	A	anno1.g1508.t1	A
g3339.t1	A	anno1.g1507.t1	A
g3340.t2	A	anno1.g1506.t1	A
g3341.t1	A	anno1.g1505.t1	A
g3342.t1	A	anno1.g1504.t2	A
g3343.t1	A	anno1.g1503.t1	A
g3344.t1	A	anno1.g1501.t1	A
g3345.t1	A	anno1.g1500.t1	A
g3346.t1	A	anno1.g1498.t1	A
g3348.t1	A	anno1.g1496.t1	A
g3349.t1	A	anno1.g1495.t1	A
g3351.t1	A	anno1.g1494.t1	A
g3352.t1	A	anno1.g1493.t1	A
g3353.t1	A	anno1.g1491.t1	A
g3356.t1	A	anno1.g1489.t1	A
g3364.t1	A	anno1.g1485.t1	A
g3365.t1	A	anno1.g1484.t1	A
g3366.t2	A	anno1.g1483.t1	A
g3367.t1	A	anno1.g1481.t1	A
g3368.t1	A	anno1.g1480.t1	A
g3369.t1	A	anno1.g1479.t1	A
g3370.t2	A	anno1.g1478.t1	A
g3371.t1	A	anno1.g1477.t1	A
g3373.t1	A	anno1.g1476.t1	A
g3374.t1	A	anno1.g1443.t1	A
g3375.t1	A	anno1.g1444.t1	A
g3376.t1	A	anno1.g1445.t2	A
g3377.t1	A	anno1.g1446.t1	A
g3378.t1	A	anno1.g1447.t1	A
g3379.t1	A	anno1.g1448.t1	A
g3380.t1	A	anno1.g1449.t1	A
g3381.t2	A	anno1.g1450.t1	A
g3382.t1	A	anno1.g6148.t1	A
g3384.t1	A	anno1.g1451.t1	A
g3386.t2	A	anno1.g1452.t3	A
g3387.t1	A	anno1.g1456.t1	A
g3388.t1	A	anno1.g1458.t1	A
g3390.t1	A	anno1.g1459.t1	A
g3391.t1	A	anno1.g1460.t1	A
g3392.t1	A	anno1.g1463.t1	A
g3393.t1	A	anno1.g1464.t2	A
g3394.t1	A	anno1.g1465.t1	A
g3395.t1	A	anno1.g1466.t2	A
g3396.t1	A	anno1.g1467.t1	A
g3397.t1	A	anno1.g1468.t1	A
g3400.t1	A	anno1.g1473.t1	A
g3401.t1	A	anno1.g1474.t1	A
g3402.t2	A	anno1.g1475.t1	A
g3403.t1	A	anno1.g1660.t1	A
g3404.t2	A	anno1.g1659.t1	A
g3405.t1	A	anno1.g1658.t1	A
g3406.t1	A	anno1.g1657.t1	A
g3407.t1	A	anno1.g1656.t1	A
g3408.t1	A	anno1.g1155.t1	A
g3409.t1	A	anno1.g1409.t1	A
g3410.t1	A	anno1.g1408.t1	A
g3411.t1	A	anno1.g1411.t1	A
g3413.t1	A	anno1.g1412.t1	A
g3414.t3	A	anno1.g1413.t2	A
g3415.t1	A	anno1.g1416.t2	A
g3416.t2	A	anno1.g1414.t1	A
g3417.t1	A	anno1.g1415.t1	A
g3418.t1	A	anno1.g1417.t1	A
g3419.t2	A	anno1.g1419.t1	A
g3420.t1	A	anno1.g1418.t1	A
g3421.t2	A	anno1.g1421.t2	A
g3422.t1	A	anno1.g1422.t1	A
g3425.t1	A	anno1.g1429.t1	A
g3426.t1	A	anno1.g1428.t1	A
g3427.t1	A	anno1.g1427.t1	A
g3428.t1	A	anno1.g1424.t2	A
g3429.t1	A	anno1.g1425.t1	A
g3430.t1	A	anno1.g1423.t1	A
g3431.t1	A	anno1.g1432.t1	A
g3432.t1	A	anno1.g1433.t1	A
g3434.t1	A	anno1.g1436.t1	A
g3435.t1	A	anno1.g1437.t1	A
g3438.t1	A	anno1.g1439.t1	A
g3439.t1	A	anno1.g1440.t1	A
g3440.t1	A	anno1.g1441.t1	A
g3441.t3	A	anno1.g1442.t2	A
g3442.t1	A	anno1.g1661.t1	A
g3443.t1	A	anno1.g1662.t1	A
g3444.t1	A	anno1.g1663.t1	A
g3453.t1	A	anno1.g112.t1	A
g3454.t1	A	anno1.g111.t1	A
g3459.t1	A	anno1.g110.t1	A
g3460.t1	A	anno1.g108.t1	A
g3462.t2	A	anno1.g106.t1	A
g3467.t1	A	anno1.g102.t1	A
g3470.t1	A	anno1.g100.t1	A
g3471.t1	A	anno1.g98.t1	A
g3473.t2	A	anno1.g9706.t1	A
g3474.t1	A	anno1.g93.t1	A
g3477.t1	A	anno1.g2593.t1	A
g3480.t1	A	anno1.g1455.t2	A
g3482.t1	A	anno1.g85.t2	A
g3483.t1	A	anno1.g84.t1	A
g3485.t1	A	anno1.g83.t1	A
g3486.t1	A	anno1.g82.t1	A
g3487.t1	A	anno1.g1852.t1	A
g3493.t1	A	anno1.g75.t1	A
g3497.t1	A	anno1.g72.t1	A
g3498.t1	A	anno1.g71.t1	A
g3499.t3	A	anno1.g70.t1	A
g3501.t1	A	anno1.g240.t1	A
g3502.t3	A	anno1.g242.t4	A
g3503.t1	A	anno1.g243.t1	A
g3504.t1	A	anno1.g244.t1	A
g3506.t1	A	anno1.g245.t1	A
g3509.t2	A	anno1.g247.t1	A
g3510.t1	A	anno1.g248.t1	A
g3511.t1	A	anno1.g249.t1	A
g3513.t1	A	anno1.g250.t1	A
g3515.t1	A	anno1.g251.t1	A
g3516.t1	A	anno1.g252.t1	A
g3517.t1	A	anno1.g253.t1	A
g3518.t1	A	anno1.g254.t2	A
g3519.t1	A	anno1.g255.t1	A
g3520.t1	A	anno1.g256.t1	A
g3521.t1	A	anno1.g257.t2	A
g3522.t1	A	anno1.g258.t1	A
g3523.t1	A	anno1.g259.t1	A
g3524.t1	A	anno1.g260.t2	A
g3526.t1	A	anno1.g261.t1	A
g3527.t1	A	anno1.g262.t1	A
g3528.t1	A	anno1.g263.t1	A
g3531.t1	A	anno1.g265.t1	A
g3532.t1	A	anno1.g266.t1	A
g3534.t1	A	anno1.g7946.t2	A
g3535.t1	A	anno1.g267.t1	A
g3536.t1	A	anno1.g268.t1	A
g3537.t1	A	anno1.g269.t1	A
g3538.t1	A	anno1.g270.t1	A
g3539.t1	A	anno1.g271.t1	A
g3542.t1	A	anno1.g272.t1	A
g3544.t1	A	anno1.g273.t1	A
g3545.t1	A	anno1.g275.t1	A
g3548.t1	A	anno1.g276.t1	A
g4870.t1	A	anno1.g6395.t2	A
g4871.t1	A	anno1.g6396.t1	A
g4874.t1	A	anno1.g6398.t1	A
g4875.t1	A	anno1.g6399.t1	A
g4876.t1	A	anno1.g6400.t1	A
g4878.t1	A	anno1.g6401.t1	A
g4879.t1	A	anno1.g6402.t2	A
g4880.t2	A	anno1.g6403.t1	A
g4881.t1	A	anno1.g6404.t1	A
g4882.t1	A	anno1.g6405.t1	A
g4883.t1	A	anno1.g6406.t1	A
g4885.t1	A	anno1.g6407.t1	A
g4886.t1	A	anno1.g6408.t1	A
g4887.t1	A	anno1.g6409.t1	A
g4888.t2	A	anno1.g6410.t1	A
g4889.t3	A	anno1.g6411.t1	A
g4890.t1	A	anno1.g6412.t1	A
g4891.t2	A	anno1.g6415.t1	A
g4892.t1	A	anno1.g7183.t1	A
g4894.t1	A	anno1.g6418.t1	A
g4896.t1	A	anno1.g6420.t1	A
g4898.t1	A	anno1.g6421.t1	A
g4899.t1	A	anno1.g6422.t1	A
g4901.t1	A	anno1.g6425.t1	A
g4902.t1	A	anno1.g6426.t1	A
g4903.t3	A	anno1.g6428.t4	A
g4904.t1	A	anno1.g6429.t1	A
g4905.t1	A	anno1.g6430.t1	A
g4906.t1	A	anno1.g6431.t1	A
g4907.t1	A	anno1.g6432.t1	A
g4908.t1	A	anno1.g6435.t1	A
g4909.t2	A	anno1.g6434.t1	A
g4910.t1	A	anno1.g6433.t1	A
g4911.t1	A	anno1.g6030.t1	A
g4913.t1	A	anno1.g6029.t1	A
g4914.t1	A	anno1.g6028.t1	A
g4916.t1	A	anno1.g6027.t1	A
g4917.t1	A	anno1.g6026.t1	A
g4918.t1	A	anno1.g6025.t2	A
g4919.t1	A	anno1.g6024.t1	A
g4920.t1	A	anno1.g6023.t1	A
g4921.t1	A	anno1.g6022.t1	A
g4922.t1	A	anno1.g6021.t1	A
g4923.t1	A	anno1.g6020.t1	A
g4926.t1	A	anno1.g6017.t1	A
g4927.t2	A	anno1.g6016.t4	A
g4928.t1	A	anno1.g6015.t1	A
g4929.t1	A	anno1.g6014.t1	A
g4930.t1	A	anno1.g6013.t1	A
g4931.t1	A	anno1.g6011.t1	A
g4932.t1	A	anno1.g6010.t1	A
g4933.t2	A	anno1.g6009.t1	A
g4934.t1	A	anno1.g6008.t1	A
g4935.t1	A	anno1.g6007.t1	A
g4936.t2	A	anno1.g6006.t2	A
g4937.t1	A	anno1.g6005.t1	A
g4938.t1	A	anno1.g6003.t1	A
g4939.t1	A	anno1.g6002.t1	A
g4940.t1	A	anno1.g6001.t1	A
g4941.t1	A	anno1.g6000.t1	A
g4942.t1	A	anno1.g5999.t1	A
g4943.t1	A	anno1.g5998.t1	A
g4944.t1	A	anno1.g5997.t1	A
g4947.t1	A	anno1.g5995.t1	A
g4949.t2	A	anno1.g4300.t1	A
g4950.t1	A	anno1.g4468.t1	A
g4951.t1	A	anno1.g4469.t1	A
g4952.t2	A	anno1.g5993.t1	A
g4953.t1	A	anno1.g5991.t1	A
g4954.t3	A	anno1.g5989.t1	A
g4955.t1	A	anno1.g5988.t1	A
g4956.t1	A	anno1.g5987.t1	A
g4958.t2	A	anno1.g5983.t1	A
g4959.t1	A	anno1.g5979.t1	A
g4960.t1	A	anno1.g5978.t1	A
g4961.t1	A	anno1.g5977.t1	A
g4962.t1	A	anno1.g5976.t1	A
g4963.t1	A	anno1.g5975.t3	A
g4964.t1	A	anno1.g5974.t1	A
g4977.t1	A	anno1.g5419.t1	A
g4978.t1	A	anno1.g5420.t1	A
g4979.t1	A	anno1.g5421.t1	A
g4980.t1	A	anno1.g5422.t1	A
g4981.t1	A	anno1.g5423.t1	A
g4982.t1	A	anno1.g5424.t1	A
g4983.t1	A	anno1.g5425.t1	A
g4984.t2	A	anno1.g5426.t1	A
g4985.t1	A	anno1.g5427.t1	A
g4986.t1	A	anno1.g5428.t1	A
g4987.t1	A	anno1.g5429.t1	A
g4989.t1	A	anno1.g5430.t1	A
g4990.t1	A	anno1.g5431.t1	A
g4991.t1	A	anno1.g5432.t1	A
g4992.t1	A	anno1.g5433.t1	A
g4993.t1	A	anno1.g5434.t1	A
g4994.t1	A	anno1.g5435.t1	A
g4995.t1	A	anno1.g5436.t1	A
g4996.t1	A	anno1.g5438.t2	A
g4997.t3	A	anno1.g5439.t3	A
g4998.t1	A	anno1.g5440.t1	A
g4999.t2	A	anno1.g5441.t1	A
g5004.t1	A	anno1.g5444.t1	A
g5005.t1	A	anno1.g5445.t3	A
g5006.t1	A	anno1.g5448.t1	A
g5007.t1	A	anno1.g5449.t1	A
g5008.t1	A	anno1.g5450.t1	A
g5009.t1	A	anno1.g5451.t1	A
g5013.t1	A	anno1.g5452.t1	A
g5014.t1	A	anno1.g5453.t1	A
g5015.t3	A	anno1.g5454.t1	A
g5016.t1	A	anno1.g5456.t1	A
g5018.t1	A	anno1.g5455.t1	A
g5019.t1	A	anno1.g5458.t2	A
g5020.t1	A	anno1.g5459.t1	A
g5021.t1	A	anno1.g5460.t1	A
g5022.t1	A	anno1.g5461.t1	A
g5023.t1	A	anno1.g5463.t1	A
g5024.t1	A	anno1.g5464.t1	A
g5026.t1	A	anno1.g5466.t1	A
g5027.t1	A	anno1.g5465.t1	A
g5028.t1	A	anno1.g5467.t1	A
g5029.t1	A	anno1.g5469.t1	A
g5030.t1	A	anno1.g5474.t1	A
g5032.t1	A	anno1.g5477.t1	A
g5033.t1	A	anno1.g5478.t1	A
g5034.t1	A	anno1.g5479.t1	A
g5035.t1	A	anno1.g5481.t1	A
g5036.t1	A	anno1.g5483.t1	A
g5039.t1	A	anno1.g5344.t1	A
g5040.t1	A	anno1.g5343.t3	A
g5041.t1	A	anno1.g5342.t1	A
g5042.t1	A	anno1.g5341.t1	A
g5043.t1	A	anno1.g5340.t2	A
g5044.t1	A	anno1.g5339.t1	A
g5045.t1	A	anno1.g5338.t1	A
g5046.t1	A	anno1.g5337.t1	A
g5047.t1	A	anno1.g5336.t1	A
g5048.t1	A	anno1.g5335.t1	A
g5049.t1	A	anno1.g5333.t1	A
g5050.t1	A	anno1.g5332.t2	A
g5051.t1	A	anno1.g5330.t1	A
g5053.t1	A	anno1.g5329.t1	A
g5054.t1	A	anno1.g5328.t1	A
g5055.t1	A	anno1.g5327.t1	A
g5057.t1	A	anno1.g5326.t1	A
g5058.t1	A	anno1.g5325.t1	A
g5059.t1	A	anno1.g5324.t1	A
g5060.t1	A	anno1.g5323.t1	A
g5061.t1	A	anno1.g5322.t1	A
g5062.t2	A	anno1.g5321.t1	A
g5063.t1	A	anno1.g5320.t1	A
g5064.t1	A	anno1.g5319.t1	A
g5066.t1	A	anno1.g5318.t1	A
g5067.t1	A	anno1.g5317.t1	A
g5071.t1	A	anno1.g5316.t1	A
g5072.t1	A	anno1.g5315.t1	A
g5073.t1	A	anno1.g5314.t1	A
g5074.t1	A	anno1.g5313.t1	A
g5076.t2	A	anno1.g5310.t1	A
g5080.t1	A	anno1.g5309.t1	A
g5090.t1	A	anno1.g10777.t1	A
g5092.t1	A	anno1.g1115.t1	A
g5094.t1	A	anno1.g1110.t1	A
g5095.t1	A	anno1.g1112.t1	A
g5098.t1	A	anno1.g1111.t1	A
g5101.t1	A	anno1.g1113.t2	A
g5102.t2	A	anno1.g1108.t2	A
g5103.t1	A	anno1.g1109.t1	A
g5104.t1	A	anno1.g1103.t1	A
g5105.t1	A	anno1.g1102.t1	A
g5107.t2	A	anno1.g1101.t1	A
g5108.t1	A	anno1.g1099.t1	A
g5109.t1	A	anno1.g1095.t1	A
g5110.t1	A	anno1.g1098.t2	A
g5111.t1	A	anno1.g1096.t2	A
g5112.t1	A	anno1.g1100.t1	A
g5117.t1	A	anno1.g1086.t1	A
g5118.t1	A	anno1.g1084.t1	A
g5119.t1	A	anno1.g1083.t1	A
g5120.t1	A	anno1.g1082.t1	A
g5121.t1	A	anno1.g1079.t1	A
g5122.t1	A	anno1.g1072.t1	A
g5124.t1	A	anno1.g1071.t1	A
g5125.t1	A	anno1.g1070.t1	A
g5126.t1	A	anno1.g1069.t2	A
g5129.t1	A	anno1.g1067.t1	A
g5130.t1	A	anno1.g1066.t1	A
g5131.t1	A	anno1.g1065.t1	A
g5132.t1	A	anno1.g1064.t1	A
g5134.t2	A	anno1.g1061.t1	A
g5136.t1	A	anno1.g1060.t1	A
g5137.t1	A	anno1.g1059.t1	A
g5139.t1	A	anno1.g1058.t1	A
g5140.t1	A	anno1.g1057.t1	A
g5141.t1	A	anno1.g1056.t1	A
g5142.t1	A	anno1.g1055.t1	A
g5143.t1	A	anno1.g1054.t1	A
