B_varius	chromosome	A_obtectus	chromosome
anno1.g10380.t1	A	anno1.g781.t1	A
anno1.g10381.t2	A	anno1.g782.t2	A
anno1.g10382.t1	A	anno1.g784.t1	A
anno1.g10383.t1	A	anno1.g785.t1	A
anno1.g10384.t1	A	anno1.g786.t1	A
anno1.g10386.t1	A	anno1.g787.t1	A
anno1.g10387.t1	A	anno1.g656.t2	A
anno1.g10388.t1	A	anno1.g661.t1	A
anno1.g10389.t1	A	anno1.g1161.t1	A
anno1.g10390.t1	A	anno1.g1171.t3	A
anno1.g10391.t1	A	anno1.g1172.t1	A
anno1.g10395.t1	A	anno1.g1173.t1	A
anno1.g10396.t2	A	anno1.g4896.t1	A
anno1.g10397.t1	A	anno1.g1175.t2	A
anno1.g10399.t1	A	anno1.g1176.t1	A
anno1.g10400.t1	A	anno1.g1177.t1	A
anno1.g10401.t1	A	anno1.g1178.t1	A
anno1.g10402.t1	A	anno1.g1179.t2	A
anno1.g10404.t1	A	anno1.g1181.t1	A
anno1.g10405.t1	A	anno1.g1182.t1	A
anno1.g10406.t1	A	anno1.g1184.t1	A
anno1.g10407.t2	A	anno1.g1185.t1	A
anno1.g10408.t1	A	anno1.g1186.t1	A
anno1.g10409.t2	A	anno1.g1188.t1	A
anno1.g10410.t1	A	anno1.g1189.t1	A
anno1.g10411.t1	A	anno1.g1190.t1	A
anno1.g10413.t1	A	anno1.g1196.t1	A
anno1.g10414.t1	A	anno1.g1197.t1	A
anno1.g10415.t1	A	anno1.g1198.t1	A
anno1.g10416.t2	A	anno1.g1199.t2	A
anno1.g10417.t1	A	anno1.g1200.t1	A
anno1.g10418.t1	A	anno1.g1201.t1	A
anno1.g10420.t1	A	anno1.g1202.t2	A
anno1.g10421.t1	A	anno1.g1203.t2	A
anno1.g10425.t2	A	anno1.g1206.t2	A
anno1.g10426.t1	A	anno1.g1207.t1	A
anno1.g10427.t1	A	anno1.g1208.t1	A
anno1.g10428.t1	A	anno1.g1209.t1	A
anno1.g10429.t1	A	anno1.g1211.t1	A
anno1.g10430.t1	A	anno1.g1213.t1	A
anno1.g10431.t1	A	anno1.g1216.t1	A
anno1.g10432.t1	A	anno1.g1217.t1	A
anno1.g10433.t1	A	anno1.g1218.t1	A
anno1.g10434.t1	A	anno1.g1224.t1	A
anno1.g10435.t1	A	anno1.g1221.t3	A
anno1.g10436.t1	A	anno1.g1226.t1	A
anno1.g10438.t1	A	anno1.g1228.t1	A
anno1.g10439.t1	A	anno1.g1229.t4	A
anno1.g10440.t1	A	anno1.g1230.t1	A
anno1.g10441.t2	A	anno1.g1231.t1	A
anno1.g10442.t1	A	anno1.g1232.t1	A
anno1.g10443.t1	A	anno1.g1233.t1	A
anno1.g10444.t1	A	anno1.g384.t1	A
anno1.g10445.t1	A	anno1.g385.t1	A
anno1.g10446.t2	A	anno1.g386.t1	A
anno1.g10447.t1	A	anno1.g387.t3	A
anno1.g10449.t1	A	anno1.g389.t1	A
anno1.g10450.t2	A	anno1.g390.t2	A
anno1.g10451.t1	A	anno1.g391.t1	A
anno1.g10452.t1	A	anno1.g392.t1	A
anno1.g10453.t2	A	anno1.g407.t1	A
anno1.g10454.t1	A	anno1.g11743.t1	A
anno1.g10455.t1	A	anno1.g408.t1	A
anno1.g10456.t1	A	anno1.g409.t1	A
anno1.g10457.t1	A	anno1.g410.t1	A
anno1.g10458.t1	A	anno1.g411.t1	A
anno1.g10459.t1	A	anno1.g412.t1	A
anno1.g10460.t1	A	anno1.g413.t1	A
anno1.g10461.t1	A	anno1.g414.t1	A
anno1.g10463.t1	A	anno1.g403.t1	A
anno1.g10464.t1	A	anno1.g416.t1	A
anno1.g10465.t1	A	anno1.g405.t2	A
anno1.g10466.t1	A	anno1.g417.t1	A
anno1.g10468.t1	A	anno1.g418.t2	A
anno1.g10469.t2	A	anno1.g419.t1	A
anno1.g10470.t1	A	anno1.g420.t1	A
anno1.g10471.t2	A	anno1.g421.t1	A
anno1.g10472.t1	A	anno1.g422.t1	A
anno1.g10473.t1	A	anno1.g423.t2	A
anno1.g10474.t3	A	anno1.g424.t1	A
anno1.g10475.t1	A	anno1.g428.t1	A
anno1.g10477.t1	A	anno1.g438.t2	A
anno1.g10479.t2	A	anno1.g450.t1	A
anno1.g10480.t1	A	anno1.g449.t1	A
anno1.g10481.t1	A	anno1.g448.t1	A
anno1.g10482.t1	A	anno1.g447.t1	A
anno1.g10483.t1	A	anno1.g446.t1	A
anno1.g10484.t1	A	anno1.g445.t1	A
anno1.g10485.t1	A	anno1.g444.t1	A
anno1.g10486.t1	A	anno1.g1251.t1	A
anno1.g10487.t1	A	anno1.g1252.t1	A
anno1.g10488.t1	A	anno1.g1253.t1	A
anno1.g10489.t2	A	anno1.g1254.t1	A
anno1.g10490.t1	A	anno1.g1255.t1	A
anno1.g10491.t1	A	anno1.g1256.t2	A
anno1.g10492.t1	A	anno1.g1257.t1	A
anno1.g10494.t1	A	anno1.g1258.t1	A
anno1.g10495.t1	A	anno1.g1260.t3	A
anno1.g10496.t1	A	anno1.g1269.t1	A
anno1.g10497.t1	A	anno1.g13274.t1	A
anno1.g10498.t2	A	anno1.g1270.t1	A
anno1.g10500.t1	A	anno1.g1271.t1	A
anno1.g10501.t1	A	anno1.g1272.t1	A
anno1.g10502.t1	A	anno1.g1264.t2	A
anno1.g10503.t1	A	anno1.g1274.t1	A
anno1.g10504.t1	A	anno1.g1286.t1	A
anno1.g10505.t1	A	anno1.g1275.t1	A
anno1.g10507.t1	A	anno1.g1284.t1	A
anno1.g10509.t1	A	anno1.g1278.t1	A
anno1.g10514.t2	A	anno1.g1287.t1	A
anno1.g10515.t1	A	anno1.g1288.t1	A
anno1.g10516.t1	A	anno1.g1289.t1	A
anno1.g10517.t1	A	anno1.g1290.t1	A
anno1.g10519.t1	A	anno1.g1294.t1	A
anno1.g10520.t1	A	anno1.g1295.t2	A
anno1.g10522.t1	A	anno1.g1304.t1	A
anno1.g10523.t1	A	anno1.g1305.t1	A
anno1.g10524.t1	A	anno1.g1301.t1	A
anno1.g10525.t1	A	anno1.g1308.t1	A
anno1.g10526.t1	A	anno1.g1310.t1	A
anno1.g10530.t1	A	anno1.g1311.t1	A
anno1.g10532.t1	A	anno1.g1313.t1	A
anno1.g10533.t1	A	anno1.g1314.t1	A
anno1.g10537.t1	A	anno1.g1315.t1	A
anno1.g10538.t1	A	anno1.g1480.t1	A
anno1.g10539.t2	A	anno1.g1481.t1	A
anno1.g10540.t1	A	anno1.g1482.t1	A
anno1.g10541.t1	A	anno1.g1486.t1	A
anno1.g10542.t1	A	anno1.g1450.t1	A
anno1.g10543.t1	A	anno1.g1449.t1	A
anno1.g10544.t1	A	anno1.g1448.t2	A
anno1.g10545.t2	A	anno1.g1447.t2	A
anno1.g10546.t1	A	anno1.g1446.t1	A
anno1.g10548.t1	A	anno1.g1011.t1	A
anno1.g10550.t1	A	anno1.g994.t1	A
anno1.g10551.t1	A	anno1.g995.t1	A
anno1.g10552.t1	A	anno1.g5064.t1	A
anno1.g10554.t1	A	anno1.g991.t1	A
anno1.g10555.t1	A	anno1.g986.t1	A
anno1.g10556.t1	A	anno1.g985.t1	A
anno1.g10557.t1	A	anno1.g979.t1	A
anno1.g10558.t1	A	anno1.g978.t1	A
anno1.g10559.t1	A	anno1.g977.t5	A
anno1.g10560.t1	A	anno1.g974.t1	A
anno1.g10561.t1	A	anno1.g973.t1	A
anno1.g10562.t1	A	anno1.g972.t1	A
anno1.g10563.t1	A	anno1.g969.t1	A
anno1.g10564.t1	A	anno1.g970.t2	A
anno1.g10565.t1	A	anno1.g906.t1	A
anno1.g10566.t2	A	anno1.g909.t1	A
anno1.g10567.t1	A	anno1.g910.t1	A
anno1.g10568.t1	A	anno1.g1010.t1	A
anno1.g10569.t1	A	anno1.g2929.t1	A
anno1.g10570.t1	A	anno1.g1016.t2	A
anno1.g10571.t1	A	anno1.g14251.t1	A
anno1.g10572.t1	A	anno1.g814.t1	A
anno1.g10573.t2	A	anno1.g523.t1	A
anno1.g10574.t1	A	anno1.g522.t1	A
anno1.g10575.t1	A	anno1.g521.t1	A
anno1.g10576.t2	A	anno1.both_agree_g3233.t2	A
anno1.g10578.t1	A	anno1.g494.t1	A
anno1.g10579.t1	A	anno1.g519.t1	A
anno1.g10580.t1	A	anno1.g493.t2	A
anno1.g10581.t1	A	anno1.g515.t2	A
anno1.g10582.t1	A	anno1.g514.t1	A
anno1.g10583.t1	A	anno1.g512.t1	A
anno1.g10584.t1	A	anno1.g511.t1	A
anno1.g10587.t2	A	anno1.g487.t1	A
anno1.g10588.t1	A	anno1.g485.t1	A
anno1.g10589.t1	A	anno1.g484.t1	A
anno1.g10590.t1	A	anno1.g502.t1	A
anno1.g10591.t5	A	anno1.g482.t4	A
anno1.g10593.t1	A	anno1.g499.t2	A
anno1.g10594.t1	A	anno1.g498.t1	A
anno1.g10595.t1	A	anno1.g478.t1	A
anno1.g10596.t1	A	anno1.g477.t1	A
anno1.g10597.t1	A	anno1.g476.t1	A
anno1.g10598.t1	A	anno1.g473.t2	A
anno1.g10599.t1	A	anno1.g472.t1	A
anno1.g10600.t1	A	anno1.g471.t1	A
anno1.g10601.t1	A	anno1.g470.t1	A
anno1.g10602.t1	A	anno1.g469.t1	A
anno1.g10603.t2	A	anno1.g468.t1	A
anno1.g10604.t1	A	anno1.g464.t1	A
anno1.g10605.t1	A	anno1.g5068.t1	A
anno1.g10606.t1	A	anno1.g14667.t1	A
anno1.g10607.t1	A	anno1.g461.t2	A
anno1.g10610.t1	A	anno1.g460.t1	A
anno1.g10611.t1	A	anno1.g14664.t1	A
anno1.g10612.t1	A	anno1.g458.t1	A
anno1.g10613.t1	A	anno1.g457.t2	A
anno1.g10614.t2	A	anno1.g14659.t2	A
anno1.g10616.t2	A	anno1.g14658.t2	A
anno1.g10621.t1	A	anno1.g443.t1	A
anno1.g10623.t1	A	anno1.g1250.t2	A
anno1.g10624.t1	A	anno1.g1249.t1	A
anno1.g10627.t1	A	anno1.g1247.t3	A
anno1.g10628.t1	A	anno1.g1246.t1	A
anno1.g10629.t1	A	anno1.g1245.t1	A
anno1.g10630.t1	A	anno1.g1244.t1	A
anno1.g10631.t2	A	anno1.g1243.t1	A
anno1.g10632.t1	A	anno1.g1242.t2	A
anno1.g10633.t1	A	anno1.g1241.t2	A
anno1.g10634.t1	A	anno1.g1240.t1	A
anno1.g10635.t1	A	anno1.g1239.t1	A
anno1.g10636.t1	A	anno1.g5306.t1	A
anno1.g10639.t3	A	anno1.g1238.t3	A
anno1.g10640.t1	A	anno1.g1237.t1	A
anno1.g10641.t1	A	anno1.g1236.t1	A
anno1.g10642.t1	A	anno1.g1234.t1	A
anno1.g10643.t1	A	anno1.g1235.t1	A
anno1.g10645.t2	A	anno1.g383.t1	A
anno1.g10646.t1	A	anno1.g382.t1	A
anno1.g10647.t2	A	anno1.g283.t1	A
anno1.g10648.t2	A	anno1.g333.t1	A
anno1.g10650.t1	A	anno1.g334.t1	A
anno1.g10653.t1	A	anno1.g3741.t1	A
anno1.g10654.t1	A	anno1.g336.t1	A
anno1.g10658.t1	A	anno1.g533.t1	A
anno1.g10659.t1	A	anno1.g536.t1	A
anno1.g10661.t2	A	anno1.g538.t1	A
anno1.g10662.t1	A	anno1.g542.t1	A
anno1.g10663.t1	A	anno1.g544.t2	A
anno1.g10664.t1	A	anno1.g545.t2	A
anno1.g10665.t1	A	anno1.g547.t1	A
anno1.g10666.t1	A	anno1.g548.t1	A
anno1.g10667.t1	A	anno1.g549.t2	A
anno1.g10668.t1	A	anno1.g550.t1	A
anno1.g10669.t1	A	anno1.g554.t1	A
anno1.g10671.t1	A	anno1.g555.t2	A
anno1.g10672.t1	A	anno1.g556.t1	A
anno1.g10673.t1	A	anno1.g558.t1	A
anno1.g10674.t1	A	anno1.g559.t1	A
anno1.g10675.t1	A	anno1.g560.t2	A
anno1.g10676.t1	A	anno1.g561.t1	A
anno1.g10677.t1	A	anno1.g563.t2	A
anno1.g10678.t3	A	anno1.g3291.t1	A
anno1.g10679.t1	A	anno1.g3289.t1	A
anno1.g10680.t1	A	anno1.g566.t1	A
anno1.g10681.t1	A	anno1.g572.t1	A
anno1.g10682.t1	A	anno1.g573.t1	A
anno1.g10683.t1	A	anno1.g588.t1	A
anno1.g10684.t2	A	anno1.g592.t2	A
anno1.g10685.t1	A	anno1.g593.t2	A
anno1.g10686.t1	A	anno1.g594.t2	A
anno1.g10687.t1	A	anno1.g595.t1	A
anno1.g10688.t1	A	anno1.g6938.t1	A
anno1.g10690.t2	A	anno1.g596.t1	A
anno1.g10691.t1	A	anno1.g598.t1	A
anno1.g10692.t1	A	anno1.g599.t1	A
anno1.g10693.t1	A	anno1.g600.t1	A
anno1.g10694.t1	A	anno1.g601.t1	A
anno1.g10695.t1	A	anno1.g602.t1	A
anno1.g10696.t1	A	anno1.g603.t1	A
anno1.g10697.t1	A	anno1.g605.t1	A
anno1.g10698.t1	A	anno1.g606.t1	A
anno1.g10699.t1	A	anno1.g607.t2	A
anno1.g10701.t2	A	anno1.g2691.t1	A
anno1.g10702.t2	A	anno1.g608.t1	A
anno1.g10710.t1	A	anno1.g609.t1	A
anno1.g10711.t1	A	anno1.g610.t1	A
anno1.g10712.t2	A	anno1.g611.t2	A
anno1.g10713.t1	A	anno1.g612.t1	A
anno1.g10714.t1	A	anno1.g613.t1	A
anno1.g10715.t1	A	anno1.g618.t1	A
anno1.g10716.t1	A	anno1.g620.t1	A
anno1.g10717.t1	A	anno1.g623.t1	A
anno1.g10718.t1	A	anno1.g624.t1	A
anno1.g10720.t1	A	anno1.g626.t1	A
anno1.g10721.t1	A	anno1.g633.t1	A
anno1.g10722.t1	A	anno1.g631.t1	A
anno1.g10723.t1	A	anno1.g629.t2	A
anno1.g10725.t1	A	anno1.g628.t1	A
anno1.g10726.t1	A	anno1.g729.t1	A
anno1.g10727.t1	A	anno1.g627.t1	A
anno1.g10728.t1	A	anno1.g634.t1	A
anno1.g10729.t1	A	anno1.g635.t1	A
anno1.g10730.t1	A	anno1.g636.t1	A
anno1.g10731.t1	A	anno1.g637.t1	A
anno1.g10732.t1	A	anno1.g638.t2	A
anno1.g10733.t1	A	anno1.g639.t1	A
anno1.g10734.t1	A	anno1.g640.t2	A
anno1.g10737.t1	A	anno1.g641.t1	A
anno1.g10738.t1	A	anno1.g14078.t1	A
anno1.g10740.t1	A	anno1.g644.t1	A
anno1.g10741.t1	A	anno1.g645.t1	A
anno1.g10742.t1	A	anno1.g646.t1	A
anno1.g10743.t1	A	anno1.g12004.t1	A
anno1.g10744.t1	A	anno1.g649.t1	A
anno1.g10746.t2	A	anno1.g650.t2	A
anno1.g10747.t2	A	anno1.g668.t3	A
anno1.g10748.t1	A	anno1.g652.t2	A
anno1.g10749.t1	A	anno1.g9235.t1	A
anno1.g10751.t1	A	anno1.g14329.t1	X
anno1.g10752.t2	A	anno1.g660.t2	A
anno1.g10753.t1	A	anno1.g1165.t1	A
anno1.g10754.t1	A	anno1.g10002.t1	A
anno1.g10758.t1	A	anno1.g1151.t1	A
anno1.g10759.t2	A	anno1.g1149.t1	A
anno1.g10761.t1	A	anno1.g14490.t1	A
anno1.g10762.t1	A	anno1.g1148.t1	A
anno1.g10763.t1	A	anno1.g13118.t2	A
anno1.g10764.t1	A	anno1.g1006.t1	A
anno1.g10766.t1	A	anno1.g11418.t1	A
anno1.g10770.t1	A	anno1.g525.t1	A
anno1.g10771.t1	A	anno1.g14380.t1	A
anno1.g10782.t1	A	anno1.g14345.t1	A
anno1.g10785.t2	A	anno1.g524.t2	A
anno1.g10786.t1	A	anno1.g1018.t2	A
anno1.g10794.t3	A	anno1.g326.t1	A
anno1.g10795.t1	A	anno1.g327.t1	A
anno1.g10797.t1	A	anno1.g325.t1	A
anno1.g10798.t1	A	anno1.g58.t1	A
anno1.g10800.t1	A	anno1.g61.t1	A
anno1.g10801.t1	A	anno1.g62.t1	A
anno1.g10802.t1	A	anno1.g63.t1	A
anno1.g10805.t1	A	anno1.g184.t1	A
anno1.g10806.t1	A	anno1.g178.t1	A
anno1.g10807.t1	A	anno1.g179.t1	A
anno1.g10808.t1	A	anno1.g183.t1	A
anno1.g10809.t1	A	anno1.g182.t1	A
anno1.g10810.t1	A	anno1.g181.t1	A
anno1.g10813.t1	A	anno1.g175.t1	A
anno1.g10814.t1	A	anno1.g174.t1	A
anno1.g10816.t1	A	anno1.g173.t1	A
anno1.g10821.t1	A	anno1.g152.t1	A
anno1.g10822.t1	A	anno1.g169.t1	A
anno1.g10824.t1	A	anno1.g1323.t1	A
anno1.g10826.t1	A	anno1.g1322.t1	A
anno1.g10830.t1	A	anno1.g1320.t1	A
anno1.g10831.t1	A	anno1.g1319.t1	A
anno1.g10832.t1	A	anno1.g1318.t1	A
anno1.g10834.t3	A	anno1.g1317.t2	A
anno1.g10835.t1	A	anno1.g1316.t1	A
anno1.g10836.t1	A	anno1.g1484.t1	A
anno1.g10837.t2	A	anno1.g1477.t2	A
anno1.g10838.t1	A	anno1.g1487.t1	A
anno1.g10839.t1	A	anno1.g1474.t1	A
anno1.g10840.t3	A	anno1.g1492.t3	A
anno1.g10842.t1	A	anno1.g1494.t1	A
anno1.g10843.t1	A	anno1.g1495.t1	A
anno1.g10852.t1	A	anno1.g840.t1	A
anno1.g10853.t1	A	anno1.g841.t1	A
anno1.g10854.t1	A	anno1.g842.t1	A
anno1.g10855.t1	A	anno1.g843.t1	A
anno1.g10856.t1	A	anno1.g844.t1	A
anno1.g10857.t2	A	anno1.g845.t2	A
anno1.g10858.t1	A	anno1.g846.t1	A
anno1.g10861.t1	A	anno1.g848.t1	A
anno1.g10862.t2	A	anno1.g849.t1	A
anno1.g10863.t1	A	anno1.g850.t1	A
anno1.g10864.t1	A	anno1.g852.t1	A
anno1.g10865.t1	A	anno1.g853.t1	A
anno1.g10867.t3	A	anno1.g855.t3	A
anno1.g10871.t1	A	anno1.g903.t5	A
anno1.g10873.t3	A	anno1.g899.t1	A
anno1.g10874.t1	A	anno1.g897.t1	A
anno1.g10875.t1	A	anno1.g896.t1	A
anno1.g10876.t2	A	anno1.g895.t2	A
anno1.g10877.t1	A	anno1.g894.t1	A
anno1.g10879.t1	A	anno1.g893.t1	A
anno1.g10880.t1	A	anno1.g892.t2	A
anno1.g10882.t1	A	anno1.g891.t1	A
anno1.g10883.t1	A	anno1.g890.t1	A
anno1.g10884.t1	A	anno1.g889.t1	A
anno1.g10885.t1	A	anno1.g888.t1	A
anno1.g10886.t1	A	anno1.g887.t2	A
anno1.g10887.t1	A	anno1.g886.t1	A
anno1.g10888.t1	A	anno1.g885.t2	A
anno1.g10889.t1	A	anno1.g884.t1	A
anno1.g10891.t1	A	anno1.g881.t1	A
anno1.g10892.t1	A	anno1.g6785.t1	A
anno1.g10893.t1	A	anno1.g879.t1	A
anno1.g10894.t1	A	anno1.g875.t1	A
anno1.g10895.t1	A	anno1.g874.t1	A
anno1.g10896.t1	A	anno1.g873.t1	A
anno1.g10897.t1	A	anno1.g5754.t1	A
anno1.g10898.t1	A	anno1.g869.t1	A
anno1.g10899.t1	A	anno1.g864.t1	A
anno1.g10901.t1	A	anno1.g860.t1	A
anno1.g10902.t1	A	anno1.g3355.t1	A
anno1.g10903.t1	A	anno1.g857.t2	A
anno1.g10904.t1	A	anno1.g960.t1	A
anno1.g10905.t1	A	anno1.g957.t1	A
anno1.g10906.t1	A	anno1.g956.t2	A
anno1.g10907.t1	A	anno1.g953.t1	A
anno1.g10908.t2	A	anno1.g952.t2	A
anno1.g10909.t1	A	anno1.g951.t1	A
anno1.g10910.t1	A	anno1.g950.t2	A
anno1.g10911.t1	A	anno1.g949.t1	A
anno1.g10912.t1	A	anno1.g948.t1	A
anno1.g10913.t1	A	anno1.g947.t1	A
anno1.g10914.t1	A	anno1.g945.t1	A
anno1.g10915.t1	A	anno1.g941.t1	A
anno1.g10916.t1	A	anno1.g942.t1	A
anno1.g10918.t1	A	anno1.g938.t1	A
anno1.g10919.t1	A	anno1.g937.t1	A
anno1.g10920.t1	A	anno1.g929.t1	A
anno1.g10921.t1	A	anno1.g928.t1	A
anno1.g10922.t1	A	anno1.g926.t1	A
anno1.g10923.t1	A	anno1.g925.t1	A
anno1.g10924.t1	A	anno1.g8422.t1	A
anno1.g10925.t1	A	anno1.g924.t1	A
anno1.g10926.t1	A	anno1.g922.t1	A
anno1.g10927.t1	A	anno1.g921.t2	A
anno1.g10928.t1	A	anno1.g920.t1	A
anno1.g10929.t1	A	anno1.g918.t1	A
anno1.g10930.t1	A	anno1.g11866.t1	A
anno1.g10931.t1	A	anno1.g917.t1	A
anno1.g10932.t1	A	anno1.g916.t3	A
anno1.g10933.t1	A	anno1.g915.t1	A
anno1.g10934.t1	A	anno1.g914.t1	A
anno1.g10935.t1	A	anno1.g912.t2	A
anno1.g10936.t1	A	anno1.g911.t1	A
anno1.g10937.t1	A	anno1.g1441.t1	A
anno1.g10938.t1	A	anno1.g1443.t3	A
anno1.g10939.t1	A	anno1.g1445.t1	A
anno1.g10940.t1	A	anno1.g833.t4	A
anno1.g10941.t1	A	anno1.g830.t1	A
anno1.g10942.t1	A	anno1.g829.t1	A
anno1.g10943.t1	A	anno1.g828.t1	A
anno1.g10944.t1	A	anno1.g827.t2	A
anno1.g10945.t1	A	anno1.g826.t1	A
anno1.g10948.t1	A	anno1.g823.t1	A
anno1.g10949.t3	A	anno1.g822.t4	A
anno1.g10950.t1	A	anno1.g821.t1	A
anno1.g10951.t1	A	anno1.g820.t1	A
anno1.g10952.t3	A	anno1.g815.t1	A
anno1.g10953.t1	A	anno1.g1021.t2	A
anno1.g10954.t1	A	anno1.g1022.t1	A
anno1.g10955.t1	A	anno1.g1023.t1	A
anno1.g10956.t1	A	anno1.g1024.t1	A
anno1.g10957.t1	A	anno1.g1025.t1	A
anno1.g10958.t1	A	anno1.g1027.t1	A
anno1.g10959.t3	A	anno1.g1028.t1	A
anno1.g10960.t1	A	anno1.g1029.t1	A
anno1.g10961.t1	A	anno1.g1033.t1	A
anno1.g10963.t1	A	anno1.g1036.t1	A
anno1.g10965.t1	A	anno1.g1041.t1	A
anno1.g10967.t1	A	anno1.g1044.t1	A
anno1.g10968.t1	A	anno1.g1045.t1	A
anno1.g10969.t1	A	anno1.g1065.t1	A
anno1.g10970.t2	A	anno1.g1060.t4	A
anno1.g10971.t1	A	anno1.g1055.t1	A
anno1.g10972.t1	A	anno1.g8439.t1	A
anno1.g10973.t3	A	anno1.g1054.t1	A
anno1.g10974.t1	A	anno1.g1052.t1	A
anno1.g10977.t2	A	anno1.g1075.t1	A
anno1.g10978.t1	A	anno1.g121.t1	A
anno1.g10979.t1	A	anno1.g123.t1	A
anno1.g10980.t1	A	anno1.g125.t1	A
anno1.g10981.t1	A	anno1.g126.t1	A
anno1.g10983.t1	A	anno1.g131.t3	A
anno1.g10984.t1	A	anno1.g130.t1	A
anno1.g10986.t1	A	anno1.g18.t1	A
anno1.g10988.t2	A	anno1.g19.t1	A
anno1.g10989.t1	A	anno1.g20.t1	A
anno1.g10990.t1	A	anno1.g21.t1	A
anno1.g10991.t1	A	anno1.g22.t1	A
anno1.g10995.t2	A	anno1.g17.t1	A
anno1.g10996.t1	A	anno1.g14.t1	A
anno1.g10998.t1	A	anno1.g12.t1	A
anno1.g10999.t2	A	anno1.g11.t1	A
anno1.g11000.t3	A	anno1.g7.t7	A
anno1.g11001.t1	A	anno1.g8.t1	A
anno1.g11002.t2	A	anno1.g6.t1	A
anno1.g11004.t1	A	anno1.g1.t1	A
anno1.g11005.t1	A	anno1.g1805.t1	X
anno1.g11006.t1	A	anno1.g2.t1	A
anno1.g11007.t1	A	anno1.g3.t1	A
anno1.g11008.t1	A	anno1.g4.t1	A
anno1.g11009.t1	A	anno1.g8706.t1	A
anno1.g11010.t1	A	anno1.g85.t1	A
anno1.g11011.t1	A	anno1.g89.t2	A
anno1.g11012.t1	A	anno1.g90.t1	A
anno1.g11013.t1	A	anno1.g91.t1	A
anno1.g11015.t1	A	anno1.g92.t2	A
anno1.g11016.t1	A	anno1.g94.t1	A
anno1.g11020.t1	A	anno1.g96.t1	A
anno1.g11021.t1	A	anno1.g97.t1	A
anno1.g11022.t1	A	anno1.g98.t1	A
anno1.g11023.t1	A	anno1.g100.t1	A
anno1.g11024.t1	A	anno1.g101.t1	A
anno1.g11025.t1	A	anno1.g804.t2	A
anno1.g11026.t1	A	anno1.g805.t1	A
anno1.g11028.t1	A	anno1.g806.t1	A
anno1.g11029.t1	A	anno1.g808.t1	A
anno1.g11030.t1	A	anno1.g807.t1	A
anno1.g11031.t1	A	anno1.g809.t1	A
anno1.g11032.t1	A	anno1.g810.t1	A
anno1.g11033.t1	A	anno1.g811.t1	A
anno1.g11034.t1	A	anno1.g812.t1	A
anno1.g11036.t1	A	anno1.g813.t1	A
anno1.g11037.t1	A	anno1.g1147.t1	A
anno1.g11038.t1	A	anno1.g1146.t1	A
anno1.g11041.t1	A	anno1.g1143.t1	A
anno1.g11042.t1	A	anno1.g1144.t1	A
anno1.g11043.t1	A	anno1.g1142.t1	A
anno1.g11044.t3	A	anno1.g1141.t2	A
anno1.g11045.t1	A	anno1.g1140.t1	A
anno1.g11046.t1	A	anno1.g1139.t1	A
anno1.g11047.t2	A	anno1.g1138.t3	A
anno1.g11048.t3	A	anno1.g1137.t3	A
anno1.g11049.t1	A	anno1.g1136.t1	A
anno1.g11050.t1	A	anno1.g1135.t2	A
anno1.g11051.t1	A	anno1.g1134.t1	A
anno1.g11052.t1	A	anno1.g1133.t1	A
anno1.g11053.t1	A	anno1.g1131.t1	A
anno1.g11054.t1	A	anno1.g1130.t1	A
anno1.g11055.t1	A	anno1.g1129.t1	A
anno1.g11056.t1	A	anno1.g1128.t1	A
anno1.g11057.t1	A	anno1.g1126.t1	A
anno1.g11058.t1	A	anno1.g1127.t1	A
anno1.g11059.t1	A	anno1.g1124.t1	A
anno1.g11060.t1	A	anno1.g1121.t1	A
anno1.g11061.t1	A	anno1.g1120.t1	A
anno1.g11062.t2	A	anno1.g1118.t1	A
anno1.g11063.t1	A	anno1.g1117.t1	A
anno1.g11064.t4	A	anno1.g1116.t2	A
anno1.g11065.t1	A	anno1.g1114.t1	A
anno1.g11067.t1	A	anno1.g1113.t1	A
anno1.g11069.t1	A	anno1.g4708.t1	A
anno1.g11070.t5	A	anno1.g1109.t6	A
anno1.g11071.t1	A	anno1.g1106.t1	A
anno1.g11072.t1	A	anno1.g1105.t1	A
anno1.g11073.t2	A	anno1.g1104.t1	A
anno1.g11074.t1	A	anno1.g1102.t1	A
anno1.g11075.t1	A	anno1.g1101.t1	A
anno1.g11077.t1	A	anno1.g1099.t1	A
anno1.g11078.t1	A	anno1.g1098.t1	A
anno1.g11079.t1	A	anno1.g1097.t1	A
anno1.g11080.t1	A	anno1.g1096.t1	A
anno1.g11081.t1	A	anno1.g1094.t2	A
anno1.g11082.t1	A	anno1.g1093.t1	A
anno1.g11083.t4	A	anno1.g1092.t3	A
anno1.g11084.t1	A	anno1.g1091.t1	A
anno1.g11085.t1	A	anno1.g1090.t1	A
anno1.g11086.t1	A	anno1.g1089.t2	A
anno1.g11087.t1	A	anno1.g1088.t1	A
anno1.g11088.t1	A	anno1.g1087.t1	A
anno1.g11089.t1	A	anno1.g1086.t3	A
anno1.g11091.t1	A	anno1.g1081.t2	A
anno1.g11093.t1	A	anno1.g1050.t1	A
anno1.g11094.t1	A	anno1.g7917.t1	A
anno1.g11095.t2	A	anno1.g1078.t1	A
anno1.g11096.t1	A	anno1.g1077.t1	A
anno1.g11097.t1	A	anno1.g119.t3	A
anno1.g11099.t1	A	anno1.g118.t1	A
anno1.g11100.t1	A	anno1.g114.t1	A
