A_obtectus	chromosome	B_siliquastri	chromosome
anno1.g12854.t1	A	BRAKERILHT00000014818	A
anno1.g12855.t1	A	BRAKERILHT00000014562	A
anno1.g12860.t1	A	BRAKERILHT00000014139	A
anno1.g12861.t1	A	BRAKERILHT00000015050	A
anno1.g12862.t1	A	BRAKERILHT00000014143	A
anno1.g12865.t1	A	BRAKERILHT00000014047	A
anno1.g12866.t1	A	BRAKERILHT00000014186	A
anno1.g12868.t1	A	BRAKERILHT00000014945	A
anno1.g12869.t1	A	BRAKERILHT00000014218	A
anno1.g12870.t1	A	BRAKERILHT00000014820	A
anno1.g12871.t1	A	BRAKERILHT00000014947	A
anno1.g12872.t1	A	BRAKERILHT00000015396	A
anno1.g12874.t1	A	BRAKERILHT00000015271	A
anno1.g12876.t1	A	BRAKERILHT00000015062	A
anno1.g12879.t1	A	BRAKERILHT00000014040	A
anno1.g12881.t1	A	BRAKERILHT00000003787	A
anno1.g12882.t1	A	BRAKERILHT00000014354	A
anno1.both_agree_g26688.t1	A	BRAKERILHT00000014393	A
anno1.g12886.t1	A	BRAKERILHT00000015519	A
anno1.g12888.t1	A	BRAKERILHT00000014590	A
anno1.g12889.t1	A	BRAKERILHT00000014132	A
anno1.g12890.t3	A	BRAKERILHT00000015302	A
anno1.g12891.t1	A	BRAKERILHT00000014835	A
anno1.g12892.t1	A	BRAKERILHT00000014806	A
anno1.g12893.t1	A	BRAKERILHT00000014366	A
anno1.g12894.t1	A	BRAKERILHT00000015517	A
anno1.g12895.t1	A	BRAKERILHT00000015085	A
anno1.g12896.t1	A	BRAKERILHT00000015471	A
anno1.g12897.t1	A	BRAKERILHT00000015089	A
anno1.g12899.t1	A	BRAKERILHT00000014666	A
anno1.g12900.t1	A	BRAKERILHT00000015493	A
anno1.g12901.t1	A	BRAKERILHT00000014542	A
anno1.g12902.t1	A	BRAKERILHT00000014993	A
anno1.g12903.t1	A	BRAKERILHT00000014115	A
anno1.g12904.t1	A	BRAKERILHT00000015536	A
anno1.g12905.t1	A	BRAKERILHT00000015151	A
anno1.g12906.t1	A	BRAKERILHT00000014804	A
anno1.g12907.t1	A	BRAKERILHT00000014288	A
anno1.g12908.t1	A	BRAKERILHT00000014347	A
anno1.g12910.t1	A	BRAKERILHT00000015589	A
anno1.g12911.t1	A	BRAKERILHT00000014506	A
anno1.g12914.t1	A	BRAKERILHT00000015124	A
anno1.g12915.t1	A	BRAKERILHT00000014070	A
anno1.g12916.t1	A	BRAKERILHT00000014961	A
anno1.g12920.t1	A	BRAKERILHT00000014328	A
anno1.g12921.t1	A	BRAKERILHT00000015059	A
anno1.g12923.t1	A	BRAKERILHT00000014625	A
anno1.g12925.t1	A	BRAKERILHT00000014175	A
anno1.g12926.t1	A	BRAKERILHT00000015228	A
anno1.g12928.t2	A	BRAKERILHT00000015138	A
anno1.g12929.t1	A	BRAKERILHT00000014890	A
anno1.g12931.t1	A	BRAKERILHT00000014436	A
anno1.g12932.t1	A	BRAKERILHT00000014144	A
anno1.g12933.t1	A	BRAKERILHT00000014126	A
anno1.g12935.t1	A	BRAKERILHT00000015356	A
anno1.g12936.t1	A	BRAKERILHT00000014640	A
anno1.g12937.t4	A	BRAKERILHT00000014297	A
anno1.g12938.t1	A	BRAKERILHT00000015529	A
anno1.g12939.t1	A	BRAKERILHT00000015203	A
anno1.g12940.t1	A	BRAKERILHT00000014461	A
anno1.g12941.t1	A	BRAKERILHT00000014112	A
anno1.g12942.t1	A	BRAKERILHT00000015380	A
anno1.g12943.t1	A	BRAKERILHT00000014770	A
anno1.g12944.t1	A	BRAKERILHT00000014305	A
anno1.g12945.t2	A	BRAKERILHT00000015560	A
anno1.g12946.t1	A	BRAKERILHT00000014280	A
anno1.g12947.t1	A	BRAKERILHT00000015379	A
anno1.g12948.t1	A	BRAKERILHT00000004109	A
anno1.g12950.t1	A	BRAKERILHT00000015445	A
anno1.g12951.t1	A	BRAKERILHT00000014196	A
anno1.g12952.t1	A	BRAKERILHT00000015423	A
anno1.g12953.t1	A	BRAKERILHT00000014909	A
anno1.g12955.t1	A	BRAKERILHT00000012224	A
anno1.g12960.t1	A	BRAKERILHT00000015128	A
anno1.g12961.t1	A	BRAKERILHT00000015432	A
anno1.g12963.t1	A	BRAKERILHT00000014257	A
anno1.g12964.t1	A	BRAKERILHT00000014689	A
anno1.g12965.t1	A	BRAKERILHT00000015135	A
anno1.g12966.t1	A	BRAKERILHT00000015573	A
anno1.g12967.t1	A	BRAKERILHT00000014428	A
anno1.g12968.t1	A	BRAKERILHT00000014873	A
anno1.g12969.t1	A	BRAKERILHT00000015306	A
anno1.g12970.t1	A	BRAKERILHT00000014162	A
anno1.g12972.t1	A	BRAKERILHT00000014584	A
anno1.g12973.t1	A	BRAKERILHT00000015075	A
anno1.g12974.t1	A	BRAKERILHT00000014373	A
anno1.g12975.t1	A	BRAKERILHT00000015121	A
anno1.g12976.t1	A	BRAKERILHT00000014556	A
anno1.g12977.t1	A	BRAKERILHT00000014215	A
anno1.g12978.t1	A	BRAKERILHT00000015238	A
anno1.g12979.t2	A	BRAKERILHT00000014036	A
anno1.g12981.t1	A	BRAKERILHT00000015303	A
anno1.g12982.t1	A	BRAKERILHT00000014750	A
anno1.g12983.t1	A	BRAKERILHT00000014831	A
anno1.g12988.t3	A	BRAKERILHT00000014733	A
anno1.g12989.t1	A	BRAKERILHT00000014098	A
anno1.g12990.t1	A	BRAKERILHT00000014446	A
anno1.g12991.t1	A	BRAKERILHT00000015152	A
anno1.g12992.t1	A	BRAKERILHT00000015464	A
anno1.g12993.t1	A	BRAKERILHT00000014245	A
anno1.g12996.t1	A	BRAKERILHT00000014056	A
anno1.g12995.t3	A	BRAKERILHT00000015583	A
anno1.g12998.t1	A	BRAKERILHT00000014585	A
anno1.g13001.t1	A	BRAKERILHT00000014856	A
anno1.g13002.t1	A	BRAKERILHT00000014972	A
anno1.g13003.t2	A	BRAKERILHT00000014313	A
anno1.g13004.t2	A	BRAKERILHT00000015572	A
anno1.g13006.t1	A	BRAKERILHT00000014493	A
anno1.g13009.t3	A	BRAKERILHT00000015032	A
anno1.g13010.t1	A	BRAKERILHT00000014782	A
anno1.g13011.t1	A	BRAKERILHT00000014578	A
anno1.g13012.t1	A	BRAKERILHT00000015103	A
anno1.g13013.t1	A	BRAKERILHT00000015389	A
anno1.g13014.t1	A	BRAKERILHT00000014629	A
anno1.g13015.t2	A	BRAKERILHT00000014316	A
anno1.g13016.t1	A	BRAKERILHT00000014123	A
anno1.g13018.t1	A	BRAKERILHT00000015004	A
anno1.g13019.t1	A	BRAKERILHT00000014499	A
anno1.g13020.t1	A	BRAKERILHT00000015144	A
anno1.g13021.t1	A	BRAKERILHT00000015568	A
anno1.g13022.t1	A	BRAKERILHT00000014059	A
anno1.g13023.t1	A	BRAKERILHT00000014053	A
anno1.g13024.t1	A	BRAKERILHT00000014515	A
anno1.g13025.t1	A	BRAKERILHT00000014978	A
anno1.g13026.t1	A	BRAKERILHT00000014251	A
anno1.g13027.t1	A	BRAKERILHT00000014678	A
anno1.g13028.t1	A	BRAKERILHT00000015145	A
anno1.g13030.t1	A	BRAKERILHT00000015448	A
anno1.g13032.t1	A	BRAKERILHT00000014423	A
anno1.g13033.t1	A	BRAKERILHT00000014726	A
anno1.g13034.t1	A	BRAKERILHT00000015114	A
anno1.g13035.t1	A	BRAKERILHT00000014780	A
anno1.g13036.t2	A	BRAKERILHT00000015247	A
anno1.g13037.t1	A	BRAKERILHT00000015419	A
anno1.g13038.t1	A	BRAKERILHT00000014189	A
anno1.g13039.t1	A	BRAKERILHT00000014507	A
anno1.g13040.t2	A	BRAKERILHT00000014896	A
anno1.g13042.t1	A	BRAKERILHT00000014180	A
anno1.g13043.t1	A	BRAKERILHT00000014851	A
anno1.g13044.t1	A	BRAKERILHT00000014543	A
anno1.g13045.t1	A	BRAKERILHT00000014343	A
anno1.g13046.t1	A	BRAKERILHT00000014903	A
anno1.g13049.t1	A	BRAKERILHT00000015177	A
anno1.g13051.t1	A	BRAKERILHT00000014071	A
anno1.g13052.t1	A	BRAKERILHT00000014509	A
anno1.g13053.t1	A	BRAKERILHT00000014620	A
anno1.g13054.t1	A	BRAKERILHT00000015116	A
anno1.g13055.t1	A	BRAKERILHT00000014942	A
anno1.g13056.t1	A	BRAKERILHT00000014593	A
anno1.g13057.t1	A	BRAKERILHT00000014484	A
anno1.g13058.t1	A	BRAKERILHT00000014237	A
anno1.g13059.t2	A	BRAKERILHT00000015256	A
anno1.g13066.t3	A	BRAKERILHT00000015058	A
anno1.g13067.t2	A	BRAKERILHT00000014650	A
anno1.g13069.t1	A	BRAKERILHT00000015601	A
anno1.g13070.t1	A	BRAKERILHT00000014203	A
anno1.g13071.t1	A	BRAKERILHT00000014345	A
anno1.g13072.t1	A	BRAKERILHT00000015586	A
anno1.g13073.t2	A	BRAKERILHT00000015157	A
anno1.g13074.t1	A	BRAKERILHT00000014100	A
anno1.g13075.t1	A	BRAKERILHT00000015594	A
anno1.g13076.t1	A	BRAKERILHT00000014410	A
anno1.g13077.t1	A	BRAKERILHT00000014213	A
anno1.g13081.t1	A	BRAKERILHT00000014919	A
anno1.g13082.t1	A	BRAKERILHT00000015360	A
anno1.g13084.t2	A	BRAKERILHT00000015314	A
anno1.g13085.t1	A	BRAKERILHT00000015060	A
anno1.g13086.t1	A	BRAKERILHT00000014201	A
anno1.g13087.t1	A	BRAKERILHT00000015350	A
anno1.g13088.t1	A	BRAKERILHT00000015421	A
anno1.g13089.t1	A	BRAKERILHT00000014062	A
anno1.g13091.t1	A	BRAKERILHT00000014259	A
anno1.g13101.t1	A	BRAKERILHT00000014762	A
anno1.g13102.t1	A	BRAKERILHT00000014976	A
anno1.g13109.t1	A	BRAKERILHT00000015338	A
anno1.g13110.t1	A	BRAKERILHT00000015245	A
anno1.g13111.t1	A	BRAKERILHT00000014173	A
anno1.g13112.t1	A	BRAKERILHT00000015393	A
anno1.g13113.t2	A	BRAKERILHT00000015540	A
anno1.g13114.t1	A	BRAKERILHT00000014304	A
anno1.g13116.t2	A	BRAKERILHT00000015093	A
anno1.g13118.t2	A	BRAKERILHT00000010566	A
anno1.g13119.t2	A	BRAKERILHT00000014623	A
anno1.g13120.t1	A	BRAKERILHT00000014904	A
anno1.g13121.t1	A	BRAKERILHT00000014716	A
anno1.g13125.t1	A	BRAKERILHT00000016528	A
anno1.g13130.t1	A	BRAKERILHT00000015794	A
anno1.g13131.t1	A	BRAKERILHT00000016169	A
anno1.g13134.t1	A	BRAKERILHT00000016649	A
anno1.g13135.t2	A	BRAKERILHT00000015931	A
anno1.g13136.t1	A	BRAKERILHT00000016366	A
anno1.g13137.t1	A	BRAKERILHT00000016241	A
anno1.g13138.t1	A	BRAKERILHT00000016707	A
anno1.g13139.t1	A	BRAKERILHT00000016320	A
anno1.g13140.t1	A	BRAKERILHT00000016130	A
anno1.g13141.t1	A	BRAKERILHT00000016338	A
anno1.g13142.t1	A	BRAKERILHT00000015980	A
anno1.g13143.t1	A	BRAKERILHT00000015762	A
anno1.g13144.t1	A	BRAKERILHT00000016557	A
anno1.g13146.t1	A	BRAKERILHT00000016380	A
anno1.g13147.t1	A	BRAKERILHT00000016902	A
anno1.g13148.t1	A	BRAKERILHT00000016135	A
anno1.g13149.t1	A	BRAKERILHT00000016532	A
anno1.g13150.t1	A	BRAKERILHT00000016697	A
anno1.g13151.t1	A	BRAKERILHT00000015718	A
anno1.g13152.t1	A	BRAKERILHT00000016976	A
anno1.g13153.t1	A	BRAKERILHT00000016600	A
anno1.g13154.t1	A	BRAKERILHT00000016843	A
anno1.g13155.t1	A	BRAKERILHT00000016236	A
anno1.g13156.t1	A	BRAKERILHT00000016398	A
anno1.g13157.t3	A	BRAKERILHT00000015795	A
anno1.g13161.t1	A	BRAKERILHT00000016233	A
anno1.g13162.t1	A	BRAKERILHT00000016094	A
anno1.g13163.t2	A	BRAKERILHT00000015786	A
anno1.g13165.t1	A	BRAKERILHT00000016143	A
anno1.g13166.t1	A	BRAKERILHT00000015932	A
anno1.g13167.t1	A	BRAKERILHT00000015910	A
anno1.g13168.t1	A	BRAKERILHT00000016308	A
anno1.g13169.t1	A	BRAKERILHT00000016647	A
anno1.g13171.t1	A	BRAKERILHT00000015611	A
anno1.g13175.t1	A	BRAKERILHT00000016813	A
anno1.g13176.t1	A	BRAKERILHT00000016163	A
anno1.g13177.t1	A	BRAKERILHT00000015704	A
anno1.g13179.t1	A	BRAKERILHT00000016563	A
anno1.g13181.t1	A	BRAKERILHT00000016573	A
anno1.g13182.t1	A	BRAKERILHT00000016280	A
anno1.g13183.t1	A	BRAKERILHT00000016493	A
anno1.g13184.t1	A	BRAKERILHT00000016193	A
anno1.g13185.t1	A	BRAKERILHT00000015881	A
anno1.g13186.t1	A	BRAKERILHT00000016987	A
anno1.g13187.t1	A	BRAKERILHT00000016346	A
anno1.g13188.t1	A	BRAKERILHT00000016210	A
anno1.g13189.t1	A	BRAKERILHT00000015819	A
anno1.g13190.t1	A	BRAKERILHT00000016897	A
anno1.g13191.t1	A	BRAKERILHT00000016505	A
anno1.g13192.t1	A	BRAKERILHT00000016808	A
anno1.g13193.t1	A	BRAKERILHT00000016526	A
anno1.g13194.t1	A	BRAKERILHT00000016844	A
anno1.g13196.t1	A	BRAKERILHT00000015899	A
anno1.g13197.t2	A	BRAKERILHT00000016146	A
anno1.g13198.t1	A	BRAKERILHT00000015670	A
anno1.g13199.t1	A	BRAKERILHT00000016413	A
anno1.g13200.t1	A	BRAKERILHT00000016154	A
anno1.g13202.t1	A	BRAKERILHT00000015991	A
anno1.g13204.t1	A	BRAKERILHT00000015626	A
anno1.g13208.t1	A	BRAKERILHT00000016683	A
anno1.g13209.t1	A	BRAKERILHT00000016588	A
anno1.g13211.t1	A	BRAKERILHT00000016544	A
anno1.g13212.t1	A	BRAKERILHT00000016635	A
anno1.g13213.t1	A	BRAKERILHT00000016263	A
anno1.g13214.t3	A	BRAKERILHT00000016522	A
anno1.g13215.t2	A	BRAKERILHT00000015924	A
anno1.g13216.t1	A	BRAKERILHT00000016819	A
anno1.g13217.t1	A	BRAKERILHT00000015945	A
anno1.g13219.t1	A	BRAKERILHT00000016189	A
anno1.g13220.t1	A	BRAKERILHT00000016824	A
anno1.g13221.t1	A	BRAKERILHT00000016222	A
anno1.g13222.t1	A	BRAKERILHT00000016305	A
anno1.g13224.t1	A	BRAKERILHT00000015893	A
anno1.g13225.t1	A	BRAKERILHT00000016736	A
anno1.g13226.t1	A	BRAKERILHT00000016410	A
anno1.g13227.t1	A	BRAKERILHT00000015966	A
anno1.g13230.t1	A	BRAKERILHT00000015940	A
anno1.g13231.t1	A	BRAKERILHT00000016230	A
anno1.g13232.t2	A	BRAKERILHT00000015647	A
anno1.g13233.t1	A	BRAKERILHT00000013505	A
anno1.g13234.t1	A	BRAKERILHT00000016464	A
anno1.g13235.t1	A	BRAKERILHT00000016763	A
anno1.g13236.t1	A	BRAKERILHT00000015666	A
anno1.g13237.t2	A	BRAKERILHT00000015950	A
anno1.g13238.t1	A	BRAKERILHT00000011675	A
anno1.g13239.t1	A	BRAKERILHT00000016070	A
anno1.g13241.t1	A	BRAKERILHT00000016855	A
anno1.g13242.t1	A	BRAKERILHT00000015859	A
anno1.g13244.t1	A	BRAKERILHT00000016227	A
anno1.g13245.t1	A	BRAKERILHT00000016775	A
anno1.g13246.t1	A	BRAKERILHT00000015981	A
anno1.g13247.t1	A	BRAKERILHT00000016020	A
anno1.g13248.t3	A	BRAKERILHT00000015890	A
anno1.g13249.t1	A	BRAKERILHT00000016261	A
anno1.g13250.t1	A	BRAKERILHT00000016724	A
anno1.g13251.t1	A	BRAKERILHT00000016979	A
anno1.g13252.t1	A	BRAKERILHT00000016010	A
anno1.g13253.t1	A	BRAKERILHT00000016666	A
anno1.g13254.t1	A	BRAKERILHT00000015684	A
anno1.g13255.t1	A	BRAKERILHT00000016596	A
anno1.g13256.t1	A	BRAKERILHT00000016788	A
anno1.g13257.t1	A	BRAKERILHT00000016404	A
anno1.g13259.t1	A	BRAKERILHT00000016507	A
anno1.g13260.t1	A	BRAKERILHT00000016299	A
anno1.g13262.t1	A	BRAKERILHT00000015638	A
anno1.g13264.t1	A	BRAKERILHT00000016013	A
anno1.g13265.t1	A	BRAKERILHT00000016794	A
anno1.g13266.t1	A	BRAKERILHT00000015745	A
anno1.g13267.t1	A	BRAKERILHT00000016044	A
anno1.g13268.t1	A	BRAKERILHT00000015766	A
anno1.g13270.t1	A	BRAKERILHT00000016307	A
anno1.g13271.t1	A	BRAKERILHT00000016381	A
anno1.g13272.t1	A	BRAKERILHT00000016083	A
anno1.g13273.t1	A	BRAKERILHT00000016463	A
anno1.g13274.t1	A	BRAKERILHT00000015663	A
anno1.g13275.t1	A	BRAKERILHT00000016501	A
anno1.g13276.t1	A	BRAKERILHT00000015982	A
anno1.g13277.t1	A	BRAKERILHT00000016965	A
anno1.g13279.t1	A	BRAKERILHT00000016249	A
anno1.g13280.t2	A	BRAKERILHT00000015625	A
anno1.g13281.t1	A	BRAKERILHT00000015703	A
anno1.g13282.t1	A	BRAKERILHT00000016684	A
anno1.g13283.t1	A	BRAKERILHT00000015844	A
anno1.g13285.t1	A	BRAKERILHT00000016936	A
anno1.g13286.t1	A	BRAKERILHT00000015667	A
anno1.g13287.t1	A	BRAKERILHT00000016062	A
anno1.g13288.t2	A	BRAKERILHT00000016444	A
anno1.g13289.t1	A	BRAKERILHT00000016634	A
anno1.g13290.t1	A	BRAKERILHT00000016458	A
anno1.g13292.t2	A	BRAKERILHT00000016811	A
anno1.g13293.t7	A	BRAKERILHT00000016554	A
anno1.g13294.t2	A	BRAKERILHT00000016329	A
anno1.g13295.t1	A	BRAKERILHT00000015933	A
anno1.g13296.t1	A	BRAKERILHT00000016837	A
anno1.g13297.t1	A	BRAKERILHT00000015838	A
anno1.g13298.t1	A	BRAKERILHT00000016433	A
anno1.g13299.t1	A	BRAKERILHT00000016826	A
anno1.g13300.t1	A	BRAKERILHT00000016326	A
anno1.g13301.t1	A	BRAKERILHT00000015709	A
anno1.g13304.t1	A	BRAKERILHT00000016080	A
anno1.g13305.t1	A	BRAKERILHT00000016124	A
anno1.g13306.t2	A	BRAKERILHT00000015957	A
anno1.g13307.t1	A	BRAKERILHT00000011722	A
anno1.g13308.t1	A	BRAKERILHT00000015669	A
anno1.g13309.t1	A	BRAKERILHT00000016698	A
anno1.g13310.t1	A	BRAKERILHT00000015927	A
anno1.g13311.t1	A	BRAKERILHT00000016512	A
anno1.g13313.t1	A	BRAKERILHT00000016454	A
anno1.g13314.t1	A	BRAKERILHT00000016754	A
anno1.g13315.t1	A	BRAKERILHT00000016694	A
anno1.g13317.t1	A	BRAKERILHT00000016918	A
anno1.g13318.t1	A	BRAKERILHT00000015987	A
anno1.g13319.t1	A	BRAKERILHT00000016137	A
anno1.g13320.t1	A	BRAKERILHT00000015840	A
anno1.g13321.t1	A	BRAKERILHT00000016779	A
anno1.g13323.t1	A	BRAKERILHT00000016782	A
anno1.g13324.t2	A	BRAKERILHT00000016384	A
anno1.g13325.t1	A	BRAKERILHT00000016871	A
anno1.g13326.t1	A	BRAKERILHT00000016165	A
anno1.g13327.t1	A	BRAKERILHT00000016919	A
anno1.g13328.t1	A	BRAKERILHT00000015677	A
anno1.g13329.t1	A	BRAKERILHT00000015975	A
anno1.g13330.t1	A	BRAKERILHT00000016356	A
anno1.g13331.t1	A	BRAKERILHT00000014077	A
anno1.g13332.t1	A	BRAKERILHT00000015316	A
anno1.g13333.t1	A	BRAKERILHT00000015068	A
anno1.g13334.t1	A	BRAKERILHT00000016723	A
anno1.g13335.t1	A	BRAKERILHT00000015636	A
anno1.g13336.t1	A	BRAKERILHT00000015831	A
anno1.g13337.t6	A	BRAKERILHT00000016466	A
anno1.g13341.t1	A	BRAKERILHT00000016099	A
anno1.g13342.t1	A	BRAKERILHT00000016411	A
anno1.g13344.t1	A	BRAKERILHT00000016337	A
anno1.g13345.t2	A	BRAKERILHT00000016430	A
anno1.g13346.t2	A	BRAKERILHT00000015921	A
anno1.g13347.t1	A	BRAKERILHT00000016854	A
anno1.g13348.t1	A	BRAKERILHT00000016591	A
anno1.g13349.t1	A	BRAKERILHT00000016518	A
anno1.g13350.t2	A	BRAKERILHT00000015776	A
anno1.g13351.t1	A	BRAKERILHT00000016055	A
anno1.g13352.t2	A	BRAKERILHT00000016656	A
anno1.g13357.t1	A	BRAKERILHT00000016749	A
anno1.g13358.t1	A	BRAKERILHT00000016369	A
anno1.g13360.t2	A	BRAKERILHT00000015815	A
anno1.g13361.t1	A	BRAKERILHT00000015812	A
anno1.g13364.t2	A	BRAKERILHT00000016031	A
anno1.g13365.t1	A	BRAKERILHT00000016818	A
anno1.g13366.t1	A	BRAKERILHT00000016286	A
anno1.g13369.t1	A	BRAKERILHT00000016836	A
anno1.g13370.t1	A	BRAKERILHT00000016235	A
anno1.g13371.t1	A	BRAKERILHT00000016372	A
anno1.g13375.t1	A	BRAKERILHT00000015753	A
anno1.g13376.t2	A	BRAKERILHT00000016108	A
anno1.g13377.t1	A	BRAKERILHT00000016623	A
anno1.g13378.t2	A	BRAKERILHT00000015680	A
anno1.g13379.t2	A	BRAKERILHT00000016744	A
anno1.g13380.t1	A	BRAKERILHT00000015847	A
anno1.g13381.t2	A	BRAKERILHT00000016920	A
anno1.g13382.t1	A	BRAKERILHT00000015985	A
anno1.g13383.t1	A	BRAKERILHT00000015694	A
anno1.g13384.t1	A	BRAKERILHT00000015693	A
anno1.g13385.t1	A	BRAKERILHT00000016777	A
anno1.g13386.t1	A	BRAKERILHT00000016577	A
anno1.g13387.t1	A	BRAKERILHT00000015689	A
anno1.g13388.t1	A	BRAKERILHT00000016653	A
anno1.g13389.t1	A	BRAKERILHT00000016445	A
anno1.g13390.t1	A	BRAKERILHT00000016793	A
anno1.g13391.t1	A	BRAKERILHT00000016405	A
anno1.g13392.t1	A	BRAKERILHT00000016162	A
anno1.g13393.t1	A	BRAKERILHT00000015955	A
anno1.g13395.t1	A	BRAKERILHT00000016798	A
anno1.g13396.t1	A	BRAKERILHT00000016472	A
anno1.g13397.t1	A	BRAKERILHT00000015818	A
anno1.g13398.t1	A	BRAKERILHT00000015675	A
anno1.g13401.t1	A	BRAKERILHT00000015967	A
anno1.g13402.t1	A	BRAKERILHT00000015841	A
anno1.g13403.t1	A	BRAKERILHT00000001997	A
anno1.g13404.t2	A	BRAKERILHT00000016983	A
anno1.g13405.t1	A	BRAKERILHT00000016899	A
anno1.g13407.t1	A	BRAKERILHT00000016962	A
anno1.g13408.t1	A	BRAKERILHT00000016352	A
anno1.g13409.t1	A	BRAKERILHT00000016790	A
anno1.g13410.t1	A	BRAKERILHT00000016030	A
anno1.g13411.t1	A	BRAKERILHT00000016278	A
anno1.g13412.t1	A	BRAKERILHT00000016882	A
anno1.g13415.t1	A	BRAKERILHT00000015809	A
anno1.g13416.t1	A	BRAKERILHT00000015705	A
anno1.g13421.t1	A	BRAKERILHT00000016759	A
anno1.g13422.t1	A	BRAKERILHT00000016604	A
anno1.g13425.t1	A	BRAKERILHT00000016323	A
anno1.g13426.t1	A	BRAKERILHT00000016412	A
anno1.g13427.t2	A	BRAKERILHT00000016558	A
anno1.g13429.t1	A	BRAKERILHT00000016250	A
anno1.g13431.t1	A	BRAKERILHT00000015777	A
anno1.g13432.t3	A	BRAKERILHT00000016862	A
anno1.g13436.t1	A	BRAKERILHT00000016567	A
anno1.g13439.t1	A	BRAKERILHT00000016125	A
anno1.g13440.t1	A	BRAKERILHT00000016277	A
anno1.g13442.t1	A	BRAKERILHT00000016175	A
anno1.g13448.t1	A	BRAKERILHT00000016721	A
anno1.g13451.t1	A	BRAKERILHT00000015644	A
anno1.g13468.t2	A	BRAKERILHT00000015774	A
anno1.g13470.t1	A	BRAKERILHT00000016757	A
anno1.g13472.t1	A	BRAKERILHT00000015894	A
anno1.g13473.t1	A	BRAKERILHT00000016188	A
anno1.g13476.t1	A	BRAKERILHT00000015771	A
anno1.g13478.t1	A	BRAKERILHT00000015960	A
anno1.g13483.t1	A	BRAKERILHT00000016613	A
anno1.g13484.t1	A	BRAKERILHT00000016238	A
anno1.g13485.t1	A	BRAKERILHT00000015845	A
anno1.g13486.t1	A	BRAKERILHT00000016864	A
anno1.g13487.t1	A	BRAKERILHT00000016426	A
anno1.g13488.t1	A	BRAKERILHT00000016060	A
anno1.g13489.t1	A	BRAKERILHT00000015835	A
anno1.g13491.t1	A	BRAKERILHT00000016510	A
anno1.g13494.t1	A	BRAKERILHT00000016966	A
anno1.g13495.t1	A	BRAKERILHT00000015992	A
anno1.g13499.t1	A	BRAKERILHT00000016686	A
anno1.both_agree_g557.t1	A	BRAKERILHT00000015785	A
anno1.g13500.t1	A	BRAKERILHT00000016537	A
anno1.g13502.t1	A	BRAKERILHT00000016834	A
anno1.g13506.t1	A	BRAKERILHT00000016209	A
anno1.g13509.t1	A	BRAKERILHT00000015952	A
anno1.g13513.t1	A	BRAKERILHT00000016262	A
anno1.g13514.t1	A	BRAKERILHT00000016704	A
anno1.g13520.t1	A	BRAKERILHT00000016592	A
anno1.g13523.t1	A	BRAKERILHT00000016400	A
anno1.g13524.t1	A	BRAKERILHT00000016014	A
anno1.g13525.t1	A	BRAKERILHT00000016711	A
anno1.g13526.t1	A	BRAKERILHT00000016408	A
anno1.g13527.t1	A	BRAKERILHT00000016630	A
anno1.g13531.t1	A	BRAKERILHT00000016142	A
anno1.g13533.t1	A	BRAKERILHT00000015715	A
anno1.g13534.t1	A	BRAKERILHT00000015923	A
anno1.g13536.t1	A	BRAKERILHT00000016939	A
anno1.g13537.t1	A	BRAKERILHT00000016662	A
anno1.g13540.t1	A	BRAKERILHT00000016961	A
anno1.g13543.t1	A	BRAKERILHT00000016589	A
anno1.g13544.t1	A	BRAKERILHT00000016217	A
anno1.g13545.t1	A	BRAKERILHT00000015829	A
anno1.g13546.t1	A	BRAKERILHT00000015620	A
anno1.g13547.t1	A	BRAKERILHT00000016984	A
anno1.g13548.t1	A	BRAKERILHT00000016509	A
anno1.g13551.t1	A	BRAKERILHT00000015733	A
anno1.g13555.t1	A	BRAKERILHT00000016450	A
anno1.g13556.t2	A	BRAKERILHT00000015807	A
anno1.g13558.t1	A	BRAKERILHT00000016816	A
anno1.g13559.t1	A	BRAKERILHT00000016873	A
anno1.g13560.t1	A	BRAKERILHT00000016553	A
anno1.g13561.t1	A	BRAKERILHT00000016409	A
anno1.g13562.t1	A	BRAKERILHT00000015646	A
anno1.g13563.t2	A	BRAKERILHT00000016667	A
anno1.g13564.t1	A	BRAKERILHT00000015699	A
anno1.g13565.t1	A	BRAKERILHT00000016077	A
anno1.g13566.t1	A	BRAKERILHT00000016474	A
anno1.g13567.t1	A	BRAKERILHT00000016746	A
anno1.g13568.t1	A	BRAKERILHT00000016150	A
anno1.g13574.t1	A	BRAKERILHT00000015799	A
anno1.g13575.t1	A	BRAKERILHT00000015687	A
anno1.g13577.t1	A	BRAKERILHT00000016674	A
anno1.g13578.t1	A	BRAKERILHT00000004805	A
anno1.g13583.t1	A	BRAKERILHT00000016334	A
anno1.g13588.t2	A	BRAKERILHT00000015814	A
anno1.g13590.t2	A	BRAKERILHT00000016877	A
anno1.g13591.t1	A	BRAKERILHT00000016719	A
anno1.g13595.t1	A	BRAKERILHT00000016342	A
anno1.g13596.t1	A	BRAKERILHT00000002106	A
anno1.g13599.t1	A	BRAKERILHT00000016496	A
anno1.g13600.t1	A	BRAKERILHT00000015714	A
anno1.g13601.t1	A	BRAKERILHT00000016893	A
anno1.g13602.t1	A	BRAKERILHT00000015686	A
anno1.g13603.t2	A	BRAKERILHT00000016618	A
