D_carinulata	chromosome	D_sublineata	chromosome
rna-XM_057812098.1	A	rna-XM_056774615.1	A
rna-XM_057812551.1	A	rna-XM_056774628.1	A
rna-XM_057813340.1	A	rna-XM_056784436.1	A
rna-XM_057813478.1	A	rna-XM_056775066.1	A
rna-XM_057813481.1	A	rna-XM_056791561.1	A
rna-XM_057814773.1	A	rna-XM_056781842.1	A
rna-XM_057814777.1	A	rna-XM_056773805.1	A
rna-XM_057814778.1	A	rna-XM_056773839.1	A
rna-XM_057814782.1	A	rna-XM_056779763.1	A
rna-XM_057814783.1	A	rna-XM_056780194.1	A
rna-XM_057814289.1	A	rna-XM_056791573.1	A
rna-XM_057811713.1	A	rna-XM_056778476.1	A
rna-XM_057811715.1	A	rna-XM_056778514.1	A
rna-XM_057813167.1	A	rna-XM_056774227.1	A
rna-XM_057811379.1	A	rna-XM_056775966.1	A
rna-XM_057811382.1	A	rna-XM_056781133.1	A
rna-XM_057814330.1	A	rna-XM_056781146.1	A
rna-XM_057811381.1	A	rna-XM_056781159.1	A
rna-XM_057811383.1	A	rna-XM_056790926.1	A
rna-XM_057811384.1	A	rna-XM_056790940.1	A
rna-XM_057811385.1	A	rna-XM_056790952.1	A
rna-XM_057811388.1	A	rna-XM_056779801.1	A
rna-XM_057811390.1	A	rna-XM_056782585.1	A
rna-XM_057811391.1	A	rna-XM_056784573.1	A
rna-XM_057811392.1	A	rna-XM_056779875.1	A
rna-XM_057811394.1	A	rna-XM_056787453.1	A
rna-XM_057811395.1	A	rna-XM_056780938.1	A
rna-XM_057811396.1	A	rna-XM_056779908.1	A
rna-XM_057811401.1	A	rna-XM_056779937.1	A
rna-XM_057811402.1	A	rna-XM_056792114.1	A
rna-XM_057811403.1	A	rna-XM_056792126.1	A
rna-XM_057811404.1	A	rna-XM_056792136.1	A
rna-XM_057811405.1	A	rna-XM_056781714.1	A
rna-XM_057811406.1	A	rna-XM_056775347.1	A
rna-XM_057811417.1	A	rna-XM_056775439.1	A
rna-XM_057811410.1	A	rna-XM_056775367.1	A
rna-XM_057811416.1	A	rna-XM_056775429.1	A
rna-XM_057811418.1	A	rna-XM_056791918.1	A
rna-XM_057811423.1	A	rna-XM_056791923.1	A
rna-XM_057811419.1	A	rna-XM_056791878.1	A
rna-XM_057811428.1	A	rna-XM_056791486.1	A
rna-XM_057811431.1	A	rna-XM_056783883.1	A
rna-XM_057811432.1	A	rna-XM_056785063.1	A
rna-XM_057811436.1	A	rna-XM_056774927.1	A
rna-XM_057811438.1	A	rna-XM_056774940.1	A
rna-XM_057811439.1	A	rna-XM_056774952.1	A
rna-XM_057811441.1	A	rna-XM_056774798.1	A
rna-XM_057811446.1	A	rna-XM_056782005.1	A
rna-XM_057811447.1	A	rna-XM_056782014.1	A
rna-XM_057811442.1	A	rna-XM_056782028.1	A
rna-XM_057814368.1	A	rna-XM_056791619.1	A
rna-XM_057814369.1	A	rna-XM_056791620.1	A
rna-XM_057811451.1	A	rna-XM_056778175.1	A
rna-XM_057811454.1	A	rna-XM_056786024.1	A
rna-XM_057811452.1	A	rna-XM_056785927.1	A
rna-XM_057811455.1	A	rna-XM_056786149.1	A
rna-XM_057811457.1	A	rna-XM_056791809.1	A
rna-XM_057811456.1	A	rna-XM_056775286.1	A
rna-XM_057811466.1	A	rna-XM_056775263.1	A
rna-XM_057811470.1	A	rna-XM_056775274.1	A
rna-XM_057811462.1	A	rna-XM_056791645.1	A
rna-XM_057811469.1	A	rna-XM_056791651.1	A
rna-XM_057811471.1	A	rna-XM_056791650.1	A
rna-XM_057811460.1	A	rna-XM_056791652.1	A
rna-XM_057811472.1	A	rna-XM_056791628.1	A
rna-XM_057811478.1	A	rna-XM_056791653.1	A
rna-XM_057811480.1	A	rna-XM_056791654.1	A
rna-XM_057811476.1	A	rna-XM_056791658.1	A
rna-XM_057811481.1	A	rna-XM_056791659.1	A
rna-XM_057811483.1	A	rna-XM_056791629.1	A
rna-XM_057811484.1	A	rna-XM_056791660.1	A
rna-XM_057811494.1	A	rna-XM_056791681.1	A
rna-XM_057811485.1	A	rna-XM_056791672.1	A
rna-XM_057811497.1	A	rna-XM_056791662.1	A
rna-XM_057811504.1	A	rna-XM_056791667.1	A
rna-XM_057811508.1	A	rna-XM_056791680.1	A
rna-XM_057811511.1	A	rna-XM_056784628.1	A
rna-XM_057814420.1	A	rna-XM_056791630.1	A
rna-XM_057811495.1	A	rna-XM_056782668.1	A
rna-XM_057811503.1	A	rna-XM_056785702.1	A
rna-XM_057811516.1	A	rna-XM_056779384.1	A
rna-XM_057811506.1	A	rna-XM_056784232.1	A
rna-XM_057811517.1	A	rna-XM_056774094.1	A
rna-XM_057811514.1	A	rna-XM_056787442.1	A
rna-XM_057813415.1	A	rna-XM_056773709.1	A
rna-XM_057813058.1	A	rna-XM_056783915.1	A
rna-XM_057813061.1	A	rna-XM_056783928.1	A
rna-XM_057813059.1	A	rna-XM_056778162.1	A
rna-XM_057814808.1	A	rna-XM_056791916.1	A
rna-XM_057814804.1	A	rna-XM_056791912.1	A
rna-XM_057814671.1	A	rna-XM_056779071.1	A
rna-XM_057812303.1	A	rna-XM_056791795.1	A
rna-XM_057812513.1	A	rna-XM_056791784.1	A
rna-XM_057813335.1	A	rna-XM_056791817.1	A
rna-XM_057811745.1	A	rna-XM_056792691.1	A
rna-XM_057811717.1	A	rna-XM_056791682.1	A
rna-XM_057813356.1	A	rna-XM_056792759.1	A
rna-XM_057814605.1	A	rna-XM_056791869.1	A
rna-XM_057814608.1	A	rna-XM_056791872.1	A
rna-XM_057814610.1	A	rna-XM_056782960.1	A
rna-XM_057814580.1	A	rna-XM_056789153.1	A
rna-XM_057814581.1	A	rna-XM_056789239.1	A
rna-XM_057815042.1	A	rna-XM_056789176.1	A
rna-XM_057815044.1	A	rna-XM_056789189.1	A
rna-XM_057815045.1	A	rna-XM_056789210.1	A
rna-XM_057814281.1	A	rna-XM_056789224.1	A
rna-XM_057814276.1	A	rna-XM_056789163.1	A
rna-XM_057814280.1	A	rna-XM_056792188.1	A
rna-XM_057812961.1	A	rna-XM_056791657.1	A
rna-XM_057812962.1	A	rna-XM_056791671.1	A
rna-XM_057812960.1	A	rna-XM_056791684.1	A
rna-XM_057812501.1	A	rna-XM_056791697.1	A
rna-XM_057812500.1	A	rna-XM_056791709.1	A
rna-XM_057812498.1	A	rna-XM_056791720.1	A
rna-XM_057812563.1	A	rna-XM_056791715.1	A
rna-XM_057812557.1	A	rna-XM_056776149.1	A
rna-XM_057812562.1	A	rna-XM_056778959.1	A
rna-XM_057812697.1	A	rna-XM_056783591.1	A
rna-XM_057812909.1	A	rna-XM_056783963.1	A
rna-XM_057812910.1	A	rna-XM_056774734.1	A
rna-XM_057814454.1	A	rna-XM_056779985.1	A
rna-XM_057813357.1	A	rna-XM_056783621.1	A
rna-XM_057813362.1	A	rna-XM_056783673.1	A
rna-XM_057813361.1	A	rna-XM_056783642.1	A
rna-XM_057814455.1	A	rna-XM_056775179.1	A
rna-XM_057814456.1	A	rna-XM_056780643.1	A
rna-XM_057812811.1	A	rna-XM_056782111.1	A
rna-XM_057812522.1	A	rna-XM_056774016.1	A
rna-XM_057812526.1	A	rna-XM_056785384.1	A
rna-XM_057812527.1	A	rna-XM_056785396.1	A
rna-XM_057814457.1	A	rna-XM_056780523.1	A
rna-XM_057814458.1	A	rna-XM_056791767.1	A
rna-XM_057812535.1	A	rna-XM_056791765.1	A
rna-XM_057812528.1	A	rna-XM_056791760.1	A
rna-XM_057812537.1	A	rna-XM_056781689.1	A
rna-XM_057812520.1	A	rna-XM_056789899.1	A
rna-XM_057812538.1	A	rna-XM_056789930.1	A
rna-XM_057812536.1	A	rna-XM_056789944.1	A
rna-XM_057814090.1	A	rna-XM_056789918.1	A
rna-XM_057814460.1	A	rna-XM_056780387.1	A
rna-XM_057814461.1	A	rna-XM_056780266.1	A
rna-XM_057813477.1	A	rna-XM_056789885.1	A
rna-XM_057813165.1	A	rna-XM_056789878.1	A
rna-XM_057813164.1	A	rna-XM_056780129.1	A
rna-XM_057811639.1	A	rna-XM_056789869.1	A
rna-XM_057811637.1	A	rna-XM_056789847.1	A
rna-XM_057811640.1	A	rna-XM_056789854.1	A
rna-XM_057813443.1	A	rna-XM_056789831.1	A
rna-XM_057814462.1	A	rna-XM_056789775.1	A
rna-XM_057813446.1	A	rna-XM_056789788.1	A
rna-XM_057813448.1	A	rna-XM_056789809.1	A
rna-XM_057813451.1	A	rna-XM_056789765.1	A
rna-XM_057812094.1	A	rna-XM_056789752.1	A
rna-XM_057811645.1	A	rna-XM_056789714.1	A
rna-XM_057811644.1	A	rna-XM_056789695.1	A
rna-XM_057811647.1	A	rna-XM_056789726.1	A
rna-XM_057811648.1	A	rna-XM_056789739.1	A
rna-XM_057812497.1	A	rna-XM_056789685.1	A
rna-XM_057814463.1	A	rna-XM_056789642.1	A
rna-XM_057811690.1	A	rna-XM_056789607.1	A
rna-XM_057812833.1	A	rna-XM_056789591.1	A
rna-XM_057813713.1	A	rna-XM_056789573.1	A
rna-XM_057813715.1	A	rna-XM_056789547.1	A
rna-XM_057813724.1	A	rna-XM_056780006.1	A
rna-XM_057811979.1	A	rna-XM_056791757.1	A
rna-XM_057811977.1	A	rna-XM_056785529.1	A
rna-XM_057811978.1	A	rna-XM_056774817.1	A
rna-XM_057811990.1	A	rna-XM_056779936.1	A
rna-XM_057811987.1	A	rna-XM_056774828.1	A
rna-XM_057811995.1	A	rna-XM_056774837.1	A
rna-XM_057811973.1	A	rna-XM_056780877.1	A
rna-XM_057811992.1	A	rna-XM_056780919.1	A
rna-XM_057814477.1	A	rna-XM_056775454.1	A
rna-XM_057811989.1	A	rna-XM_056790045.1	A
rna-XM_057811986.1	A	rna-XM_056790035.1	A
rna-XM_057811971.1	A	rna-XM_056789998.1	A
rna-XM_057811998.1	A	rna-XM_056779815.1	A
rna-XM_057811996.1	A	rna-XM_056779687.1	A
rna-XM_057811676.1	A	rna-XM_056791861.1	A
rna-XM_057812164.1	A	rna-XM_056791864.1	A
rna-XM_057812167.1	A	rna-XM_056791868.1	A
rna-XM_057812165.1	A	rna-XM_056791867.1	A
rna-XM_057812162.1	A	rna-XM_056791862.1	A
rna-XM_057812161.1	A	rna-XM_056791860.1	A
rna-XM_057814478.1	A	rna-XM_056779567.1	A
rna-XM_057813384.1	A	rna-XM_056781700.1	A
rna-XM_057812442.1	A	rna-XM_056779501.1	A
rna-XM_057813315.1	A	rna-XM_056782636.1	A
rna-XM_057814479.1	A	rna-XM_056779461.1	A
rna-XM_057811688.1	A	rna-XM_056778921.1	A
rna-XM_057814518.1	A	rna-XM_056779350.1	A
rna-XM_057814520.1	A	rna-XM_056778892.1	A
rna-XM_057814505.1	A	rna-XM_056778788.1	A
rna-XM_057812136.1	A	rna-XM_056778768.1	A
rna-XM_057811722.1	A	rna-XM_056779236.1	A
rna-XM_057813492.1	A	rna-XM_056778756.1	A
rna-XM_057814530.1	A	rna-XM_056778737.1	A
rna-XM_057814481.1	A	rna-XM_056778712.1	A
rna-XM_057814480.1	A	rna-XM_056778701.1	A
rna-XM_057812543.1	A	rna-XM_056778683.1	A
rna-XM_057812048.1	A	rna-XM_056790401.1	A
rna-XM_057812302.1	A	rna-XM_056779072.1	A
rna-XM_057812544.1	A	rna-XM_056782803.1	A
rna-XM_057812550.1	A	rna-XM_056779059.1	A
rna-XM_057812160.1	A	rna-XM_056777248.1	A
rna-XM_057812099.1	A	rna-XM_056776345.1	A
rna-XM_057812822.1	A	rna-XM_056783998.1	A
rna-XM_057812444.1	A	rna-XM_056791882.1	A
rna-XM_057812446.1	A	rna-XM_056791883.1	A
rna-XM_057815034.1	A	rna-XM_056774770.1	A
rna-XM_057813833.1	A	rna-XM_056777365.1	A
rna-XM_057813834.1	A	rna-XM_056777351.1	A
rna-XM_057813836.1	A	rna-XM_056779775.1	A
rna-XM_057812257.1	A	rna-XM_056781599.1	A
rna-XM_057812033.1	A	rna-XM_056790174.1	A
rna-XM_057812651.1	A	rna-XM_056790185.1	A
rna-XM_057812649.1	A	rna-XM_056790162.1	A
rna-XM_057811667.1	A	rna-XM_056791802.1	A
rna-XM_057813387.1	A	rna-XM_056791798.1	A
rna-XM_057813386.1	A	rna-XM_056791797.1	A
rna-XM_057812016.1	A	rna-XM_056776509.1	A
rna-XM_057812085.1	A	rna-XM_056780739.1	A
rna-XM_057812843.1	A	rna-XM_056789338.1	A
rna-XM_057812844.1	A	rna-XM_056778628.1	A
rna-XM_057812834.1	A	rna-XM_056778287.1	A
rna-XM_057812836.1	A	rna-XM_056785845.1	A
rna-XM_057812842.1	A	rna-XM_056779620.1	A
rna-XM_057812458.1	A	rna-XM_056779599.1	A
rna-XM_057812805.1	A	rna-XM_056779641.1	A
rna-XM_057812169.1	A	rna-XM_056779662.1	A
rna-XM_057812055.1	A	rna-XM_056779651.1	A
rna-XM_057813290.1	A	rna-XM_056779678.1	A
rna-XM_057813289.1	A	rna-XM_056779581.1	A
rna-XM_057812209.1	A	rna-XM_056779571.1	A
rna-XM_057813221.1	A	rna-XM_056783828.1	A
rna-XM_057814577.1	A	rna-XM_056791796.1	A
rna-XM_057814576.1	A	rna-XM_056791793.1	A
rna-XM_057814579.1	A	rna-XM_056791794.1	A
rna-XM_057814573.1	A	rna-XM_056784387.1	A
rna-XM_057814575.1	A	rna-XM_056784408.1	A
rna-XM_057814572.1	A	rna-XM_056784320.1	A
rna-XM_057813860.1	A	rna-XM_056784367.1	A
rna-XM_057813855.1	A	rna-XM_056784332.1	A
rna-XM_057813857.1	A	rna-XM_056784347.1	A
rna-XM_057814800.1	A	rna-XM_056778865.1	A
rna-XM_057814801.1	A	rna-XM_056791850.1	A
rna-XM_057814803.1	A	rna-XM_056791852.1	A
rna-XM_057811617.1	A	rna-XM_056783987.1	A
rna-XM_057811613.1	A	rna-XM_056783973.1	A
rna-XM_057811615.1	A	rna-XM_056786875.1	A
rna-XM_057811609.1	A	rna-XM_056782724.1	A
rna-XM_057811618.1	A	rna-XM_056782755.1	A
rna-XM_057811616.1	A	rna-XM_056782735.1	A
rna-XM_057812464.1	A	rna-XM_056781954.1	A
rna-XM_057812470.1	A	rna-XM_056792750.1	A
rna-XM_057814755.1	A	rna-XM_056792776.1	A
rna-XM_057814753.1	A	rna-XM_056792767.1	A
rna-XM_057812689.1	A	rna-XM_056785491.1	A
rna-XM_057813349.1	A	rna-XM_056786891.1	A
rna-XM_057811188.1	A	rna-XM_056791718.1	A
rna-XM_057811193.1	A	rna-XM_056791717.1	A
rna-XM_057811190.1	A	rna-XM_056791716.1	A
rna-XM_057812898.1	A	rna-XM_056791206.1	A
rna-XM_057813636.1	A	rna-XM_056789982.1	A
rna-XM_057813619.1	A	rna-XM_056776348.1	A
rna-XM_057813628.1	A	rna-XM_056776355.1	A
rna-XM_057813626.1	A	rna-XM_056791866.1	A
rna-XM_057813621.1	A	rna-XM_056791854.1	A
rna-XM_057813630.1	A	rna-XM_056791792.1	A
rna-XM_057813627.1	A	rna-XM_056791790.1	A
rna-XM_057813624.1	A	rna-XM_056791788.1	A
rna-XM_057813632.1	A	rna-XM_056791789.1	A
rna-XM_057813641.1	A	rna-XM_056791787.1	A
rna-XM_057813634.1	A	rna-XM_056779487.1	A
rna-XM_057814557.1	A	rna-XM_056778747.1	A
rna-XM_057812503.1	A	rna-XM_056778623.1	A
rna-XM_057811723.1	A	rna-XM_056776203.1	A
rna-XM_057810955.1	A	rna-XM_056776688.1	A
rna-XM_057810952.1	A	rna-XM_056787555.1	A
rna-XM_057810958.1	A	rna-XM_056792148.1	A
rna-XM_057810954.1	A	rna-XM_056778491.1	A
rna-XM_057813642.1	A	rna-XM_056778283.1	A
rna-XM_057813660.1	A	rna-XM_056780261.1	A
rna-XM_057813661.1	A	rna-XM_056776990.1	A
rna-XM_057813651.1	A	rna-XM_056780217.1	A
rna-XM_057813659.1	A	rna-XM_056780248.1	A
rna-XM_057813653.1	A	rna-XM_056776381.1	A
rna-XM_057813662.1	A	rna-XM_056776432.1	A
rna-XM_057813654.1	A	rna-XM_056776411.1	A
rna-XM_057813657.1	A	rna-XM_056781906.1	A
rna-XM_057814558.1	A	rna-XM_056778153.1	A
rna-XM_057813647.1	A	rna-XM_056775159.1	A
rna-XM_057813564.1	A	rna-XM_056777185.1	A
rna-XM_057814541.1	A	rna-XM_056783868.1	A
rna-XM_057812440.1	A	rna-XM_056778024.1	A
rna-XM_057814424.1	A	rna-XM_056787283.1	A
rna-XM_057812188.1	A	rna-XM_056783076.1	A
rna-XM_057814559.1	A	rna-XM_056777903.1	A
rna-XM_057812189.1	A	rna-XM_056783088.1	A
rna-XM_057813275.1	A	rna-XM_056783039.1	A
rna-XM_057813270.1	A	rna-XM_056783028.1	A
rna-XM_057813279.1	A	rna-XM_056792580.1	A
rna-XM_057813282.1	A	rna-XM_056792545.1	A
rna-XM_057812922.1	A	rna-XM_056774641.1	A
rna-XM_057811771.1	A	rna-XM_056778605.1	A
rna-XM_057813333.1	A	rna-XM_056785502.1	A
rna-XM_057813404.1	A	rna-XM_056782082.1	A
rna-XM_057813405.1	A	rna-XM_056782068.1	A
rna-XM_057814560.1	A	rna-XM_056777802.1	A
rna-XM_057813316.1	A	rna-XM_056784649.1	A
rna-XM_057813317.1	A	rna-XM_056784660.1	A
rna-XM_057812448.1	A	rna-XM_056786794.1	A
rna-XM_057812496.1	A	rna-XM_056779965.1	A
rna-XM_057813225.1	A	rna-XM_056785179.1	A
rna-XM_057813227.1	A	rna-XM_056774899.1	A
rna-XM_057813228.1	A	rna-XM_056779562.1	A
rna-XM_057813230.1	A	rna-XM_056777564.1	A
rna-XM_057814571.1	A	rna-XM_056777341.1	A
rna-XM_057811726.1	A	rna-XM_056777538.1	A
rna-XM_057811342.1	A	rna-XM_056776571.1	A
rna-XM_057811332.1	A	rna-XM_056779323.1	A
rna-XM_057811334.1	A	rna-XM_056791713.1	A
rna-XM_057811340.1	A	rna-XM_056791712.1	A
rna-XM_057811338.1	A	rna-XM_056791710.1	A
rna-XM_057811328.1	A	rna-XM_056781817.1	A
rna-XM_057811329.1	A	rna-XM_056792385.1	A
rna-XM_057814582.1	A	rna-XM_056777228.1	A
rna-XM_057814584.1	A	rna-XM_056777110.1	A
rna-XM_057812141.1	A	rna-XM_056776989.1	A
rna-XM_057812146.1	A	rna-XM_056776864.1	A
rna-XM_057812150.1	A	rna-XM_056784682.1	A
rna-XM_057812148.1	A	rna-XM_056784598.1	A
rna-XM_057812147.1	A	rna-XM_056784585.1	A
rna-XM_057813411.1	A	rna-XM_056774340.1	A
rna-XM_057815132.1	A	rna-XM_056785431.1	A
rna-XM_057814092.1	A	rna-XM_056775146.1	A
rna-XM_057814093.1	A	rna-XM_056776342.1	A
rna-XM_057812706.1	A	rna-XM_056776725.1	A
rna-XM_057814365.1	A	rna-XM_056791606.1	A
rna-XM_057814367.1	A	rna-XM_056791607.1	A
rna-XM_057814364.1	A	rna-XM_056791604.1	A
rna-XM_057814362.1	A	rna-XM_056791603.1	A
rna-XM_057814333.1	A	rna-XM_056791578.1	A
rna-XM_057813328.1	A	rna-XM_056791574.1	A
rna-XM_057811679.1	A	rna-XM_056787590.1	A
rna-XM_057811734.1	A	rna-XM_056787665.1	A
rna-XM_057810969.1	A	rna-XM_056776602.1	A
rna-XM_057810972.1	A	rna-XM_056787645.1	A
rna-XM_057814585.1	A	rna-XM_056776476.1	A
rna-XM_057812215.1	A	rna-XM_056787633.1	A
rna-XM_057813432.1	A	rna-XM_056787609.1	A
rna-XM_057812186.1	A	rna-XM_056792786.1	A
rna-XM_057814562.1	A	rna-XM_056789528.1	A
rna-XM_057814563.1	A	rna-XM_056791463.1	A
rna-XM_057814564.1	A	rna-XM_056791513.1	A
rna-XM_057811774.1	A	rna-XM_056780681.1	A
rna-XM_057811773.1	A	rna-XM_056791828.1	A
rna-XM_057811772.1	A	rna-XM_056776350.1	A
rna-XM_057811777.1	A	rna-XM_056791825.1	A
rna-XM_057811780.1	A	rna-XM_056786346.1	A
rna-XM_057811787.1	A	rna-XM_056791780.1	A
rna-XM_057811786.1	A	rna-XM_056791779.1	A
rna-XM_057811785.1	A	rna-XM_056791778.1	A
rna-XM_057811788.1	A	rna-XM_056792266.1	A
rna-XM_057811789.1	A	rna-XM_056782851.1	A
rna-XM_057811793.1	A	rna-XM_056782901.1	A
rna-XM_057811797.1	A	rna-XM_056782949.1	A
rna-XM_057811795.1	A	rna-XM_056782936.1	A
rna-XM_057814586.1	A	rna-XM_056782923.1	A
rna-XM_057811798.1	A	rna-XM_056782883.1	A
rna-XM_057811803.1	A	rna-XM_056776309.1	A
rna-XM_057811800.1	A	rna-XM_056776266.1	A
rna-XM_057814611.1	A	rna-XM_056776279.1	A
rna-XM_057811804.1	A	rna-XM_056773725.1	A
rna-XM_057811806.1	A	rna-XM_056774215.1	A
rna-XM_057811807.1	A	rna-XM_056775500.1	A
rna-XM_057811812.1	A	rna-XM_056789143.1	A
rna-XM_057811810.1	A	rna-XM_056789120.1	A
rna-XM_057811808.1	A	rna-XM_056789109.1	A
rna-XM_057811815.1	A	rna-XM_056789069.1	A
rna-XM_057811816.1	A	rna-XM_056789091.1	A
rna-XM_057811813.1	A	rna-XM_056786910.1	A
rna-XM_057811819.1	A	rna-XM_056777454.1	A
rna-XM_057811820.1	A	rna-XM_056773634.1	A
rna-XM_057811821.1	A	rna-XM_056787686.1	A
rna-XM_057811830.1	A	rna-XM_056788339.1	A
rna-XM_057811828.1	A	rna-XM_056788107.1	A
rna-XM_057811831.1	A	rna-XM_056785832.1	A
rna-XM_057811832.1	A	rna-XM_056779272.1	A
rna-XM_057811833.1	A	rna-XM_056791963.1	A
rna-XM_057811834.1	A	rna-XM_056778246.1	A
rna-XM_057811837.1	A	rna-XM_056774743.1	A
rna-XM_057811838.1	A	rna-XM_056787567.1	A
rna-XM_057811839.1	A	rna-XM_056787579.1	A
rna-XM_057811840.1	A	rna-XM_056781662.1	A
rna-XM_057811841.1	A	rna-XM_056781643.1	A
rna-XM_057811842.1	A	rna-XM_056776529.1	A
rna-XM_057811846.1	A	rna-XM_056773679.1	A
rna-XM_057811849.1	A	rna-XM_056780321.1	A
rna-XM_057811848.1	A	rna-XM_056780597.1	A
rna-XM_057811850.1	A	rna-XM_056788199.1	A
rna-XM_057811851.1	A	rna-XM_056788191.1	A
rna-XM_057811852.1	A	rna-XM_056787800.1	A
rna-XM_057811908.1	A	rna-XM_056773620.1	A
rna-XM_057811910.1	A	rna-XM_056785586.1	A
rna-XM_057811912.1	A	rna-XM_056785598.1	A
rna-XM_057811913.1	A	rna-XM_056788526.1	A
rna-XM_057811920.1	A	rna-XM_056788535.1	A
rna-XM_057811915.1	A	rna-XM_056788480.1	A
rna-XM_057811922.1	A	rna-XM_056788468.1	A
rna-XM_057811923.1	A	rna-XM_056788451.1	A
rna-XM_057811924.1	A	rna-XM_056788422.1	A
rna-XM_057811927.1	A	rna-XM_056791821.1	A
rna-XM_057811934.1	A	rna-XM_056791820.1	A
rna-XM_057811932.1	A	rna-XM_056791818.1	A
rna-XM_057811935.1	A	rna-XM_056776179.1	A
rna-XM_057811936.1	A	rna-XM_056781081.1	A
rna-XM_057811938.1	A	rna-XM_056774433.1	A
rna-XM_057811937.1	A	rna-XM_056774421.1	A
rna-XM_057811941.1	A	rna-XM_056785740.1	A
rna-XM_057811945.1	A	rna-XM_056775922.1	A
rna-XM_057814619.1	A	rna-XM_056791831.1	A
rna-XM_057814620.1	A	rna-XM_056775670.1	A
rna-XM_057811959.1	A	rna-XM_056791830.1	A
rna-XM_057811948.1	A	rna-XM_056788323.1	A
rna-XM_057811967.1	A	rna-XM_056788392.1	A
rna-XM_057811964.1	A	rna-XM_056788366.1	A
rna-XM_057811965.1	A	rna-XM_056788380.1	A
rna-XM_057811963.1	A	rna-XM_056788345.1	A
rna-XM_057811960.1	A	rna-XM_056788839.1	A
rna-XM_057811962.1	A	rna-XM_056788832.1	A
rna-XM_057811958.1	A	rna-XM_056788801.1	A
rna-XM_057811952.1	A	rna-XM_056782769.1	A
rna-XM_057813186.1	A	rna-XM_056792406.1	A
rna-XM_057812447.1	A	rna-XM_056781792.1	A
rna-XM_057812959.1	A	rna-XM_056781780.1	A
rna-XM_057812480.1	A	rna-XM_056776923.1	A
rna-XM_057814645.1	A	rna-XM_056782133.1	A
rna-XM_057813841.1	A	rna-XM_056782260.1	A
rna-XM_057813843.1	A	rna-XM_056783310.1	A
rna-XM_057813844.1	A	rna-XM_056783423.1	A
rna-XM_057813842.1	A	rna-XM_056783184.1	A
rna-XM_057813840.1	A	rna-XM_056782001.1	A
rna-XM_057813846.1	A	rna-XM_056782487.1	A
rna-XM_057813850.1	A	rna-XM_056783060.1	A
rna-XM_057813851.1	A	rna-XM_056781877.1	A
rna-XM_057813854.1	A	rna-XM_056781755.1	A
rna-XM_057812070.1	A	rna-XM_056781590.1	A
rna-XM_057813232.1	A	rna-XM_056781296.1	A
rna-XM_057813231.1	A	rna-XM_056781167.1	A
rna-XM_057812168.1	A	rna-XM_056781048.1	A
rna-XM_057811343.1	A	rna-XM_056780861.1	A
rna-XM_057811655.1	A	rna-XM_056775107.1	A
rna-XM_057811656.1	A	rna-XM_056780755.1	A
rna-XM_057811701.1	A	rna-XM_056790514.1	A
rna-XM_057811740.1	A	rna-XM_056790468.1	A
rna-XM_057813243.1	A	rna-XM_056790461.1	A
rna-XM_057811536.1	A	rna-XM_056790447.1	A
rna-XM_057811537.1	A	rna-XM_056779853.1	A
rna-XM_057814766.1	A	rna-XM_056779737.1	A
rna-XM_057814762.1	A	rna-XM_056775565.1	A
rna-XM_057814768.1	A	rna-XM_056775619.1	A
rna-XM_057814765.1	A	rna-XM_056775593.1	A
rna-XM_057814769.1	A	rna-XM_056785000.1	A
rna-XM_057813346.1	A	rna-XM_056784989.1	A
rna-XM_057813031.1	A	rna-XM_056785191.1	A
rna-XM_057811682.1	A	rna-XM_056780462.1	A
rna-XM_057811681.1	A	rna-XM_056780331.1	A
rna-XM_057811683.1	A	rna-XM_056776243.1	A
rna-XM_057813498.1	A	rna-XM_056776032.1	A
rna-XM_057814140.1	A	rna-XM_056781967.1	A
rna-XM_057814139.1	A	rna-XM_056778147.1	A
rna-XM_057814117.1	A	rna-XM_056778050.1	A
rna-XM_057812742.1	A	rna-XM_056783692.1	A
rna-XM_057814487.1	A	rna-XM_056791290.1	A
rna-XM_057814482.1	A	rna-XM_056791259.1	A
rna-XM_057814485.1	A	rna-XM_056791277.1	A
rna-XM_057812818.1	A	rna-XM_056791256.1	A
rna-XM_057813027.1	A	rna-XM_056791250.1	A
rna-XM_057813026.1	A	rna-XM_056788205.1	A
rna-XM_057812685.1	A	rna-XM_056792255.1	A
rna-XM_057812686.1	A	rna-XM_056792203.1	A
rna-XM_057811635.1	A	rna-XM_056792242.1	A
rna-XM_057812972.1	A	rna-XM_056784538.1	A
rna-XM_057812969.1	A	rna-XM_056784455.1	A
rna-XM_057811756.1	A	rna-XM_056774750.1	A
rna-XM_057811757.1	A	rna-XM_056774074.1	A
rna-XM_057811762.1	A	rna-XM_056774062.1	A
rna-XM_057811761.1	A	rna-XM_056774050.1	A
rna-XM_057811739.1	A	rna-XM_056792177.1	A
rna-XM_057811737.1	A	rna-XM_056792157.1	A
rna-XM_057812461.1	A	rna-XM_056787576.1	A
rna-XM_057812462.1	A	rna-XM_056781804.1	A
rna-XM_057812126.1	A	rna-XM_056774447.1	A
rna-XM_057812128.1	A	rna-XM_056790472.1	X
rna-XM_057812129.1	A	rna-XM_056774500.1	A
rna-XM_057812130.1	A	rna-XM_056774460.1	A
rna-XM_057812639.1	A	rna-XM_056774632.1	A
rna-XM_057812300.1	A	rna-XM_056780959.1	A
