C_chinensis	chromosome	B_siliquastri	chromosome
anno1.g665.t1	A	BRAKERILHT00000014467	A
anno1.g668.t1	A	BRAKERILHT00000014038	A
anno1.g670.t1	A	BRAKERILHT00000014263	A
anno1.g671.t1	A	BRAKERILHT00000014702	A
anno1.g672.t1	A	BRAKERILHT00000015000	A
anno1.g673.t1	A	BRAKERILHT00000014540	A
anno1.g674.t1	A	BRAKERILHT00000015125	A
anno1.g675.t1	A	BRAKERILHT00000015197	A
anno1.g677.t1	A	BRAKERILHT00000015103	A
anno1.g678.t1	A	BRAKERILHT00000014782	A
anno1.g679.t1	A	BRAKERILHT00000015032	A
anno1.g680.t1	A	BRAKERILHT00000014343	A
anno1.g681.t1	A	BRAKERILHT00000014543	A
anno1.g682.t1	A	BRAKERILHT00000014851	A
anno1.g683.t1	A	BRAKERILHT00000015407	A
anno1.g684.t1	A	BRAKERILHT00000014180	A
anno1.g685.t1	A	BRAKERILHT00000015245	A
anno1.g686.t2	A	BRAKERILHT00000015393	A
anno1.g688.t1	A	BRAKERILHT00000014304	A
anno1.g690.t1	A	BRAKERILHT00000015256	A
anno1.g692.t1	A	BRAKERILHT00000014484	A
anno1.g694.t1	A	BRAKERILHT00000014593	A
anno1.g695.t1	A	BRAKERILHT00000014942	A
anno1.g696.t1	A	BRAKERILHT00000015116	A
anno1.g697.t1	A	BRAKERILHT00000014620	A
anno1.g698.t1	A	BRAKERILHT00000014509	A
anno1.g699.t1	A	BRAKERILHT00000014071	A
anno1.g703.t1	A	BRAKERILHT00000014706	A
anno1.g704.t1	A	BRAKERILHT00000015266	A
anno1.g649.t1	A	BRAKERILHT00000002043	A
anno1.g7426.t1	A	BRAKERILHT00000013868	A
anno1.g7427.t2	A	BRAKERILHT00000012884	A
anno1.g7428.t1	A	BRAKERILHT00000013243	A
anno1.g7429.t1	A	BRAKERILHT00000012383	A
anno1.g7430.t1	A	BRAKERILHT00000013357	A
anno1.g7431.t1	A	BRAKERILHT00000012955	A
anno1.g7432.t1	A	BRAKERILHT00000012560	A
anno1.g7434.t1	A	BRAKERILHT00000012674	A
anno1.g7436.t1	A	BRAKERILHT00000012942	A
anno1.g7437.t1	A	BRAKERILHT00000013308	A
anno1.g7438.t1	A	BRAKERILHT00000013980	A
anno1.g7439.t1	A	BRAKERILHT00000012534	A
anno1.g7440.t1	A	BRAKERILHT00000013104	A
anno1.g7441.t1	A	BRAKERILHT00000012959	A
anno1.g7442.t1	A	BRAKERILHT00000013315	A
anno1.g7443.t1	A	BRAKERILHT00000013688	A
anno1.g7444.t1	A	BRAKERILHT00000012366	A
anno1.g7445.t1	A	BRAKERILHT00000013424	A
anno1.g7447.t1	A	BRAKERILHT00000013402	A
anno1.g7448.t1	A	BRAKERILHT00000012717	A
anno1.g7449.t1	A	BRAKERILHT00000013781	A
anno1.g7450.t1	A	BRAKERILHT00000013233	A
anno1.g7451.t2	A	BRAKERILHT00000013182	A
anno1.g7452.t1	A	BRAKERILHT00000012610	A
anno1.g7453.t1	A	BRAKERILHT00000013693	A
anno1.g7454.t3	A	BRAKERILHT00000013895	A
anno1.g7455.t1	A	BRAKERILHT00000013188	A
anno1.g7456.t2	A	BRAKERILHT00000012603	A
anno1.g7457.t1	A	BRAKERILHT00000012838	A
anno1.g7459.t1	A	BRAKERILHT00000013401	A
anno1.g7460.t1	A	BRAKERILHT00000013564	A
anno1.g7461.t1	A	BRAKERILHT00000012638	A
anno1.g7464.t1	A	BRAKERILHT00000012535	A
anno1.g7466.t1	A	BRAKERILHT00000012890	A
anno1.g7467.t1	A	BRAKERILHT00000012392	A
anno1.g7468.t1	A	BRAKERILHT00000013510	A
anno1.g7469.t1	A	BRAKERILHT00000013364	A
anno1.g7470.t1	A	BRAKERILHT00000012815	A
anno1.g7471.t1	A	BRAKERILHT00000013252	A
anno1.g7472.t1	A	BRAKERILHT00000013920	A
anno1.g7473.t2	A	BRAKERILHT00000012463	A
anno1.g7474.t1	A	BRAKERILHT00000013560	A
anno1.g7475.t1	A	BRAKERILHT00000013917	A
anno1.g7476.t1	A	BRAKERILHT00000012716	A
anno1.g7477.t1	A	BRAKERILHT00000013184	A
anno1.g7478.t1	A	BRAKERILHT00000012492	A
anno1.g7479.t1	A	BRAKERILHT00000012975	A
anno1.g7480.t1	A	BRAKERILHT00000013434	A
anno1.g7481.t1	A	BRAKERILHT00000012936	A
anno1.g7482.t1	A	BRAKERILHT00000013834	A
anno1.g7485.t1	A	BRAKERILHT00000012624	A
anno1.g7400.t1	A	BRAKERILHT00000006385	A
anno1.g7402.t1	A	BRAKERILHT00000004807	A
anno1.g7404.t1	A	BRAKERILHT00000006371	A
anno1.g7405.t1	A	BRAKERILHT00000005194	A
anno1.g7410.t1	A	BRAKERILHT00000005185	A
anno1.g7411.t1	A	BRAKERILHT00000005699	A
anno1.g7415.t1	A	BRAKERILHT00000005133	A
anno1.g7416.t1	A	BRAKERILHT00000004461	A
anno1.g7420.t2	A	BRAKERILHT00000004741	A
anno1.g7422.t1	A	BRAKERILHT00000005388	A
anno1.g7423.t1	A	BRAKERILHT00000004896	A
anno1.g7424.t1	A	BRAKERILHT00000005408	A
anno1.g7425.t1	A	BRAKERILHT00000005740	A
anno1.g644.t1	A	BRAKERILHT00000003769	A
anno1.g645.t1	A	BRAKERILHT00000002895	A
anno1.g639.t1	A	BRAKERILHT00000013958	A
anno1.g640.t1	A	BRAKERILHT00000011568	A
anno1.g573.t1	A	BRAKERILHT00000016176	A
anno1.g574.t1	A	BRAKERILHT00000016641	A
anno1.g575.t1	A	BRAKERILHT00000016932	A
anno1.g576.t1	A	BRAKERILHT00000016012	A
anno1.g577.t1	A	BRAKERILHT00000016597	A
anno1.g579.t1	A	BRAKERILHT00000015672	A
anno1.g580.t1	A	BRAKERILHT00000016933	A
anno1.g581.t1	A	BRAKERILHT00000015935	A
anno1.g582.t1	A	BRAKERILHT00000015649	A
anno1.g585.t1	A	BRAKERILHT00000016003	A
anno1.g586.t1	A	BRAKERILHT00000016564	A
anno1.g587.t2	A	BRAKERILHT00000016960	A
anno1.g588.t1	A	BRAKERILHT00000015811	A
anno1.g589.t1	A	BRAKERILHT00000016170	A
anno1.g590.t1	A	BRAKERILHT00000015902	A
anno1.g591.t1	A	BRAKERILHT00000016513	A
anno1.g592.t1	A	BRAKERILHT00000016219	A
anno1.g593.t1	A	BRAKERILHT00000016681	A
anno1.g594.t1	A	BRAKERILHT00000016322	A
anno1.g595.t1	A	BRAKERILHT00000016017	A
anno1.g598.t1	A	BRAKERILHT00000008062	A
anno1.g599.t2	A	BRAKERILHT00000016270	A
anno1.g600.t1	A	BRAKERILHT00000016361	A
anno1.g601.t1	A	BRAKERILHT00000016923	A
anno1.g602.t1	A	BRAKERILHT00000015929	A
anno1.g603.t1	A	BRAKERILHT00000015614	A
anno1.g606.t1	A	BRAKERILHT00000016254	A
anno1.g607.t1	A	BRAKERILHT00000016650	A
anno1.g608.t1	A	BRAKERILHT00000015768	A
anno1.g609.t1	A	BRAKERILHT00000016058	A
anno1.g610.t1	A	BRAKERILHT00000016141	A
anno1.g611.t1	A	BRAKERILHT00000016934	A
anno1.g612.t1	A	BRAKERILHT00000015664	A
anno1.g613.t1	A	BRAKERILHT00000016636	A
anno1.g614.t1	A	BRAKERILHT00000016448	A
anno1.g615.t1	A	BRAKERILHT00000016764	A
anno1.g616.t1	A	BRAKERILHT00000015856	A
anno1.g617.t1	A	BRAKERILHT00000016160	A
anno1.g618.t1	A	BRAKERILHT00000015615	A
anno1.g619.t1	A	BRAKERILHT00000015994	A
anno1.g620.t2	A	BRAKERILHT00000015697	A
anno1.g621.t1	A	BRAKERILHT00000016787	A
anno1.g622.t1	A	BRAKERILHT00000016148	A
anno1.g623.t1	A	BRAKERILHT00000016462	A
anno1.g624.t2	A	BRAKERILHT00000016908	A
anno1.g625.t1	A	BRAKERILHT00000016306	A
anno1.g626.t1	A	BRAKERILHT00000016691	A
anno1.g627.t1	A	BRAKERILHT00000015913	A
anno1.g629.t1	A	BRAKERILHT00000016120	A
anno1.g630.t1	A	BRAKERILHT00000016339	A
anno1.g631.t2	A	BRAKERILHT00000015731	A
anno1.g632.t1	A	BRAKERILHT00000016114	A
anno1.g633.t1	A	BRAKERILHT00000016276	A
anno1.g634.t1	A	BRAKERILHT00000016495	A
anno1.g635.t1	A	BRAKERILHT00000016118	A
anno1.g636.t1	A	BRAKERILHT00000016354	A
anno1.g558.t1	A	BRAKERILHT00000003806	A
anno1.g559.t1	A	BRAKERILHT00000003603	A
anno1.g560.t1	A	BRAKERILHT00000003784	A
anno1.g561.t1	A	BRAKERILHT00000003294	A
anno1.g562.t2	A	BRAKERILHT00000003672	A
anno1.g563.t1	A	BRAKERILHT00000002718	A
anno1.g566.t1	A	BRAKERILHT00000003783	A
anno1.g567.t1	A	BRAKERILHT00000016981	A
anno1.g569.t1	A	BRAKERILHT00000003201	A
anno1.g570.t1	A	BRAKERILHT00000003661	A
anno1.g571.t1	A	BRAKERILHT00000002849	A
anno1.g7398.t1	A	BRAKERILHT00000015626	A
anno1.g7399.t2	A	BRAKERILHT00000010314	A
anno1.g555.t1	A	BRAKERILHT00000013301	A
anno1.g554.t1	A	BRAKERILHT00000005633	A
anno1.g539.t1	A	BRAKERILHT00000006826	A
anno1.g540.t1	A	BRAKERILHT00000007419	A
anno1.g541.t1	A	BRAKERILHT00000007971	A
anno1.g542.t1	A	BRAKERILHT00000006690	A
anno1.g543.t1	A	BRAKERILHT00000007246	A
anno1.g545.t1	A	BRAKERILHT00000008407	A
anno1.g546.t1	A	BRAKERILHT00000006982	A
anno1.g547.t1	A	BRAKERILHT00000008421	A
anno1.g548.t1	A	BRAKERILHT00000008456	A
anno1.g549.t1	A	BRAKERILHT00000008116	A
anno1.g550.t1	A	BRAKERILHT00000007529	A
anno1.g551.t1	A	BRAKERILHT00000007190	A
anno1.g553.t1	A	BRAKERILHT00000012953	A
anno1.g533.t1	A	BRAKERILHT00000015592	A
anno1.g7389.t1	A	BRAKERILHT00000005847	A
anno1.g7390.t3	A	BRAKERILHT00000006276	A
anno1.g7391.t1	A	BRAKERILHT00000005168	A
anno1.g7392.t1	A	BRAKERILHT00000006073	A
anno1.g7393.t2	A	BRAKERILHT00000005468	A
anno1.g7395.t1	A	BRAKERILHT00000004763	A
anno1.g527.t1	A	BRAKERILHT00000016391	A
anno1.g487.t1	A	BRAKERILHT00000015952	A
anno1.g491.t2	A	BRAKERILHT00000016726	A
anno1.g492.t1	A	BRAKERILHT00000016939	A
anno1.g493.t1	A	BRAKERILHT00000016262	A
anno1.g494.t1	A	BRAKERILHT00000016704	A
anno1.g495.t1	A	BRAKERILHT00000016961	A
anno1.g497.t1	A	BRAKERILHT00000016589	A
anno1.g498.t1	A	BRAKERILHT00000015829	A
anno1.g499.t1	A	BRAKERILHT00000016592	A
anno1.g500.t1	A	BRAKERILHT00000015620	A
anno1.g501.t2	A	BRAKERILHT00000007089	A
anno1.g502.t1	A	BRAKERILHT00000008248	A
anno1.g504.t3	A	BRAKERILHT00000007557	A
anno1.g505.t1	A	BRAKERILHT00000007347	A
anno1.g506.t1	A	BRAKERILHT00000008091	A
anno1.g507.t1	A	BRAKERILHT00000006535	A
anno1.g508.t1	A	BRAKERILHT00000007830	A
anno1.g509.t2	A	BRAKERILHT00000007325	A
anno1.g510.t1	A	BRAKERILHT00000006962	A
anno1.g511.t1	A	BRAKERILHT00000006536	A
anno1.g512.t1	A	BRAKERILHT00000007199	A
anno1.g513.t1	A	BRAKERILHT00000007390	A
anno1.g514.t1	A	BRAKERILHT00000008090	A
anno1.g515.t2	A	BRAKERILHT00000006788	A
anno1.g516.t1	A	BRAKERILHT00000007169	A
anno1.g517.t2	A	BRAKERILHT00000007614	A
anno1.g518.t1	A	BRAKERILHT00000008376	A
anno1.g519.t1	A	BRAKERILHT00000006827	A
anno1.g520.t1	A	BRAKERILHT00000006287	A
anno1.g524.t1	A	BRAKERILHT00000007410	A
anno1.g525.t1	A	BRAKERILHT00000007541	A
anno1.g482.t1	A	BRAKERILHT00000007919	A
anno1.g483.t1	A	BRAKERILHT00000007302	A
anno1.g484.t1	A	BRAKERILHT00000006816	A
anno1.g485.t1	A	BRAKERILHT00000007623	A
anno1.g7383.t2	A	BRAKERILHT00000005992	A
anno1.g7385.t1	A	BRAKERILHT00000005267	A
anno1.g475.t1	A	BRAKERILHT00000009275	A
anno1.g477.t1	A	BRAKERILHT00000010289	A
anno1.g469.t1	A	BRAKERILHT00000015733	A
anno1.g470.t1	A	BRAKERILHT00000000099	A
anno1.g472.t1	A	BRAKERILHT00000016749	A
anno1.g465.t1	A	BRAKERILHT00000013885	A
anno1.g468.t1	A	BRAKERILHT00000012600	A
anno1.g435.t1	A	BRAKERILHT00000012507	A
anno1.g436.t2	A	BRAKERILHT00000013231	A
anno1.g437.t2	A	BRAKERILHT00000012750	A
anno1.g438.t1	A	BRAKERILHT00000013970	A
anno1.g439.t1	A	BRAKERILHT00000013611	A
anno1.g440.t1	A	BRAKERILHT00000013908	A
anno1.g441.t1	A	BRAKERILHT00000013352	A
anno1.g442.t1	A	BRAKERILHT00000012983	A
anno1.g443.t1	A	BRAKERILHT00000012552	A
anno1.g444.t1	A	BRAKERILHT00000013928	A
anno1.g445.t1	A	BRAKERILHT00000013657	A
anno1.g446.t3	A	BRAKERILHT00000013371	A
anno1.g447.t1	A	BRAKERILHT00000012927	A
anno1.g448.t1	A	BRAKERILHT00000012666	A
anno1.g449.t1	A	BRAKERILHT00000014005	A
anno1.g450.t1	A	BRAKERILHT00000013535	A
anno1.g451.t1	A	BRAKERILHT00000012505	A
anno1.g452.t1	A	BRAKERILHT00000012772	A
anno1.g453.t1	A	BRAKERILHT00000013154	A
anno1.g454.t1	A	BRAKERILHT00000013278	A
anno1.g456.t1	A	BRAKERILHT00000015653	A
anno1.g457.t2	A	BRAKERILHT00000015799	A
anno1.g458.t1	A	BRAKERILHT00000016150	A
anno1.g459.t2	A	BRAKERILHT00000016076	A
anno1.g460.t1	A	BRAKERILHT00000015687	A
anno1.g462.t1	A	BRAKERILHT00000016674	A
anno1.g431.t1	A	BRAKERILHT00000010926	A
anno1.g432.t1	A	BRAKERILHT00000011644	A
anno1.g7369.t1	A	BRAKERILHT00000015777	A
anno1.g7370.t2	A	BRAKERILHT00000016250	A
anno1.g7373.t2	A	BRAKERILHT00000016558	A
anno1.g7374.t1	A	BRAKERILHT00000016412	A
anno1.g7375.t1	A	BRAKERILHT00000016323	A
anno1.g7378.t1	A	BRAKERILHT00000016899	A
anno1.g7379.t1	A	BRAKERILHT00000015713	A
anno1.g7380.t1	A	BRAKERILHT00000016805	A
anno1.g426.t1	A	BRAKERILHT00000000346	A
anno1.g429.t1	A	BRAKERILHT00000001297	A
anno1.g424.t1	A	BRAKERILHT00000005227	A
anno1.g401.t2	A	BRAKERILHT00000012079	A
anno1.g402.t1	A	BRAKERILHT00000011298	A
anno1.g404.t1	A	BRAKERILHT00000011889	A
anno1.g405.t1	A	BRAKERILHT00000011439	A
anno1.g406.t1	A	BRAKERILHT00000011027	A
anno1.g409.t1	A	BRAKERILHT00000010952	A
anno1.g410.t1	A	BRAKERILHT00000010422	A
anno1.g411.t1	A	BRAKERILHT00000011599	A
anno1.g412.t1	A	BRAKERILHT00000010903	A
anno1.g415.t1	A	BRAKERILHT00000012236	A
anno1.g418.t1	A	BRAKERILHT00000011719	A
anno1.g419.t1	A	BRAKERILHT00000012140	A
anno1.g421.t1	A	BRAKERILHT00000011240	A
anno1.g422.t1	A	BRAKERILHT00000011335	A
anno1.g423.t1	A	BRAKERILHT00000011389	A
anno1.g397.t1	A	BRAKERILHT00000007217	A
anno1.g393.t3	A	BRAKERILHT00000017612	X
anno1.g7359.t1	A	BRAKERILHT00000005300	A
anno1.g7362.t1	A	BRAKERILHT00000006467	A
anno1.g7363.t1	A	BRAKERILHT00000005033	A
anno1.g7364.t1	A	BRAKERILHT00000005467	A
anno1.g7365.t1	A	BRAKERILHT00000006152	A
anno1.g7366.t1	A	BRAKERILHT00000005729	A
anno1.g7367.t1	A	BRAKERILHT00000005529	A
anno1.g389.t2	A	BRAKERILHT00000014463	A
anno1.g384.t1	A	BRAKERILHT00000002814	A
anno1.g382.t1	A	BRAKERILHT00000017039	X
anno1.g317.t1	A	BRAKERILHT00000002285	A
anno1.g318.t1	A	BRAKERILHT00000003762	A
anno1.g319.t1	A	BRAKERILHT00000002699	A
anno1.g320.t2	A	BRAKERILHT00000003656	A
anno1.g321.t2	A	BRAKERILHT00000002243	A
anno1.g322.t1	A	BRAKERILHT00000002327	A
anno1.g323.t1	A	BRAKERILHT00000004126	A
anno1.g324.t1	A	BRAKERILHT00000003353	A
anno1.g326.t1	A	BRAKERILHT00000003644	A
anno1.g327.t1	A	BRAKERILHT00000003983	A
anno1.g329.t1	A	BRAKERILHT00000003791	A
anno1.g330.t1	A	BRAKERILHT00000003304	A
anno1.g331.t1	A	BRAKERILHT00000003847	A
anno1.g332.t1	A	BRAKERILHT00000004189	A
anno1.g333.t1	A	BRAKERILHT00000003681	A
anno1.g334.t1	A	BRAKERILHT00000004182	A
anno1.g335.t1	A	BRAKERILHT00000003650	A
anno1.g336.t1	A	BRAKERILHT00000004090	A
anno1.g337.t1	A	BRAKERILHT00000002457	A
anno1.g338.t1	A	BRAKERILHT00000002798	A
anno1.g339.t1	A	BRAKERILHT00000003070	A
anno1.g340.t1	A	BRAKERILHT00000003362	A
anno1.g341.t1	A	BRAKERILHT00000003508	A
anno1.g342.t1	A	BRAKERILHT00000003030	A
anno1.g343.t1	A	BRAKERILHT00000002706	A
anno1.g344.t1	A	BRAKERILHT00000003421	A
anno1.g345.t1	A	BRAKERILHT00000003323	A
anno1.g346.t1	A	BRAKERILHT00000004409	A
anno1.g347.t1	A	BRAKERILHT00000003852	A
anno1.g348.t2	A	BRAKERILHT00000003443	A
anno1.g349.t1	A	BRAKERILHT00000002852	A
anno1.g351.t2	A	BRAKERILHT00000004310	A
anno1.g352.t1	A	BRAKERILHT00000004105	A
anno1.g353.t1	A	BRAKERILHT00000002588	A
anno1.g354.t1	A	BRAKERILHT00000003532	A
anno1.g355.t1	A	BRAKERILHT00000004155	A
anno1.g356.t1	A	BRAKERILHT00000002562	A
anno1.g358.t1	A	BRAKERILHT00000002358	A
anno1.g359.t1	A	BRAKERILHT00000002463	A
anno1.g360.t1	A	BRAKERILHT00000002944	A
anno1.g361.t1	A	BRAKERILHT00000003329	A
anno1.g362.t1	A	BRAKERILHT00000003939	A
anno1.g363.t1	A	BRAKERILHT00000003207	A
anno1.g364.t1	A	BRAKERILHT00000003647	A
anno1.g365.t1	A	BRAKERILHT00000004212	A
anno1.g366.t1	A	BRAKERILHT00000002443	A
anno1.g367.t1	A	BRAKERILHT00000003420	A
anno1.g368.t2	A	BRAKERILHT00000003465	A
anno1.g369.t1	A	BRAKERILHT00000003175	A
anno1.g370.t1	A	BRAKERILHT00000003757	A
anno1.g371.t1	A	BRAKERILHT00000004431	A
anno1.g372.t1	A	BRAKERILHT00000002196	A
anno1.g373.t1	A	BRAKERILHT00000003731	A
anno1.g374.t1	A	BRAKERILHT00000002976	A
anno1.g375.t1	A	BRAKERILHT00000003453	A
anno1.g376.t1	A	BRAKERILHT00000002538	A
anno1.g377.t1	A	BRAKERILHT00000003287	A
anno1.g378.t1	A	BRAKERILHT00000002910	A
anno1.g315.t2	A	BRAKERILHT00000006904	A
anno1.g316.t1	A	BRAKERILHT00000008356	A
anno1.g7346.t1	A	BRAKERILHT00000005381	A
anno1.g7347.t1	A	BRAKERILHT00000005755	A
anno1.g7348.t1	A	BRAKERILHT00000004599	A
anno1.g7349.t1	A	BRAKERILHT00000005187	A
anno1.g7350.t1	A	BRAKERILHT00000006392	A
anno1.g7351.t1	A	BRAKERILHT00000006354	A
anno1.g7352.t1	A	BRAKERILHT00000006407	A
anno1.g7353.t1	A	BRAKERILHT00000005641	A
anno1.g7354.t1	A	BRAKERILHT00000004961	A
anno1.g7355.t1	A	BRAKERILHT00000004762	A
anno1.g7357.t1	A	BRAKERILHT00000005763	A
anno1.g7358.t1	A	BRAKERILHT00000005060	A
anno1.g303.t1	A	BRAKERILHT00000010585	A
anno1.g304.t2	A	BRAKERILHT00000010976	A
anno1.g306.t1	A	BRAKERILHT00000011482	A
anno1.g309.t1	A	BRAKERILHT00000011659	A
anno1.g311.t1	A	BRAKERILHT00000011064	A
anno1.g302.t1	X	BRAKERILHT00000017570	X
anno1.g298.t2	A	BRAKERILHT00000009554	A
anno1.g300.t1	A	BRAKERILHT00000009885	A
anno1.g248.t2	A	BRAKERILHT00000005665	A
anno1.g250.t1	A	BRAKERILHT00000005963	A
anno1.g252.t1	A	BRAKERILHT00000004510	A
anno1.g253.t1	A	BRAKERILHT00000005888	A
anno1.g254.t1	A	BRAKERILHT00000006403	A
anno1.g255.t1	A	BRAKERILHT00000004920	A
anno1.g256.t1	A	BRAKERILHT00000005510	A
anno1.g259.t1	A	BRAKERILHT00000006145	A
anno1.g260.t1	A	BRAKERILHT00000005720	A
anno1.g261.t1	A	BRAKERILHT00000006321	A
anno1.g262.t1	A	BRAKERILHT00000005795	A
anno1.g263.t1	A	BRAKERILHT00000004620	A
anno1.g264.t1	A	BRAKERILHT00000005073	A
anno1.g265.t1	A	BRAKERILHT00000005877	A
anno1.g266.t1	A	BRAKERILHT00000005147	A
anno1.g267.t1	A	BRAKERILHT00000004604	A
anno1.g268.t1	A	BRAKERILHT00000006274	A
anno1.g269.t2	A	BRAKERILHT00000005942	A
anno1.g270.t1	A	BRAKERILHT00000005514	A
anno1.g271.t1	A	BRAKERILHT00000004652	A
anno1.g272.t1	A	BRAKERILHT00000006110	A
anno1.g273.t2	A	BRAKERILHT00000005800	A
anno1.g274.t1	A	BRAKERILHT00000005235	A
anno1.g277.t1	A	BRAKERILHT00000004801	A
anno1.g278.t1	A	BRAKERILHT00000005935	A
anno1.g279.t1	A	BRAKERILHT00000006390	A
anno1.g280.t2	A	BRAKERILHT00000005670	A
anno1.g282.t1	A	BRAKERILHT00000005831	A
anno1.g283.t1	A	BRAKERILHT00000004494	A
anno1.g284.t2	A	BRAKERILHT00000005061	A
anno1.g285.t1	A	BRAKERILHT00000005616	A
anno1.g286.t1	A	BRAKERILHT00000006168	A
anno1.g287.t1	A	BRAKERILHT00000004771	A
anno1.g288.t2	A	BRAKERILHT00000005348	A
anno1.g289.t2	A	BRAKERILHT00000005904	A
anno1.g290.t1	A	BRAKERILHT00000006341	A
anno1.g291.t2	A	BRAKERILHT00000004572	A
anno1.g293.t1	A	BRAKERILHT00000005208	A
anno1.g294.t1	A	BRAKERILHT00000006141	A
anno1.g295.t1	A	BRAKERILHT00000006340	A
anno1.g296.t1	A	BRAKERILHT00000006071	A
anno1.g245.t2	A	BRAKERILHT00000003764	A
anno1.g246.t1	A	BRAKERILHT00000002926	A
anno1.g247.t1	A	BRAKERILHT00000004219	A
anno1.g237.t1	A	BRAKERILHT00000001426	A
anno1.g239.t1	A	BRAKERILHT00000000850	A
anno1.g240.t2	A	BRAKERILHT00000000534	A
anno1.g241.t1	A	BRAKERILHT00000002075	A
anno1.g243.t1	A	BRAKERILHT00000014637	A
anno1.g7324.t2	A	BRAKERILHT00000005742	A
anno1.g7325.t1	A	BRAKERILHT00000004643	A
anno1.g7326.t1	A	BRAKERILHT00000005015	A
anno1.g7327.t1	A	BRAKERILHT00000004916	A
anno1.g7328.t1	A	BRAKERILHT00000006439	A
anno1.g7334.t1	A	BRAKERILHT00000005910	A
anno1.g7335.t1	A	BRAKERILHT00000005308	A
anno1.g7336.t1	A	BRAKERILHT00000004842	A
anno1.g7337.t2	A	BRAKERILHT00000005414	A
anno1.g7338.t2	A	BRAKERILHT00000005767	A
anno1.g7339.t2	A	BRAKERILHT00000005766	A
anno1.g7340.t1	A	BRAKERILHT00000005200	A
anno1.g7341.t1	A	BRAKERILHT00000004906	A
anno1.g228.t5	A	BRAKERILHT00000012391	A
anno1.g229.t1	A	BRAKERILHT00000012913	A
anno1.g230.t1	A	BRAKERILHT00000013387	A
anno1.g232.t1	A	BRAKERILHT00000013931	A
anno1.g234.t1	A	BRAKERILHT00000013900	A
anno1.g235.t1	A	BRAKERILHT00000012971	A
anno1.g226.t2	A	BRAKERILHT00000000164	A
anno1.g222.t1	A	BRAKERILHT00000006595	A
anno1.g215.t1	A	BRAKERILHT00000016083	A
anno1.g216.t1	A	BRAKERILHT00000016463	A
anno1.g186.t2	A	BRAKERILHT00000009974	A
anno1.g187.t2	A	BRAKERILHT00000008545	A
anno1.g188.t1	A	BRAKERILHT00000009008	A
anno1.g191.t1	A	BRAKERILHT00000010122	A
anno1.g193.t1	A	BRAKERILHT00000009269	A
anno1.g194.t1	A	BRAKERILHT00000010364	A
anno1.g195.t1	A	BRAKERILHT00000009989	A
anno1.g196.t1	A	BRAKERILHT00000008756	A
anno1.g197.t1	A	BRAKERILHT00000010180	A
anno1.g199.t1	A	BRAKERILHT00000009584	A
anno1.g200.t2	A	BRAKERILHT00000010409	A
anno1.g201.t2	A	BRAKERILHT00000008834	A
anno1.g202.t1	A	BRAKERILHT00000009279	A
anno1.g204.t1	A	BRAKERILHT00000008570	A
anno1.g205.t1	A	BRAKERILHT00000009009	A
anno1.g206.t1	A	BRAKERILHT00000009468	A
anno1.g207.t2	A	BRAKERILHT00000010243	A
anno1.g208.t1	A	BRAKERILHT00000009710	A
anno1.g209.t1	A	BRAKERILHT00000009875	A
anno1.g210.t1	A	BRAKERILHT00000009548	A
anno1.g211.t1	A	BRAKERILHT00000008863	A
anno1.g212.t1	A	BRAKERILHT00000008661	A
anno1.g185.t1	A	BRAKERILHT00000002790	A
anno1.g7318.t1	A	BRAKERILHT00000003240	A
anno1.g7322.t1	A	BRAKERILHT00000005544	A
anno1.g7323.t1	A	BRAKERILHT00000010859	A
anno1.g97.t1	A	BRAKERILHT00000005513	A
anno1.g98.t1	A	BRAKERILHT00000006187	A
anno1.g99.t1	A	BRAKERILHT00000004580	A
anno1.g100.t1	A	BRAKERILHT00000005298	A
anno1.g101.t1	A	BRAKERILHT00000006280	A
anno1.g102.t1	A	BRAKERILHT00000004700	A
anno1.g103.t2	A	BRAKERILHT00000005390	A
anno1.g104.t1	A	BRAKERILHT00000005841	A
anno1.g105.t1	A	BRAKERILHT00000006060	A
anno1.g106.t1	A	BRAKERILHT00000004490	A
anno1.g107.t1	A	BRAKERILHT00000004560	A
anno1.g108.t1	A	BRAKERILHT00000005991	A
anno1.g110.t1	A	BRAKERILHT00000005923	A
anno1.g111.t1	A	BRAKERILHT00000005326	A
anno1.g112.t1	A	BRAKERILHT00000004859	A
anno1.g113.t1	A	BRAKERILHT00000006224	A
anno1.g114.t1	A	BRAKERILHT00000005232	A
anno1.g115.t1	A	BRAKERILHT00000004663	A
anno1.g118.t1	A	BRAKERILHT00000005549	A
anno1.g119.t1	A	BRAKERILHT00000006107	A
anno1.g120.t1	A	BRAKERILHT00000005723	A
anno1.g121.t1	A	BRAKERILHT00000005276	A
anno1.g122.t1	A	BRAKERILHT00000005178	A
anno1.g124.t1	A	BRAKERILHT00000004495	A
anno1.g126.t11	A	BRAKERILHT00000006083	A
anno1.g128.t1	A	BRAKERILHT00000005875	A
anno1.g129.t1	A	BRAKERILHT00000005842	A
anno1.g130.t1	A	BRAKERILHT00000005231	A
anno1.g131.t1	A	BRAKERILHT00000005919	A
anno1.g132.t1	A	BRAKERILHT00000006389	A
anno1.g133.t2	A	BRAKERILHT00000006157	A
anno1.g134.t1	A	BRAKERILHT00000006343	A
anno1.g135.t1	A	BRAKERILHT00000004774	A
anno1.g136.t1	A	BRAKERILHT00000004466	A
anno1.g143.t2	A	BRAKERILHT00000004571	A
