A_obtectus	chromosome	D_carinulata	chromosome
anno1.g12200.t2	A	rna-XM_057815430.1	A
anno1.g12202.t1	A	rna-XM_057800444.1	A
anno1.g12203.t1	A	rna-XM_057803848.1	A
anno1.g12204.t1	A	rna-XM_057802862.1	A
anno1.g12205.t1	A	rna-XM_057807880.1	A
anno1.g12206.t1	A	rna-XM_057815840.1	A
anno1.g12207.t2	A	rna-XM_057808278.1	A
anno1.g12208.t1	A	rna-XM_057794853.1	A
anno1.g12210.t2	A	rna-XM_057805136.1	A
anno1.g12211.t1	A	rna-XM_057815743.1	A
anno1.g12212.t1	A	rna-XM_057798136.1	A
anno1.g12215.t1	A	rna-XM_057798352.1	A
anno1.g12216.t2	A	rna-XM_057809499.1	A
anno1.g12218.t1	A	rna-XM_057799582.1	A
anno1.g12221.t1	A	rna-XM_057807281.1	A
anno1.g12222.t1	A	rna-XM_057808370.1	A
anno1.g12223.t1	A	rna-XM_057808369.1	A
anno1.g12224.t1	A	rna-XM_057795552.1	A
anno1.g12226.t1	A	rna-XM_057808354.1	A
anno1.g12228.t1	A	rna-XM_057804102.1	A
anno1.g12238.t1	A	rna-XM_057803927.1	A
anno1.g12242.t1	A	rna-XM_057808876.1	A
anno1.g12247.t1	A	rna-XM_057799169.1	A
anno1.g12256.t1	A	rna-XM_057798149.1	A
anno1.g12263.t1	A	rna-XM_057800331.1	A
anno1.g12265.t1	A	rna-XM_057801163.1	A
anno1.g12266.t3	A	rna-XM_057813509.1	A
anno1.g12267.t1	A	rna-XM_057804400.1	A
anno1.g12268.t1	A	rna-XM_057806788.1	A
anno1.g12270.t1	A	rna-XM_057815551.1	A
anno1.g12271.t1	A	rna-XM_057796229.1	A
anno1.g12272.t1	A	rna-XM_057813670.1	A
anno1.g12273.t1	A	rna-XM_057813668.1	A
anno1.g12274.t1	A	rna-XM_057796997.1	A
anno1.g12275.t1	A	rna-XM_057813671.1	A
anno1.g12276.t1	A	rna-XM_057815983.1	A
anno1.g12278.t2	A	rna-XM_057797890.1	A
anno1.g12279.t1	A	rna-XM_057805990.1	A
anno1.g12280.t1	A	rna-XM_057799185.1	A
anno1.g12281.t1	A	rna-XM_057799187.1	A
anno1.g12282.t2	A	rna-XM_057809850.1	A
anno1.g12285.t1	A	rna-XM_057809479.1	A
anno1.g12286.t1	A	rna-XM_057809432.1	A
anno1.g12289.t1	A	rna-XM_057809481.1	A
anno1.g12290.t1	A	rna-XM_057809044.1	A
anno1.g12291.t2	A	rna-XM_057809519.1	A
anno1.g12292.t1	A	rna-XM_057807878.1	A
anno1.g12296.t1	A	rna-XM_057807872.1	A
anno1.g12297.t1	A	rna-XM_057804725.1	A
anno1.g12298.t3	A	rna-XM_057802313.1	A
anno1.g12299.t1	A	rna-XM_057809084.1	A
anno1.g12300.t1	A	rna-XM_057809947.1	A
anno1.g12301.t1	A	rna-XM_057799756.1	A
anno1.g12302.t1	A	rna-XM_057809353.1	A
anno1.g12303.t1	A	rna-XM_057808973.1	A
anno1.g12304.t1	A	rna-XM_057809296.1	A
anno1.g12305.t2	A	rna-XM_057809446.1	A
anno1.g12306.t3	A	rna-XM_057809944.1	A
anno1.g12307.t2	A	rna-XM_057809167.1	A
anno1.g12308.t1	A	rna-XM_057809150.1	A
anno1.g12309.t1	A	rna-XM_057809942.1	A
anno1.g12311.t3	A	rna-XM_057808049.1	A
anno1.g12312.t1	A	rna-XM_057796384.1	A
anno1.g12313.t1	A	rna-XM_057798121.1	A
anno1.g12314.t1	A	rna-XM_057797635.1	A
anno1.g12315.t1	A	rna-XM_057795264.1	A
anno1.g12316.t1	A	rna-XM_057816682.1	A
anno1.g12317.t1	A	rna-XM_057803581.1	A
anno1.g12318.t1	A	rna-XM_057810701.1	A
anno1.g12319.t1	A	rna-XM_057810699.1	A
anno1.g12320.t1	A	rna-XM_057816517.1	A
anno1.g12321.t1	A	rna-XM_057816522.1	A
anno1.g12323.t1	A	rna-XM_057795567.1	A
anno1.g12324.t1	A	rna-XM_057795566.1	A
anno1.g12325.t1	A	rna-XM_057803412.1	A
anno1.g12326.t1	A	rna-XM_057795246.1	A
anno1.g12327.t1	A	rna-XM_057813790.1	A
anno1.g12328.t1	A	rna-XM_057812980.1	A
anno1.g12329.t1	A	rna-XM_057802227.1	A
anno1.g12332.t1	A	rna-XM_057808373.1	A
anno1.g12333.t2	A	rna-XM_057797324.1	A
anno1.g12335.t1	A	rna-XM_057798406.1	A
anno1.g12336.t1	A	rna-XM_057796242.1	A
anno1.g12338.t1	A	rna-XM_057801965.1	A
anno1.g12339.t1	A	rna-XM_057801150.1	A
anno1.g12340.t1	A	rna-XM_057800398.1	A
anno1.g12342.t1	A	rna-XM_057810899.1	A
anno1.g12343.t1	A	rna-XM_057807672.1	A
anno1.g12346.t1	A	rna-XM_057808829.1	A
anno1.g12347.t1	A	rna-XM_057812003.1	A
anno1.g12348.t1	A	rna-XM_057812004.1	A
anno1.g12349.t1	A	rna-XM_057804622.1	A
anno1.g12351.t3	A	rna-XM_057804623.1	A
anno1.g12353.t1	A	rna-XM_057801754.1	A
anno1.g12354.t1	A	rna-XM_057813911.1	A
anno1.g12355.t1	A	rna-XM_057803506.1	A
anno1.g12356.t1	A	rna-XM_057803269.1	A
anno1.g12357.t1	A	rna-XM_057814239.1	A
anno1.g12358.t1	A	rna-XM_057803852.1	A
anno1.g12359.t1	A	rna-XM_057795577.1	A
anno1.g12360.t1	A	rna-XM_057808047.1	A
anno1.g12361.t1	A	rna-XM_057801802.1	A
anno1.g12362.t1	A	rna-XM_057801801.1	A
anno1.g12363.t2	A	rna-XM_057814235.1	A
anno1.g12364.t1	A	rna-XM_057814215.1	A
anno1.g12365.t1	A	rna-XM_057814214.1	A
anno1.g12366.t1	A	rna-XM_057814231.1	A
anno1.g12367.t2	A	rna-XM_057814202.1	A
anno1.g12368.t1	A	rna-XM_057814213.1	A
anno1.g12369.t1	A	rna-XM_057807404.1	X
anno1.g12370.t1	A	rna-XM_057814216.1	A
anno1.g12371.t2	A	rna-XM_057814225.1	A
anno1.g12372.t1	A	rna-XM_057801596.1	A
anno1.g12377.t1	A	rna-XM_057801818.1	A
anno1.g12378.t1	A	rna-XM_057801805.1	A
anno1.g12380.t1	A	rna-XM_057796012.1	A
anno1.g12381.t1	A	rna-XM_057809649.1	A
anno1.g12383.t1	A	rna-XM_057805813.1	A
anno1.g12384.t1	A	rna-XM_057805809.1	A
anno1.g12385.t1	A	rna-XM_057805811.1	A
anno1.g12386.t1	A	rna-XM_057805819.1	A
anno1.g12387.t1	A	rna-XM_057805777.1	A
anno1.g12388.t1	A	rna-XM_057813303.1	A
anno1.g12389.t1	A	rna-XM_057805467.1	A
anno1.g12390.t1	A	rna-XM_057805285.1	A
anno1.g12395.t2	A	rna-XM_057813047.1	A
anno1.g12396.t1	A	rna-XM_057804834.1	A
anno1.g12397.t4	A	rna-XM_057800292.1	A
anno1.g12399.t1	A	rna-XM_057815987.1	A
anno1.g12400.t1	A	rna-XM_057800317.1	A
anno1.g12401.t1	A	rna-XM_057797328.1	A
anno1.g12402.t1	A	rna-XM_057807675.1	A
anno1.g12403.t1	A	rna-XM_057816124.1	A
anno1.g12404.t1	A	rna-XM_057815813.1	A
anno1.g12406.t2	A	rna-XM_057816496.1	A
anno1.g12407.t1	A	rna-XM_057796438.1	A
anno1.g12408.t1	A	rna-XM_057795699.1	A
anno1.g12409.t1	A	rna-XM_057802724.1	A
anno1.g12412.t1	A	rna-XM_057795812.1	A
anno1.g12413.t2	A	rna-XM_057795674.1	A
anno1.g12414.t1	A	rna-XM_057795681.1	A
anno1.g12416.t1	A	rna-XM_057797696.1	A
anno1.g12417.t1	A	rna-XM_057797994.1	A
anno1.g12418.t1	A	rna-XM_057806736.1	A
anno1.g12420.t1	A	rna-XM_057816859.1	A
anno1.g12422.t1	A	rna-XM_057798603.1	A
anno1.g12431.t1	A	rna-XM_057809943.1	A
anno1.g12432.t1	A	rna-XM_057802608.1	A
anno1.g12435.t2	A	rna-XM_057795776.1	A
anno1.g12437.t1	A	rna-XM_057803496.1	A
anno1.g12438.t1	A	rna-XM_057796543.1	A
anno1.g12439.t1	A	rna-XM_057801442.1	A
anno1.g12440.t1	A	rna-XM_057806963.1	A
anno1.g12441.t1	A	rna-XM_057814451.1	A
anno1.g12442.t2	A	rna-XM_057812768.1	A
anno1.g12444.t1	A	rna-XM_057813892.1	A
anno1.g12445.t3	A	rna-XM_057813626.1	A
anno1.g12446.t1	A	rna-XM_057804799.1	A
anno1.g12451.t1	A	rna-XM_057797438.1	A
anno1.g12452.t1	A	rna-XM_057798687.1	A
anno1.g12453.t1	A	rna-XM_057802472.1	A
anno1.g12454.t1	A	rna-XM_057802483.1	A
anno1.g12455.t1	A	rna-XM_057811672.1	A
anno1.g12456.t1	A	rna-XM_057807266.1	A
anno1.g12457.t1	A	rna-XM_057813053.1	A
anno1.g12458.t1	A	rna-XM_057815667.1	A
anno1.g12459.t1	A	rna-XM_057799835.1	A
anno1.g12461.t1	A	rna-XM_057797852.1	A
anno1.g12462.t1	A	rna-XM_057800087.1	A
anno1.g12463.t1	A	rna-XM_057800005.1	A
anno1.g12464.t1	A	rna-XM_057812035.1	A
anno1.g12465.t1	A	rna-XM_057816540.1	A
anno1.g12466.t1	A	rna-XM_057816492.1	A
anno1.g12467.t1	A	rna-XM_057806737.1	A
anno1.g12468.t1	A	rna-XM_057816180.1	A
anno1.g12469.t1	A	rna-XM_057816173.1	A
anno1.g12470.t1	A	rna-XM_057800083.1	A
anno1.g12471.t1	A	rna-XM_057800085.1	A
anno1.g12472.t1	A	rna-XM_057811662.1	A
anno1.g12473.t1	A	rna-XM_057815027.1	A
anno1.g12474.t1	A	rna-XM_057815040.1	A
anno1.g12475.t2	A	rna-XM_057801504.1	A
anno1.g12476.t2	A	rna-XM_057804584.1	A
anno1.g12477.t1	A	rna-XM_057803899.1	A
anno1.g12478.t1	A	rna-XM_057804111.1	A
anno1.g12479.t1	A	rna-XM_057812252.1	A
anno1.g12480.t1	A	rna-XM_057798585.1	A
anno1.g12481.t1	A	rna-XM_057800053.1	A
anno1.g12482.t1	A	rna-XM_057814840.1	A
anno1.g12483.t2	A	rna-XM_057800089.1	A
anno1.g12485.t1	A	rna-XM_057800090.1	A
anno1.g12487.t1	A	rna-XM_057808215.1	A
anno1.g12488.t1	A	rna-XM_057800086.1	A
anno1.g12489.t1	A	rna-XM_057804365.1	A
anno1.g12491.t1	A	rna-XM_057803548.1	A
anno1.g12494.t1	A	rna-XM_057796634.1	A
anno1.g12500.t1	A	rna-XM_057798164.1	A
anno1.g12501.t1	A	rna-XM_057795019.1	A
anno1.g12502.t1	A	rna-XM_057815605.1	A
anno1.g12503.t1	A	rna-XM_057815683.1	A
anno1.g12510.t1	A	rna-XM_057801371.1	A
anno1.g12511.t2	A	rna-XM_057795517.1	A
anno1.g12512.t1	A	rna-XM_057801503.1	A
anno1.g12514.t1	A	rna-XM_057801507.1	A
anno1.g12515.t1	A	rna-XM_057808097.1	X
anno1.g12516.t1	A	rna-XM_057816444.1	A
anno1.g12517.t1	A	rna-XM_057806763.1	A
anno1.g12519.t1	A	rna-XM_057815603.1	A
anno1.g12526.t1	A	rna-XM_057804079.1	A
anno1.g12529.t1	A	rna-XM_057796259.1	A
anno1.g12530.t1	A	rna-XM_057796958.1	A
anno1.g12531.t1	A	rna-XM_057796711.1	A
anno1.g12532.t1	A	rna-XM_057806795.1	A
anno1.g12533.t1	A	rna-XM_057805167.1	A
anno1.g12534.t1	A	rna-XM_057797363.1	A
anno1.g12535.t1	A	rna-XM_057797360.1	A
anno1.g12536.t1	A	rna-XM_057797361.1	A
anno1.g12537.t1	A	rna-XM_057800006.1	A
anno1.g12538.t1	A	rna-XM_057795136.1	A
anno1.g12540.t1	A	rna-XM_057794862.1	A
anno1.g12541.t1	A	rna-XM_057816182.1	A
anno1.g12542.t1	A	rna-XM_057800082.1	A
anno1.g12543.t1	A	rna-XM_057800079.1	A
anno1.g12544.t1	A	rna-XM_057800073.1	A
anno1.g12545.t1	A	rna-XM_057800081.1	A
anno1.g12546.t1	A	rna-XM_057800072.1	A
anno1.g12547.t1	A	rna-XM_057800078.1	A
anno1.g12548.t1	A	rna-XM_057800074.1	A
anno1.g12552.t1	A	rna-XM_057800075.1	A
anno1.g12553.t1	A	rna-XM_057794899.1	A
anno1.g12554.t1	A	rna-XM_057797304.1	A
anno1.g12555.t1	A	rna-XM_057803742.1	A
anno1.g12556.t1	A	rna-XM_057800585.1	A
anno1.g12557.t1	A	rna-XM_057801207.1	A
anno1.g12559.t1	A	rna-XM_057801195.1	A
anno1.g12561.t1	A	rna-XM_057814029.1	A
anno1.g12564.t1	A	rna-XM_057816534.1	A
anno1.g12565.t1	A	rna-XM_057815555.1	A
anno1.g12566.t1	A	rna-XM_057815843.1	A
anno1.g12567.t1	A	rna-XM_057802981.1	A
anno1.g12568.t1	A	rna-XM_057797299.1	A
anno1.g12569.t1	A	rna-XM_057797269.1	A
anno1.g12570.t1	A	rna-XM_057796113.1	A
anno1.g12571.t1	A	rna-XM_057797206.1	A
anno1.g12575.t1	A	rna-XM_057800558.1	A
anno1.g12580.t1	A	rna-XM_057806688.1	A
anno1.g12582.t1	A	rna-XM_057811450.1	X
anno1.g12587.t1	A	rna-XM_057815322.1	Y
anno1.g12592.t1	A	rna-XM_057813693.1	X
anno1.g12593.t2	A	rna-XM_057799545.1	A
anno1.g12594.t1	A	rna-XM_057801595.1	A
anno1.g12595.t1	A	rna-XM_057804573.1	A
anno1.g12596.t1	A	rna-XM_057813801.1	A
anno1.g12597.t1	A	rna-XM_057814008.1	A
anno1.g12600.t1	A	rna-XM_057810949.1	A
anno1.g12601.t1	A	rna-XM_057813438.1	A
anno1.g12604.t1	A	rna-XM_057812678.1	A
anno1.g12605.t1	A	rna-XM_057812679.1	A
anno1.g12606.t1	A	rna-XM_057812553.1	A
anno1.g12607.t1	A	rna-XM_057806088.1	A
anno1.g12608.t1	A	rna-XM_057806093.1	A
anno1.g12610.t1	A	rna-XM_057806047.1	A
anno1.g12613.t7	A	rna-XM_057812570.1	A
anno1.g12619.t1	A	rna-XM_057806092.1	A
anno1.g12622.t2	A	rna-XM_057806250.1	A
anno1.g12625.t1	A	rna-XM_057802854.1	X
anno1.g12627.t1	A	rna-XM_057813239.1	A
anno1.g12629.t1	A	rna-XM_057797636.1	A
anno1.g12630.t1	A	rna-XM_057798131.1	A
anno1.g12631.t1	A	rna-XM_057798692.1	A
anno1.g12632.t1	A	rna-XM_057800164.1	A
anno1.g12633.t1	A	rna-XM_057797357.1	X
anno1.g12634.t1	A	rna-XM_057801267.1	A
anno1.g12635.t1	A	rna-XM_057804314.1	A
anno1.g12637.t2	A	rna-XM_057807287.1	A
anno1.g12638.t1	A	rna-XM_057806843.1	A
anno1.g12639.t1	A	rna-XM_057806858.1	A
anno1.g12640.t1	A	rna-XM_057807064.1	A
anno1.g12641.t1	A	rna-XM_057807067.1	A
anno1.g12645.t1	A	rna-XM_057807066.1	A
anno1.g12685.t1	A	rna-XM_057810968.1	A
anno1.g12690.t2	A	rna-XM_057814952.1	A
anno1.g12691.t2	A	rna-XM_057814951.1	A
anno1.g12693.t3	A	rna-XM_057813839.1	A
anno1.g12695.t1	A	rna-XM_057810967.1	A
anno1.g12696.t1	A	rna-XM_057805877.1	A
anno1.g12697.t1	A	rna-XM_057810966.1	A
anno1.g12698.t1	A	rna-XM_057814256.1	A
anno1.g12699.t1	A	rna-XM_057814084.1	A
anno1.g12700.t1	A	rna-XM_057813440.1	A
anno1.g12701.t1	A	rna-XM_057814990.1	A
anno1.g12703.t1	A	rna-XM_057815002.1	A
anno1.g12704.t1	A	rna-XM_057813231.1	A
anno1.g12705.t1	A	rna-XM_057813232.1	A
anno1.g12706.t1	A	rna-XM_057810329.1	A
anno1.g12707.t1	A	rna-XM_057811806.1	A
anno1.g12709.t1	A	rna-XM_057802822.1	A
anno1.g12711.t1	A	rna-XM_057802171.1	A
anno1.g12713.t1	A	rna-XM_057798620.1	A
anno1.g12714.t1	A	rna-XM_057800024.1	A
anno1.g12715.t1	A	rna-XM_057814791.1	A
anno1.g12716.t2	A	rna-XM_057810263.1	A
anno1.g12717.t1	A	rna-XM_057810354.1	A
anno1.g12718.t1	A	rna-XM_057810942.1	A
anno1.g12719.t1	A	rna-XM_057795088.1	A
anno1.g12720.t2	A	rna-XM_057816521.1	A
anno1.g12721.t1	A	rna-XM_057801758.1	A
anno1.g12722.t1	A	rna-XM_057815836.1	A
anno1.g12724.t3	A	rna-XM_057815835.1	A
anno1.g12725.t1	A	rna-XM_057816529.1	A
anno1.g12728.t1	A	rna-XM_057806411.1	A
anno1.g12729.t1	A	rna-XM_057809491.1	A
anno1.g12730.t1	A	rna-XM_057809627.1	A
anno1.g12731.t3	A	rna-XM_057802200.1	A
anno1.g12732.t2	A	rna-XM_057806435.1	A
anno1.g12733.t1	A	rna-XM_057813921.1	A
anno1.g12735.t1	A	rna-XM_057795570.1	A
anno1.g12736.t2	A	rna-XM_057795573.1	A
anno1.g12737.t1	A	rna-XM_057815921.1	A
anno1.g12738.t1	A	rna-XM_057803508.1	A
anno1.g12740.t1	A	rna-XM_057815925.1	A
anno1.g12742.t3	A	rna-XM_057815923.1	A
anno1.g12743.t1	A	rna-XM_057815926.1	A
anno1.g12744.t1	A	rna-XM_057796274.1	X
anno1.g12745.t2	A	rna-XM_057816649.1	A
anno1.g12746.t1	A	rna-XM_057815919.1	A
anno1.g12747.t1	A	rna-XM_057815918.1	A
anno1.g12748.t1	A	rna-XM_057801743.1	A
anno1.g12749.t1	A	rna-XM_057816760.1	A
anno1.g12750.t1	A	rna-XM_057809967.1	A
anno1.g12751.t1	A	rna-XM_057810345.1	A
anno1.g12752.t1	A	rna-XM_057810343.1	A
anno1.g12753.t2	A	rna-XM_057810342.1	A
anno1.g12754.t1	A	rna-XM_057809974.1	A
anno1.g12755.t2	A	rna-XM_057810347.1	A
anno1.g12756.t1	A	rna-XM_057803787.1	A
anno1.g12757.t1	A	rna-XM_057802203.1	A
anno1.g12758.t2	A	rna-XM_057802449.1	A
anno1.g12759.t1	A	rna-XM_057802452.1	A
anno1.g12760.t1	A	rna-XM_057810719.1	A
anno1.g12762.t1	A	rna-XM_057810717.1	A
anno1.g12763.t1	A	rna-XM_057812813.1	A
anno1.g12764.t1	A	rna-XM_057798006.1	A
anno1.g12765.t2	A	rna-XM_057801333.1	A
anno1.g12767.t2	A	rna-XM_057801329.1	A
anno1.g12768.t1	A	rna-XM_057798082.1	A
anno1.g12769.t1	A	rna-XM_057797909.1	A
anno1.g12770.t1	A	rna-XM_057798404.1	A
anno1.g12771.t2	A	rna-XM_057798134.1	A
anno1.g12772.t2	A	rna-XM_057797908.1	A
anno1.g12774.t1	A	rna-XM_057797690.1	A
anno1.g12775.t1	A	rna-XM_057797684.1	A
anno1.g12776.t1	A	rna-XM_057797683.1	A
anno1.g12777.t3	A	rna-XM_057808345.1	A
anno1.g12778.t1	A	rna-XM_057807750.1	A
anno1.g12779.t1	A	rna-XM_057807749.1	A
anno1.g12780.t1	A	rna-XM_057814966.1	A
anno1.g12781.t1	A	rna-XM_057808511.1	A
anno1.g12783.t2	A	rna-XM_057813733.1	A
anno1.g12784.t1	A	rna-XM_057809863.1	A
anno1.g12785.t1	A	rna-XM_057815291.1	Y
anno1.g12789.t1	A	rna-XM_057798189.1	A
anno1.g12791.t1	A	rna-XM_057806802.1	A
anno1.g12792.t1	A	rna-XM_057806806.1	A
anno1.g12793.t1	A	rna-XM_057804301.1	X
anno1.g12794.t1	A	rna-XM_057806727.1	A
anno1.g12796.t1	A	rna-XM_057799816.1	A
anno1.g12798.t1	A	rna-XM_057814476.1	X
anno1.g12800.t1	A	rna-XM_057800740.1	A
anno1.g12803.t1	A	rna-XM_057799429.1	A
anno1.g12806.t1	A	rna-XM_057799820.1	A
anno1.g12810.t1	A	rna-XM_057799822.1	A
anno1.g12813.t1	A	rna-XM_057809932.1	A
anno1.g12814.t1	A	rna-XM_057802173.1	A
anno1.g12815.t1	A	rna-XM_057803218.1	A
anno1.g12816.t1	A	rna-XM_057803226.1	A
anno1.g12817.t2	A	rna-XM_057803229.1	A
anno1.g12818.t2	A	rna-XM_057803211.1	A
anno1.g12819.t4	A	rna-XM_057803672.1	A
anno1.g12820.t1	A	rna-XM_057803670.1	A
anno1.g12821.t1	A	rna-XM_057803669.1	A
anno1.g12822.t1	A	rna-XM_057803188.1	A
anno1.g12823.t2	A	rna-XM_057803182.1	A
anno1.g12824.t1	A	rna-XM_057812936.1	A
anno1.g12825.t1	A	rna-XM_057816676.1	A
anno1.g12826.t1	A	rna-XM_057816721.1	A
anno1.g12829.t1	A	rna-XM_057815602.1	A
anno1.g12837.t1	A	rna-XM_057797955.1	A
anno1.g12840.t1	A	rna-XM_057803893.1	A
anno1.g12841.t1	A	rna-XM_057802552.1	A
anno1.g12842.t1	A	rna-XM_057799034.1	A
anno1.g12843.t1	A	rna-XM_057802442.1	A
anno1.g12844.t2	A	rna-XM_057802384.1	A
anno1.g12853.t1	A	rna-XM_057802237.1	A
anno1.g12854.t1	A	rna-XM_057799272.1	A
anno1.g12860.t1	A	rna-XM_057799274.1	A
anno1.g12861.t1	A	rna-XM_057808400.1	A
anno1.g12862.t1	A	rna-XM_057808394.1	A
anno1.g12865.t1	A	rna-XM_057816266.1	A
anno1.g12868.t1	A	rna-XM_057816475.1	A
anno1.g12869.t1	A	rna-XM_057815826.1	A
anno1.g12870.t1	A	rna-XM_057815807.1	A
anno1.g12872.t1	A	rna-XM_057795465.1	A
anno1.g12874.t1	A	rna-XM_057809318.1	A
anno1.g12876.t1	A	rna-XM_057807027.1	A
anno1.g12879.t1	A	rna-XM_057798599.1	A
anno1.g12881.t1	A	rna-XM_057797673.1	A
anno1.both_agree_g26688.t1	A	rna-XM_057806936.1	A
anno1.g12885.t1	A	rna-XM_057811454.1	A
anno1.g12886.t1	A	rna-XM_057806927.1	A
anno1.g12887.t1	A	rna-XM_057811249.1	A
anno1.g12888.t1	A	rna-XM_057808014.1	A
anno1.g12889.t1	A	rna-XM_057804665.1	A
anno1.g12890.t3	A	rna-XM_057794987.1	A
anno1.g12891.t1	A	rna-XM_057808013.1	A
anno1.g12892.t1	A	rna-XM_057811762.1	A
anno1.g12893.t1	A	rna-XM_057801870.1	A
anno1.g12894.t1	A	rna-XM_057806839.1	A
anno1.g12895.t1	A	rna-XM_057801865.1	A
anno1.g12896.t1	A	rna-XM_057801864.1	A
anno1.g12897.t1	A	rna-XM_057801863.1	A
anno1.g12899.t1	A	rna-XM_057801861.1	A
anno1.g12900.t1	A	rna-XM_057801862.1	A
anno1.g12901.t1	A	rna-XM_057807282.1	A
anno1.g12902.t1	A	rna-XM_057805993.1	A
anno1.g12904.t1	A	rna-XM_057806415.1	A
anno1.g12905.t1	A	rna-XM_057805978.1	A
anno1.g12906.t1	A	rna-XM_057805979.1	A
anno1.g12907.t1	A	rna-XM_057805340.1	A
anno1.g12910.t1	A	rna-XM_057801871.1	A
anno1.g12911.t1	A	rna-XM_057805628.1	A
anno1.g12921.t1	A	rna-XM_057805620.1	A
anno1.g12925.t1	A	rna-XM_057805568.1	A
anno1.g12928.t2	A	rna-XM_057805619.1	A
anno1.g12929.t1	A	rna-XM_057806253.1	A
anno1.g12930.t1	A	rna-XM_057815865.1	A
anno1.g12931.t1	A	rna-XM_057806469.1	A
anno1.g12932.t1	A	rna-XM_057806473.1	A
anno1.g12933.t1	A	rna-XM_057806467.1	A
anno1.g12934.t1	A	rna-XM_057805827.1	A
anno1.g12935.t1	A	rna-XM_057805992.1	A
anno1.g12936.t1	A	rna-XM_057805266.1	A
anno1.g12937.t4	A	rna-XM_057805267.1	A
anno1.g12938.t1	A	rna-XM_057805268.1	A
anno1.g12939.t1	A	rna-XM_057805272.1	A
anno1.g12940.t1	A	rna-XM_057806461.1	A
anno1.g12941.t1	A	rna-XM_057806463.1	A
anno1.g12942.t1	A	rna-XM_057806460.1	A
anno1.g12943.t1	A	rna-XM_057801825.1	A
anno1.g12945.t2	A	rna-XM_057814272.1	A
anno1.g12946.t1	A	rna-XM_057801824.1	A
anno1.g12947.t1	A	rna-XM_057801828.1	A
anno1.g12948.t1	A	rna-XM_057815059.1	A
anno1.g12950.t1	A	rna-XM_057801831.1	A
anno1.g12951.t1	A	rna-XM_057801835.1	A
anno1.g12952.t1	A	rna-XM_057796524.1	A
anno1.g12961.t1	A	rna-XM_057814238.1	A
anno1.g12963.t1	A	rna-XM_057803169.1	A
anno1.g12964.t1	A	rna-XM_057801463.1	A
anno1.g12965.t1	A	rna-XM_057798885.1	A
anno1.g12966.t1	A	rna-XM_057807829.1	A
anno1.g12968.t1	A	rna-XM_057798895.1	A
anno1.g12969.t1	A	rna-XM_057798896.1	A
anno1.g12971.t1	A	rna-XM_057802633.1	A
anno1.g12972.t1	A	rna-XM_057810112.1	A
anno1.g12973.t1	A	rna-XM_057814240.1	A
anno1.g12974.t1	A	rna-XM_057814236.1	A
anno1.g12975.t1	A	rna-XM_057801854.1	A
anno1.g12978.t1	A	rna-XM_057816675.1	A
anno1.g12979.t2	A	rna-XM_057816672.1	A
anno1.g12980.t1	A	rna-XM_057816671.1	A
anno1.g12981.t1	A	rna-XM_057815951.1	A
anno1.g12982.t1	A	rna-XM_057806016.1	A
anno1.g12983.t1	A	rna-XM_057805927.1	A
anno1.g12984.t1	A	rna-XM_057811128.1	A
anno1.g12988.t3	A	rna-XM_057816551.1	A
anno1.g12989.t1	A	rna-XM_057816548.1	A
anno1.g12992.t1	A	rna-XM_057815884.1	A
anno1.g12993.t1	A	rna-XM_057815851.1	A
anno1.g12995.t3	A	rna-XM_057816245.1	A
anno1.g13001.t1	A	rna-XM_057805417.1	A
anno1.g13002.t1	A	rna-XM_057805691.1	A
anno1.g13003.t2	A	rna-XM_057803395.1	A
anno1.g13004.t2	A	rna-XM_057808519.1	A
anno1.g13005.t2	A	rna-XM_057807029.1	X
anno1.g13009.t3	A	rna-XM_057813991.1	A
anno1.g13010.t1	A	rna-XM_057812740.1	A
anno1.g13012.t1	A	rna-XM_057801799.1	A
anno1.g13013.t1	A	rna-XM_057808032.1	A
anno1.g13014.t1	A	rna-XM_057799280.1	A
anno1.g13015.t2	A	rna-XM_057799851.1	A
anno1.g13016.t1	A	rna-XM_057808182.1	A
anno1.g13018.t1	A	rna-XM_057803175.1	A
anno1.g13019.t1	A	rna-XM_057801975.1	A
anno1.g13020.t1	A	rna-XM_057802100.1	A
anno1.g13021.t1	A	rna-XM_057810735.1	A
anno1.g13022.t1	A	rna-XM_057810730.1	A
anno1.g13023.t1	A	rna-XM_057801968.1	A
anno1.g13024.t1	A	rna-XM_057801978.1	A
anno1.g13025.t1	A	rna-XM_057798463.1	A
anno1.g13026.t1	A	rna-XM_057798152.1	A
anno1.g13028.t1	A	rna-XM_057797739.1	A
anno1.g13030.t1	A	rna-XM_057800052.1	A
anno1.g13032.t1	A	rna-XM_057800223.1	A
anno1.g13033.t1	A	rna-XM_057808895.1	A
anno1.g13034.t1	A	rna-XM_057808044.1	A
anno1.g13035.t1	A	rna-XM_057801538.1	A
anno1.g13036.t2	A	rna-XM_057801518.1	A
anno1.g13037.t1	A	rna-XM_057801522.1	A
anno1.g13038.t1	A	rna-XM_057798894.1	A
anno1.g13039.t1	A	rna-XM_057801547.1	A
anno1.g13040.t2	A	rna-XM_057803177.1	A
anno1.g13042.t1	A	rna-XM_057813997.1	A
anno1.g13043.t1	A	rna-XM_057814475.1	A
anno1.g13044.t1	A	rna-XM_057812715.1	A
anno1.g13045.t1	A	rna-XM_057813994.1	A
anno1.g13046.t1	A	rna-XM_057812045.1	A
