D_sublineata	chromosome	B_siliquastri	chromosome
rna-XM_056790686.1	X	BRAKERILHT00000010488	A
rna-XM_056790687.1	X	BRAKERILHT00000011052	A
rna-XM_056790689.1	X	BRAKERILHT00000011899	A
rna-XM_056789399.1	X	BRAKERILHT00000000996	A
rna-XM_056789400.1	X	BRAKERILHT00000012766	A
rna-XM_056790922.1	X	BRAKERILHT00000013159	A
rna-XM_056790919.1	X	BRAKERILHT00000011140	A
rna-XM_056790930.1	X	BRAKERILHT00000011068	A
rna-XM_056790920.1	X	BRAKERILHT00000007435	A
rna-XM_056790929.1	X	BRAKERILHT00000011612	A
rna-XM_056790925.1	X	BRAKERILHT00000012006	A
rna-XM_056790166.1	X	BRAKERILHT00000010858	A
rna-XM_056790167.1	X	BRAKERILHT00000010420	A
rna-XM_056790845.1	X	BRAKERILHT00000010939	A
rna-XM_056790846.1	X	BRAKERILHT00000011490	A
rna-XM_056790847.1	X	BRAKERILHT00000007273	A
rna-XM_056789984.1	X	BRAKERILHT00000007155	A
rna-XM_056789657.1	X	BRAKERILHT00000008034	A
rna-XM_056790819.1	X	BRAKERILHT00000011541	A
rna-XM_056790820.1	X	BRAKERILHT00000011200	A
rna-XM_056790822.1	X	BRAKERILHT00000013501	A
rna-XM_056790821.1	X	BRAKERILHT00000017507	X
rna-XM_056790824.1	X	BRAKERILHT00000010639	A
rna-XM_056790679.1	X	BRAKERILHT00000006904	A
rna-XM_056790078.1	X	BRAKERILHT00000007106	A
rna-XM_056789603.1	X	BRAKERILHT00000008449	A
rna-XM_056790323.1	X	BRAKERILHT00000016679	A
rna-XM_056790330.1	X	BRAKERILHT00000002764	A
rna-XM_056790331.1	X	BRAKERILHT00000002849	A
rna-XM_056789890.1	X	BRAKERILHT00000003778	A
rna-XM_056789679.1	X	BRAKERILHT00000004162	A
rna-XM_056789517.1	X	BRAKERILHT00000004434	A
rna-XM_056790500.1	X	BRAKERILHT00000004101	A
rna-XM_056790499.1	X	BRAKERILHT00000003174	A
rna-XM_056789041.1	X	BRAKERILHT00000003446	A
rna-XM_056789043.1	X	BRAKERILHT00000002543	A
rna-XM_056789048.1	X	BRAKERILHT00000003511	A
rna-XM_056789770.1	X	BRAKERILHT00000015694	A
rna-XM_056790524.1	X	BRAKERILHT00000015513	A
rna-XM_056790262.1	X	BRAKERILHT00000006780	A
rna-XM_056790263.1	X	BRAKERILHT00000008350	A
rna-XM_056789465.1	X	BRAKERILHT00000003977	A
rna-XM_056789594.1	X	BRAKERILHT00000017180	X
rna-XM_056789772.1	X	BRAKERILHT00000017862	X
rna-XM_056790238.1	X	BRAKERILHT00000001407	A
rna-XM_056790235.1	X	BRAKERILHT00000003753	A
rna-XM_056790300.1	X	BRAKERILHT00000004424	A
rna-XM_056790299.1	X	BRAKERILHT00000015777	A
rna-XM_056789751.1	X	BRAKERILHT00000017247	X
rna-XM_056789507.1	X	BRAKERILHT00000017988	X
rna-XM_056791174.1	X	BRAKERILHT00000017993	X
rna-XM_056790187.1	X	BRAKERILHT00000017529	X
rna-XM_056790220.1	X	BRAKERILHT00000017869	X
rna-XM_056790378.1	X	BRAKERILHT00000017686	X
rna-XM_056790104.1	X	BRAKERILHT00000017346	X
rna-XM_056790105.1	X	BRAKERILHT00000017273	X
rna-XM_056790106.1	X	BRAKERILHT00000017154	X
rna-XM_056790009.1	X	BRAKERILHT00000017694	X
rna-XM_056790012.1	X	BRAKERILHT00000017645	X
rna-XM_056789907.1	X	BRAKERILHT00000017223	X
rna-XM_056791105.1	X	BRAKERILHT00000017255	X
rna-XM_056791106.1	X	BRAKERILHT00000016088	A
rna-XM_056791103.1	X	BRAKERILHT00000017781	X
rna-XM_056791107.1	X	BRAKERILHT00000017478	X
rna-XM_056790356.1	X	BRAKERILHT00000017040	X
rna-XM_056790905.1	X	BRAKERILHT00000017552	X
rna-XM_056790916.1	X	BRAKERILHT00000017945	X
rna-XM_056790917.1	X	BRAKERILHT00000017201	X
rna-XM_056790226.1	X	BRAKERILHT00000017881	X
rna-XM_056789807.1	X	BRAKERILHT00000017344	X
rna-XM_056789808.1	X	BRAKERILHT00000012944	A
rna-XM_056789653.1	X	BRAKERILHT00000017422	X
rna-XM_056790316.1	X	BRAKERILHT00000017783	X
rna-XM_056791178.1	X	BRAKERILHT00000017476	X
rna-XM_056789749.1	X	BRAKERILHT00000017112	X
rna-XM_056790306.1	X	BRAKERILHT00000017852	X
rna-XM_056789446.1	X	BRAKERILHT00000011004	A
rna-XM_056790070.1	X	BRAKERILHT00000017294	X
rna-XM_056790069.1	X	BRAKERILHT00000017953	X
rna-XM_056789303.1	X	BRAKERILHT00000017178	X
rna-XM_056790176.1	X	BRAKERILHT00000017985	X
rna-XM_056790175.1	X	BRAKERILHT00000017035	X
rna-XM_056790171.1	X	BRAKERILHT00000017467	X
rna-XM_056789202.1	X	BRAKERILHT00000017099	X
rna-XM_056790018.1	X	BRAKERILHT00000015173	A
rna-XM_056791150.1	X	BRAKERILHT00000017956	X
rna-XM_056789484.1	X	BRAKERILHT00000017912	X
rna-XM_056789094.1	X	BRAKERILHT00000010065	A
rna-XM_056789093.1	X	BRAKERILHT00000017039	X
rna-XM_056789541.1	X	BRAKERILHT00000017350	X
rna-XM_056790417.1	X	BRAKERILHT00000018044	X
rna-XM_056790369.1	X	BRAKERILHT00000017396	X
rna-XM_056790027.1	X	BRAKERILHT00000017210	X
rna-XM_056790028.1	X	BRAKERILHT00000017997	X
rna-XM_056790026.1	X	BRAKERILHT00000017676	X
rna-XM_056789748.1	X	BRAKERILHT00000017405	X
rna-XM_056789481.1	X	BRAKERILHT00000011110	A
rna-XM_056789128.1	X	BRAKERILHT00000017003	X
rna-XM_056789129.1	X	BRAKERILHT00000018002	X
rna-XM_056790068.1	X	BRAKERILHT00000017060	X
rna-XM_056790985.1	X	BRAKERILHT00000017534	X
rna-XM_056790982.1	X	BRAKERILHT00000018064	X
rna-XM_056789473.1	X	BRAKERILHT00000017830	X
rna-XM_056791224.1	X	BRAKERILHT00000017116	X
rna-XM_056789635.1	X	BRAKERILHT00000017720	X
rna-XM_056789425.1	X	BRAKERILHT00000017770	X
rna-XM_056789750.1	X	BRAKERILHT00000017284	X
rna-XM_056790367.1	X	BRAKERILHT00000018026	X
rna-XM_056789444.1	X	BRAKERILHT00000017866	X
rna-XM_056789590.1	X	BRAKERILHT00000004049	A
rna-XM_056790528.1	X	BRAKERILHT00000017202	X
rna-XM_056790385.1	X	BRAKERILHT00000017660	X
rna-XM_056790405.1	X	BRAKERILHT00000017658	X
rna-XM_056789165.1	X	BRAKERILHT00000017257	X
rna-XM_056789159.1	X	BRAKERILHT00000017029	X
rna-XM_056789166.1	X	BRAKERILHT00000017845	X
rna-XM_056791132.1	X	BRAKERILHT00000017364	X
rna-XM_056789640.1	X	BRAKERILHT00000017718	X
rna-XM_056790381.1	X	BRAKERILHT00000017455	X
rna-XM_056790918.1	X	BRAKERILHT00000017884	X
rna-XM_056789951.1	X	BRAKERILHT00000017280	X
rna-XM_056789952.1	X	BRAKERILHT00000018035	X
rna-XM_056789953.1	X	BRAKERILHT00000007212	A
rna-XM_056789939.1	X	BRAKERILHT00000018054	X
rna-XM_056789768.1	X	BRAKERILHT00000017340	X
rna-XM_056789313.1	X	BRAKERILHT00000017359	X
rna-XM_056789314.1	X	BRAKERILHT00000017347	X
rna-XM_056789616.1	X	BRAKERILHT00000017748	X
rna-XM_056789171.1	X	BRAKERILHT00000006609	A
rna-XM_056789173.1	X	BRAKERILHT00000007814	A
rna-XM_056789174.1	X	BRAKERILHT00000008275	A
rna-XM_056789736.1	X	BRAKERILHT00000007943	A
rna-XM_056789589.1	X	BRAKERILHT00000006725	A
rna-XM_056791093.1	X	BRAKERILHT00000008046	A
rna-XM_056791090.1	X	BRAKERILHT00000013540	A
rna-XM_056789209.1	X	BRAKERILHT00000013342	A
rna-XM_056789588.1	X	BRAKERILHT00000008147	A
rna-XM_056789592.1	X	BRAKERILHT00000007485	A
rna-XM_056789201.1	X	BRAKERILHT00000007711	A
rna-XM_056789339.1	X	BRAKERILHT00000008180	A
rna-XM_056790071.1	X	BRAKERILHT00000007990	A
rna-XM_056790073.1	X	BRAKERILHT00000015146	A
rna-XM_056790072.1	X	BRAKERILHT00000006704	A
rna-XM_056789038.1	X	BRAKERILHT00000007099	A
rna-XM_056789405.1	X	BRAKERILHT00000007695	A
rna-XM_056789406.1	X	BRAKERILHT00000006633	A
rna-XM_056790533.1	X	BRAKERILHT00000008426	A
rna-XM_056789447.1	X	BRAKERILHT00000008151	A
rna-XM_056791009.1	X	BRAKERILHT00000008083	A
rna-XM_056789453.1	X	BRAKERILHT00000006954	A
rna-XM_056789178.1	X	BRAKERILHT00000000685	A
rna-XM_056789461.1	X	BRAKERILHT00000013410	A
rna-XM_056789460.1	X	BRAKERILHT00000005460	A
rna-XM_056789968.1	X	BRAKERILHT00000016615	A
rna-XM_056789977.1	X	BRAKERILHT00000013130	A
rna-XM_056789973.1	X	BRAKERILHT00000016280	A
rna-XM_056789959.1	X	BRAKERILHT00000016228	A
rna-XM_056789966.1	X	BRAKERILHT00000008165	A
rna-XM_056789967.1	X	BRAKERILHT00000006535	A
rna-XM_056789978.1	X	BRAKERILHT00000008091	A
rna-XM_056789242.1	X	BRAKERILHT00000007830	A
rna-XM_056789225.1	X	BRAKERILHT00000007557	A
rna-XM_056789438.1	X	BRAKERILHT00000008212	A
rna-XM_056789067.1	X	BRAKERILHT00000006809	A
rna-XM_056789308.1	X	BRAKERILHT00000014413	A
rna-XM_056790219.1	X	BRAKERILHT00000015014	A
rna-XM_056789456.1	X	BRAKERILHT00000014153	A
rna-XM_056790594.1	X	BRAKERILHT00000014591	A
rna-XM_056790596.1	X	BRAKERILHT00000015500	A
rna-XM_056790601.1	X	BRAKERILHT00000016602	A
rna-XM_056790606.1	X	BRAKERILHT00000012958	A
rna-XM_056790607.1	X	BRAKERILHT00000012713	A
rna-XM_056790608.1	X	BRAKERILHT00000013890	A
rna-XM_056790609.1	X	BRAKERILHT00000012537	A
rna-XM_056790610.1	X	BRAKERILHT00000012463	A
rna-XM_056790612.1	X	BRAKERILHT00000004476	A
rna-XM_056790613.1	X	BRAKERILHT00000013783	A
rna-XM_056790616.1	X	BRAKERILHT00000012451	A
rna-XM_056790617.1	X	BRAKERILHT00000003515	A
rna-XM_056790620.1	X	BRAKERILHT00000000556	A
rna-XM_056790626.1	X	BRAKERILHT00000013306	A
rna-XM_056790627.1	X	BRAKERILHT00000016227	A
rna-XM_056790628.1	X	BRAKERILHT00000010888	A
rna-XM_056790630.1	X	BRAKERILHT00000007938	A
rna-XM_056790631.1	X	BRAKERILHT00000006891	A
rna-XM_056790634.1	X	BRAKERILHT00000007386	A
rna-XM_056790635.1	X	BRAKERILHT00000007178	A
rna-XM_056790637.1	X	BRAKERILHT00000006778	A
rna-XM_056790638.1	X	BRAKERILHT00000007669	A
rna-XM_056790642.1	X	BRAKERILHT00000007073	A
rna-XM_056790643.1	X	BRAKERILHT00000007097	A
rna-XM_056790645.1	X	BRAKERILHT00000008777	A
rna-XM_056790647.1	X	BRAKERILHT00000005265	A
rna-XM_056790656.1	X	BRAKERILHT00000005051	A
rna-XM_056790648.1	X	BRAKERILHT00000005766	A
rna-XM_056790661.1	X	BRAKERILHT00000010522	A
rna-XM_056790663.1	X	BRAKERILHT00000012589	A
rna-XM_056790665.1	X	BRAKERILHT00000004645	A
rna-XM_056790668.1	X	BRAKERILHT00000011493	A
rna-XM_056790670.1	X	BRAKERILHT00000003917	A
rna-XM_056790673.1	X	BRAKERILHT00000011427	A
rna-XM_056790672.1	X	BRAKERILHT00000011046	A
rna-XM_056790669.1	X	BRAKERILHT00000004917	A
rna-XM_056790675.1	X	BRAKERILHT00000002878	A
rna-XM_056789477.1	X	BRAKERILHT00000007169	A
rna-XM_056789476.1	X	BRAKERILHT00000007614	A
rna-XM_056790509.1	X	BRAKERILHT00000014554	A
rna-XM_056790044.1	X	BRAKERILHT00000016555	A
rna-XM_056790046.1	X	BRAKERILHT00000016443	A
rna-XM_056791229.1	X	BRAKERILHT00000006816	A
rna-XM_056791231.1	X	BRAKERILHT00000007919	A
rna-XM_056791233.1	X	BRAKERILHT00000007516	A
rna-XM_056791160.1	X	BRAKERILHT00000015881	A
rna-XM_056791161.1	X	BRAKERILHT00000002485	A
rna-XM_056791162.1	X	BRAKERILHT00000012465	A
rna-XM_056789139.1	X	BRAKERILHT00000017123	X
rna-XM_056789157.1	X	BRAKERILHT00000011753	A
rna-XM_056790280.1	X	BRAKERILHT00000017448	X
rna-XM_056790287.1	X	BRAKERILHT00000018036	X
rna-XM_056789824.1	X	BRAKERILHT00000017239	X
rna-XM_056789112.1	X	BRAKERILHT00000017761	X
rna-XM_056789825.1	X	BRAKERILHT00000017263	X
rna-XM_056789827.1	X	BRAKERILHT00000011558	A
rna-XM_056789766.1	X	BRAKERILHT00000017226	X
rna-XM_056789357.1	X	BRAKERILHT00000017298	X
rna-XM_056789356.1	X	BRAKERILHT00000017874	X
rna-XM_056789361.1	X	BRAKERILHT00000016564	A
rna-XM_056789385.1	X	BRAKERILHT00000017453	X
rna-XM_056791015.1	X	BRAKERILHT00000017722	X
rna-XM_056790508.1	X	BRAKERILHT00000017127	X
rna-XM_056790534.1	X	BRAKERILHT00000017868	X
rna-XM_056790535.1	X	BRAKERILHT00000017015	X
rna-XM_056790536.1	X	BRAKERILHT00000000248	A
rna-XM_056789633.1	X	BRAKERILHT00000017794	X
rna-XM_056789367.1	X	BRAKERILHT00000002092	A
rna-XM_056790544.1	X	BRAKERILHT00000017947	X
rna-XM_056790545.1	X	BRAKERILHT00000017118	X
rna-XM_056790547.1	X	BRAKERILHT00000017887	X
rna-XM_056790050.1	X	BRAKERILHT00000017840	X
rna-XM_056789435.1	X	BRAKERILHT00000017434	X
rna-XM_056789300.1	X	BRAKERILHT00000018028	X
rna-XM_056789842.1	X	BRAKERILHT00000009712	A
rna-XM_056789584.1	X	BRAKERILHT00000016225	A
rna-XM_056789850.1	X	BRAKERILHT00000017760	X
rna-XM_056789116.1	X	BRAKERILHT00000009253	A
rna-XM_056790570.1	X	BRAKERILHT00000010807	A
rna-XM_056789740.1	X	BRAKERILHT00000017982	X
rna-XM_056789738.1	X	BRAKERILHT00000006248	A
rna-XM_056789068.1	X	BRAKERILHT00000017780	X
rna-XM_056789851.1	X	BRAKERILHT00000005544	A
rna-XM_056789522.1	X	BRAKERILHT00000017696	X
rna-XM_056790384.1	X	BRAKERILHT00000017253	X
rna-XM_056789920.1	X	BRAKERILHT00000017013	X
rna-XM_056790694.1	X	BRAKERILHT00000017190	X
rna-XM_056789582.1	X	BRAKERILHT00000017546	X
rna-XM_056789991.1	X	BRAKERILHT00000007173	A
rna-XM_056789992.1	X	BRAKERILHT00000002217	A
rna-XM_056789546.1	X	BRAKERILHT00000015883	A
rna-XM_056789570.1	X	BRAKERILHT00000017150	X
rna-XM_056789571.1	X	BRAKERILHT00000006038	A
rna-XM_056789394.1	X	BRAKERILHT00000018008	X
rna-XM_056789396.1	X	BRAKERILHT00000017259	X
rna-XM_056790368.1	X	BRAKERILHT00000017643	X
rna-XM_056790421.1	X	BRAKERILHT00000017269	X
rna-XM_056790427.1	X	BRAKERILHT00000017072	X
rna-XM_056790434.1	X	BRAKERILHT00000017053	X
rna-XM_056790433.1	X	BRAKERILHT00000000304	A
rna-XM_056790432.1	X	BRAKERILHT00000010016	A
rna-XM_056790428.1	X	BRAKERILHT00000017631	X
rna-XM_056790437.1	X	BRAKERILHT00000017808	X
rna-XM_056790339.1	X	BRAKERILHT00000017425	X
rna-XM_056789730.1	X	BRAKERILHT00000009042	A
rna-XM_056790506.1	X	BRAKERILHT00000017774	X
rna-XM_056790254.1	X	BRAKERILHT00000017010	X
rna-XM_056789596.1	X	BRAKERILHT00000017191	X
rna-XM_056791144.1	X	BRAKERILHT00000017966	X
rna-XM_056790003.1	X	BRAKERILHT00000017352	X
rna-XM_056789678.1	X	BRAKERILHT00000017145	X
rna-XM_056789734.1	X	BRAKERILHT00000017765	X
rna-XM_056790225.1	X	BRAKERILHT00000017742	X
rna-XM_056790036.1	X	BRAKERILHT00000000800	A
rna-XM_056789858.1	X	BRAKERILHT00000016842	A
rna-XM_056789859.1	X	BRAKERILHT00000017153	X
rna-XM_056789534.1	X	BRAKERILHT00000014191	A
rna-XM_056790042.1	X	BRAKERILHT00000003349	A
rna-XM_056790043.1	X	BRAKERILHT00000017371	X
rna-XM_056789689.1	X	BRAKERILHT00000017512	X
rna-XM_056789258.1	X	BRAKERILHT00000009182	A
rna-XM_056789263.1	X	BRAKERILHT00000005628	A
rna-XM_056789257.1	X	BRAKERILHT00000017523	X
rna-XM_056789288.1	X	BRAKERILHT00000018004	X
rna-XM_056789291.1	X	BRAKERILHT00000010975	A
rna-XM_056789290.1	X	BRAKERILHT00000013805	A
rna-XM_056789862.1	X	BRAKERILHT00000017483	X
rna-XM_056789297.1	X	BRAKERILHT00000017666	X
rna-XM_056789299.1	X	BRAKERILHT00000017120	X
rna-XM_056789956.1	X	BRAKERILHT00000017903	X
rna-XM_056789958.1	X	BRAKERILHT00000009003	A
rna-XM_056790063.1	X	BRAKERILHT00000018030	X
rna-XM_056789416.1	X	BRAKERILHT00000017380	X
rna-XM_056790338.1	X	BRAKERILHT00000017486	X
rna-XM_056790361.1	X	BRAKERILHT00000017802	X
rna-XM_056789529.1	X	BRAKERILHT00000017809	X
rna-XM_056790170.1	X	BRAKERILHT00000017217	X
rna-XM_056790478.1	X	BRAKERILHT00000017793	X
rna-XM_056790474.1	X	BRAKERILHT00000017832	X
rna-XM_056790479.1	X	BRAKERILHT00000018007	X
rna-XM_056790413.1	X	BRAKERILHT00000017892	X
rna-XM_056789863.1	X	BRAKERILHT00000017466	X
rna-XM_056789349.1	X	BRAKERILHT00000017905	X
rna-XM_056790409.1	X	BRAKERILHT00000017922	X
rna-XM_056790113.1	X	BRAKERILHT00000017747	X
rna-XM_056790111.1	X	BRAKERILHT00000017562	X
rna-XM_056790114.1	X	BRAKERILHT00000017357	X
rna-XM_056790116.1	X	BRAKERILHT00000017463	X
rna-XM_056790118.1	X	BRAKERILHT00000013974	A
rna-XM_056790117.1	X	BRAKERILHT00000017708	X
rna-XM_056790120.1	X	BRAKERILHT00000017998	X
rna-XM_056790122.1	X	BRAKERILHT00000008567	A
rna-XM_056790125.1	X	BRAKERILHT00000017264	X
rna-XM_056790127.1	X	BRAKERILHT00000017007	X
rna-XM_056790132.1	X	BRAKERILHT00000017609	X
rna-XM_056790134.1	X	BRAKERILHT00000017400	X
rna-XM_056790137.1	X	BRAKERILHT00000017692	X
rna-XM_056790138.1	X	BRAKERILHT00000017879	X
rna-XM_056790142.1	X	BRAKERILHT00000017469	X
rna-XM_056790143.1	X	BRAKERILHT00000017864	X
rna-XM_056790146.1	X	BRAKERILHT00000017589	X
rna-XM_056790150.1	X	BRAKERILHT00000017811	X
rna-XM_056789865.1	X	BRAKERILHT00000017222	X
rna-XM_056790151.1	X	BRAKERILHT00000017724	X
rna-XM_056790159.1	X	BRAKERILHT00000017334	X
rna-XM_056790163.1	X	BRAKERILHT00000017957	X
rna-XM_056790156.1	X	BRAKERILHT00000017058	X
rna-XM_056790216.1	X	BRAKERILHT00000017713	X
rna-XM_056790445.1	X	BRAKERILHT00000017045	X
rna-XM_056790465.1	X	BRAKERILHT00000017069	X
rna-XM_056789076.1	X	BRAKERILHT00000005035	A
rna-XM_056789412.1	X	BRAKERILHT00000017449	X
rna-XM_056789940.1	X	BRAKERILHT00000017513	X
rna-XM_056790777.1	X	BRAKERILHT00000012231	A
rna-XM_056790774.1	X	BRAKERILHT00000017367	X
rna-XM_056790782.1	X	BRAKERILHT00000001743	A
rna-XM_056789867.1	X	BRAKERILHT00000018010	X
rna-XM_056790786.1	X	BRAKERILHT00000016742	A
rna-XM_056790792.1	X	BRAKERILHT00000017288	X
rna-XM_056790793.1	X	BRAKERILHT00000017933	X
rna-XM_056790801.1	X	BRAKERILHT00000017576	X
rna-XM_056790803.1	X	BRAKERILHT00000017083	X
rna-XM_056790802.1	X	BRAKERILHT00000017004	X
rna-XM_056789868.1	X	BRAKERILHT00000017219	X
rna-XM_056789194.1	X	BRAKERILHT00000012422	A
rna-XM_056789916.1	X	BRAKERILHT00000017597	X
rna-XM_056790966.1	X	BRAKERILHT00000017183	X
rna-XM_056790968.1	X	BRAKERILHT00000017978	X
rna-XM_056790366.1	X	BRAKERILHT00000017618	X
rna-XM_056789903.1	X	BRAKERILHT00000017136	X
rna-XM_056789574.1	X	BRAKERILHT00000017062	X
rna-XM_056790179.1	X	BRAKERILHT00000017938	X
rna-XM_056790344.1	X	BRAKERILHT00000018027	X
rna-XM_056789382.1	X	BRAKERILHT00000017649	X
rna-XM_056789389.1	X	BRAKERILHT00000018041	X
rna-XM_056790469.1	X	BRAKERILHT00000004048	A
rna-XM_056790192.1	X	BRAKERILHT00000017216	X
rna-XM_056789215.1	X	BRAKERILHT00000017192	X
rna-XM_056789928.1	X	BRAKERILHT00000017126	X
rna-XM_056789924.1	X	BRAKERILHT00000017411	X
rna-XM_056789597.1	X	BRAKERILHT00000017356	X
rna-XM_056789190.1	X	BRAKERILHT00000017021	X
rna-XM_056790183.1	X	BRAKERILHT00000017763	X
rna-XM_056789758.1	X	BRAKERILHT00000009588	A
rna-XM_056789870.1	X	BRAKERILHT00000017260	X
rna-XM_056789180.1	X	BRAKERILHT00000017521	X
rna-XM_056789185.1	X	BRAKERILHT00000016154	A
rna-XM_056790342.1	X	BRAKERILHT00000017705	X
rna-XM_056789142.1	X	BRAKERILHT00000001052	A
rna-XM_056789871.1	X	BRAKERILHT00000017735	X
rna-XM_056791167.1	X	BRAKERILHT00000017081	X
rna-XM_056791169.1	X	BRAKERILHT00000017772	X
rna-XM_056790972.1	X	BRAKERILHT00000017330	X
rna-XM_056790973.1	X	BRAKERILHT00000017629	X
rna-XM_056790807.1	X	BRAKERILHT00000018018	X
rna-XM_056790806.1	X	BRAKERILHT00000017218	X
rna-XM_056790805.1	X	BRAKERILHT00000017001	X
rna-XM_056790808.1	X	BRAKERILHT00000017743	X
rna-XM_056789873.1	X	BRAKERILHT00000017174	X
rna-XM_056790569.1	X	BRAKERILHT00000017955	X
rna-XM_056790568.1	X	BRAKERILHT00000017287	X
rna-XM_056790566.1	X	BRAKERILHT00000002755	A
rna-XM_056790560.1	X	BRAKERILHT00000017462	X
rna-XM_056789709.1	X	BRAKERILHT00000017459	X
rna-XM_056789059.1	X	BRAKERILHT00000017272	X
rna-XM_056790809.1	X	BRAKERILHT00000017964	X
rna-XM_056789483.1	X	BRAKERILHT00000017122	X
rna-XM_056790971.1	X	BRAKERILHT00000017946	X
rna-XM_056790970.1	X	BRAKERILHT00000017644	X
rna-XM_056789341.1	X	BRAKERILHT00000017170	X
rna-XM_056789345.1	X	BRAKERILHT00000005723	A
rna-XM_056789759.1	X	BRAKERILHT00000017436	X
rna-XM_056789760.1	X	BRAKERILHT00000017566	X
rna-XM_056789763.1	X	BRAKERILHT00000017769	X
rna-XM_056790412.1	X	BRAKERILHT00000017909	X
rna-XM_056790001.1	X	BRAKERILHT00000018037	X
rna-XM_056789397.1	X	BRAKERILHT00000017973	X
rna-XM_056789874.1	X	BRAKERILHT00000017374	X
rna-XM_056790933.1	X	BRAKERILHT00000000691	A
rna-XM_056790942.1	X	BRAKERILHT00000002000	A
rna-XM_056790944.1	X	BRAKERILHT00000017612	X
rna-XM_056790943.1	X	BRAKERILHT00000017701	X
rna-XM_056789369.1	X	BRAKERILHT00000017972	X
rna-XM_056789426.1	X	BRAKERILHT00000017856	X
rna-XM_056789387.1	X	BRAKERILHT00000017410	X
rna-XM_056790466.1	X	BRAKERILHT00000017749	X
rna-XM_056789585.1	X	BRAKERILHT00000018022	X
rna-XM_056789586.1	X	BRAKERILHT00000017023	X
rna-XM_056789080.1	X	BRAKERILHT00000017108	X
rna-XM_056790038.1	X	BRAKERILHT00000017707	X
rna-XM_056789908.1	X	BRAKERILHT00000017584	X
rna-XM_056789909.1	X	BRAKERILHT00000017980	X
rna-XM_056789915.1	X	BRAKERILHT00000017107	X
rna-XM_056789391.1	X	BRAKERILHT00000017569	X
rna-XM_056789132.1	X	BRAKERILHT00000017460	X
rna-XM_056789138.1	X	BRAKERILHT00000017804	X
rna-XM_056790870.1	X	BRAKERILHT00000017270	X
rna-XM_056790874.1	X	BRAKERILHT00000017041	X
rna-XM_056790873.1	X	BRAKERILHT00000017177	X
rna-XM_056790875.1	X	BRAKERILHT00000017753	X
rna-XM_056790879.1	X	BRAKERILHT00000017613	X
rna-XM_056790880.1	X	BRAKERILHT00000017006	X
rna-XM_056790881.1	X	BRAKERILHT00000018024	X
rna-XM_056790884.1	X	BRAKERILHT00000017155	X
rna-XM_056790885.1	X	BRAKERILHT00000017689	X
rna-XM_056789876.1	X	BRAKERILHT00000017848	X
rna-XM_056790887.1	X	BRAKERILHT00000016991	X
rna-XM_056790892.1	X	BRAKERILHT00000017672	X
rna-XM_056790893.1	X	BRAKERILHT00000013865	A
rna-XM_056790895.1	X	BRAKERILHT00000017625	X
rna-XM_056790901.1	X	BRAKERILHT00000017634	X
rna-XM_056790902.1	X	BRAKERILHT00000003047	A
rna-XM_056790904.1	X	BRAKERILHT00000017307	X
rna-XM_056789856.1	X	BRAKERILHT00000018005	X
rna-XM_056789667.1	X	BRAKERILHT00000017554	X
rna-XM_056789675.1	X	BRAKERILHT00000017187	X
rna-XM_056789610.1	X	BRAKERILHT00000009109	A
rna-XM_056790829.1	X	BRAKERILHT00000006394	A
rna-XM_056790838.1	X	BRAKERILHT00000017695	X
rna-XM_056790832.1	X	BRAKERILHT00000017941	X
rna-XM_056790841.1	X	BRAKERILHT00000017642	X
rna-XM_056790844.1	X	BRAKERILHT00000017915	X
rna-XM_056789680.1	X	BRAKERILHT00000017331	X
rna-XM_056790370.1	X	BRAKERILHT00000017059	X
rna-XM_056789789.1	X	BRAKERILHT00000017959	X
rna-XM_056789713.1	X	BRAKERILHT00000017321	X
rna-XM_056789721.1	X	BRAKERILHT00000017387	X
rna-XM_056789718.1	X	BRAKERILHT00000012430	A
rna-XM_056789719.1	X	BRAKERILHT00000017182	X
rna-XM_056789724.1	X	BRAKERILHT00000017431	X
rna-XM_056789723.1	X	BRAKERILHT00000017791	X
rna-XM_056790247.1	X	BRAKERILHT00000017305	X
rna-XM_056790814.1	X	BRAKERILHT00000017918	X
rna-XM_056790816.1	X	BRAKERILHT00000017477	X
rna-XM_056789990.1	X	BRAKERILHT00000017919	X
rna-XM_056789988.1	X	BRAKERILHT00000018023	X
rna-XM_056790031.1	X	BRAKERILHT00000017844	X
rna-XM_056790959.1	X	BRAKERILHT00000018056	X
rna-XM_056790354.1	X	BRAKERILHT00000016992	X
rna-XM_056789061.1	X	BRAKERILHT00000017024	X
rna-XM_056790678.1	X	BRAKERILHT00000017958	X
rna-XM_056789645.1	X	BRAKERILHT00000017784	X
rna-XM_056790948.1	X	BRAKERILHT00000017632	X
rna-XM_056790945.1	X	BRAKERILHT00000002294	A
rna-XM_056790950.1	X	BRAKERILHT00000016988	X
rna-XM_056790954.1	X	BRAKERILHT00000000696	A
rna-XM_056790394.1	X	BRAKERILHT00000017539	X
rna-XM_056789819.1	X	BRAKERILHT00000017296	X
rna-XM_056789636.1	X	BRAKERILHT00000017293	X
rna-XM_056789919.1	X	BRAKERILHT00000017561	X
rna-XM_056789512.1	X	BRAKERILHT00000017882	X
rna-XM_056789096.1	X	BRAKERILHT00000017377	X
rna-XM_056789095.1	X	BRAKERILHT00000016477	A
rna-XM_056789102.1	X	BRAKERILHT00000017867	X
