C_chinensis	chromosome	A_obtectus	chromosome
anno1.g6559.t1	A	anno1.g9943.t1	A
anno1.g6561.t1	A	anno1.g5880.t1	A
anno1.g6562.t1	A	anno1.g5879.t1	A
anno1.g6563.t2	A	anno1.g5878.t2	A
anno1.g6564.t1	A	anno1.g5877.t2	A
anno1.g6565.t1	A	anno1.g5876.t2	A
anno1.g6566.t1	A	anno1.g5875.t1	A
anno1.g6567.t1	A	anno1.g594.t2	A
anno1.g6519.t1	A	anno1.g6369.t1	A
anno1.g6522.t2	A	anno1.g6367.t2	A
anno1.g6523.t1	A	anno1.g6366.t1	A
anno1.g6524.t1	A	anno1.g6365.t1	A
anno1.g6528.t1	A	anno1.g6360.t1	A
anno1.g6529.t1	A	anno1.g6359.t3	A
anno1.g6530.t1	A	anno1.g6358.t2	A
anno1.g6531.t1	A	anno1.g6357.t1	A
anno1.g6532.t1	A	anno1.g6356.t1	A
anno1.g6501.t1	A	anno1.g13976.t1	A
anno1.g6502.t3	A	anno1.g13977.t1	A
anno1.g6503.t1	A	anno1.g13978.t1	A
anno1.g6504.t1	A	anno1.g13979.t1	A
anno1.g6505.t1	A	anno1.g13981.t1	A
anno1.g6506.t1	A	anno1.g13982.t1	A
anno1.g6507.t2	A	anno1.g13983.t2	A
anno1.g6508.t2	A	anno1.g13984.t2	A
anno1.g6509.t1	A	anno1.g13985.t1	A
anno1.g6510.t1	A	anno1.g13986.t1	A
anno1.g6511.t1	A	anno1.g13987.t1	A
anno1.g6512.t1	A	anno1.g13988.t1	A
anno1.g6513.t1	A	anno1.g13989.t1	A
anno1.g6514.t1	A	anno1.g13990.t1	A
anno1.g6515.t1	A	anno1.g13991.t2	A
anno1.g6516.t2	A	anno1.g5834.t1	A
anno1.g6499.t1	A	anno1.g13209.t1	A
anno1.g6484.t1	X	anno1.g2117.t1	X
anno1.g6487.t1	X	anno1.g2116.t1	X
anno1.g6488.t1	X	anno1.g2115.t1	X
anno1.g6489.t1	X	anno1.g2114.t1	X
anno1.g6490.t1	X	anno1.g2113.t1	X
anno1.g6491.t1	X	anno1.g2127.t2	X
anno1.g6492.t1	X	anno1.g2120.t2	X
anno1.g6493.t1	X	anno1.g2169.t1	X
anno1.g6458.t2	X	anno1.g2216.t1	X
anno1.g6463.t3	X	anno1.g2223.t1	X
anno1.g6464.t2	X	anno1.g2221.t3	X
anno1.g6465.t3	X	anno1.g2218.t1	X
anno1.g6467.t1	X	anno1.g2220.t1	X
anno1.g6468.t1	X	anno1.g2195.t1	X
anno1.g6469.t1	X	anno1.g2196.t1	X
anno1.g6470.t1	X	anno1.g2197.t2	X
anno1.g6471.t1	X	anno1.g2205.t2	X
anno1.g6472.t2	X	anno1.g2206.t1	X
anno1.g6473.t1	X	anno1.g2207.t2	X
anno1.g6475.t1	X	anno1.g2208.t1	X
anno1.g6476.t1	X	anno1.g2209.t1	X
anno1.g6477.t1	X	anno1.g2203.t1	X
anno1.g6478.t1	X	anno1.g2202.t1	X
anno1.g6479.t1	X	anno1.g2201.t1	X
anno1.g6482.t1	X	anno1.g2198.t1	X
anno1.g6433.t1	A	anno1.g10033.t1	A
anno1.g6434.t1	A	anno1.g10034.t2	A
anno1.g6435.t1	A	anno1.g10035.t1	A
anno1.g6437.t1	A	anno1.g10036.t1	A
anno1.g6438.t1	A	anno1.g10037.t1	A
anno1.g6439.t1	A	anno1.g10038.t1	A
anno1.g6440.t1	A	anno1.g10039.t1	A
anno1.g6441.t1	A	anno1.g10040.t1	A
anno1.g6442.t1	A	anno1.g10042.t1	A
anno1.g6443.t1	A	anno1.g9867.t1	A
anno1.g6444.t1	A	anno1.g9869.t1	A
anno1.g6445.t1	A	anno1.g9870.t1	A
anno1.g6447.t1	A	anno1.g3643.t1	A
anno1.g6449.t1	A	anno1.g9871.t1	A
anno1.g6450.t1	A	anno1.g9872.t1	A
anno1.g6451.t1	A	anno1.g9873.t1	A
anno1.g6452.t1	A	anno1.g9876.t1	A
anno1.g6453.t1	A	anno1.g9877.t2	A
anno1.g6454.t1	A	anno1.g9866.t1	A
anno1.g6455.t1	A	anno1.g9865.t1	A
anno1.g6456.t1	A	anno1.g9861.t1	A
anno1.g6457.t1	A	anno1.g9862.t1	A
anno1.g6428.t1	A	anno1.g14401.t1	A
anno1.g6429.t1	A	anno1.g14616.t1	A
anno1.g6431.t1	A	anno1.g14408.t1	A
anno1.g6396.t1	A	anno1.g6228.t1	A
anno1.g6397.t1	A	anno1.g6227.t1	A
anno1.g6398.t1	A	anno1.g6225.t1	A
anno1.g6401.t1	A	anno1.g6223.t1	A
anno1.g6402.t1	A	anno1.g6222.t1	A
anno1.g6403.t1	A	anno1.g6221.t1	A
anno1.g6384.t1	A	anno1.g12619.t1	A
anno1.g6385.t1	A	anno1.g12621.t2	A
anno1.g6386.t1	A	anno1.g12622.t2	A
anno1.g6387.t1	A	anno1.g14453.t1	A
anno1.g6389.t1	A	anno1.g14452.t1	A
anno1.g6390.t1	A	anno1.g12625.t1	A
anno1.g6345.t1	A	anno1.g7632.t1	A
anno1.g6348.t3	A	anno1.g7633.t2	A
anno1.g6351.t1	A	anno1.g7636.t1	A
anno1.g6352.t1	A	anno1.g7637.t1	A
anno1.g6353.t1	A	anno1.g7638.t2	A
anno1.g6354.t1	A	anno1.g7639.t1	A
anno1.g6355.t1	A	anno1.g7640.t1	A
anno1.g6356.t1	A	anno1.g7641.t1	A
anno1.g6357.t1	A	anno1.g7643.t1	A
anno1.g6358.t2	A	anno1.g7644.t1	A
anno1.g6360.t1	A	anno1.g7328.t1	A
anno1.g6361.t1	A	anno1.g7330.t1	A
anno1.g6362.t1	A	anno1.g7320.t2	A
anno1.g6364.t1	A	anno1.g7318.t1	A
anno1.g6365.t1	A	anno1.g7332.t1	A
anno1.g6366.t1	A	anno1.g7316.t3	A
anno1.g6367.t1	A	anno1.g7315.t1	A
anno1.g6368.t1	A	anno1.g7314.t2	A
anno1.g6369.t1	A	anno1.g7313.t1	A
anno1.g6370.t1	A	anno1.g7312.t1	A
anno1.g6371.t2	A	anno1.g7311.t1	A
anno1.g6372.t3	A	anno1.g7310.t1	A
anno1.g6373.t2	A	anno1.g7308.t1	A
anno1.g6374.t2	A	anno1.g7307.t1	A
anno1.g6375.t1	A	anno1.g7306.t1	A
anno1.g6376.t2	A	anno1.g7305.t1	A
anno1.g6377.t2	A	anno1.g7303.t1	A
anno1.g6378.t1	A	anno1.g7302.t1	A
anno1.g6379.t1	A	anno1.g7301.t1	A
anno1.g6380.t1	A	anno1.g7300.t1	A
anno1.g6381.t1	A	anno1.g7298.t1	A
anno1.g6382.t1	A	anno1.g7296.t1	A
anno1.g6322.t1	A	anno1.g13684.t1	A
anno1.g6324.t1	A	anno1.g13683.t1	A
anno1.g6325.t2	A	anno1.g13682.t1	A
anno1.g6327.t1	A	anno1.g13681.t1	A
anno1.g6328.t1	A	anno1.g13680.t1	A
anno1.g6331.t1	A	anno1.g13679.t1	A
anno1.g6332.t2	A	anno1.g13678.t1	A
anno1.g6333.t1	A	anno1.g13677.t1	A
anno1.g6334.t1	A	anno1.g13676.t1	A
anno1.g6335.t1	A	anno1.g13675.t1	A
anno1.g6336.t1	A	anno1.g13674.t1	A
anno1.g6337.t1	A	anno1.g13673.t1	A
anno1.g6338.t1	A	anno1.g13672.t1	A
anno1.g6339.t1	A	anno1.g13671.t1	A
anno1.g6340.t1	A	anno1.g13670.t1	A
anno1.g6341.t1	A	anno1.g13669.t2	A
anno1.g6342.t2	A	anno1.g13668.t2	A
anno1.g6343.t2	A	anno1.g13694.t1	A
anno1.g6344.t3	A	anno1.g13696.t1	A
anno1.g6308.t1	A	anno1.g11042.t1	A
anno1.g6309.t1	A	anno1.g11041.t1	A
anno1.g6311.t1	A	anno1.g11040.t1	A
anno1.g6312.t2	A	anno1.g11035.t1	A
anno1.g6313.t1	A	anno1.g11036.t1	A
anno1.g6314.t1	A	anno1.g11037.t1	A
anno1.g6315.t1	A	anno1.g11028.t2	A
anno1.g6316.t1	A	anno1.g11033.t1	A
anno1.g6317.t2	A	anno1.g11038.t1	A
anno1.g6318.t1	A	anno1.g11027.t1	A
anno1.g6319.t2	A	anno1.g11031.t2	A
anno1.g6320.t1	A	anno1.g11034.t1	A
anno1.g6321.t2	A	anno1.g11030.t1	A
anno1.g6286.t1	A	anno1.g1634.t1	A
anno1.g6287.t1	A	anno1.g1562.t1	A
anno1.g6290.t1	A	anno1.g1567.t1	A
anno1.g6291.t1	A	anno1.g1566.t1	A
anno1.g6292.t1	A	anno1.g1568.t1	A
anno1.g6293.t1	A	anno1.g1569.t5	A
anno1.g6294.t2	A	anno1.g14520.t1	A
anno1.g6297.t1	A	anno1.g806.t1	A
anno1.g6298.t1	A	anno1.g808.t1	A
anno1.g6299.t1	A	anno1.g807.t1	A
anno1.g6300.t1	A	anno1.g809.t1	A
anno1.g6301.t1	A	anno1.g810.t1	A
anno1.g6302.t1	A	anno1.g811.t1	A
anno1.g6304.t2	A	anno1.g812.t1	A
anno1.g6305.t1	A	anno1.g813.t1	A
anno1.g6306.t1	A	anno1.g1147.t1	A
anno1.g6307.t1	A	anno1.g1146.t1	A
anno1.g6281.t2	A	anno1.g12106.t1	A
anno1.g6283.t1	A	anno1.g12102.t2	A
anno1.g6284.t1	A	anno1.g12116.t1	A
anno1.g6285.t1	A	anno1.g12117.t1	A
anno1.g6277.t1	A	anno1.g6201.t1	A
anno1.g6254.t1	X	anno1.g1929.t1	X
anno1.g6255.t1	X	anno1.g1926.t1	X
anno1.g6256.t2	X	anno1.g1925.t1	X
anno1.g6258.t1	X	anno1.g1923.t1	X
anno1.g6259.t2	X	anno1.g1922.t1	X
anno1.g6260.t1	X	anno1.g1910.t1	X
anno1.g6261.t1	X	anno1.g1911.t1	X
anno1.g6262.t2	X	anno1.g1912.t1	X
anno1.g6264.t1	X	anno1.g1913.t2	X
anno1.g6265.t5	X	anno1.g2238.t1	X
anno1.g6267.t2	X	anno1.g2239.t1	X
anno1.g6270.t1	X	anno1.g2240.t1	X
anno1.g6272.t1	X	anno1.g2204.t1	X
anno1.g6274.t1	X	anno1.g1853.t2	X
anno1.g6275.t1	X	anno1.g2184.t1	X
anno1.g6276.t1	X	anno1.g2183.t1	X
anno1.g6247.t1	A	anno1.g13295.t1	A
anno1.g6248.t3	A	anno1.g13294.t2	A
anno1.g6249.t2	A	anno1.g13293.t7	A
anno1.g6250.t2	A	anno1.g13292.t2	A
anno1.g6251.t1	A	anno1.g13315.t1	A
anno1.g6252.t1	A	anno1.g13290.t1	A
anno1.g6253.t1	A	anno1.g13289.t1	A
anno1.g6228.t1	A	anno1.g1216.t1	A
anno1.g6229.t1	A	anno1.g1215.t1	A
anno1.g6230.t1	A	anno1.g1214.t1	A
anno1.g6231.t1	A	anno1.g4625.t1	A
anno1.g6232.t1	A	anno1.g1213.t1	A
anno1.g6233.t1	A	anno1.g1212.t1	A
anno1.g6234.t1	A	anno1.g1211.t1	A
anno1.g6235.t1	A	anno1.g1210.t1	A
anno1.g6236.t1	A	anno1.g1209.t1	A
anno1.g6237.t1	A	anno1.g1208.t1	A
anno1.g6238.t1	A	anno1.g1207.t1	A
anno1.g6239.t2	A	anno1.g1206.t2	A
anno1.g6240.t1	A	anno1.g1203.t2	A
anno1.g6241.t2	A	anno1.g1202.t2	A
anno1.g6242.t1	A	anno1.g1201.t1	A
anno1.g6244.t1	A	anno1.g1200.t1	A
anno1.g6219.t1	X	anno1.g2087.t1	X
anno1.g6221.t1	X	anno1.g2090.t1	X
anno1.g6223.t1	X	anno1.g2092.t1	X
anno1.g6225.t1	X	anno1.g1724.t1	X
anno1.g6200.t1	A	anno1.g8653.t1	A
anno1.g6201.t1	A	anno1.g8651.t1	A
anno1.g6204.t1	A	anno1.g8650.t1	A
anno1.g6205.t1	A	anno1.g8649.t1	A
anno1.g6206.t1	A	anno1.g8648.t1	A
anno1.g6207.t1	A	anno1.g8647.t1	A
anno1.g6208.t1	A	anno1.g8646.t1	A
anno1.g6209.t1	A	anno1.g8141.t2	A
anno1.g6210.t2	A	anno1.g8142.t2	A
anno1.g6211.t1	A	anno1.g8643.t1	A
anno1.g6213.t1	A	anno1.g8642.t2	A
anno1.g6214.t1	A	anno1.g8140.t2	A
anno1.g6216.t2	A	anno1.g8139.t2	A
anno1.g6217.t2	A	anno1.g8138.t1	A
anno1.g6218.t1	A	anno1.g8137.t1	A
anno1.g6165.t2	A	anno1.g9059.t1	A
anno1.g6167.t1	A	anno1.g9061.t1	A
anno1.g6168.t1	A	anno1.g9062.t1	A
anno1.g6169.t1	A	anno1.g9117.t1	A
anno1.g6173.t2	A	anno1.g9116.t2	A
anno1.g6174.t1	A	anno1.g9115.t1	A
anno1.g6175.t2	A	anno1.g9114.t1	A
anno1.g6176.t1	A	anno1.g9113.t1	A
anno1.g6177.t1	A	anno1.g9111.t1	A
anno1.g6178.t1	A	anno1.g9110.t2	A
anno1.g6179.t1	A	anno1.g9095.t1	A
anno1.g6181.t1	A	anno1.g9096.t1	A
anno1.g6182.t1	A	anno1.g9097.t1	A
anno1.g6183.t1	A	anno1.g9098.t1	A
anno1.g6185.t2	A	anno1.g9099.t1	A
anno1.g6186.t1	A	anno1.g9100.t2	A
anno1.g6187.t2	A	anno1.g9101.t2	A
anno1.g6188.t1	A	anno1.g9102.t1	A
anno1.g6189.t1	A	anno1.g9103.t1	A
anno1.g6190.t1	A	anno1.g9104.t1	A
anno1.g6191.t1	A	anno1.g9105.t1	A
anno1.g6192.t1	A	anno1.g9106.t1	A
anno1.g6193.t1	A	anno1.g9107.t1	A
anno1.g6194.t1	A	anno1.g9109.t1	A
anno1.g6153.t1	A	anno1.g11941.t1	A
anno1.g6154.t2	A	anno1.g3803.t1	A
anno1.g6155.t1	A	anno1.g3804.t1	A
anno1.g6156.t1	A	anno1.g3805.t1	A
anno1.g6157.t1	A	anno1.g3806.t1	A
anno1.g6158.t1	A	anno1.g3807.t1	A
anno1.g6160.t2	A	anno1.g3808.t1	A
anno1.g6161.t1	A	anno1.g3809.t1	A
anno1.g6162.t1	A	anno1.g3810.t1	A
anno1.g6143.t1	A	anno1.g8009.t1	A
anno1.g6145.t1	A	anno1.g8010.t1	A
anno1.g6146.t1	A	anno1.g8011.t1	A
anno1.g6147.t1	A	anno1.g8013.t1	A
anno1.g6148.t1	A	anno1.g8014.t1	A
anno1.g6149.t1	A	anno1.g8015.t1	A
anno1.g6150.t1	A	anno1.g8016.t1	A
anno1.g6151.t1	A	anno1.g8020.t1	A
anno1.g6152.t2	A	anno1.g8021.t1	A
anno1.g6128.t1	A	anno1.g3535.t1	A
anno1.g6130.t1	A	anno1.g4574.t1	A
anno1.g6136.t1	A	anno1.g4262.t2	A
anno1.g6138.t1	A	anno1.g4267.t1	A
anno1.g6140.t1	A	anno1.g4269.t1	A
anno1.g6141.t1	A	anno1.g4270.t1	A
anno1.g6142.t1	A	anno1.g4272.t1	A
anno1.g6114.t1	A	anno1.g13969.t1	A
anno1.g6116.t1	A	anno1.g13968.t1	A
anno1.g6118.t1	A	anno1.g13966.t1	A
anno1.g6119.t1	A	anno1.g13965.t1	A
anno1.g6121.t1	A	anno1.g13154.t1	A
anno1.g6122.t2	A	anno1.g13153.t1	A
anno1.g6123.t1	A	anno1.g13152.t1	A
anno1.g6124.t2	A	anno1.g6340.t1	A
anno1.g6126.t1	A	anno1.g13151.t1	A
anno1.g6084.t1	A	anno1.g4296.t1	A
anno1.g6085.t1	A	anno1.g4295.t1	A
anno1.g6086.t1	A	anno1.g4294.t1	A
anno1.g6087.t1	A	anno1.g4293.t1	A
anno1.g6088.t1	A	anno1.g4289.t1	A
anno1.g6089.t1	A	anno1.g4290.t1	A
anno1.g6090.t2	A	anno1.g5365.t1	A
anno1.g6091.t1	A	anno1.g5366.t1	A
anno1.g6092.t1	A	anno1.g5367.t1	A
anno1.g6093.t2	A	anno1.g5368.t2	A
anno1.g6094.t1	A	anno1.g5369.t1	A
anno1.g6095.t1	A	anno1.g5370.t1	A
anno1.g6096.t1	A	anno1.g5371.t1	A
anno1.g6097.t1	A	anno1.g5372.t1	A
anno1.g6098.t1	A	anno1.g5374.t1	A
anno1.g6099.t1	A	anno1.g5375.t1	A
anno1.g6100.t1	A	anno1.g5376.t2	A
anno1.g6101.t1	A	anno1.g5377.t1	A
anno1.g6102.t1	A	anno1.g5378.t1	A
anno1.g6103.t1	A	anno1.g7693.t1	A
anno1.g6104.t1	A	anno1.g7692.t2	A
anno1.g6105.t1	A	anno1.g7691.t1	A
anno1.g6106.t1	A	anno1.g7690.t1	A
anno1.g6107.t2	A	anno1.g7689.t1	A
anno1.g6108.t1	A	anno1.g7688.t1	A
anno1.g6109.t1	A	anno1.g7686.t1	A
anno1.g6110.t1	A	anno1.g7685.t2	A
anno1.g6111.t1	A	anno1.g7684.t2	A
anno1.g6113.t1	A	anno1.g7683.t1	A
anno1.g6076.t1	A	anno1.g6110.t1	A
anno1.g6077.t1	A	anno1.g10148.t1	A
anno1.g6079.t1	A	anno1.g14657.t1	A
anno1.g6080.t2	A	anno1.g6104.t3	A
anno1.g6051.t1	A	anno1.g4753.t1	A
anno1.g6052.t1	A	anno1.g4755.t2	A
anno1.g6053.t1	A	anno1.g4756.t1	A
anno1.g6054.t1	A	anno1.g4757.t1	A
anno1.g6055.t1	A	anno1.g4758.t1	A
anno1.g6056.t2	A	anno1.g4759.t2	A
anno1.g6057.t1	A	anno1.g4760.t1	A
anno1.g6058.t1	A	anno1.g4761.t1	A
anno1.g6059.t1	A	anno1.g4763.t1	A
anno1.g6060.t1	A	anno1.g4764.t1	A
anno1.g6061.t1	A	anno1.g4765.t1	A
anno1.g6062.t1	A	anno1.g4766.t1	A
anno1.g6063.t1	A	anno1.g4767.t1	A
anno1.g6065.t1	A	anno1.g4768.t1	A
anno1.g6066.t2	A	anno1.g4769.t1	A
anno1.g6067.t1	A	anno1.g4770.t1	A
anno1.g6068.t2	A	anno1.g4771.t1	A
anno1.g6069.t1	A	anno1.g4772.t1	A
anno1.g6070.t1	A	anno1.g4773.t2	A
anno1.g6071.t1	A	anno1.g4774.t1	A
anno1.g6072.t1	A	anno1.g4775.t2	A
anno1.g6042.t1	A	anno1.g3638.t1	A
anno1.g6043.t1	A	anno1.g3642.t1	A
anno1.g6044.t1	A	anno1.g3645.t1	A
anno1.g6045.t1	A	anno1.g3646.t1	A
anno1.g6047.t1	A	anno1.g3647.t1	A
anno1.g6049.t1	A	anno1.g3648.t1	A
anno1.g6028.t1	A	anno1.g8393.t1	A
anno1.g6030.t1	A	anno1.g8394.t1	A
anno1.g6031.t1	A	anno1.g8395.t1	A
anno1.g6033.t1	A	anno1.g8398.t2	A
anno1.g6034.t1	A	anno1.g8397.t1	A
anno1.g6035.t1	A	anno1.g8399.t1	A
anno1.g6036.t1	A	anno1.g8400.t1	A
anno1.g6037.t1	A	anno1.g8410.t1	A
anno1.g6038.t1	A	anno1.g8411.t1	A
anno1.g6041.t1	A	anno1.g8416.t1	A
anno1.g5913.t1	A	anno1.g438.t2	A
anno1.g5914.t1	A	anno1.g450.t1	A
anno1.g5915.t1	A	anno1.g449.t1	A
anno1.g5916.t1	A	anno1.g448.t1	A
anno1.g5917.t1	A	anno1.g447.t1	A
anno1.g5918.t1	A	anno1.g446.t1	A
anno1.g5919.t1	A	anno1.g6939.t1	A
anno1.g5920.t1	A	anno1.g445.t1	A
anno1.g5921.t1	A	anno1.g1251.t1	A
anno1.g5923.t1	A	anno1.g1252.t1	A
anno1.g5924.t1	A	anno1.g1253.t1	A
anno1.g5925.t1	A	anno1.g1254.t1	A
anno1.g5926.t1	A	anno1.g1255.t1	A
anno1.g5927.t1	A	anno1.g1256.t2	A
anno1.g5928.t1	A	anno1.g1257.t1	A
anno1.g5930.t1	A	anno1.g1258.t1	A
anno1.g5931.t2	A	anno1.g1260.t3	A
anno1.g5932.t1	A	anno1.g1269.t1	A
anno1.g5934.t1	A	anno1.g1262.t2	A
anno1.g5935.t1	A	anno1.g1271.t1	A
anno1.g5936.t1	A	anno1.g1263.t1	A
anno1.g5937.t1	A	anno1.g1264.t2	A
anno1.g5938.t1	A	anno1.g1274.t1	A
anno1.g5939.t1	A	anno1.g1286.t1	A
anno1.g5940.t1	A	anno1.g1284.t1	A
anno1.g5941.t1	A	anno1.g1278.t1	A
anno1.g5943.t1	A	anno1.g1281.t1	A
anno1.g5945.t1	A	anno1.g1287.t1	A
anno1.g5946.t1	A	anno1.g1288.t1	A
anno1.g5947.t1	A	anno1.g1289.t1	A
anno1.g5948.t1	A	anno1.g1290.t1	A
anno1.g5949.t2	A	anno1.g1291.t1	A
anno1.g5952.t1	A	anno1.g1294.t1	A
anno1.g5953.t1	A	anno1.g1295.t2	A
anno1.g5955.t1	A	anno1.g1304.t1	A
anno1.g5956.t1	A	anno1.g1300.t1	A
anno1.g5957.t1	A	anno1.g1301.t1	A
anno1.g5958.t1	A	anno1.g1308.t1	A
anno1.g5959.t1	A	anno1.g1310.t1	A
anno1.g5961.t1	A	anno1.g1311.t1	A
anno1.g5962.t1	A	anno1.g1313.t1	A
anno1.g5963.t1	A	anno1.g1314.t1	A
anno1.g5964.t1	A	anno1.g1315.t1	A
anno1.g5965.t1	A	anno1.g1480.t1	A
anno1.g5966.t1	A	anno1.g1481.t1	A
anno1.g5967.t1	A	anno1.g1482.t1	A
anno1.g5968.t1	A	anno1.g1483.t1	A
anno1.g5969.t1	A	anno1.g1486.t1	A
anno1.g5970.t1	A	anno1.g1450.t1	A
anno1.g5971.t1	A	anno1.g1449.t1	A
anno1.g5972.t1	A	anno1.g1448.t2	A
anno1.g5973.t1	A	anno1.g1447.t2	A
anno1.g5975.t1	A	anno1.g1446.t1	A
anno1.g5976.t1	A	anno1.g705.t1	A
anno1.g5978.t1	A	anno1.g1011.t1	A
anno1.g5980.t3	A	anno1.g994.t1	A
anno1.g5981.t1	A	anno1.g995.t1	A
anno1.g5982.t1	A	anno1.g8061.t1	A
anno1.g5983.t1	A	anno1.g991.t1	A
anno1.g5984.t1	A	anno1.g986.t1	A
anno1.g5985.t1	A	anno1.g985.t1	A
anno1.g5986.t1	A	anno1.g984.t1	A
anno1.g5987.t1	A	anno1.g979.t1	A
anno1.g5988.t1	A	anno1.g978.t1	A
anno1.g5989.t1	A	anno1.g977.t5	A
anno1.g5990.t1	A	anno1.g974.t1	A
anno1.g5991.t1	A	anno1.g973.t1	A
anno1.g5992.t1	A	anno1.g972.t1	A
anno1.g5993.t1	A	anno1.g969.t1	A
anno1.g5994.t2	A	anno1.g970.t2	A
anno1.g5995.t1	A	anno1.g906.t1	A
anno1.g5997.t1	A	anno1.g909.t1	A
anno1.g5998.t1	A	anno1.g910.t1	A
anno1.g5999.t1	A	anno1.g1010.t1	A
anno1.g6001.t1	A	anno1.g2929.t1	A
anno1.g6002.t2	A	anno1.g1016.t2	A
anno1.g6003.t2	A	anno1.g14251.t1	A
anno1.g6004.t1	A	anno1.g814.t1	A
anno1.g6005.t1	A	anno1.g523.t1	A
anno1.g6006.t1	A	anno1.g522.t1	A
anno1.g6007.t1	A	anno1.g521.t1	A
anno1.both_agree_g5101.t2	A	anno1.both_agree_g3233.t2	A
anno1.g6009.t2	A	anno1.g494.t1	A
anno1.g6010.t1	A	anno1.g519.t1	A
anno1.g6011.t1	A	anno1.g518.t1	A
anno1.g6012.t1	A	anno1.g515.t2	A
anno1.g6013.t1	A	anno1.g514.t1	A
anno1.g6014.t1	A	anno1.g512.t1	A
anno1.g6015.t1	A	anno1.g511.t1	A
anno1.g6016.t1	A	anno1.g487.t1	A
anno1.g6017.t1	A	anno1.g485.t1	A
anno1.g6019.t1	A	anno1.g484.t1	A
anno1.g6020.t1	A	anno1.g502.t1	A
anno1.g6021.t4	A	anno1.g501.t1	A
anno1.g6022.t1	A	anno1.g499.t2	A
anno1.g6023.t1	A	anno1.g498.t1	A
anno1.g6024.t1	A	anno1.g478.t1	A
anno1.g6025.t1	A	anno1.g477.t1	A
anno1.g5877.t1	A	anno1.g4675.t2	A
anno1.g5878.t1	A	anno1.g4673.t1	A
anno1.g5880.t1	A	anno1.g4672.t1	A
anno1.g5881.t1	A	anno1.g4671.t1	A
anno1.g5882.t1	A	anno1.g4670.t1	A
anno1.g5883.t1	A	anno1.g4669.t1	A
anno1.g5884.t1	A	anno1.g4828.t1	A
anno1.g5885.t1	A	anno1.g4829.t3	A
anno1.g5887.t1	A	anno1.g4830.t1	A
anno1.g5888.t1	A	anno1.g4831.t1	A
anno1.g5889.t1	A	anno1.g4832.t1	A
anno1.g5890.t1	A	anno1.g4833.t1	A
anno1.g5891.t1	A	anno1.g4835.t1	A
anno1.g5892.t1	A	anno1.g4836.t1	A
anno1.g5893.t1	A	anno1.g4837.t1	A
anno1.g5894.t1	A	anno1.g4838.t1	A
anno1.g5895.t2	A	anno1.g4841.t1	A
anno1.g5898.t1	A	anno1.g4842.t1	A
anno1.g5899.t1	A	anno1.g4843.t1	A
anno1.g5900.t2	A	anno1.g4844.t1	A
anno1.g5901.t1	A	anno1.g4845.t1	A
anno1.g5902.t1	A	anno1.g4846.t1	A
anno1.g5903.t2	A	anno1.g4847.t1	A
anno1.g5904.t1	A	anno1.g4850.t1	A
anno1.g5905.t1	A	anno1.g4851.t1	A
anno1.g5906.t2	A	anno1.g4852.t1	A
anno1.g5907.t1	A	anno1.g4855.t1	A
anno1.g5908.t1	A	anno1.g4856.t1	A
anno1.g5909.t1	A	anno1.g4857.t1	A
anno1.g5910.t1	A	anno1.g4637.t1	A
anno1.g5911.t1	A	anno1.g4636.t1	A
anno1.g5858.t1	A	anno1.g8313.t1	A
anno1.g5860.t1	A	anno1.g8315.t1	A
anno1.g5861.t1	A	anno1.g8316.t1	A
anno1.g5862.t1	A	anno1.g8317.t1	A
anno1.g5863.t1	A	anno1.g8319.t1	A
anno1.g5864.t1	A	anno1.g8320.t1	A
anno1.g5867.t1	A	anno1.g8321.t1	A
anno1.g5869.t4	A	anno1.g8323.t1	A
anno1.g5871.t1	A	anno1.g8325.t1	A
anno1.g5872.t1	A	anno1.g8326.t1	A
anno1.g5873.t1	A	anno1.g8068.t2	A
anno1.g5849.t2	A	anno1.g5860.t2	A
anno1.g5851.t1	A	anno1.g5857.t1	A
anno1.g5855.t1	A	anno1.g10288.t1	A
anno1.g5856.t1	A	anno1.g5997.t1	A
anno1.g5829.t1	A	anno1.g5276.t1	A
anno1.g5830.t1	A	anno1.g5277.t1	A
anno1.g5833.t1	A	anno1.g5170.t1	A
anno1.g5834.t1	A	anno1.g5174.t1	A
anno1.g5835.t1	A	anno1.g5269.t1	A
anno1.g5836.t2	A	anno1.g5270.t1	A
anno1.g5837.t2	A	anno1.g5271.t2	A
anno1.g5839.t1	A	anno1.g5272.t1	A
anno1.g5841.t1	A	anno1.g5273.t1	A
anno1.g5842.t1	A	anno1.g5275.t1	A
anno1.g5843.t1	A	anno1.g5268.t1	A
anno1.g5844.t1	A	anno1.g3843.t1	A
anno1.g5845.t2	A	anno1.g5266.t1	A
anno1.g5846.t1	A	anno1.g5179.t1	A
anno1.g5848.t1	A	anno1.g13238.t1	A
anno1.g5816.t1	A	anno1.g715.t2	A
anno1.g5817.t2	A	anno1.g713.t1	A
anno1.g5818.t1	A	anno1.g712.t3	A
anno1.g5819.t1	A	anno1.g711.t1	A
anno1.g5820.t1	A	anno1.g710.t1	A
anno1.g5821.t1	A	anno1.g709.t1	A
anno1.g5822.t1	A	anno1.g707.t1	A
anno1.g5824.t1	A	anno1.g11840.t1	A
anno1.g5825.t1	A	anno1.g717.t1	A
anno1.g5814.t1	A	anno1.g4275.t1	A
anno1.g5808.t1	A	anno1.g3904.t1	A
anno1.g5810.t1	A	anno1.g12948.t1	A
