D_carinulata	chromosome	C_chinensis	chromosome
rna-XM_057814891.1	A	anno1.g7815.t1	A
rna-XM_057814888.1	A	anno1.g12158.t1	A
rna-XM_057814889.1	A	anno1.g13017.t1	A
rna-XM_057814892.1	A	anno1.g3279.t1	A
rna-XM_057814893.1	A	anno1.g3290.t1	A
rna-XM_057814894.1	A	anno1.g8542.t1	A
rna-XM_057814895.1	A	anno1.g9573.t1	A
rna-XM_057814898.1	A	anno1.g13568.t1	A
rna-XM_057814907.1	A	anno1.g1047.t2	A
rna-XM_057814908.1	A	anno1.g7003.t1	A
rna-XM_057814910.1	A	anno1.g7004.t2	A
rna-XM_057814912.1	A	anno1.g7005.t2	A
rna-XM_057814913.1	A	anno1.g7006.t1	A
rna-XM_057814915.1	A	anno1.g7007.t1	A
rna-XM_057814914.1	A	anno1.g7009.t1	A
rna-XM_057814916.1	A	anno1.g9909.t1	A
rna-XM_057814917.1	A	anno1.g7013.t2	A
rna-XM_057814919.1	A	anno1.g9490.t1	A
rna-XM_057814921.1	A	anno1.g4840.t1	A
rna-XM_057814923.1	A	anno1.g3285.t1	A
rna-XM_057814924.1	A	anno1.g8823.t1	A
rna-XM_057814926.1	A	anno1.g263.t1	A
rna-XM_057814927.1	A	anno1.g7341.t1	A
rna-XM_057814928.1	A	anno1.g12145.t1	A
rna-XM_057814929.1	A	anno1.g12146.t1	A
rna-XM_057814932.1	A	anno1.g6428.t1	A
rna-XM_057814934.1	A	anno1.g7351.t1	A
rna-XM_057814937.1	A	anno1.g12415.t1	A
rna-XM_057814942.1	A	anno1.g2190.t1	A
rna-XM_057814938.1	A	anno1.g6649.t2	A
rna-XM_057814943.1	A	anno1.g6651.t1	A
rna-XM_057814944.1	A	anno1.g6650.t1	A
rna-XM_057814946.1	A	anno1.g6653.t1	A
rna-XM_057814945.1	A	anno1.g5198.t1	A
rna-XM_057814952.1	A	anno1.g12167.t2	A
rna-XM_057814951.1	A	anno1.g8136.t1	A
rna-XM_057813839.1	A	anno1.g8138.t2	A
rna-XM_057814949.1	A	anno1.g6790.t1	A
rna-XM_057814957.1	A	anno1.g6095.t1	A
rna-XM_057814958.1	A	anno1.g4670.t1	A
rna-XM_057814959.1	A	anno1.g4085.t1	A
rna-XM_057814961.1	A	anno1.g4089.t1	A
rna-XM_057814962.1	A	anno1.g11771.t1	A
rna-XM_057814960.1	A	anno1.g10387.t1	A
rna-XM_057814963.1	A	anno1.g5226.t1	A
rna-XM_057814964.1	A	anno1.g5228.t1	A
rna-XM_057814966.1	A	anno1.g8691.t1	A
rna-XM_057814968.1	A	anno1.g8616.t2	A
rna-XM_057814969.1	A	anno1.g2191.t2	A
rna-XM_057814970.1	A	anno1.g4811.t1	A
rna-XM_057814972.1	A	anno1.g11294.t1	A
rna-XM_057814976.1	A	anno1.g8472.t1	A
rna-XM_057814977.1	A	anno1.g13031.t1	A
rna-XM_057814988.1	A	anno1.g9674.t1	A
rna-XM_057814986.1	A	anno1.g13027.t1	A
rna-XM_057814989.1	A	anno1.g6499.t1	A
rna-XM_057814992.1	A	anno1.g4846.t2	A
rna-XM_057814991.1	A	anno1.g12873.t1	A
rna-XM_057814993.1	A	anno1.g4882.t1	A
rna-XM_057814994.1	A	anno1.g7290.t1	A
rna-XM_057814995.1	A	anno1.g4279.t1	A
rna-XM_057814996.1	A	anno1.g13641.t1	A
rna-XM_057815005.1	A	anno1.g7805.t1	A
rna-XM_057814997.1	A	anno1.g9530.t2	A
rna-XM_057815006.1	A	anno1.g10490.t1	A
rna-XM_057815010.1	A	anno1.g10491.t1	A
rna-XM_057815008.1	A	anno1.g13457.t1	A
rna-XM_057811672.1	A	anno1.g9903.t1	A
rna-XM_057814791.1	A	anno1.g8162.t1	A
rna-XM_057814792.1	A	anno1.g905.t1	A
rna-XM_057814794.1	A	anno1.g912.t1	A
rna-XM_057812907.1	A	anno1.g911.t1	A
rna-XM_057813407.1	A	anno1.g910.t1	A
rna-XM_057811746.1	A	anno1.g907.t1	A
rna-XM_057812204.1	A	anno1.g13491.t1	A
rna-XM_057814613.1	A	anno1.g938.t1	A
rna-XM_057814618.1	A	anno1.g940.t1	A
rna-XM_057813214.1	A	anno1.g4083.t1	A
rna-XM_057814547.1	A	anno1.g4084.t1	A
rna-XM_057814555.1	A	anno1.g7641.t1	A
rna-XM_057814546.1	A	anno1.g7643.t1	A
rna-XM_057814548.1	A	anno1.g863.t1	A
rna-XM_057814553.1	A	anno1.g4082.t1	A
rna-XM_057812963.1	A	anno1.g4092.t2	A
rna-XM_057812964.1	A	anno1.g4091.t1	A
rna-XM_057812008.1	A	anno1.g4090.t1	A
rna-XM_057812009.1	A	anno1.g4088.t1	A
rna-XM_057812007.1	A	anno1.g11770.t1	A
rna-XM_057812006.1	A	anno1.g4081.t1	A
rna-XM_057812005.1	A	anno1.g12393.t2	A
rna-XM_057812011.1	A	anno1.g9655.t1	A
rna-XM_057814660.1	A	anno1.g876.t1	A
rna-XM_057814661.1	A	anno1.g4077.t1	A
rna-XM_057814662.1	A	anno1.g9644.t2	A
rna-XM_057814657.1	A	anno1.g10013.t1	A
rna-XM_057814663.1	A	anno1.g6674.t1	A
rna-XM_057811518.1	A	anno1.g4596.t1	A
rna-XM_057811525.1	A	anno1.g11768.t1	A
rna-XM_057813204.1	A	anno1.g11769.t1	A
rna-XM_057813208.1	A	anno1.g3284.t1	A
rna-XM_057813194.1	A	anno1.g5778.t1	A
rna-XM_057813205.1	A	anno1.g5779.t1	A
rna-XM_057813196.1	A	anno1.g12856.t1	A
rna-XM_057813202.1	A	anno1.g8880.t1	A
rna-XM_057813200.1	A	anno1.g1972.t2	A
rna-XM_057814503.1	A	anno1.g2282.t1	A
rna-XM_057814501.1	A	anno1.g2264.t2	A
rna-XM_057814499.1	A	anno1.g2263.t2	A
rna-XM_057814496.1	A	anno1.g8473.t1	A
rna-XM_057814494.1	A	anno1.g8478.t1	A
rna-XM_057811708.1	A	anno1.g10628.t1	A
rna-XM_057811533.1	A	anno1.g10627.t2	A
rna-XM_057811664.1	A	anno1.g2626.t1	A
rna-XM_057811662.1	A	anno1.g9877.t1	A
rna-XM_057814068.1	A	anno1.g11320.t1	A
rna-XM_057814072.1	A	anno1.g11321.t2	A
rna-XM_057814070.1	A	anno1.g8135.t1	A
rna-XM_057814073.1	A	anno1.g7082.t1	A
rna-XM_057814081.1	A	anno1.g8133.t1	A
rna-XM_057814075.1	A	anno1.g13492.t2	A
rna-XM_057813393.1	A	anno1.g11733.t1	A
rna-XM_057813401.1	A	anno1.g12819.t1	A
rna-XM_057813402.1	A	anno1.g2018.t1	A
rna-XM_057813950.1	A	anno1.g8938.t1	A
rna-XM_057811539.1	A	anno1.g10267.t1	A
rna-XM_057812307.1	A	anno1.g12066.t1	A
rna-XM_057812339.1	A	anno1.g5689.t1	A
rna-XM_057812315.1	A	anno1.g7198.t9	A
rna-XM_057812314.1	A	anno1.g9507.t1	A
rna-XM_057812311.1	A	anno1.g11466.t1	A
rna-XM_057812344.1	A	anno1.g4398.t1	A
rna-XM_057812345.1	A	anno1.g4400.t1	A
rna-XM_057812342.1	A	anno1.g1490.t1	A
rna-XM_057812347.1	A	anno1.g1489.t1	A
rna-XM_057812351.1	A	anno1.g1485.t1	A
rna-XM_057812352.1	A	anno1.g6057.t1	A
rna-XM_057812356.1	A	anno1.g6058.t1	A
rna-XM_057812360.1	A	anno1.g6054.t1	A
rna-XM_057812358.1	A	anno1.g6053.t1	A
rna-XM_057812362.1	A	anno1.g6051.t1	A
rna-XM_057812364.1	A	anno1.g6052.t1	A
rna-XM_057812367.1	A	anno1.g7203.t1	A
rna-XM_057812366.1	A	anno1.g7498.t1	A
rna-XM_057812368.1	A	anno1.g7497.t1	A
rna-XM_057812377.1	A	anno1.g10643.t1	A
rna-XM_057812378.1	A	anno1.g6369.t1	A
rna-XM_057812383.1	A	anno1.g8303.t1	A
rna-XM_057812385.1	A	anno1.g6888.t1	A
rna-XM_057812384.1	A	anno1.g6889.t1	A
rna-XM_057812388.1	A	anno1.g7293.t1	A
rna-XM_057812387.1	A	anno1.g13668.t2	A
rna-XM_057812386.1	A	anno1.g5880.t1	A
rna-XM_057812389.1	A	anno1.g7199.t1	A
rna-XM_057812393.1	A	anno1.g8498.t1	A
rna-XM_057812402.1	A	anno1.g8850.t1	A
rna-XM_057812403.1	A	anno1.g8849.t1	A
rna-XM_057812404.1	A	anno1.g8851.t2	A
rna-XM_057812410.1	A	anno1.g8852.t1	A
rna-XM_057812422.1	A	anno1.g11162.t1	A
rna-XM_057812421.1	A	anno1.g5651.t2	A
rna-XM_057813952.1	A	anno1.g3187.t1	A
rna-XM_057812424.1	A	anno1.g7504.t1	A
rna-XM_057812425.1	A	anno1.g7502.t1	A
rna-XM_057812426.1	A	anno1.g3802.t1	A
rna-XM_057812427.1	A	anno1.g3801.t1	A
rna-XM_057812432.1	A	anno1.g3800.t1	A
rna-XM_057812429.1	A	anno1.g5223.t1	A
rna-XM_057812436.1	A	anno1.g704.t1	A
rna-XM_057813974.1	A	anno1.g8482.t1	A
rna-XM_057813973.1	A	anno1.g11013.t1	A
rna-XM_057813954.1	A	anno1.g2603.t2	A
rna-XM_057812139.1	A	anno1.g3798.t2	A
rna-XM_057812138.1	A	anno1.g2604.t2	A
rna-XM_057812137.1	A	anno1.g2606.t1	A
rna-XM_057812279.1	A	anno1.g2608.t1	A
rna-XM_057812277.1	A	anno1.g1149.t1	A
rna-XM_057812035.1	A	anno1.g9890.t1	A
rna-XM_057811535.1	A	anno1.g6060.t1	A
rna-XM_057814042.1	A	anno1.g4164.t1	A
rna-XM_057814032.1	A	anno1.g2600.t2	A
rna-XM_057814039.1	A	anno1.g2602.t1	A
rna-XM_057814818.1	A	anno1.g9547.t1	A
rna-XM_057811564.1	A	anno1.g9209.t1	A
rna-XM_057811573.1	A	anno1.g1814.t1	A
rna-XM_057811579.1	A	anno1.g7310.t5	A
rna-XM_057811601.1	A	anno1.g7311.t2	A
rna-XM_057811602.1	A	anno1.g7309.t2	A
rna-XM_057811607.1	A	anno1.g3891.t1	A
rna-XM_057812252.1	A	anno1.g9869.t1	A
rna-XM_057814018.1	A	anno1.g13520.t1	A
rna-XM_057812254.1	A	anno1.g13521.t1	A
rna-XM_057812057.1	A	anno1.g6992.t1	A
rna-XM_057811763.1	A	anno1.g6996.t1	A
rna-XM_057812846.1	A	anno1.g3790.t1	A
rna-XM_057814171.1	A	anno1.g3789.t1	A
rna-XM_057814176.1	A	anno1.g3788.t1	A
rna-XM_057814177.1	A	anno1.g2731.t1	X
rna-XM_057814174.1	A	anno1.g366.t1	A
rna-XM_057812456.1	A	anno1.g4502.t1	A
rna-XM_057812451.1	A	anno1.g3060.t1	A
rna-XM_057813313.1	A	anno1.g12688.t1	A
rna-XM_057812473.1	A	anno1.g11474.t1	A
rna-XM_057815016.1	A	anno1.g5910.t1	A
rna-XM_057813213.1	A	anno1.g9589.t1	X
rna-XM_057815059.1	A	anno1.g5810.t1	A
rna-XM_057814025.1	A	anno1.g12590.t1	A
rna-XM_057814031.1	A	anno1.g12589.t1	A
rna-XM_057814030.1	A	anno1.g10285.t1	A
rna-XM_057814020.1	A	anno1.g9176.t1	A
rna-XM_057814029.1	A	anno1.g10825.t1	A
rna-XM_057812951.1	A	anno1.g6561.t1	A
rna-XM_057812952.1	A	anno1.g2059.t1	A
rna-XM_057813323.1	A	anno1.g2060.t1	A
rna-XM_057811733.1	A	anno1.g2062.t1	A
rna-XM_057811728.1	A	anno1.g2061.t1	A
rna-XM_057811729.1	A	anno1.g5098.t1	A
rna-XM_057813244.1	A	anno1.g1532.t1	A
rna-XM_057812508.1	A	anno1.g8838.t1	A
rna-XM_057812510.1	A	anno1.g8832.t1	A
rna-XM_057812507.1	A	anno1.g5200.t1	A
rna-XM_057812628.1	A	anno1.g1060.t1	A
rna-XM_057812826.1	A	anno1.g12926.t1	A
rna-XM_057812825.1	A	anno1.g4201.t1	A
rna-XM_057813521.1	A	anno1.g11104.t1	A
rna-XM_057813520.1	A	anno1.g5855.t1	A
rna-XM_057812040.1	A	anno1.g11124.t1	A
rna-XM_057812923.1	A	anno1.g11125.t1	A
rna-XM_057814185.1	A	anno1.g2780.t1	A
rna-XM_057814178.1	A	anno1.g2781.t3	A
rna-XM_057814187.1	A	anno1.g2783.t1	A
rna-XM_057814186.1	A	anno1.g6689.t1	A
rna-XM_057811705.1	A	anno1.g6690.t1	A
rna-XM_057810951.1	A	anno1.g7744.t1	A
rna-XM_057812207.1	A	anno1.g7745.t1	A
rna-XM_057812808.1	A	anno1.g12971.t2	A
rna-XM_057813499.1	A	anno1.g12972.t1	A
rna-XM_057811969.1	A	anno1.g6783.t1	A
rna-XM_057812918.1	A	anno1.g3885.t1	A
rna-XM_057812708.1	A	anno1.g6898.t1	A
rna-XM_057814104.1	A	anno1.g11254.t1	A
rna-XM_057814097.1	A	anno1.g10196.t2	A
rna-XM_057814106.1	A	anno1.g3538.t1	A
rna-XM_057814103.1	A	anno1.g12920.t1	A
rna-XM_057813014.1	A	anno1.g7238.t2	A
rna-XM_057812020.1	A	anno1.g9100.t1	A
rna-XM_057812021.1	A	anno1.g8658.t1	A
rna-XM_057812019.1	A	anno1.g8657.t1	A
rna-XM_057813336.1	A	anno1.g10225.t1	A
rna-XM_057812980.1	A	anno1.g1376.t1	A
rna-XM_057812976.1	A	anno1.g2234.t1	A
rna-XM_057812681.1	A	anno1.g10317.t1	A
rna-XM_057812239.1	A	anno1.g9001.t1	A
rna-XM_057813064.1	A	anno1.g8977.t1	A
rna-XM_057812652.1	A	anno1.g10059.t1	A
rna-XM_057812236.1	A	anno1.g11562.t1	A
rna-XM_057812140.1	A	anno1.g7423.t1	A
rna-XM_057812438.1	A	anno1.g11501.t2	A
rna-XM_057813287.1	A	anno1.g7240.t1	A
rna-XM_057813353.1	A	anno1.g8656.t1	A
rna-XM_057813606.1	A	anno1.g4743.t3	A
rna-XM_057813614.1	A	anno1.g4744.t1	A
rna-XM_057813615.1	A	anno1.g4742.t1	A
rna-XM_057813617.1	A	anno1.g5690.t1	A
rna-XM_057812753.1	A	anno1.g5691.t1	A
rna-XM_057812763.1	A	anno1.g12302.t1	A
rna-XM_057812754.1	A	anno1.g13337.t1	A
rna-XM_057812768.1	A	anno1.g9853.t1	A
rna-XM_057812759.1	A	anno1.g1981.t1	A
rna-XM_057812744.1	A	anno1.g3791.t10	A
rna-XM_057812764.1	A	anno1.g3792.t2	A
rna-XM_057812769.1	A	anno1.g3793.t1	A
rna-XM_057812772.1	A	anno1.g3794.t1	A
rna-XM_057810937.1	A	anno1.g1150.t2	A
rna-XM_057810943.1	A	anno1.g1131.t1	A
rna-XM_057810942.1	A	anno1.g8166.t2	A
rna-XM_057812241.1	A	anno1.g904.t2	A
rna-XM_057812242.1	A	anno1.g1130.t1	A
rna-XM_057812247.1	A	anno1.g2610.t1	A
rna-XM_057812243.1	A	anno1.g2609.t1	A
rna-XM_057812246.1	A	anno1.g3778.t1	A
rna-XM_057814472.1	A	anno1.g3779.t1	A
rna-XM_057814473.1	A	anno1.g3780.t1	A
rna-XM_057814466.1	A	anno1.g3781.t1	A
rna-XM_057814464.1	A	anno1.g11651.t1	A
rna-XM_057814474.1	A	anno1.g3782.t1	A
rna-XM_057812038.1	A	anno1.g3783.t1	A
rna-XM_057812813.1	A	anno1.g11423.t2	A
rna-XM_057812814.1	A	anno1.g9259.t1	A
rna-XM_057812003.1	A	anno1.g12240.t1	A
rna-XM_057812004.1	A	anno1.g12239.t1	A
rna-XM_057811633.1	A	anno1.g3784.t1	A
rna-XM_057812636.1	A	anno1.g10844.t1	A
rna-XM_057812638.1	A	anno1.g9930.t1	A
rna-XM_057812637.1	A	anno1.g1856.t1	A
rna-XM_057812256.1	A	anno1.g4505.t1	A
rna-XM_057812047.1	A	anno1.g4504.t1	A
rna-XM_057812036.1	A	anno1.g10393.t2	A
rna-XM_057812202.1	A	anno1.g10394.t1	A
rna-XM_057812198.1	A	anno1.g10395.t1	A
rna-XM_057811709.1	A	anno1.g6453.t1	A
rna-XM_057811710.1	A	anno1.g237.t1	A
rna-XM_057811221.1	A	anno1.g239.t1	A
rna-XM_057812486.1	A	anno1.g9519.t1	A
rna-XM_057813306.1	A	anno1.g9518.t1	A
rna-XM_057814708.1	A	anno1.g8447.t1	A
rna-XM_057814707.1	A	anno1.g8519.t1	A
rna-XM_057814709.1	A	anno1.g11638.t1	A
rna-XM_057814702.1	A	anno1.g13403.t1	Y
rna-XM_057814714.1	A	anno1.g10400.t1	A
rna-XM_057814716.1	A	anno1.g6673.t1	A
rna-XM_057814715.1	A	anno1.g8448.t1	A
rna-XM_057814710.1	A	anno1.g8449.t1	A
rna-XM_057814719.1	A	anno1.g3207.t1	A
rna-XM_057814723.1	A	anno1.g4745.t1	A
rna-XM_057814725.1	A	anno1.g12824.t1	A
rna-XM_057814727.1	A	anno1.g3226.t1	A
rna-XM_057814721.1	A	anno1.g5100.t1	A
rna-XM_057814741.1	A	anno1.g12822.t2	A
rna-XM_057814743.1	A	anno1.g4255.t1	A
rna-XM_057814729.1	A	anno1.g12821.t2	A
rna-XM_057814744.1	A	anno1.g6615.t2	A
rna-XM_057813675.1	A	anno1.g2396.t1	A
rna-XM_057813679.1	A	anno1.g7775.t1	A
rna-XM_057813683.1	A	anno1.g1554.t1	A
rna-XM_057813674.1	A	anno1.g4498.t1	A
rna-XM_057813686.1	A	anno1.g6693.t1	A
rna-XM_057812633.1	A	anno1.g10718.t1	A
rna-XM_057812632.1	A	anno1.g8902.t1	A
rna-XM_057813233.1	A	anno1.g11491.t3	A
rna-XM_057811547.1	A	anno1.g12507.t1	A
rna-XM_057811546.1	A	anno1.g4139.t1	A
rna-XM_057811719.1	A	anno1.g1152.t1	A
rna-XM_057814091.1	A	anno1.g5190.t1	A
rna-XM_057812443.1	A	anno1.g5191.t1	A
rna-XM_057812001.1	A	anno1.g5192.t1	A
rna-XM_057812824.1	A	anno1.g13123.t1	A
rna-XM_057813705.1	A	anno1.g13122.t1	A
rna-XM_057813697.1	A	anno1.g13120.t1	A
rna-XM_057813695.1	A	anno1.g13119.t1	A
rna-XM_057813704.1	A	anno1.g13118.t1	A
rna-XM_057813709.1	A	anno1.g13153.t1	A
rna-XM_057813699.1	A	anno1.g13152.t2	A
rna-XM_057813710.1	A	anno1.g11919.t1	A
rna-XM_057812709.1	A	anno1.g11917.t1	A
rna-XM_057812106.1	A	anno1.g11918.t1	A
rna-XM_057812100.1	A	anno1.g13747.t1	A
rna-XM_057811345.1	A	anno1.g13746.t1	A
rna-XM_057811347.1	A	anno1.g13745.t1	A
rna-XM_057815073.1	A	anno1.g13105.t2	A
rna-XM_057815072.1	A	anno1.g13496.t1	A
rna-XM_057815074.1	A	anno1.g10121.t2	A
rna-XM_057815114.1	A	anno1.g13744.t1	A
rna-XM_057815112.1	A	anno1.g8517.t2	A
rna-XM_057815131.1	A	anno1.g7159.t1	A
rna-XM_057815125.1	A	anno1.g10556.t1	A
rna-XM_057815130.1	A	anno1.g10557.t1	A
rna-XM_057815115.1	A	anno1.g2702.t2	A
rna-XM_057815122.1	A	anno1.g10559.t1	A
rna-XM_057815117.1	A	anno1.g10560.t1	A
rna-XM_057815127.1	A	anno1.g10562.t1	A
rna-XM_057815078.1	A	anno1.g10563.t2	A
rna-XM_057815128.1	A	anno1.g10564.t1	A
rna-XM_057815123.1	A	anno1.g10566.t1	A
rna-XM_057812479.1	A	anno1.g10567.t1	A
rna-XM_057812477.1	A	anno1.g10568.t1	A
rna-XM_057814146.1	A	anno1.g1757.t1	A
rna-XM_057814148.1	A	anno1.g5438.t1	A
rna-XM_057814150.1	A	anno1.g7157.t2	A
rna-XM_057812056.1	A	anno1.g7156.t1	A
rna-XM_057812012.1	A	anno1.g12797.t2	A
rna-XM_057813069.1	A	anno1.g12699.t1	A
rna-XM_057813068.1	A	anno1.g11190.t1	A
rna-XM_057813072.1	A	anno1.g11716.t1	A
rna-XM_057813073.1	A	anno1.g3886.t1	A
rna-XM_057813074.1	A	anno1.g10618.t1	A
rna-XM_057814145.1	A	anno1.g11717.t1	A
rna-XM_057813076.1	A	anno1.g13748.t1	A
rna-XM_057813093.1	A	anno1.g3901.t3	A
rna-XM_057813090.1	A	anno1.g9355.t1	A
rna-XM_057813094.1	A	anno1.g11916.t1	A
rna-XM_057813078.1	A	anno1.g9352.t1	A
rna-XM_057813085.1	A	anno1.g11915.t1	A
rna-XM_057813080.1	A	anno1.g11914.t1	A
rna-XM_057813088.1	A	anno1.g3063.t1	A
rna-XM_057813098.1	A	anno1.g8414.t2	A
rna-XM_057813099.1	A	anno1.g8413.t2	A
rna-XM_057813102.1	A	anno1.g3208.t1	A
rna-XM_057813106.1	A	anno1.g8415.t1	A
rna-XM_057813109.1	A	anno1.g5101.t1	A
rna-XM_057813112.1	A	anno1.g11119.t1	A
rna-XM_057813115.1	A	anno1.g8948.t1	A
rna-XM_057813121.1	A	anno1.g1063.t1	A
rna-XM_057813117.1	A	anno1.g9731.t1	A
rna-XM_057813123.1	A	anno1.g9730.t1	A
rna-XM_057813124.1	A	anno1.g4539.t1	A
rna-XM_057813125.1	A	anno1.g4538.t1	A
rna-XM_057814153.1	A	anno1.g9336.t2	A
rna-XM_057813130.1	A	anno1.g2446.t1	A
rna-XM_057813135.1	A	anno1.g10137.t1	A
rna-XM_057813141.1	A	anno1.g1912.t3	A
rna-XM_057814169.1	A	anno1.g8901.t1	A
rna-XM_057813151.1	A	anno1.g11256.t2	A
rna-XM_057813153.1	A	anno1.g5798.t1	A
rna-XM_057813163.1	A	anno1.g5800.t1	A
rna-XM_057812286.1	A	anno1.g7481.t1	A
rna-XM_057812287.1	A	anno1.g7482.t1	A
rna-XM_057811363.1	A	anno1.g1102.t1	A
rna-XM_057811368.1	A	anno1.g6533.t1	A
rna-XM_057812053.1	A	anno1.g8340.t1	A
rna-XM_057813440.1	A	anno1.g8146.t1	A
rna-XM_057813441.1	A	anno1.g10261.t1	A
rna-XM_057812850.1	A	anno1.g9515.t2	A
rna-XM_057812849.1	A	anno1.g9514.t1	A
rna-XM_057810897.1	A	anno1.g9872.t2	A
rna-XM_057810898.1	A	anno1.g8338.t1	A
rna-XM_057810899.1	A	anno1.g1362.t1	A
rna-XM_057812912.1	A	anno1.g12723.t1	A
rna-XM_057810934.1	A	anno1.g4618.t1	A
rna-XM_057812982.1	A	anno1.g4617.t2	A
rna-XM_057811288.1	A	anno1.g4667.t2	A
rna-XM_057812994.1	A	anno1.g8950.t1	A
rna-XM_057811351.1	A	anno1.g4850.t1	A
rna-XM_057811348.1	A	anno1.g1711.t1	A
rna-XM_057811355.1	A	anno1.g10373.t1	A
rna-XM_057811354.1	A	anno1.g6798.t1	A
rna-XM_057812214.1	A	anno1.g6755.t1	A
rna-XM_057812213.1	A	anno1.g8058.t1	A
rna-XM_057813375.1	A	anno1.g9319.t1	A
rna-XM_057813365.1	A	anno1.g4202.t2	A
rna-XM_057813377.1	A	anno1.g9501.t1	A
rna-XM_057813378.1	A	anno1.g7097.t1	A
rna-XM_057813379.1	A	anno1.g6734.t1	A
rna-XM_057813374.1	A	anno1.g2120.t1	A
rna-XM_057810945.1	A	anno1.g6733.t8	A
rna-XM_057811764.1	A	anno1.g7098.t1	A
rna-XM_057813885.1	A	anno1.g780.t1	A
rna-XM_057813891.1	A	anno1.g781.t1	A
rna-XM_057813892.1	A	anno1.g9855.t1	A
rna-XM_057813893.1	A	anno1.g1190.t1	A
rna-XM_057813895.1	A	anno1.g11120.t1	A
rna-XM_057813903.1	A	anno1.g1151.t1	A
rna-XM_057813898.1	A	anno1.g3786.t1	A
rna-XM_057813908.1	A	anno1.g11735.t1	A
rna-XM_057813905.1	A	anno1.g11734.t1	A
rna-XM_057813920.1	A	anno1.g8601.t2	A
rna-XM_057813921.1	A	anno1.g1892.t1	A
rna-XM_057813923.1	A	anno1.g9533.t1	A
rna-XM_057813922.1	A	anno1.g4205.t1	A
rna-XM_057813924.1	A	anno1.g4204.t1	A
rna-XM_057813926.1	A	anno1.g9177.t1	A
rna-XM_057813928.1	A	anno1.g9175.t1	A
rna-XM_057813933.1	A	anno1.g13731.t1	A
rna-XM_057813931.1	A	anno1.g3315.t1	A
rna-XM_057813936.1	A	anno1.g3336.t1	A
rna-XM_057813937.1	A	anno1.g2787.t1	A
rna-XM_057813938.1	A	anno1.g7130.t1	A
rna-XM_057813940.1	A	anno1.g8129.t1	A
rna-XM_057813943.1	A	anno1.g12380.t1	A
rna-XM_057813949.1	A	anno1.g5081.t1	A
rna-XM_057813945.1	A	anno1.g11942.t1	A
rna-XM_057813948.1	A	anno1.g13753.t1	A
rna-XM_057812848.1	A	anno1.g3349.t2	A
rna-XM_057812936.1	A	anno1.g10986.t1	A
rna-XM_057812939.1	A	anno1.g5908.t1	A
rna-XM_057812940.1	A	anno1.g3777.t1	A
rna-XM_057812941.1	A	anno1.g11966.t1	A
rna-XM_057812943.1	A	anno1.g2681.t1	A
rna-XM_057812276.1	A	anno1.g11974.t3	A
rna-XM_057811636.1	A	anno1.g11923.t1	A
rna-XM_057814786.1	A	anno1.g11920.t3	A
rna-XM_057814787.1	A	anno1.g11921.t1	A
rna-XM_057814536.1	A	anno1.g13154.t1	A
rna-XM_057814531.1	A	anno1.g13155.t1	A
rna-XM_057814540.1	A	anno1.g2963.t2	A
rna-XM_057813305.1	A	anno1.g3581.t1	A
rna-XM_057814288.1	A	anno1.g3580.t1	A
rna-XM_057812958.1	A	anno1.g2109.t1	A
rna-XM_057812956.1	A	anno1.g2108.t1	A
rna-XM_057813586.1	A	anno1.g10119.t1	A
rna-XM_057813596.1	A	anno1.g10120.t1	A
rna-XM_057813595.1	A	anno1.g7457.t1	A
rna-XM_057813592.1	A	anno1.g7458.t1	A
rna-XM_057813585.1	A	anno1.g1670.t1	A
rna-XM_057813574.1	A	anno1.g2106.t1	A
rna-XM_057813584.1	A	anno1.g2105.t1	A
rna-XM_057813598.1	A	anno1.g2107.t2	A
rna-XM_057813583.1	A	anno1.g280.t2	A
rna-XM_057812134.1	A	anno1.g10440.t1	A
rna-XM_057812133.1	A	anno1.g3339.t1	A
rna-XM_057812098.1	A	anno1.g3338.t1	A
rna-XM_057812551.1	A	anno1.g3337.t1	A
rna-XM_057813340.1	A	anno1.g1775.t4	A
rna-XM_057813478.1	A	anno1.g1636.t2	A
rna-XM_057813481.1	A	anno1.g1637.t1	A
rna-XM_057814773.1	A	anno1.g1638.t1	A
rna-XM_057814777.1	A	anno1.g1635.t2	A
rna-XM_057814778.1	A	anno1.g13754.t1	A
rna-XM_057814782.1	A	anno1.g8420.t1	A
rna-XM_057814783.1	A	anno1.g4162.t1	A
rna-XM_057811713.1	A	anno1.g5936.t1	A
rna-XM_057811715.1	A	anno1.g5935.t1	A
rna-XM_057813167.1	A	anno1.g8375.t1	A
rna-XM_057813168.1	A	anno1.g485.t1	A
rna-XM_057811379.1	A	anno1.g13759.t1	A
rna-XM_057811382.1	A	anno1.g13755.t1	A
rna-XM_057811384.1	A	anno1.g2143.t1	A
rna-XM_057811385.1	A	anno1.g11317.t1	A
rna-XM_057811388.1	A	anno1.g13756.t1	A
rna-XM_057811392.1	A	anno1.g7453.t1	A
rna-XM_057811394.1	A	anno1.g7454.t3	A
rna-XM_057811395.1	A	anno1.g7456.t2	A
rna-XM_057811402.1	A	anno1.g11405.t1	A
rna-XM_057811403.1	A	anno1.g11025.t1	A
rna-XM_057811404.1	A	anno1.g3316.t1	A
rna-XM_057811405.1	A	anno1.g11319.t1	A
rna-XM_057811406.1	A	anno1.g1662.t1	A
rna-XM_057811410.1	A	anno1.g2788.t2	A
rna-XM_057811416.1	A	anno1.g2791.t1	A
