C_maculatus	chromosome	B_siliquastri	chromosome
g2655.t1	A	BRAKERILHT00000008424	A
g2657.t1	A	BRAKERILHT00000008199	A
g2661.t1	A	BRAKERILHT00000006904	A
g2662.t1	A	BRAKERILHT00000006872	A
g2663.t1	A	BRAKERILHT00000008356	A
g2664.t1	A	BRAKERILHT00000007523	A
g2665.t1	A	BRAKERILHT00000007476	A
g2666.t1	A	BRAKERILHT00000008070	A
g2668.t1	A	BRAKERILHT00000007595	A
g2669.t2	A	BRAKERILHT00000007155	A
g2670.t3	A	BRAKERILHT00000007273	A
g2672.t1	A	BRAKERILHT00000008405	A
g2673.t1	A	BRAKERILHT00000007869	A
g2674.t1	A	BRAKERILHT00000008330	A
g2675.t1	A	BRAKERILHT00000007851	A
g2676.t1	A	BRAKERILHT00000006652	A
g2677.t1	A	BRAKERILHT00000008134	A
g2678.t2	A	BRAKERILHT00000007796	A
g2680.t1	A	BRAKERILHT00000006800	A
g2683.t1	A	BRAKERILHT00000007362	A
g2684.t1	A	BRAKERILHT00000007966	A
g2685.t1	A	BRAKERILHT00000006545	A
g2687.t1	A	BRAKERILHT00000007905	A
g2688.t1	A	BRAKERILHT00000008303	A
g2691.t2	A	BRAKERILHT00000006833	A
g2692.t1	A	BRAKERILHT00000008218	A
g2693.t1	A	BRAKERILHT00000007692	A
g2694.t1	A	BRAKERILHT00000006993	A
g2695.t1	A	BRAKERILHT00000006550	A
g2696.t1	A	BRAKERILHT00000008227	A
g2697.t1	A	BRAKERILHT00000006650	A
g2698.t1	A	BRAKERILHT00000007176	A
g2699.t1	A	BRAKERILHT00000007634	A
g2700.t1	A	BRAKERILHT00000008051	A
g2701.t1	A	BRAKERILHT00000007908	A
g2702.t1	A	BRAKERILHT00000008307	A
g2704.t1	A	BRAKERILHT00000007559	A
g2705.t1	A	BRAKERILHT00000008002	A
g2706.t1	A	BRAKERILHT00000006611	A
g2707.t1	A	BRAKERILHT00000007755	A
g2708.t1	A	BRAKERILHT00000006486	A
g2709.t1	A	BRAKERILHT00000007156	A
g2711.t1	A	BRAKERILHT00000008374	A
g2713.t1	A	BRAKERILHT00000007454	A
g2714.t1	A	BRAKERILHT00000006787	A
g2715.t1	A	BRAKERILHT00000008313	A
g2716.t1	A	BRAKERILHT00000007630	A
g2717.t1	A	BRAKERILHT00000006511	A
g2720.t1	A	BRAKERILHT00000007425	A
g2721.t1	A	BRAKERILHT00000006868	A
g2722.t1	A	BRAKERILHT00000008277	A
g2723.t2	A	BRAKERILHT00000007088	A
g2724.t1	A	BRAKERILHT00000006665	A
g2725.t1	A	BRAKERILHT00000006699	A
g2727.t1	A	BRAKERILHT00000007983	A
g2728.t1	A	BRAKERILHT00000007594	A
g2730.t1	A	BRAKERILHT00000008293	A
g2731.t1	A	BRAKERILHT00000006966	A
g2732.t1	A	BRAKERILHT00000007846	A
g2734.t1	A	BRAKERILHT00000006994	A
g2735.t1	A	BRAKERILHT00000006948	A
g2736.t2	A	BRAKERILHT00000007572	A
g2786.t1	X	BRAKERILHT00000007154	A
g2822.t1	X	BRAKERILHT00000016383	A
g2840.t1	X	BRAKERILHT00000017039	X
g2841.t1	X	BRAKERILHT00000007853	A
g2842.t1	X	BRAKERILHT00000018012	X
g2844.t1	X	BRAKERILHT00000017592	X
g2845.t1	X	BRAKERILHT00000017581	X
g2851.t1	X	BRAKERILHT00000017256	X
g2852.t3	X	BRAKERILHT00000017724	X
g2853.t1	X	BRAKERILHT00000015189	A
g2857.t1	X	BRAKERILHT00000017562	X
g2860.t1	X	BRAKERILHT00000017325	X
g2862.t1	X	BRAKERILHT00000017217	X
g2863.t2	X	BRAKERILHT00000017809	X
g2865.t1	X	BRAKERILHT00000017848	X
g2866.t1	X	BRAKERILHT00000017049	X
g2867.t5	X	BRAKERILHT00000017353	X
g2869.t2	X	BRAKERILHT00000017477	X
g2870.t1	X	BRAKERILHT00000017226	X
g2871.t1	X	BRAKERILHT00000017945	X
g2872.t1	X	BRAKERILHT00000017220	X
g2873.t1	X	BRAKERILHT00000017791	X
g2874.t1	X	BRAKERILHT00000017439	X
g2875.t1	X	BRAKERILHT00000017182	X
g2876.t1	X	BRAKERILHT00000016991	X
g2877.t1	X	BRAKERILHT00000017359	X
g2879.t1	X	BRAKERILHT00000017985	X
g2880.t1	X	BRAKERILHT00000017035	X
g2881.t2	X	BRAKERILHT00000017154	X
g2882.t2	X	BRAKERILHT00000017694	X
g2883.t1	X	BRAKERILHT00000017645	X
g2884.t1	X	BRAKERILHT00000017973	X
g2885.t2	X	BRAKERILHT00000017705	X
g2887.t1	X	BRAKERILHT00000017234	X
g2888.t1	X	BRAKERILHT00000017574	X
g2889.t2	X	BRAKERILHT00000017832	X
g2890.t1	X	BRAKERILHT00000017109	X
g2891.t1	X	BRAKERILHT00000017340	X
g2892.t1	X	BRAKERILHT00000017783	X
g2894.t1	X	BRAKERILHT00000017521	X
g2897.t7	X	BRAKERILHT00000017922	X
g2898.t1	X	BRAKERILHT00000017978	X
g2899.t1	X	BRAKERILHT00000017135	X
g2900.t1	X	BRAKERILHT00000017508	X
g2901.t4	X	BRAKERILHT00000017552	X
g2902.t1	X	BRAKERILHT00000017502	X
g2903.t1	X	BRAKERILHT00000017006	X
g2904.t1	X	BRAKERILHT00000017934	X
g2905.t1	X	BRAKERILHT00000017613	X
g2908.t1	X	BRAKERILHT00000017753	X
g2910.t1	X	BRAKERILHT00000017177	X
g2911.t2	X	BRAKERILHT00000017041	X
g2912.t1	X	BRAKERILHT00000017270	X
g2913.t1	X	BRAKERILHT00000017804	X
g2914.t1	X	BRAKERILHT00000018024	X
g2915.t1	X	BRAKERILHT00000018016	X
g2916.t1	X	BRAKERILHT00000017155	X
g2917.t1	X	BRAKERILHT00000017387	X
g2918.t1	X	BRAKERILHT00000017919	X
g2919.t1	X	BRAKERILHT00000017911	X
g2921.t1	X	BRAKERILHT00000017441	X
g2922.t1	X	BRAKERILHT00000017891	X
g2923.t2	X	BRAKERILHT00000017047	X
g2924.t1	X	BRAKERILHT00000017284	X
g2925.t1	X	BRAKERILHT00000017770	X
g2926.t1	X	BRAKERILHT00000017230	X
g2927.t1	X	BRAKERILHT00000017948	X
g2928.t1	X	BRAKERILHT00000017720	X
g2929.t1	X	BRAKERILHT00000017116	X
g2957.t1	A	BRAKERILHT00000001985	A
g2960.t1	A	BRAKERILHT00000011283	A
g2961.t2	A	BRAKERILHT00000002973	A
g2972.t1	A	BRAKERILHT00000017531	X
g2978.t1	A	BRAKERILHT00000005156	A
g2990.t1	A	BRAKERILHT00000000586	A
g3032.t1	A	BRAKERILHT00000007583	A
g3034.t1	A	BRAKERILHT00000006712	A
g3040.t1	A	BRAKERILHT00000007442	A
g3044.t1	A	BRAKERILHT00000008128	A
g3045.t1	A	BRAKERILHT00000006586	A
g3046.t1	A	BRAKERILHT00000007936	A
g3047.t1	A	BRAKERILHT00000007727	A
g3048.t2	A	BRAKERILHT00000007681	A
g3049.t1	A	BRAKERILHT00000008403	A
g3050.t2	A	BRAKERILHT00000007676	A
g3051.t1	A	BRAKERILHT00000007767	A
g3052.t1	A	BRAKERILHT00000008472	A
g3053.t2	A	BRAKERILHT00000007377	A
g3055.t1	A	BRAKERILHT00000007834	A
g3056.t1	A	BRAKERILHT00000006680	A
g3057.t2	A	BRAKERILHT00000007136	A
g3059.t1	A	BRAKERILHT00000007143	A
g3062.t1	A	BRAKERILHT00000007764	A
g3064.t1	A	BRAKERILHT00000007016	A
g3065.t1	A	BRAKERILHT00000008072	A
g3066.t1	A	BRAKERILHT00000006861	A
g3067.t1	A	BRAKERILHT00000011558	A
g3071.t1	A	BRAKERILHT00000013189	A
g3085.t1	A	BRAKERILHT00000007940	A
g3086.t1	A	BRAKERILHT00000007174	A
g3087.t1	A	BRAKERILHT00000007711	A
g3090.t1	A	BRAKERILHT00000008275	A
g3091.t2	A	BRAKERILHT00000007562	A
g3092.t1	A	BRAKERILHT00000007814	A
g3116.t2	A	BRAKERILHT00000000060	A
g3119.t1	A	BRAKERILHT00000002988	A
g3123.t1	A	BRAKERILHT00000000341	A
g3124.t1	A	BRAKERILHT00000001806	A
g3126.t1	A	BRAKERILHT00000002076	A
g3128.t1	A	BRAKERILHT00000001596	A
g3129.t1	A	BRAKERILHT00000001002	A
g3130.t1	A	BRAKERILHT00000000390	A
g3131.t1	A	BRAKERILHT00000001422	A
g3133.t1	A	BRAKERILHT00000000821	A
g3134.t1	A	BRAKERILHT00000001198	A
g3135.t1	A	BRAKERILHT00000000560	A
g3136.t1	A	BRAKERILHT00000002108	A
g3138.t1	A	BRAKERILHT00000000044	A
g3139.t1	A	BRAKERILHT00000001742	A
g3140.t1	A	BRAKERILHT00000001264	A
g3141.t1	A	BRAKERILHT00000000786	A
g3142.t1	A	BRAKERILHT00000000284	A
g3144.t2	A	BRAKERILHT00000000654	A
g3145.t1	A	BRAKERILHT00000001523	A
g3146.t1	A	BRAKERILHT00000001057	A
g3147.t1	A	BRAKERILHT00000000222	A
g3149.t1	A	BRAKERILHT00000000884	A
g3150.t1	A	BRAKERILHT00000000144	A
g3152.t1	A	BRAKERILHT00000000839	A
g3153.t2	A	BRAKERILHT00000001236	A
g3154.t2	A	BRAKERILHT00000000629	A
g3155.t1	A	BRAKERILHT00000000286	A
g3156.t1	A	BRAKERILHT00000000684	A
g3157.t1	A	BRAKERILHT00000001644	A
g3159.t1	A	BRAKERILHT00000000719	A
g3160.t1	A	BRAKERILHT00000001327	A
g3161.t1	A	BRAKERILHT00000000675	A
g3163.t1	A	BRAKERILHT00000001869	A
g3164.t1	A	BRAKERILHT00000001485	A
g3167.t1	A	BRAKERILHT00000000796	A
g3168.t1	A	BRAKERILHT00000001108	A
g3169.t1	A	BRAKERILHT00000001727	A
g3179.t1	A	BRAKERILHT00000002019	A
g3180.t1	A	BRAKERILHT00000001738	A
g3181.t1	A	BRAKERILHT00000001979	A
g3182.t1	A	BRAKERILHT00000005109	A
g3184.t2	A	BRAKERILHT00000001277	A
g3187.t1	A	BRAKERILHT00000001147	A
g3188.t1	A	BRAKERILHT00000001009	A
g3194.t1	A	BRAKERILHT00000001038	A
g3195.t1	A	BRAKERILHT00000000777	A
g3196.t1	A	BRAKERILHT00000001241	A
g3197.t2	A	BRAKERILHT00000002157	A
g3214.t1	A	BRAKERILHT00000009109	A
g3216.t1	A	BRAKERILHT00000010271	A
g3218.t1	A	BRAKERILHT00000010404	A
g3219.t1	A	BRAKERILHT00000008900	A
g3220.t1	A	BRAKERILHT00000009317	A
g3222.t1	A	BRAKERILHT00000009507	A
g3224.t3	A	BRAKERILHT00000008659	A
g3231.t1	A	BRAKERILHT00000016703	A
g3241.t1	A	BRAKERILHT00000010101	A
g3244.t1	A	BRAKERILHT00000009174	A
g3253.t1	A	BRAKERILHT00000009714	A
g3258.t3	A	BRAKERILHT00000010148	A
g3259.t1	A	BRAKERILHT00000008511	A
g3260.t1	A	BRAKERILHT00000009023	A
g3261.t2	A	BRAKERILHT00000010327	A
g3262.t1	A	BRAKERILHT00000010376	A
g3263.t1	A	BRAKERILHT00000008717	A
g3265.t1	A	BRAKERILHT00000009100	A
g3266.t1	A	BRAKERILHT00000009572	A
g3267.t1	A	BRAKERILHT00000009494	A
g3269.t2	A	BRAKERILHT00000008876	A
g3272.t1	A	BRAKERILHT00000008869	A
g3273.t1	A	BRAKERILHT00000008848	A
g3276.t1	A	BRAKERILHT00000010402	A
g3278.t2	A	BRAKERILHT00000009834	A
g3279.t1	A	BRAKERILHT00000009140	A
g3284.t1	A	BRAKERILHT00000009615	A
g3285.t1	A	BRAKERILHT00000008884	A
g3286.t1	A	BRAKERILHT00000008596	A
g3304.t1	A	BRAKERILHT00000016721	A
g3305.t1	A	BRAKERILHT00000005285	A
g3306.t1	A	BRAKERILHT00000016125	A
g3307.t1	A	BRAKERILHT00000016277	A
g3308.t1	A	BRAKERILHT00000016567	A
g3309.t1	A	BRAKERILHT00000016175	A
g3310.t2	A	BRAKERILHT00000016862	A
g3311.t1	A	BRAKERILHT00000015777	A
g3312.t2	A	BRAKERILHT00000016250	A
g3315.t2	A	BRAKERILHT00000016558	A
g3316.t2	A	BRAKERILHT00000016412	A
g3317.t1	A	BRAKERILHT00000016323	A
g3318.t1	A	BRAKERILHT00000016805	A
g3319.t1	A	BRAKERILHT00000016899	A
g3320.t1	A	BRAKERILHT00000015967	A
g3321.t1	A	BRAKERILHT00000015841	A
g3322.t1	A	BRAKERILHT00000016983	A
g3323.t1	A	BRAKERILHT00000016759	A
g3324.t1	A	BRAKERILHT00000016604	A
g3325.t1	A	BRAKERILHT00000015675	A
g3326.t1	A	BRAKERILHT00000015818	A
g3327.t1	A	BRAKERILHT00000016472	A
g3328.t1	A	BRAKERILHT00000016798	A
g3329.t1	A	BRAKERILHT00000015705	A
g3331.t1	A	BRAKERILHT00000015694	A
g3333.t1	A	BRAKERILHT00000016030	A
g3334.t1	A	BRAKERILHT00000016790	A
g3335.t2	A	BRAKERILHT00000016352	A
g3336.t1	A	BRAKERILHT00000016962	A
g3337.t1	A	BRAKERILHT00000015955	A
g3338.t1	A	BRAKERILHT00000016162	A
g3339.t1	A	BRAKERILHT00000016405	A
g3340.t2	A	BRAKERILHT00000016793	A
g3341.t1	A	BRAKERILHT00000016445	A
g3342.t1	A	BRAKERILHT00000016653	A
g3343.t1	A	BRAKERILHT00000015689	A
g3344.t1	A	BRAKERILHT00000016577	A
g3345.t1	A	BRAKERILHT00000016777	A
g3346.t1	A	BRAKERILHT00000015693	A
g3348.t1	A	BRAKERILHT00000015985	A
g3349.t1	A	BRAKERILHT00000016920	A
g3350.t1	A	BRAKERILHT00000015847	A
g3351.t1	A	BRAKERILHT00000016744	A
g3352.t1	A	BRAKERILHT00000015680	A
g3353.t1	A	BRAKERILHT00000016108	A
g3355.t1	A	BRAKERILHT00000015753	A
g3359.t1	A	BRAKERILHT00000016372	A
g3362.t2	A	BRAKERILHT00000016031	A
g3364.t1	A	BRAKERILHT00000015815	A
g3365.t1	A	BRAKERILHT00000015783	A
g3366.t2	A	BRAKERILHT00000016767	A
g3367.t1	A	BRAKERILHT00000016837	A
g3368.t1	A	BRAKERILHT00000015838	A
g3369.t1	A	BRAKERILHT00000016433	A
g3370.t2	A	BRAKERILHT00000016520	A
g3371.t1	A	BRAKERILHT00000016326	A
g3372.t1	A	BRAKERILHT00000015709	A
g3373.t1	A	BRAKERILHT00000016080	A
g3374.t1	A	BRAKERILHT00000015749	A
g3375.t1	A	BRAKERILHT00000016545	A
g3376.t1	A	BRAKERILHT00000016414	A
g3377.t1	A	BRAKERILHT00000016024	A
g3378.t1	A	BRAKERILHT00000016747	A
g3379.t1	A	BRAKERILHT00000015677	A
g3380.t1	A	BRAKERILHT00000015975	A
g3381.t2	A	BRAKERILHT00000016356	A
g3382.t1	A	BRAKERILHT00000016919	A
g3384.t1	A	BRAKERILHT00000016871	A
g3386.t2	A	BRAKERILHT00000016384	A
g3387.t1	A	BRAKERILHT00000016779	A
g3388.t1	A	BRAKERILHT00000015840	A
g3390.t1	A	BRAKERILHT00000016137	A
g3391.t1	A	BRAKERILHT00000015987	A
g3392.t1	A	BRAKERILHT00000016918	A
g3393.t1	A	BRAKERILHT00000016694	A
g3395.t1	A	BRAKERILHT00000016754	A
g3396.t1	A	BRAKERILHT00000016454	A
g3397.t1	A	BRAKERILHT00000016512	A
g3398.t1	A	BRAKERILHT00000015927	A
g3399.t1	A	BRAKERILHT00000016698	A
g3400.t1	A	BRAKERILHT00000015669	A
g3401.t1	A	BRAKERILHT00000015957	A
g3402.t2	A	BRAKERILHT00000016124	A
g3403.t1	A	BRAKERILHT00000015949	A
g3404.t2	A	BRAKERILHT00000016901	A
g3405.t1	A	BRAKERILHT00000016166	A
g3406.t1	A	BRAKERILHT00000015868	A
g3407.t1	A	BRAKERILHT00000016243	A
g3408.t1	A	BRAKERILHT00000016415	A
g3409.t1	A	BRAKERILHT00000016045	A
g3410.t1	A	BRAKERILHT00000016066	A
g3411.t1	A	BRAKERILHT00000016575	A
g3412.t1	A	BRAKERILHT00000016392	A
g3413.t1	A	BRAKERILHT00000015792	A
g3414.t3	A	BRAKERILHT00000016226	A
g3415.t1	A	BRAKERILHT00000016853	A
g3416.t2	A	BRAKERILHT00000016149	A
g3417.t1	A	BRAKERILHT00000016535	A
g3418.t1	A	BRAKERILHT00000015919	A
g3419.t2	A	BRAKERILHT00000016975	A
g3420.t1	A	BRAKERILHT00000015685	A
g3421.t2	A	BRAKERILHT00000016081	A
g3422.t1	A	BRAKERILHT00000016585	A
g3424.t1	A	BRAKERILHT00000016803	A
g3425.t1	A	BRAKERILHT00000016503	A
g3426.t1	A	BRAKERILHT00000016888	A
g3427.t1	A	BRAKERILHT00000016054	A
g3429.t1	A	BRAKERILHT00000016735	A
g3430.t1	A	BRAKERILHT00000016954	A
g3431.t1	A	BRAKERILHT00000016796	A
g3432.t1	A	BRAKERILHT00000015827	A
g3433.t1	A	BRAKERILHT00000015828	A
g3434.t1	A	BRAKERILHT00000016516	A
g3435.t1	A	BRAKERILHT00000016087	A
g3438.t1	A	BRAKERILHT00000015707	A
g3439.t1	A	BRAKERILHT00000016730	A
g3440.t1	A	BRAKERILHT00000016330	A
g3441.t3	A	BRAKERILHT00000016101	A
g3442.t1	A	BRAKERILHT00000016942	A
g3443.t1	A	BRAKERILHT00000016494	A
g3444.t1	A	BRAKERILHT00000016622	A
g3445.t1	A	BRAKERILHT00000017468	X
g3446.t1	A	BRAKERILHT00000016768	A
g3453.t1	A	BRAKERILHT00000014218	A
g3454.t1	A	BRAKERILHT00000015396	A
g3455.t1	A	BRAKERILHT00000014145	A
g3456.t1	A	BRAKERILHT00000014947	A
g3459.t1	A	BRAKERILHT00000014945	A
g3460.t1	A	BRAKERILHT00000014186	A
g3466.t1	A	BRAKERILHT00000014562	A
g3467.t1	A	BRAKERILHT00000014818	A
g3470.t1	A	BRAKERILHT00000014384	A
g3471.t1	A	BRAKERILHT00000014688	A
g3477.t1	A	BRAKERILHT00000016268	A
g3482.t1	A	BRAKERILHT00000015330	A
g3483.t1	A	BRAKERILHT00000014989	A
g3485.t1	A	BRAKERILHT00000014314	A
g3497.t1	A	BRAKERILHT00000014716	A
g3498.t1	A	BRAKERILHT00000014904	A
g3499.t3	A	BRAKERILHT00000014623	A
g3501.t1	A	BRAKERILHT00000015178	A
g3502.t3	A	BRAKERILHT00000015587	A
g3503.t1	A	BRAKERILHT00000014164	A
g3504.t1	A	BRAKERILHT00000015487	A
g3506.t1	A	BRAKERILHT00000014303	A
g3509.t2	A	BRAKERILHT00000015272	A
g3510.t1	A	BRAKERILHT00000014253	A
g3514.t1	A	BRAKERILHT00000014607	A
g3515.t1	A	BRAKERILHT00000015575	A
g3518.t1	A	BRAKERILHT00000014530	A
g3519.t1	A	BRAKERILHT00000014692	A
g3521.t1	A	BRAKERILHT00000015033	A
g3522.t1	A	BRAKERILHT00000015413	A
g3523.t1	A	BRAKERILHT00000014160	A
g3524.t1	A	BRAKERILHT00000014531	A
g3525.t1	A	BRAKERILHT00000014864	A
g3526.t1	A	BRAKERILHT00000014445	A
g3527.t1	A	BRAKERILHT00000015524	A
g3528.t1	A	BRAKERILHT00000014889	A
g3530.t1	A	BRAKERILHT00000015577	A
g3531.t1	A	BRAKERILHT00000015219	A
g3535.t1	A	BRAKERILHT00000014969	A
g3536.t1	A	BRAKERILHT00000014317	A
g3537.t1	A	BRAKERILHT00000014108	A
g3538.t1	A	BRAKERILHT00000015262	A
g3539.t1	A	BRAKERILHT00000015190	A
g3540.t1	A	BRAKERILHT00000015244	A
g3542.t1	A	BRAKERILHT00000015347	A
g3545.t1	A	BRAKERILHT00000014305	A
g3547.t1	A	BRAKERILHT00000015560	A
g3548.t1	A	BRAKERILHT00000014746	A
g3551.t1	A	BRAKERILHT00000015379	A
g3558.t1	A	BRAKERILHT00000014150	A
g4869.t1	A	BRAKERILHT00000006488	A
g4870.t1	A	BRAKERILHT00000008205	A
g4871.t1	A	BRAKERILHT00000007664	A
g4872.t1	A	BRAKERILHT00000008321	A
g4873.t1	A	BRAKERILHT00000006858	A
g4874.t1	A	BRAKERILHT00000007439	A
g4875.t1	A	BRAKERILHT00000007574	A
g4876.t1	A	BRAKERILHT00000008088	A
g4877.t1	A	BRAKERILHT00000006661	A
g4878.t1	A	BRAKERILHT00000007196	A
g4879.t1	A	BRAKERILHT00000008476	A
g4880.t2	A	BRAKERILHT00000007086	A
g4881.t1	A	BRAKERILHT00000007473	A
g4882.t1	A	BRAKERILHT00000008171	A
g4883.t1	A	BRAKERILHT00000007306	A
g4885.t1	A	BRAKERILHT00000007072	A
g4886.t1	A	BRAKERILHT00000006526	A
g4887.t1	A	BRAKERILHT00000008442	A
g4888.t2	A	BRAKERILHT00000008241	A
g4889.t3	A	BRAKERILHT00000007808	A
g4891.t2	A	BRAKERILHT00000007462	A
g4894.t1	A	BRAKERILHT00000007491	A
g4896.t1	A	BRAKERILHT00000007164	A
g4898.t1	A	BRAKERILHT00000006921	A
g4899.t1	A	BRAKERILHT00000008252	A
g4900.t1	A	BRAKERILHT00000006499	A
g4901.t1	A	BRAKERILHT00000007050	A
g4902.t1	A	BRAKERILHT00000007552	A
g4903.t3	A	BRAKERILHT00000007314	A
g4904.t1	A	BRAKERILHT00000006599	A
g4905.t1	A	BRAKERILHT00000007011	A
g4906.t1	A	BRAKERILHT00000007703	A
g4907.t1	A	BRAKERILHT00000008144	A
g4908.t1	A	BRAKERILHT00000007218	A
g4909.t2	A	BRAKERILHT00000007920	A
g4910.t1	A	BRAKERILHT00000006807	A
g4911.t1	A	BRAKERILHT00000006811	A
g4912.t1	A	BRAKERILHT00000007340	A
g4913.t1	A	BRAKERILHT00000008145	A
g4915.t1	A	BRAKERILHT00000007800	A
g4916.t1	A	BRAKERILHT00000006638	A
g4917.t1	A	BRAKERILHT00000006767	A
g4918.t1	A	BRAKERILHT00000007219	A
g4919.t1	A	BRAKERILHT00000007895	A
g4920.t1	A	BRAKERILHT00000008456	A
g4921.t1	A	BRAKERILHT00000008215	A
g4922.t1	A	BRAKERILHT00000008390	A
g4923.t1	A	BRAKERILHT00000006991	A
g4925.t1	A	BRAKERILHT00000008297	A
g4926.t1	A	BRAKERILHT00000007203	A
g4927.t2	A	BRAKERILHT00000006662	A
g4928.t1	A	BRAKERILHT00000006666	A
g4929.t1	A	BRAKERILHT00000008094	A
g4930.t1	A	BRAKERILHT00000007520	A
g4931.t1	A	BRAKERILHT00000006860	A
g4932.t1	A	BRAKERILHT00000008311	A
g4933.t2	A	BRAKERILHT00000007850	A
g4934.t1	A	BRAKERILHT00000006596	A
g4935.t1	A	BRAKERILHT00000007897	A
g4936.t2	A	BRAKERILHT00000007280	A
g4937.t1	A	BRAKERILHT00000006544	A
g4938.t1	A	BRAKERILHT00000008186	A
g4939.t1	A	BRAKERILHT00000007629	A
g4940.t1	A	BRAKERILHT00000007041	A
g4941.t1	A	BRAKERILHT00000008394	A
g4942.t1	A	BRAKERILHT00000008012	A
g4947.t1	A	BRAKERILHT00000007285	A
g4948.t1	A	BRAKERILHT00000007860	A
g4951.t1	A	BRAKERILHT00000001949	A
g4952.t2	A	BRAKERILHT00000006725	A
g4953.t1	A	BRAKERILHT00000008260	A
g4954.t3	A	BRAKERILHT00000008046	A
g4955.t1	A	BRAKERILHT00000006609	A
g4956.t1	A	BRAKERILHT00000007447	A
g4958.t2	A	BRAKERILHT00000008378	A
g4959.t1	A	BRAKERILHT00000006840	A
g4960.t1	A	BRAKERILHT00000007930	A
g4961.t1	A	BRAKERILHT00000008246	A
g4962.t1	A	BRAKERILHT00000006895	A
g4963.t1	A	BRAKERILHT00000007576	A
g4964.t1	A	BRAKERILHT00000008103	A
g4976.t1	A	BRAKERILHT00000006588	A
g4977.t1	A	BRAKERILHT00000007904	A
g4978.t1	A	BRAKERILHT00000007445	A
g4979.t1	A	BRAKERILHT00000006882	A
g4980.t1	A	BRAKERILHT00000008368	A
g4981.t1	A	BRAKERILHT00000007793	A
g4982.t1	A	BRAKERILHT00000008063	A
g4983.t1	A	BRAKERILHT00000007498	A
g4984.t2	A	BRAKERILHT00000007551	A
g4985.t1	A	BRAKERILHT00000006979	A
g4987.t1	A	BRAKERILHT00000007185	A
g4988.t1	A	BRAKERILHT00000008284	A
g4989.t1	A	BRAKERILHT00000014221	A
g4990.t1	A	BRAKERILHT00000006625	A
g4991.t1	A	BRAKERILHT00000008061	A
g4992.t1	A	BRAKERILHT00000008268	A
g4993.t1	A	BRAKERILHT00000006736	A
g4994.t1	A	BRAKERILHT00000007289	A
g4995.t1	A	BRAKERILHT00000007861	A
g4996.t1	A	BRAKERILHT00000008431	A
g4997.t3	A	BRAKERILHT00000008008	A
g4998.t1	A	BRAKERILHT00000008233	A
g4999.t2	A	BRAKERILHT00000006799	A
g5000.t1	A	BRAKERILHT00000008245	A
g5004.t1	A	BRAKERILHT00000008408	A
g5005.t1	A	BRAKERILHT00000006592	A
g5006.t1	A	BRAKERILHT00000008153	A
g5009.t1	A	BRAKERILHT00000008257	A
g5011.t1	A	BRAKERILHT00000006794	A
g5013.t1	A	BRAKERILHT00000008137	A
g5014.t1	A	BRAKERILHT00000006988	A
g5015.t3	A	BRAKERILHT00000008410	A
g5016.t1	A	BRAKERILHT00000006717	A
g5018.t1	A	BRAKERILHT00000007839	A
g5019.t1	A	BRAKERILHT00000008226	A
g5021.t1	A	BRAKERILHT00000006531	A
g5022.t1	A	BRAKERILHT00000007335	A
g5023.t1	A	BRAKERILHT00000007916	A
g5024.t1	A	BRAKERILHT00000007759	A
g5026.t1	A	BRAKERILHT00000007126	A
g5027.t1	A	BRAKERILHT00000008331	A
g5028.t1	A	BRAKERILHT00000007707	A
g5029.t1	A	BRAKERILHT00000007939	A
g5030.t1	A	BRAKERILHT00000007848	A
g5032.t1	A	BRAKERILHT00000007683	A
g5033.t1	A	BRAKERILHT00000006843	A
g5035.t1	A	BRAKERILHT00000007686	A
g5036.t1	A	BRAKERILHT00000007986	A
g5039.t1	A	BRAKERILHT00000007020	A
g5040.t1	A	BRAKERILHT00000007607	A
g5041.t1	A	BRAKERILHT00000007627	A
g5042.t1	A	BRAKERILHT00000007061	A
g5044.t1	A	BRAKERILHT00000008222	A
g5045.t1	A	BRAKERILHT00000007668	A
g5048.t1	A	BRAKERILHT00000007292	A
g5049.t1	A	BRAKERILHT00000007369	A
g5050.t1	A	BRAKERILHT00000007856	A
g5051.t1	A	BRAKERILHT00000008336	A
g5052.t1	A	BRAKERILHT00000007063	A
g5053.t1	A	BRAKERILHT00000006548	A
g5054.t1	A	BRAKERILHT00000007110	A
g5055.t1	A	BRAKERILHT00000006719	A
g5056.t1	A	BRAKERILHT00000008353	A
g5057.t1	A	BRAKERILHT00000007763	A
g5058.t1	A	BRAKERILHT00000006893	A
g5059.t1	A	BRAKERILHT00000008357	A
g5060.t1	A	BRAKERILHT00000007482	A
g5061.t1	A	BRAKERILHT00000007478	A
g5062.t2	A	BRAKERILHT00000008069	A
g5063.t1	A	BRAKERILHT00000006636	A
g5064.t1	A	BRAKERILHT00000006897	A
g5065.t2	A	BRAKERILHT00000007406	A
g5066.t1	A	BRAKERILHT00000008179	A
g5067.t1	A	BRAKERILHT00000006728	A
g5068.t1	A	BRAKERILHT00000007130	A
g5070.t1	A	BRAKERILHT00000016722	A
g5071.t1	A	BRAKERILHT00000007722	A
g5072.t1	A	BRAKERILHT00000006626	A
g5073.t1	A	BRAKERILHT00000007175	A
g5074.t1	A	BRAKERILHT00000006622	A
g5075.t1	A	BRAKERILHT00000007706	A
g5076.t2	A	BRAKERILHT00000008107	A
g5077.t1	A	BRAKERILHT00000007404	A
g5078.t1	A	BRAKERILHT00000006851	A
