D_sublineata	chromosome	B_varius	chromosome
rna-XM_056787262.1	A	anno1.g7054.t1	A
rna-XM_056787260.1	A	anno1.g7056.t1	A
rna-XM_056787278.1	A	anno1.g1976.t1	A
rna-XM_056787698.1	A	anno1.g10680.t1	A
rna-XM_056787699.1	A	anno1.g516.t1	A
rna-XM_056786963.1	A	anno1.g515.t1	A
rna-XM_056787402.1	A	anno1.g1475.t1	A
rna-XM_056787407.1	A	anno1.g3086.t1	A
rna-XM_056787404.1	A	anno1.g3085.t1	A
rna-XM_056787318.1	A	anno1.g3084.t1	A
rna-XM_056787319.1	A	anno1.g2979.t1	A
rna-XM_056787322.1	A	anno1.g2981.t2	A
rna-XM_056787752.1	A	anno1.g2984.t1	A
rna-XM_056787718.1	A	anno1.g2983.t1	A
rna-XM_056787720.1	A	anno1.g7406.t1	A
rna-XM_056786914.1	A	anno1.g2982.t1	A
rna-XM_056787143.1	A	anno1.g2978.t1	A
rna-XM_056787145.1	A	anno1.g2976.t1	A
rna-XM_056787151.1	A	anno1.g3795.t2	A
rna-XM_056787152.1	A	anno1.g3918.t1	A
rna-XM_056787148.1	A	anno1.g3917.t1	A
rna-XM_056787160.1	A	anno1.g3680.t1	A
rna-XM_056787166.1	A	anno1.g3685.t1	A
rna-XM_056787153.1	A	anno1.g3087.t1	A
rna-XM_056787164.1	A	anno1.g5179.t1	A
rna-XM_056787154.1	A	anno1.g1202.t1	A
rna-XM_056787159.1	A	anno1.g6690.t1	A
rna-XM_056787157.1	A	anno1.g5180.t1	A
rna-XM_056787168.1	A	anno1.g5178.t1	A
rna-XM_056787180.1	A	anno1.g5103.t1	A
rna-XM_056787170.1	A	anno1.g5105.t1	A
rna-XM_056787188.1	A	anno1.g5102.t1	A
rna-XM_056787183.1	A	anno1.g5101.t3	A
rna-XM_056787192.1	A	anno1.g5100.t1	A
rna-XM_056787193.1	A	anno1.g5096.t1	A
rna-XM_056787879.1	A	anno1.g5117.t2	A
rna-XM_056787197.1	A	anno1.g7010.t1	A
rna-XM_056787194.1	A	anno1.g7011.t2	A
rna-XM_056787196.1	A	anno1.g7009.t1	A
rna-XM_056787199.1	A	anno1.g7561.t2	A
rna-XM_056787205.1	A	anno1.g7008.t1	A
rna-XM_056787206.1	A	anno1.g7012.t1	A
rna-XM_056787202.1	A	anno1.g7015.t1	A
rna-XM_056787209.1	A	anno1.g3270.t1	A
rna-XM_056787204.1	A	anno1.g3089.t1	A
rna-XM_056787210.1	A	anno1.g5073.t1	A
rna-XM_056787208.1	A	anno1.g5072.t1	A
rna-XM_056787212.1	A	anno1.g3215.t1	A
rna-XM_056787217.1	A	anno1.g3093.t1	A
rna-XM_056787211.1	A	anno1.g3092.t1	A
rna-XM_056787218.1	A	anno1.g11888.t1	X
rna-XM_056787219.1	A	anno1.g3091.t1	A
rna-XM_056787223.1	A	anno1.g5074.t1	A
rna-XM_056787225.1	A	anno1.g5628.t1	A
rna-XM_056787226.1	A	anno1.g5113.t1	A
rna-XM_056787229.1	A	anno1.g3944.t1	A
rna-XM_056787228.1	A	anno1.g5629.t1	A
rna-XM_056787231.1	A	anno1.g5114.t1	A
rna-XM_056787232.1	A	anno1.g3676.t1	A
rna-XM_056787234.1	A	anno1.g3678.t1	A
rna-XM_056787233.1	A	anno1.g3677.t1	A
rna-XM_056787237.1	A	anno1.g7057.t1	A
rna-XM_056787239.1	A	anno1.g7058.t1	A
rna-XM_056787242.1	A	anno1.g7060.t1	A
rna-XM_056787243.1	A	anno1.g7061.t1	A
rna-XM_056787251.1	A	anno1.g6918.t1	A
rna-XM_056787253.1	A	anno1.g6916.t1	A
rna-XM_056787254.1	A	anno1.g6915.t1	A
rna-XM_056787248.1	A	anno1.g6914.t2	A
rna-XM_056787702.1	A	anno1.g3684.t1	A
rna-XM_056786989.1	A	anno1.g7596.t1	A
rna-XM_056787079.1	A	anno1.g7595.t1	A
rna-XM_056787077.1	A	anno1.g3930.t1	A
rna-XM_056787669.1	A	anno1.g9815.t1	A
rna-XM_056787749.1	A	anno1.g8721.t1	A
rna-XM_056788138.1	A	anno1.g8260.t1	A
rna-XM_056788143.1	A	anno1.g8261.t1	A
rna-XM_056788139.1	A	anno1.g8730.t1	A
rna-XM_056788116.1	A	anno1.g8406.t2	A
rna-XM_056788122.1	A	anno1.g2928.t3	A
rna-XM_056788144.1	A	anno1.g8244.t1	A
rna-XM_056788147.1	A	anno1.g1189.t1	A
rna-XM_056787717.1	A	anno1.g7024.t1	A
rna-XM_056787880.1	A	anno1.g8429.t2	A
rna-XM_056786988.1	A	anno1.g11268.t1	A
rna-XM_056786986.1	A	anno1.g2847.t1	A
rna-XM_056787388.1	A	anno1.g2848.t1	A
rna-XM_056787573.1	A	anno1.g2855.t1	A
rna-XM_056787594.1	A	anno1.g3969.t1	A
rna-XM_056787592.1	A	anno1.g3996.t1	A
rna-XM_056787663.1	A	anno1.g4980.t1	A
rna-XM_056786964.1	A	anno1.g9895.t1	A
rna-XM_056786923.1	A	anno1.g977.t1	A
rna-XM_056786924.1	A	anno1.g8182.t2	A
rna-XM_056788161.1	A	anno1.g1683.t1	A
rna-XM_056788163.1	A	anno1.g3159.t1	A
rna-XM_056788164.1	A	anno1.g8884.t2	A
rna-XM_056788165.1	A	anno1.g5182.t1	A
rna-XM_056788168.1	A	anno1.g9710.t1	A
rna-XM_056788167.1	A	anno1.g6236.t1	A
rna-XM_056787976.1	A	anno1.g7544.t2	A
rna-XM_056787978.1	A	anno1.g7543.t1	A
rna-XM_056787979.1	A	anno1.g6952.t1	A
rna-XM_056787980.1	A	anno1.g6097.t1	A
rna-XM_056787611.1	A	anno1.g6103.t1	A
rna-XM_056788044.1	A	anno1.g6488.t1	A
rna-XM_056788041.1	A	anno1.g10607.t1	A
rna-XM_056787548.1	A	anno1.g6705.t1	A
rna-XM_056787549.1	A	anno1.g6563.t1	A
rna-XM_056787736.1	A	anno1.g8844.t1	A
rna-XM_056787335.1	A	anno1.g8845.t1	A
rna-XM_056786833.1	A	anno1.g10209.t1	A
rna-XM_056786832.1	A	anno1.g6497.t1	A
rna-XM_056787643.1	A	anno1.g8104.t1	A
rna-XM_056787341.1	A	anno1.g3478.t1	A
rna-XM_056787822.1	A	anno1.g8389.t1	A
rna-XM_056787602.1	A	anno1.g11221.t1	A
rna-XM_056787681.1	A	anno1.g3527.t1	A
rna-XM_056787140.1	A	anno1.g3654.t1	A
rna-XM_056787139.1	A	anno1.g7752.t1	A
rna-XM_056787269.1	A	anno1.g3972.t1	A
rna-XM_056787085.1	A	anno1.g1060.t1	A
rna-XM_056788086.1	A	anno1.g10241.t1	A
rna-XM_056788087.1	A	anno1.g10240.t1	A
rna-XM_056788088.1	A	anno1.g2540.t1	A
rna-XM_056788090.1	A	anno1.g12034.t1	X
rna-XM_056787785.1	A	anno1.g2541.t1	A
rna-XM_056787627.1	A	anno1.g2606.t1	A
rna-XM_056787626.1	A	anno1.g5829.t1	A
rna-XM_056787630.1	A	anno1.g2545.t1	A
rna-XM_056787629.1	A	anno1.g2546.t1	A
rna-XM_056787634.1	A	anno1.g2542.t1	A
rna-XM_056787636.1	A	anno1.g2543.t1	A
rna-XM_056787639.1	A	anno1.g3698.t1	A
rna-XM_056787886.1	A	anno1.g8890.t1	A
rna-XM_056788083.1	A	anno1.g8021.t2	A
rna-XM_056788081.1	A	anno1.g8193.t1	A
rna-XM_056788085.1	A	anno1.g8194.t2	A
rna-XM_056787680.1	A	anno1.g8195.t1	A
rna-XM_056787677.1	A	anno1.g11298.t1	A
rna-XM_056787675.1	A	anno1.g4381.t1	A
rna-XM_056787382.1	A	anno1.g10623.t1	A
rna-XM_056787395.1	A	anno1.g2535.t2	A
rna-XM_056787394.1	A	anno1.g11263.t1	A
rna-XM_056787392.1	A	anno1.g5684.t1	A
rna-XM_056787393.1	A	anno1.g10014.t1	A
rna-XM_056787396.1	A	anno1.g9405.t1	A
rna-XM_056787760.1	A	anno1.g11244.t2	A
rna-XM_056787761.1	A	anno1.g1181.t1	A
rna-XM_056787564.1	A	anno1.g1814.t1	A
rna-XM_056787413.1	A	anno1.g5813.t2	A
rna-XM_056787416.1	A	anno1.g5814.t1	A
rna-XM_056787418.1	A	anno1.g5815.t1	A
rna-XM_056787420.1	A	anno1.g5818.t1	A
rna-XM_056787426.1	A	anno1.g1444.t1	A
rna-XM_056787424.1	A	anno1.g5819.t1	A
rna-XM_056787428.1	A	anno1.g9343.t1	A
rna-XM_056787431.1	A	anno1.g2869.t1	A
rna-XM_056787430.1	A	anno1.g9548.t1	A
rna-XM_056787434.1	A	anno1.g4152.t1	A
rna-XM_056787433.1	A	anno1.g1179.t1	A
rna-XM_056787435.1	A	anno1.g6862.t1	A
rna-XM_056787439.1	A	anno1.g974.t1	A
rna-XM_056787443.1	A	anno1.g618.t1	A
rna-XM_056787305.1	A	anno1.g7697.t1	A
rna-XM_056787308.1	A	anno1.g3798.t1	A
rna-XM_056786965.1	A	anno1.g591.t1	A
rna-XM_056787737.1	A	anno1.g7540.t1	A
rna-XM_056787746.1	A	anno1.g9869.t1	A
rna-XM_056787779.1	A	anno1.g7629.t1	A
rna-XM_056787889.1	A	anno1.g10336.t1	A
rna-XM_056787733.1	A	anno1.g741.t1	A
rna-XM_056787553.1	A	anno1.g3819.t1	A
rna-XM_056787557.1	A	anno1.g9320.t1	A
rna-XM_056787284.1	A	anno1.g7188.t3	A
rna-XM_056787279.1	A	anno1.g7370.t1	A
rna-XM_056787286.1	A	anno1.g11064.t4	A
rna-XM_056787289.1	A	anno1.g7921.t1	A
rna-XM_056787297.1	A	anno1.g3962.t1	A
rna-XM_056787298.1	A	anno1.g4900.t1	A
rna-XM_056787036.1	A	anno1.g9727.t2	A
rna-XM_056787537.1	A	anno1.g2242.t1	A
rna-XM_056787538.1	A	anno1.g5733.t2	A
rna-XM_056787539.1	A	anno1.g5732.t1	A
rna-XM_056787691.1	A	anno1.g2124.t1	A
rna-XM_056787692.1	A	anno1.g2125.t1	A
rna-XM_056787725.1	A	anno1.g2759.t1	A
rna-XM_056787729.1	A	anno1.g3986.t1	A
rna-XM_056787782.1	A	anno1.g7986.t1	A
rna-XM_056787014.1	A	anno1.g882.t1	A
rna-XM_056788011.1	A	anno1.g10057.t1	A
rna-XM_056787824.1	A	anno1.g6456.t1	A
rna-XM_056786834.1	A	anno1.g3245.t1	A
rna-XM_056787890.1	A	anno1.g4186.t3	A
rna-XM_056788045.1	A	anno1.g3979.t1	A
rna-XM_056787891.1	A	anno1.g888.t1	A
rna-XM_056787040.1	A	anno1.g2708.t1	A
rna-XM_056787655.1	A	anno1.g10555.t1	A
rna-XM_056787657.1	A	anno1.g881.t1	A
rna-XM_056786941.1	A	anno1.g8840.t1	A
rna-XM_056786942.1	A	anno1.g2093.t1	A
rna-XM_056786944.1	A	anno1.g2115.t1	A
rna-XM_056786918.1	A	anno1.g3257.t1	A
rna-XM_056787043.1	A	anno1.g945.t1	A
rna-XM_056787046.1	A	anno1.g2094.t1	A
rna-XM_056787050.1	A	anno1.g10939.t1	A
rna-XM_056787054.1	A	anno1.g10533.t1	A
rna-XM_056787060.1	A	anno1.g9235.t1	A
rna-XM_056787064.1	A	anno1.g6357.t1	A
rna-XM_056787067.1	A	anno1.g6358.t1	A
rna-XM_056787070.1	A	anno1.g34.t1	A
rna-XM_056787072.1	A	anno1.g8333.t1	A
rna-XM_056787258.1	A	anno1.g3298.t1	A
rna-XM_056786933.1	A	anno1.g7479.t1	A
rna-XM_056786930.1	A	anno1.g4554.t1	A
rna-XM_056787118.1	A	anno1.g3904.t1	A
rna-XM_056787534.1	A	anno1.g7851.t1	A
rna-XM_056787897.1	A	anno1.g4932.t1	A
rna-XM_056787299.1	A	anno1.g1736.t1	A
rna-XM_056787570.1	A	anno1.g7794.t2	A
rna-XM_056787605.1	A	anno1.g1271.t1	A
rna-XM_056787604.1	A	anno1.g1270.t1	A
rna-XM_056787603.1	A	anno1.g7808.t1	A
rna-XM_056787606.1	A	anno1.g7807.t1	A
rna-XM_056787566.1	A	anno1.g4692.t1	A
rna-XM_056788160.1	A	anno1.g1737.t1	A
rna-XM_056788158.1	A	anno1.g7715.t1	A
rna-XM_056787124.1	A	anno1.g4930.t1	A
rna-XM_056787791.1	A	anno1.g1027.t1	A
rna-XM_056787790.1	A	anno1.g6691.t1	A
rna-XM_056787778.1	A	anno1.g5562.t1	A
rna-XM_056786925.1	A	anno1.g7850.t1	A
rna-XM_056786926.1	A	anno1.g8971.t1	A
rna-XM_056787015.1	A	anno1.g1274.t1	A
rna-XM_056787676.1	A	anno1.g8054.t1	A
rna-XM_056787899.1	A	anno1.g4275.t1	A
rna-XM_056788070.1	A	anno1.g9395.t1	A
rna-XM_056787568.1	A	anno1.g8066.t1	A
rna-XM_056786991.1	A	anno1.g1355.t1	A
rna-XM_056787350.1	A	anno1.g1276.t1	A
rna-XM_056787836.1	A	anno1.g1280.t1	A
rna-XM_056787839.1	A	anno1.g1268.t2	A
rna-XM_056787905.1	A	anno1.g1266.t1	A
rna-XM_056787025.1	A	anno1.g1265.t1	A
rna-XM_056787026.1	A	anno1.g1874.t1	A
rna-XM_056787028.1	A	anno1.g6936.t2	A
rna-XM_056787031.1	A	anno1.g6935.t1	A
rna-XM_056787033.1	A	anno1.g6934.t1	A
rna-XM_056787608.1	A	anno1.g7933.t1	A
rna-XM_056788157.1	A	anno1.g7924.t1	A
rna-XM_056788040.1	A	anno1.g3903.t1	A
rna-XM_056788032.1	A	anno1.g8447.t1	A
rna-XM_056787621.1	A	anno1.g8439.t1	A
rna-XM_056787410.1	A	anno1.g10429.t1	A
rna-XM_056787357.1	A	anno1.g3797.t1	A
rna-XM_056787614.1	A	anno1.g7919.t1	A
rna-XM_056787747.1	A	anno1.g5979.t1	A
rna-XM_056788075.1	A	anno1.g3855.t1	A
rna-XM_056788074.1	A	anno1.g3853.t1	A
rna-XM_056787391.1	A	anno1.g8022.t1	A
rna-XM_056787389.1	A	anno1.g8616.t2	A
rna-XM_056787700.1	A	anno1.g8615.t1	A
rna-XM_056787771.1	A	anno1.g10251.t1	A
rna-XM_056787399.1	A	anno1.g8085.t1	A
rna-XM_056787086.1	A	anno1.g3278.t1	A
rna-XM_056787096.1	A	anno1.g11120.t2	A
rna-XM_056787743.1	A	anno1.g3283.t1	A
rna-XM_056787641.1	A	anno1.g9863.t1	A
rna-XM_056787741.1	A	anno1.g921.t1	A
rna-XM_056787496.1	A	anno1.g3334.t1	A
rna-XM_056787509.1	A	anno1.g3331.t1	A
rna-XM_056787502.1	A	anno1.g3333.t1	A
rna-XM_056787667.1	A	anno1.g3588.t1	A
rna-XM_056787668.1	A	anno1.g10583.t1	A
rna-XM_056786962.1	A	anno1.g10602.t1	A
rna-XM_056786948.1	A	anno1.g10603.t2	A
rna-XM_056788001.1	A	anno1.g6829.t2	A
rna-XM_056788003.1	A	anno1.g5318.t1	A
rna-XM_056788013.1	A	anno1.g7225.t1	A
rna-XM_056788015.1	A	anno1.g7224.t1	A
rna-XM_056788017.1	A	anno1.g7222.t1	A
rna-XM_056788014.1	A	anno1.g9063.t1	A
rna-XM_056786921.1	A	anno1.g4239.t2	A
rna-XM_056787750.1	A	anno1.g1472.t1	A
rna-XM_056787751.1	A	anno1.g1453.t1	A
rna-XM_056787412.1	A	anno1.g9199.t1	A
rna-XM_056787325.1	A	anno1.g9197.t1	A
rna-XM_056787328.1	A	anno1.g1459.t1	A
rna-XM_056787670.1	A	anno1.g9196.t1	A
rna-XM_056788148.1	A	anno1.g9631.t2	A
rna-XM_056788149.1	A	anno1.g11313.t1	A
rna-XM_056787911.1	A	anno1.g11316.t1	A
rna-XM_056787784.1	A	anno1.g11315.t1	A
rna-XM_056787314.1	A	anno1.g605.t1	A
rna-XM_056787310.1	A	anno1.g8337.t2	A
rna-XM_056787316.1	A	anno1.g9345.t1	A
rna-XM_056787781.1	A	anno1.g8251.t1	A
rna-XM_056788025.1	A	anno1.g7762.t1	A
rna-XM_056788029.1	A	anno1.g7749.t4	A
rna-XM_056788030.1	A	anno1.g116.t1	A
rna-XM_056788027.1	A	anno1.g2411.t2	A
rna-XM_056787490.1	A	anno1.g890.t1	A
rna-XM_056787532.1	A	anno1.g5552.t1	A
rna-XM_056787533.1	A	anno1.g10274.t1	A
rna-XM_056788114.1	A	anno1.g8418.t1	A
rna-XM_056788115.1	A	anno1.g8419.t1	A
rna-XM_056787581.1	A	anno1.g664.t1	A
rna-XM_056787583.1	A	anno1.g825.t1	A
rna-XM_056787917.1	A	anno1.g828.t1	A
rna-XM_056787584.1	A	anno1.g7118.t1	A
rna-XM_056787558.1	A	anno1.g7103.t1	A
rna-XM_056787804.1	A	anno1.g7106.t1	A
rna-XM_056787802.1	A	anno1.g7109.t1	A
rna-XM_056787803.1	A	anno1.g6863.t1	A
rna-XM_056787806.1	A	anno1.g3335.t1	A
rna-XM_056787809.1	A	anno1.g3296.t1	A
rna-XM_056787918.1	A	anno1.g3297.t1	A
rna-XM_056788071.1	A	anno1.g4655.t1	A
rna-XM_056788072.1	A	anno1.g4609.t1	A
rna-XM_056786936.1	A	anno1.g6851.t1	A
rna-XM_056786937.1	A	anno1.g4658.t1	A
rna-XM_056786938.1	A	anno1.g4656.t1	A
rna-XM_056787478.1	A	anno1.g5495.t1	A
rna-XM_056786895.1	A	anno1.g5500.t1	A
rna-XM_056786896.1	A	anno1.g5501.t1	A
rna-XM_056786892.1	A	anno1.g5496.t3	A
rna-XM_056786899.1	A	anno1.g8464.t2	A
rna-XM_056786902.1	A	anno1.g8242.t1	A
rna-XM_056786904.1	A	anno1.g8243.t1	A
rna-XM_056786905.1	A	anno1.g8241.t1	A
rna-XM_056786906.1	A	anno1.g8238.t1	A
rna-XM_056786909.1	A	anno1.g12159.t1	X
rna-XM_056786911.1	A	anno1.g1554.t1	A
rna-XM_056786912.1	A	anno1.g1553.t1	A
rna-XM_056787926.1	A	anno1.g5363.t2	A
rna-XM_056787935.1	A	anno1.g9219.t1	A
rna-XM_056787920.1	A	anno1.g6619.t1	A
rna-XM_056787933.1	A	anno1.g6615.t2	A
rna-XM_056787928.1	A	anno1.g6766.t1	A
rna-XM_056787942.1	A	anno1.g8912.t1	A
rna-XM_056787943.1	A	anno1.g9367.t1	A
rna-XM_056787936.1	A	anno1.g10485.t1	A
rna-XM_056787929.1	A	anno1.g5522.t1	A
rna-XM_056788108.1	A	anno1.g1619.t1	A
rna-XM_056787766.1	A	anno1.g5978.t1	A
rna-XM_056787947.1	A	anno1.g5517.t1	A
rna-XM_056787959.1	A	anno1.g5916.t1	A
rna-XM_056787830.1	A	anno1.g9798.t1	A
rna-XM_056787445.1	A	anno1.g5026.t1	A
rna-XM_056786846.1	A	anno1.g11525.t1	X
rna-XM_056788111.1	A	anno1.g10605.t1	A
rna-XM_056789001.1	A	anno1.g7673.t1	A
rna-XM_056789004.1	A	anno1.g7652.t1	A
rna-XM_056788252.1	A	anno1.g7653.t1	A
rna-XM_056788271.1	A	anno1.g7654.t1	A
rna-XM_056788765.1	A	anno1.g833.t1	A
rna-XM_056788256.1	A	anno1.g10347.t3	A
rna-XM_056788268.1	A	anno1.g9254.t2	A
rna-XM_056788265.1	A	anno1.g10348.t2	A
rna-XM_056788545.1	A	anno1.g7642.t1	A
rna-XM_056788356.1	A	anno1.g5461.t1	A
rna-XM_056788500.1	A	anno1.g374.t1	A
rna-XM_056788767.1	A	anno1.g8065.t1	A
rna-XM_056788330.1	A	anno1.g6418.t1	A
rna-XM_056788508.1	A	anno1.g6420.t1	A
rna-XM_056788768.1	A	anno1.g6421.t1	A
rna-XM_056788344.1	A	anno1.g6422.t1	A
rna-XM_056788399.1	A	anno1.g421.t1	A
rna-XM_056788403.1	A	anno1.g420.t1	A
rna-XM_056788360.1	A	anno1.g419.t1	A
rna-XM_056788362.1	A	anno1.g423.t3	A
rna-XM_056788389.1	A	anno1.g386.t1	A
rna-XM_056788395.1	A	anno1.g4971.t1	A
rna-XM_056788499.1	A	anno1.g4979.t1	A
rna-XM_056788589.1	A	anno1.g5006.t2	A
rna-XM_056788664.1	A	anno1.g4212.t1	A
rna-XM_056788677.1	A	anno1.g9371.t1	A
rna-XM_056788678.1	A	anno1.g10679.t1	A
rna-XM_056788680.1	A	anno1.g10373.t3	A
rna-XM_056788681.1	A	anno1.g7928.t1	A
rna-XM_056788299.1	A	anno1.g10435.t1	A
rna-XM_056788674.1	A	anno1.g7929.t1	A
rna-XM_056788381.1	A	anno1.g7931.t1	A
rna-XM_056788297.1	A	anno1.g10433.t1	A
rna-XM_056788667.1	A	anno1.g7932.t1	A
rna-XM_056788411.1	A	anno1.g8348.t2	A
rna-XM_056788869.1	A	anno1.g795.t1	A
rna-XM_056788871.1	A	anno1.g3937.t1	A
rna-XM_056788861.1	A	anno1.g7097.t1	A
rna-XM_056788872.1	A	anno1.g7229.t1	A
rna-XM_056788874.1	A	anno1.g7228.t2	A
rna-XM_056788876.1	A	anno1.g4690.t1	A
rna-XM_056788873.1	A	anno1.g10641.t1	A
rna-XM_056788407.1	A	anno1.g10642.t1	A
rna-XM_056788410.1	A	anno1.g10643.t1	A
rna-XM_056788675.1	A	anno1.g10595.t1	A
rna-XM_056788338.1	A	anno1.g6931.t1	A
rna-XM_056788353.1	A	anno1.g10482.t1	A
rna-XM_056789000.1	A	anno1.g9729.t1	A
rna-XM_056788296.1	A	anno1.g2154.t1	A
rna-XM_056788328.1	A	anno1.g760.t1	A
rna-XM_056788897.1	A	anno1.g8737.t1	A
rna-XM_056788898.1	A	anno1.g7927.t1	A
rna-XM_056788899.1	A	anno1.g4722.t1	A
rna-XM_056788350.1	A	anno1.g3615.t2	A
rna-XM_056789006.1	A	anno1.g1815.t1	A
rna-XM_056789008.1	A	anno1.g8198.t1	A
rna-XM_056789009.1	A	anno1.g1875.t1	A
rna-XM_056788306.1	A	anno1.g1301.t1	A
rna-XM_056788826.1	A	anno1.g1812.t1	A
rna-XM_056788823.1	A	anno1.g5654.t1	A
rna-XM_056788831.1	A	anno1.g1893.t1	A
rna-XM_056788830.1	A	anno1.g1885.t1	A
rna-XM_056788833.1	A	anno1.g6460.t1	A
rna-XM_056788827.1	A	anno1.g1313.t1	A
rna-XM_056788303.1	A	anno1.g546.t1	A
rna-XM_056788302.1	A	anno1.g545.t1	A
rna-XM_056788556.1	A	anno1.g7186.t1	A
rna-XM_056788725.1	A	anno1.g7187.t2	A
rna-XM_056788724.1	A	anno1.g1191.t1	A
rna-XM_056788726.1	A	anno1.g1192.t1	A
rna-XM_056788732.1	A	anno1.g1356.t1	A
rna-XM_056788844.1	A	anno1.g1883.t2	A
rna-XM_056788854.1	A	anno1.g6192.t1	A
rna-XM_056788851.1	A	anno1.g7143.t1	A
rna-XM_056788856.1	A	anno1.g6886.t1	A
rna-XM_056788770.1	A	anno1.g6193.t1	A
rna-XM_056788341.1	A	anno1.g10352.t1	A
rna-XM_056788340.1	A	anno1.g8568.t1	A
rna-XM_056788685.1	A	anno1.g427.t1	A
rna-XM_056788370.1	A	anno1.g5454.t1	A
rna-XM_056788744.1	A	anno1.g5452.t1	A
rna-XM_056788743.1	A	anno1.g5226.t2	A
rna-XM_056788735.1	A	anno1.g494.t2	A
rna-XM_056788741.1	A	anno1.g495.t1	A
rna-XM_056788736.1	A	anno1.g5796.t1	A
rna-XM_056788745.1	A	anno1.g5398.t1	A
rna-XM_056788738.1	A	anno1.g8219.t1	A
rna-XM_056788333.1	A	anno1.g2251.t1	A
rna-XM_056788749.1	A	anno1.g5755.t1	A
rna-XM_056788759.1	A	anno1.g5756.t1	A
rna-XM_056788694.1	A	anno1.g2254.t1	A
rna-XM_056788687.1	A	anno1.g2253.t1	A
rna-XM_056788703.1	A	anno1.g7750.t1	A
rna-XM_056788695.1	A	anno1.g2252.t2	A
rna-XM_056788699.1	A	anno1.g2520.t1	A
rna-XM_056788706.1	A	anno1.g2248.t1	A
rna-XM_056789010.1	A	anno1.g2247.t1	A
rna-XM_056789012.1	A	anno1.g1335.t1	A
rna-XM_056788891.1	A	anno1.g2013.t2	A
rna-XM_056788895.1	A	anno1.g1339.t1	A
rna-XM_056788185.1	A	anno1.g2014.t2	A
rna-XM_056788194.1	A	anno1.g1348.t1	A
rna-XM_056788858.1	A	anno1.g1349.t2	A
rna-XM_056788314.1	A	anno1.g1961.t3	A
rna-XM_056788183.1	A	anno1.g8526.t1	A
rna-XM_056788772.1	A	anno1.g7014.t1	A
rna-XM_056788553.1	A	anno1.g385.t2	A
rna-XM_056788913.1	A	anno1.g7168.t1	A
rna-XM_056788396.1	A	anno1.g7169.t1	A
rna-XM_056788397.1	A	anno1.g8847.t1	A
rna-XM_056788327.1	A	anno1.g8848.t1	A
rna-XM_056789021.1	A	anno1.g422.t1	A
rna-XM_056789015.1	A	anno1.g418.t1	A
rna-XM_056789022.1	A	anno1.g1895.t1	A
rna-XM_056789013.1	A	anno1.g1894.t1	A
rna-XM_056788775.1	A	anno1.g1890.t1	A
rna-XM_056788924.1	A	anno1.g1888.t2	A
rna-XM_056788937.1	A	anno1.g1887.t1	A
rna-XM_056788949.1	A	anno1.g1973.t1	A
rna-XM_056788599.1	A	anno1.g4943.t1	A
rna-XM_056788596.1	A	anno1.g4862.t1	A
rna-XM_056788594.1	A	anno1.g4863.t2	A
rna-XM_056788600.1	A	anno1.g4861.t1	A
rna-XM_056788601.1	A	anno1.g4866.t1	A
rna-XM_056788603.1	A	anno1.g4946.t1	A
rna-XM_056788604.1	A	anno1.g7016.t1	A
rna-XM_056788608.1	A	anno1.g4947.t1	A
rna-XM_056788612.1	A	anno1.g5489.t1	A
rna-XM_056788613.1	A	anno1.g5776.t2	A
rna-XM_056788615.1	A	anno1.g5772.t1	A
rna-XM_056788617.1	A	anno1.g5739.t1	A
rna-XM_056788619.1	A	anno1.g6938.t1	A
rna-XM_056788621.1	A	anno1.g5737.t1	A
rna-XM_056788620.1	A	anno1.g5464.t1	A
rna-XM_056788626.1	A	anno1.g1578.t1	A
rna-XM_056788777.1	A	anno1.g1597.t1	A
rna-XM_056788627.1	A	anno1.g1593.t1	A
rna-XM_056788781.1	A	anno1.g1592.t1	A
rna-XM_056788628.1	A	anno1.g1591.t1	A
rna-XM_056788634.1	A	anno1.g1590.t1	A
rna-XM_056788635.1	A	anno1.g1589.t1	A
rna-XM_056788782.1	A	anno1.g1581.t1	A
rna-XM_056788637.1	A	anno1.g1579.t1	A
rna-XM_056788638.1	A	anno1.g1598.t1	A
rna-XM_056788644.1	A	anno1.g8192.t1	A
rna-XM_056788647.1	A	anno1.g8191.t1	A
rna-XM_056788646.1	A	anno1.g1535.t1	A
rna-XM_056788648.1	A	anno1.g1536.t1	A
rna-XM_056788651.1	A	anno1.g2387.t1	A
rna-XM_056788650.1	A	anno1.g7771.t1	A
rna-XM_056788652.1	A	anno1.g2388.t1	A
rna-XM_056788653.1	A	anno1.g8619.t1	A
rna-XM_056788655.1	A	anno1.g8458.t1	A
rna-XM_056788785.1	A	anno1.g8340.t1	A
rna-XM_056788656.1	A	anno1.g8342.t1	A
rna-XM_056788660.1	A	anno1.g8694.t1	A
rna-XM_056788684.1	A	anno1.g8695.t1	A
rna-XM_056788796.1	A	anno1.g8693.t1	A
rna-XM_056788557.1	A	anno1.g8692.t1	A
rna-XM_056788662.1	A	anno1.g8691.t1	A
rna-XM_056788420.1	A	anno1.g2458.t1	A
rna-XM_056788423.1	A	anno1.g6968.t1	A
rna-XM_056788414.1	A	anno1.g7296.t1	A
rna-XM_056788424.1	A	anno1.g6966.t1	A
rna-XM_056788425.1	A	anno1.g6967.t1	A
rna-XM_056788427.1	A	anno1.g2075.t1	A
rna-XM_056788433.1	A	anno1.g8882.t1	A
rna-XM_056788435.1	A	anno1.g8881.t1	A
