D_sublineata	chromosome	A_obtectus	chromosome
rna-XM_056787516.1	A	anno1.g11250.t2	A
rna-XM_056787265.1	A	anno1.g14151.t1	A
rna-XM_056787701.1	A	anno1.g10869.t1	A
rna-XM_056787000.1	A	anno1.g10866.t1	A
rna-XM_056787862.1	A	anno1.g7405.t1	A
rna-XM_056787277.1	A	anno1.g7404.t1	A
rna-XM_056787850.1	A	anno1.g7403.t1	A
rna-XM_056787832.1	A	anno1.g7401.t1	A
rna-XM_056787530.1	A	anno1.g847.t2	A
rna-XM_056787519.1	A	anno1.g2391.t1	A
rna-XM_056787526.1	A	anno1.g5312.t2	A
rna-XM_056787589.1	A	anno1.g4225.t1	A
rna-XM_056787865.1	A	anno1.g3843.t1	A
rna-XM_056787267.1	A	anno1.g5576.t1	A
rna-XM_056787571.1	A	anno1.g5315.t1	A
rna-XM_056788155.1	A	anno1.g5317.t2	A
rna-XM_056788156.1	A	anno1.g3804.t1	A
rna-XM_056788152.1	A	anno1.g5311.t1	A
rna-XM_056788150.1	A	anno1.g5310.t1	A
rna-XM_056787037.1	A	anno1.g4083.t1	A
rna-XM_056786913.1	A	anno1.g4084.t1	A
rna-XM_056786998.1	A	anno1.g9951.t1	A
rna-XM_056786999.1	A	anno1.g13441.t1	A
rna-XM_056786975.1	A	anno1.g9950.t1	A
rna-XM_056786980.1	A	anno1.g6688.t1	A
rna-XM_056787792.1	A	anno1.g6270.t1	A
rna-XM_056787794.1	A	anno1.g6269.t1	A
rna-XM_056787796.1	A	anno1.g1487.t1	A
rna-XM_056787580.1	A	anno1.g10410.t1	A
rna-XM_056787535.1	A	anno1.g3959.t1	A
rna-XM_056787344.1	A	anno1.g3958.t1	A
rna-XM_056787343.1	A	anno1.g5876.t2	A
rna-XM_056787345.1	A	anno1.g10019.t1	A
rna-XM_056786973.1	A	anno1.g10020.t1	A
rna-XM_056787330.1	A	anno1.g6272.t1	A
rna-XM_056787517.1	A	anno1.g5542.t1	A
rna-XM_056787690.1	A	anno1.g13919.t1	A
rna-XM_056787706.1	A	anno1.g13871.t1	A
rna-XM_056787710.1	A	anno1.g13883.t1	A
rna-XM_056787768.1	A	anno1.g2537.t1	A
rna-XM_056787647.1	A	anno1.g12729.t1	A
rna-XM_056787644.1	A	anno1.g13884.t1	A
rna-XM_056787648.1	A	anno1.g13870.t2	A
rna-XM_056787646.1	A	anno1.g13212.t1	A
rna-XM_056787649.1	A	anno1.g13881.t1	A
rna-XM_056787650.1	A	anno1.g3676.t1	A
rna-XM_056787651.1	A	anno1.g12730.t1	A
rna-XM_056787652.1	A	anno1.g8873.t1	A
rna-XM_056787788.1	A	anno1.g5877.t2	A
rna-XM_056788061.1	A	anno1.g8876.t1	A
rna-XM_056788059.1	A	anno1.g8875.t1	A
rna-XM_056788066.1	A	anno1.g9457.t1	A
rna-XM_056788064.1	A	anno1.g9456.t1	A
rna-XM_056787598.1	A	anno1.g13091.t1	A
rna-XM_056787600.1	A	anno1.g13713.t1	A
rna-XM_056787601.1	A	anno1.g13087.t1	A
rna-XM_056787619.1	A	anno1.g14419.t1	A
rna-XM_056787872.1	A	anno1.g5383.t2	A
rna-XM_056787559.1	A	anno1.g10946.t1	A
rna-XM_056787671.1	A	anno1.g5960.t1	A
rna-XM_056787110.1	A	anno1.g9009.t1	A
rna-XM_056787261.1	A	anno1.g5064.t1	A
rna-XM_056787262.1	A	anno1.g2859.t1	A
rna-XM_056787260.1	A	anno1.g2863.t1	A
rna-XM_056787278.1	A	anno1.g13250.t1	A
rna-XM_056787698.1	A	anno1.g566.t1	A
rna-XM_056787699.1	A	anno1.g12349.t1	A
rna-XM_056786963.1	A	anno1.g12351.t3	A
rna-XM_056787402.1	A	anno1.g13305.t1	A
rna-XM_056787407.1	A	anno1.g7023.t1	A
rna-XM_056787404.1	A	anno1.g7024.t2	A
rna-XM_056787318.1	A	anno1.g7025.t1	A
rna-XM_056787319.1	A	anno1.g6740.t1	A
rna-XM_056787322.1	A	anno1.g6737.t3	A
rna-XM_056787321.1	A	anno1.g6738.t1	A
rna-XM_056787752.1	A	anno1.g6733.t1	A
rna-XM_056787718.1	A	anno1.g6735.t1	A
rna-XM_056787720.1	A	anno1.g3979.t1	A
rna-XM_056786914.1	A	anno1.g6736.t1	A
rna-XM_056787143.1	A	anno1.g6741.t1	A
rna-XM_056787145.1	A	anno1.g6745.t1	A
rna-XM_056787151.1	A	anno1.g11677.t2	A
rna-XM_056787152.1	A	anno1.g2841.t1	A
rna-XM_056787148.1	A	anno1.g2840.t1	A
rna-XM_056787160.1	A	anno1.g11580.t1	A
rna-XM_056787166.1	A	anno1.g11572.t2	A
rna-XM_056787153.1	A	anno1.g7020.t1	A
rna-XM_056787164.1	A	anno1.g4172.t2	A
rna-XM_056787154.1	A	anno1.g13912.t1	A
rna-XM_056787157.1	A	anno1.g4173.t1	A
rna-XM_056787165.1	A	anno1.g1210.t1	A
rna-XM_056787167.1	A	anno1.g6271.t1	A
rna-XM_056787168.1	A	anno1.g4171.t1	A
rna-XM_056787170.1	A	anno1.g4357.t1	A
rna-XM_056787188.1	A	anno1.g4354.t1	A
rna-XM_056787183.1	A	anno1.g4353.t1	A
rna-XM_056787192.1	A	anno1.g4352.t1	A
rna-XM_056787193.1	A	anno1.g9908.t2	A
rna-XM_056787879.1	A	anno1.g4376.t2	A
rna-XM_056787197.1	A	anno1.g2318.t1	A
rna-XM_056787194.1	A	anno1.g2317.t2	A
rna-XM_056787196.1	A	anno1.g2319.t1	A
rna-XM_056787199.1	A	anno1.g3889.t1	A
rna-XM_056787201.1	A	anno1.g7484.t1	A
rna-XM_056787205.1	A	anno1.g2320.t1	A
rna-XM_056787206.1	A	anno1.g2315.t1	A
rna-XM_056787209.1	A	anno1.g7283.t1	A
rna-XM_056787204.1	A	anno1.g7018.t1	A
rna-XM_056787210.1	A	anno1.g4826.t1	A
rna-XM_056787208.1	A	anno1.g4825.t1	A
rna-XM_056787212.1	A	anno1.g7267.t1	A
rna-XM_056787217.1	A	anno1.g7012.t1	A
rna-XM_056787211.1	A	anno1.g7013.t1	A
rna-XM_056787218.1	A	anno1.g1723.t1	X
rna-XM_056787220.1	A	anno1.g7014.t1	A
rna-XM_056787219.1	A	anno1.g7016.t1	A
rna-XM_056787223.1	A	anno1.g4827.t1	A
rna-XM_056787225.1	A	anno1.g4828.t1	A
rna-XM_056787226.1	A	anno1.g4372.t1	A
rna-XM_056787228.1	A	anno1.g4829.t3	A
rna-XM_056787231.1	A	anno1.g4373.t1	A
rna-XM_056787232.1	A	anno1.g11584.t2	A
rna-XM_056787234.1	A	anno1.g11582.t1	A
rna-XM_056787233.1	A	anno1.g11583.t2	A
rna-XM_056787237.1	A	anno1.g2864.t1	A
rna-XM_056787239.1	A	anno1.g2865.t1	A
rna-XM_056787242.1	A	anno1.g2869.t2	A
rna-XM_056787240.1	A	anno1.g2867.t2	A
rna-XM_056787243.1	A	anno1.g2870.t1	A
rna-XM_056787251.1	A	anno1.g2478.t1	A
rna-XM_056787253.1	A	anno1.g2483.t1	A
rna-XM_056787254.1	A	anno1.g2484.t2	A
rna-XM_056787248.1	A	anno1.g2485.t1	A
rna-XM_056787702.1	A	anno1.g11571.t2	A
rna-XM_056786989.1	A	anno1.g3932.t1	A
rna-XM_056787079.1	A	anno1.g3926.t1	A
rna-XM_056787077.1	A	anno1.g11259.t1	A
rna-XM_056787749.1	A	anno1.g9649.t1	A
rna-XM_056788138.1	A	anno1.g9070.t1	A
rna-XM_056788143.1	A	anno1.g9069.t2	A
rna-XM_056788139.1	A	anno1.g9503.t3	A
rna-XM_056788116.1	A	anno1.g8752.t10	A
rna-XM_056788122.1	A	anno1.g6821.t2	A
rna-XM_056788144.1	A	anno1.g9156.t1	A
rna-XM_056787717.1	A	anno1.g2292.t1	A
rna-XM_056787880.1	A	anno1.g9244.t1	A
rna-XM_056786988.1	A	anno1.g1388.t1	A
rna-XM_056786986.1	A	anno1.g7113.t1	A
rna-XM_056787388.1	A	anno1.g7115.t1	A
rna-XM_056787594.1	A	anno1.g11226.t1	A
rna-XM_056787663.1	A	anno1.g10670.t1	A
rna-XM_056786964.1	A	anno1.g8501.t1	A
rna-XM_056786923.1	A	anno1.g12533.t1	A
rna-XM_056786924.1	A	anno1.g8915.t2	A
rna-XM_056788161.1	A	anno1.g13691.t1	A
rna-XM_056788163.1	A	anno1.g7156.t1	A
rna-XM_056788164.1	A	anno1.g9790.t1	A
rna-XM_056788165.1	A	anno1.g4336.t1	A
rna-XM_056788168.1	A	anno1.g7944.t1	A
rna-XM_056788167.1	A	anno1.g5430.t1	A
rna-XM_056787976.1	A	anno1.g3298.t1	A
rna-XM_056787978.1	A	anno1.g9243.t1	A
rna-XM_056787979.1	A	anno1.g2497.t1	A
rna-XM_056787980.1	A	anno1.g4105.t1	A
rna-XM_056787611.1	A	anno1.g4229.t1	A
rna-XM_056788044.1	A	anno1.g13238.t1	A
rna-XM_056788041.1	A	anno1.g461.t2	A
rna-XM_056787548.1	A	anno1.g2907.t1	A
rna-XM_056787549.1	A	anno1.g2803.t2	A
rna-XM_056787736.1	A	anno1.g9615.t1	A
rna-XM_056787335.1	A	anno1.g9614.t2	A
rna-XM_056786833.1	A	anno1.g8264.t2	A
rna-XM_056786832.1	A	anno1.g3995.t1	A
rna-XM_056787643.1	A	anno1.g8841.t1	A
rna-XM_056787341.1	A	anno1.g11828.t1	A
rna-XM_056787822.1	A	anno1.g8769.t1	A
rna-XM_056787602.1	A	anno1.g161.t1	A
rna-XM_056787681.1	A	anno1.g10994.t2	A
rna-XM_056787140.1	A	anno1.g10847.t1	A
rna-XM_056787139.1	A	anno1.g3549.t1	A
rna-XM_056787269.1	A	anno1.g11223.t1	A
rna-XM_056787085.1	A	anno1.g12635.t1	A
rna-XM_056787885.1	A	anno1.g11544.t1	A
rna-XM_056788086.1	A	anno1.g8649.t1	A
rna-XM_056788087.1	A	anno1.g8648.t1	A
rna-XM_056788088.1	A	anno1.g6372.t1	A
rna-XM_056788090.1	A	anno1.g2127.t2	X
rna-XM_056787785.1	A	anno1.g6371.t1	A
rna-XM_056787627.1	A	anno1.g5769.t1	A
rna-XM_056787626.1	A	anno1.g4566.t1	A
rna-XM_056787630.1	A	anno1.g6411.t2	A
rna-XM_056787629.1	A	anno1.g6410.t1	A
rna-XM_056787634.1	A	anno1.g14683.t1	A
rna-XM_056787636.1	A	anno1.g14689.t1	A
rna-XM_056787639.1	A	anno1.g11424.t1	A
rna-XM_056788081.1	A	anno1.g9083.t1	A
rna-XM_056788085.1	A	anno1.g9084.t1	A
rna-XM_056787680.1	A	anno1.g9085.t1	A
rna-XM_056787677.1	A	anno1.g14520.t1	A
rna-XM_056787675.1	A	anno1.g11501.t1	A
rna-XM_056787382.1	A	anno1.g1250.t2	A
rna-XM_056787395.1	A	anno1.g6376.t1	A
rna-XM_056787394.1	A	anno1.g1379.t1	A
rna-XM_056787392.1	A	anno1.g4493.t1	A
rna-XM_056787393.1	A	anno1.g8361.t1	A
rna-XM_056787396.1	A	anno1.g7339.t1	A
rna-XM_056787760.1	A	anno1.g1345.t2	A
rna-XM_056787761.1	A	anno1.g13183.t1	A
rna-XM_056787564.1	A	anno1.g13809.t1	A
rna-XM_056787413.1	A	anno1.g4545.t1	A
rna-XM_056787416.1	A	anno1.g14565.t1	A
rna-XM_056787418.1	A	anno1.g4547.t1	A
rna-XM_056787420.1	A	anno1.g4548.t1	A
rna-XM_056787426.1	A	anno1.g14161.t1	A
rna-XM_056787424.1	A	anno1.g4549.t2	A
rna-XM_056787428.1	A	anno1.g7828.t2	A
rna-XM_056787431.1	A	anno1.g7134.t1	A
rna-XM_056787430.1	A	anno1.g7531.t1	A
rna-XM_056787434.1	A	anno1.g11798.t1	A
rna-XM_056787433.1	A	anno1.g13181.t1	A
rna-XM_056787435.1	A	anno1.g3010.t1	A
rna-XM_056787439.1	A	anno1.g12526.t1	A
rna-XM_056787443.1	A	anno1.g12198.t1	A
rna-XM_056787305.1	A	anno1.g2273.t1	A
rna-XM_056787308.1	A	anno1.g11442.t1	A
rna-XM_056786965.1	A	anno1.g12228.t1	A
rna-XM_056787737.1	A	anno1.g3301.t2	A
rna-XM_056787746.1	A	anno1.g8569.t1	A
rna-XM_056787779.1	A	anno1.g2676.t1	A
rna-XM_056787889.1	A	anno1.g11569.t1	A
rna-XM_056787733.1	A	anno1.g11931.t1	A
rna-XM_056787553.1	A	anno1.g11691.t1	A
rna-XM_056787557.1	A	anno1.g7857.t2	A
rna-XM_056787284.1	A	anno1.g3450.t2	A
rna-XM_056787279.1	A	anno1.g3318.t2	A
rna-XM_056787286.1	A	anno1.g1116.t2	A
rna-XM_056787289.1	A	anno1.g8968.t1	A
rna-XM_056787297.1	A	anno1.g11232.t2	A
rna-XM_056787298.1	A	anno1.g10370.t1	A
rna-XM_056787036.1	A	anno1.g7973.t1	A
rna-XM_056787537.1	A	anno1.g7155.t1	A
rna-XM_056787538.1	A	anno1.g4443.t1	A
rna-XM_056787539.1	A	anno1.g4444.t1	A
rna-XM_056787691.1	A	anno1.g5804.t2	A
rna-XM_056787692.1	A	anno1.g5803.t1	A
rna-XM_056787725.1	A	anno1.g5831.t1	A
rna-XM_056787729.1	A	anno1.g11211.t1	A
rna-XM_056787782.1	A	anno1.g2268.t1	A
rna-XM_056787014.1	A	anno1.g12478.t1	A
rna-XM_056788011.1	A	anno1.g8292.t5	A
rna-XM_056787824.1	A	anno1.g5717.t1	A
rna-XM_056786834.1	A	anno1.g7092.t1	A
rna-XM_056787890.1	A	anno1.g11031.t2	A
rna-XM_056788045.1	A	anno1.g11216.t1	A
rna-XM_056787040.1	A	anno1.g5859.t1	A
rna-XM_056787655.1	A	anno1.g986.t1	A
rna-XM_056787657.1	A	anno1.g12477.t1	A
rna-XM_056787119.1	A	anno1.g526.t1	A
rna-XM_056787892.1	A	anno1.g531.t1	A
rna-XM_056786941.1	A	anno1.g9623.t1	A
rna-XM_056786942.1	A	anno1.g6648.t1	A
rna-XM_056786944.1	A	anno1.g14621.t1	A
rna-XM_056786918.1	A	anno1.g14626.t1	A
rna-XM_056787043.1	A	anno1.g12489.t1	A
rna-XM_056787046.1	A	anno1.g6646.t1	A
rna-XM_056787050.1	A	anno1.g1445.t1	A
rna-XM_056787052.1	A	anno1.g9622.t1	A
rna-XM_056787054.1	A	anno1.g1314.t1	A
rna-XM_056787060.1	A	anno1.g7768.t1	A
rna-XM_056787064.1	A	anno1.g5627.t1	A
rna-XM_056787067.1	A	anno1.g5630.t1	A
rna-XM_056787070.1	A	anno1.g13082.t1	A
rna-XM_056787072.1	A	anno1.g8709.t1	A
rna-XM_056786933.1	A	anno1.g14788.t2	A
rna-XM_056786930.1	A	anno1.g10781.t1	A
rna-XM_056787118.1	A	anno1.g11355.t1	A
rna-XM_056787534.1	A	anno1.g3542.t1	A
rna-XM_056787511.1	A	anno1.g7309.t1	A
rna-XM_056787897.1	A	anno1.g10251.t1	A
rna-XM_056787299.1	A	anno1.g13709.t1	A
rna-XM_056787898.1	A	anno1.g7418.t1	A
rna-XM_056787570.1	A	anno1.g3887.t1	A
rna-XM_056787605.1	A	anno1.g13986.t1	A
rna-XM_056787604.1	A	anno1.g13985.t1	A
rna-XM_056787603.1	A	anno1.g3876.t1	A
rna-XM_056787606.1	A	anno1.g3875.t1	A
rna-XM_056787566.1	A	anno1.g10187.t1	A
rna-XM_056788160.1	A	anno1.g13710.t1	A
rna-XM_056788158.1	A	anno1.g2253.t1	A
rna-XM_056787124.1	A	anno1.g10250.t1	A
rna-XM_056787791.1	A	anno1.g12595.t1	A
rna-XM_056787790.1	A	anno1.g2932.t1	A
rna-XM_056787778.1	A	anno1.g4739.t2	A
rna-XM_056786925.1	A	anno1.g3544.t1	A
rna-XM_056786926.1	A	anno1.g9915.t2	A
rna-XM_056787015.1	A	anno1.g13988.t1	A
rna-XM_056787676.1	A	anno1.g10111.t1	A
rna-XM_056787899.1	A	anno1.g14536.t1	A
rna-XM_056788070.1	A	anno1.g7352.t1	A
rna-XM_056787568.1	A	anno1.g9222.t1	A
rna-XM_056786991.1	A	anno1.g13194.t1	A
rna-XM_056787350.1	A	anno1.g13991.t2	A
rna-XM_056787904.1	A	anno1.g13993.t1	A
rna-XM_056787836.1	A	anno1.g13996.t1	A
rna-XM_056787839.1	A	anno1.g13983.t2	A
rna-XM_056787905.1	A	anno1.g13981.t1	A
rna-XM_056787025.1	A	anno1.g13980.t1	A
rna-XM_056787026.1	A	anno1.g13195.t1	A
rna-XM_056787028.1	A	anno1.g2467.t1	A
rna-XM_056787033.1	A	anno1.g2465.t1	A
rna-XM_056787608.1	A	anno1.g8961.t1	A
rna-XM_056788157.1	A	anno1.g8951.t1	A
rna-XM_056788040.1	A	anno1.g11356.t1	A
rna-XM_056788032.1	A	anno1.g9257.t3	A
rna-XM_056787621.1	A	anno1.g9251.t1	A
rna-XM_056787410.1	A	anno1.g1211.t1	A
rna-XM_056787552.1	A	anno1.g9265.t1	A
rna-XM_056787614.1	A	anno1.g8972.t2	A
rna-XM_056787747.1	A	anno1.both_agree_g14676.t1	A
rna-XM_056788075.1	A	anno1.g11421.t1	A
rna-XM_056788074.1	A	anno1.g11728.t1	A
rna-XM_056787391.1	A	anno1.g9011.t1	A
rna-XM_056787389.1	A	anno1.g9703.t1	A
rna-XM_056787700.1	A	anno1.g9702.t1	A
rna-XM_056787771.1	A	anno1.g8013.t1	A
rna-XM_056787399.1	A	anno1.g9017.t1	A
rna-XM_056787086.1	A	anno1.g6154.t2	A
rna-XM_056787096.1	A	anno1.g76.t1	A
rna-XM_056787743.1	A	anno1.g6144.t1	A
rna-XM_056787641.1	A	anno1.g8566.t1	A
rna-XM_056787738.1	A	anno1.g14445.t2	A
rna-XM_056787741.1	A	anno1.g12267.t1	A
rna-XM_056787496.1	A	anno1.g6166.t2	A
rna-XM_056787509.1	A	anno1.g6169.t1	A
rna-XM_056787502.1	A	anno1.g6168.t1	A
rna-XM_056787667.1	A	anno1.g10911.t1	A
rna-XM_056787668.1	A	anno1.g512.t1	A
rna-XM_056786962.1	A	anno1.g469.t1	A
rna-XM_056786948.1	A	anno1.g466.t2	A
rna-XM_056788001.1	A	anno1.g3830.t1	A
rna-XM_056788003.1	A	anno1.g4214.t2	A
rna-XM_056788013.1	A	anno1.g2561.t1	A
rna-XM_056788015.1	A	anno1.g2562.t1	A
rna-XM_056788017.1	A	anno1.g2563.t1	A
rna-XM_056788014.1	A	anno1.g9825.t1	A
rna-XM_056786921.1	A	anno1.g11535.t2	A
rna-XM_056787751.1	A	anno1.g13323.t1	A
rna-XM_056787412.1	A	anno1.g7483.t1	A
rna-XM_056787325.1	A	anno1.g7481.t1	A
rna-XM_056787328.1	A	anno1.g13319.t1	A
rna-XM_056787670.1	A	anno1.g7480.t1	A
rna-XM_056788148.1	A	anno1.g7380.t2	A
rna-XM_056788149.1	A	anno1.g1457.t1	A
rna-XM_056787784.1	A	anno1.g188.t2	A
rna-XM_056787314.1	A	anno1.g12210.t2	A
rna-XM_056787310.1	A	anno1.g8703.t1	A
rna-XM_056787316.1	A	anno1.g7820.t2	A
rna-XM_056787781.1	A	anno1.g9150.t1	A
rna-XM_056787916.1	A	anno1.g9427.t1	A
rna-XM_056788025.1	A	anno1.g3217.t1	A
rna-XM_056788029.1	A	anno1.g3552.t4	A
rna-XM_056788030.1	A	anno1.g12889.t1	A
rna-XM_056788027.1	A	anno1.g6229.t2	A
rna-XM_056787490.1	A	anno1.g12446.t1	A
rna-XM_056787493.1	A	anno1.g8795.t1	A
rna-XM_056787532.1	A	anno1.g4747.t1	A
rna-XM_056788114.1	A	anno1.g9246.t1	A
rna-XM_056788115.1	A	anno1.g9247.t2	A
rna-XM_056787581.1	A	anno1.g12064.t1	A
rna-XM_056787583.1	A	anno1.g14204.t1	A
rna-XM_056787917.1	A	anno1.g12396.t1	A
rna-XM_056787584.1	A	anno1.g3200.t1	A
rna-XM_056787558.1	A	anno1.g3069.t1	A
rna-XM_056787804.1	A	anno1.g3071.t1	A
rna-XM_056787802.1	A	anno1.g3074.t1	A
rna-XM_056787803.1	A	anno1.g3009.t1	A
rna-XM_056787806.1	A	anno1.g5969.t1	A
rna-XM_056787809.1	A	anno1.g5964.t1	A
rna-XM_056788071.1	A	anno1.g10315.t3	A
rna-XM_056788072.1	A	anno1.g10708.t1	A
rna-XM_056786936.1	A	anno1.g2891.t1	A
rna-XM_056786937.1	A	anno1.g10310.t1	A
rna-XM_056786938.1	A	anno1.g10309.t1	A
rna-XM_056787478.1	A	anno1.g4810.t1	A
rna-XM_056786895.1	A	anno1.g4804.t1	A
rna-XM_056786896.1	A	anno1.g4803.t1	A
rna-XM_056786892.1	A	anno1.g4809.t2	A
rna-XM_056786897.1	A	anno1.g4808.t2	A
rna-XM_056786899.1	A	anno1.g9279.t1	A
rna-XM_056786901.1	A	anno1.g13641.t1	A
rna-XM_056786902.1	A	anno1.g9158.t1	A
rna-XM_056786904.1	A	anno1.g9157.t1	A
rna-XM_056786905.1	A	anno1.g9159.t2	A
rna-XM_056786906.1	A	anno1.g9161.t2	A
rna-XM_056786909.1	A	anno1.g2048.t1	X
rna-XM_056786911.1	A	anno1.g13484.t1	A
rna-XM_056786912.1	A	anno1.g13483.t1	A
rna-XM_056787935.1	A	anno1.g7744.t1	A
rna-XM_056787920.1	A	anno1.g2740.t1	A
rna-XM_056787933.1	A	anno1.g2743.t1	A
rna-XM_056787928.1	A	anno1.g3629.t1	A
rna-XM_056787942.1	A	anno1.g9983.t1	A
rna-XM_056787937.1	A	anno1.g9337.t1	A
rna-XM_056787943.1	A	anno1.g7798.t1	A
rna-XM_056787936.1	A	anno1.g444.t1	A
rna-XM_056787929.1	A	anno1.g4775.t2	A
rna-XM_056788108.1	A	anno1.g13565.t1	A
rna-XM_056787766.1	A	anno1.g5701.t1	A
rna-XM_056787947.1	A	anno1.g1399.t1	A
rna-XM_056787959.1	A	anno1.g4873.t1	A
rna-XM_056787445.1	A	anno1.g14049.t1	A
rna-XM_056786846.1	A	anno1.g11772.t1	A
rna-XM_056787551.1	A	anno1.g2386.t1	A
rna-XM_056786872.1	A	anno1.g3720.t1	A
rna-XM_056786877.1	A	anno1.g13895.t1	A
rna-XM_056786882.1	A	anno1.g5736.t1	A
rna-XM_056789001.1	A	anno1.g2595.t1	A
rna-XM_056789004.1	A	anno1.g2638.t1	A
rna-XM_056788252.1	A	anno1.g14472.t1	X
rna-XM_056788271.1	A	anno1.g2639.t1	A
rna-XM_056788283.1	A	anno1.g697.t1	A
rna-XM_056788256.1	A	anno1.g694.t2	A
rna-XM_056788268.1	A	anno1.g7704.t1	A
rna-XM_056788265.1	A	anno1.g693.t4	A
rna-XM_056788545.1	A	anno1.g2658.t1	A
rna-XM_056788358.1	A	anno1.g2356.t1	A
rna-XM_056788356.1	A	anno1.g4977.t1	A
rna-XM_056788500.1	A	anno1.g12706.t1	A
rna-XM_056788767.1	A	anno1.g9223.t1	A
rna-XM_056788330.1	A	anno1.g5611.t1	A
rna-XM_056788508.1	A	anno1.g5612.t1	A
rna-XM_056788768.1	A	anno1.g5613.t1	A
rna-XM_056788344.1	A	anno1.g5608.t1	A
rna-XM_056788399.1	A	anno1.g12753.t2	A
rna-XM_056788403.1	A	anno1.g12752.t1	A
rna-XM_056788360.1	A	anno1.g12751.t1	A
rna-XM_056788362.1	A	anno1.g12755.t2	A
rna-XM_056788389.1	A	anno1.g12717.t1	A
rna-XM_056788395.1	A	anno1.g10336.t1	A
rna-XM_056788499.1	A	anno1.g10671.t1	A
rna-XM_056788589.1	A	anno1.g10646.t1	A
rna-XM_056788664.1	A	anno1.g11041.t1	A
rna-XM_056788677.1	A	anno1.g7793.t1	A
rna-XM_056788678.1	A	anno1.g3289.t1	A
rna-XM_056788680.1	A	anno1.g715.t2	A
rna-XM_056788681.1	A	anno1.g8958.t1	A
rna-XM_056788299.1	A	anno1.g1221.t3	A
rna-XM_056788674.1	A	anno1.g8957.t1	A
rna-XM_056788381.1	A	anno1.g8955.t1	A
rna-XM_056788297.1	A	anno1.g1218.t1	A
rna-XM_056788667.1	A	anno1.g8960.t2	A
rna-XM_056788411.1	A	anno1.g8729.t1	A
rna-XM_056788869.1	A	anno1.g14255.t1	A
rna-XM_056788871.1	A	anno1.g11253.t1	A
rna-XM_056788861.1	A	anno1.g3065.t1	A
rna-XM_056788872.1	A	anno1.g2613.t1	A
rna-XM_056788874.1	A	anno1.g2557.t2	A
rna-XM_056788876.1	A	anno1.g10189.t1	A
rna-XM_056788873.1	A	anno1.g1236.t1	A
rna-XM_056788407.1	A	anno1.g1234.t1	A
rna-XM_056788410.1	A	anno1.g1235.t1	A
rna-XM_056788675.1	A	anno1.g478.t1	A
rna-XM_056788338.1	A	anno1.g2459.t1	A
rna-XM_056788353.1	A	anno1.g447.t1	A
rna-XM_056788296.1	A	anno1.g5917.t1	A
rna-XM_056788328.1	A	anno1.g14143.t1	A
rna-XM_056788897.1	A	anno1.g9511.t1	A
rna-XM_056788898.1	A	anno1.g8959.t1	A
rna-XM_056788899.1	A	anno1.g10409.t1	A
rna-XM_056788900.1	A	anno1.g10408.t1	A
rna-XM_056788348.1	A	anno1.g10407.t1	A
rna-XM_056788350.1	A	anno1.g11493.t2	A
rna-XM_056789006.1	A	anno1.g13808.t1	A
rna-XM_056789008.1	A	anno1.g9193.t1	A
rna-XM_056789009.1	A	anno1.g13196.t1	A
rna-XM_056788306.1	A	anno1.g13968.t1	A
rna-XM_056788826.1	A	anno1.g13811.t1	A
rna-XM_056788824.1	A	anno1.g14293.t1	A
rna-XM_056788823.1	A	anno1.g4857.t1	A
rna-XM_056788831.1	A	anno1.g11851.t1	A
rna-XM_056788830.1	A	anno1.g11861.t1	A
rna-XM_056788833.1	A	anno1.g5714.t1	A
rna-XM_056788827.1	A	anno1.g13962.t1	A
rna-XM_056788303.1	A	anno1.g12318.t1	A
rna-XM_056788302.1	A	anno1.g12319.t1	A
rna-XM_056788556.1	A	anno1.g3454.t1	A
rna-XM_056788725.1	A	anno1.g3453.t1	A
rna-XM_056788724.1	A	anno1.g13341.t1	A
rna-XM_056788726.1	A	anno1.g13342.t1	A
rna-XM_056788732.1	A	anno1.g13193.t1	A
rna-XM_056788844.1	A	anno1.g13208.t1	A
rna-XM_056788854.1	A	anno1.g5385.t1	A
rna-XM_056788849.1	A	anno1.g3176.t1	A
rna-XM_056788851.1	A	anno1.g3175.t1	A
rna-XM_056788856.1	A	anno1.g2405.t1	A
rna-XM_056788770.1	A	anno1.g5588.t2	A
rna-XM_056788340.1	A	anno1.g9397.t1	A
rna-XM_056788771.1	A	anno1.g12762.t1	A
rna-XM_056788685.1	A	anno1.g12760.t1	A
rna-XM_056788370.1	A	anno1.g4987.t1	A
rna-XM_056788744.1	A	anno1.g4989.t1	A
rna-XM_056788743.1	A	anno1.g4639.t1	A
rna-XM_056788735.1	A	anno1.g13022.t1	A
rna-XM_056788741.1	A	anno1.g13021.t1	A
rna-XM_056788736.1	A	anno1.g4520.t1	A
rna-XM_056788745.1	A	anno1.g5051.t2	A
rna-XM_056788738.1	A	anno1.g9173.t1	A
rna-XM_056788333.1	A	anno1.g6923.t1	A
rna-XM_056788749.1	A	anno1.g4425.t1	A
rna-XM_056788759.1	A	anno1.g4424.t1	A
rna-XM_056788694.1	A	anno1.g6918.t1	A
rna-XM_056788687.1	A	anno1.g6921.t1	A
rna-XM_056788695.1	A	anno1.g6922.t2	A
rna-XM_056788699.1	A	anno1.g6390.t1	A
rna-XM_056788706.1	A	anno1.g6928.t1	A
rna-XM_056789010.1	A	anno1.g6929.t1	A
rna-XM_056789012.1	A	anno1.g13946.t1	A
rna-XM_056788896.1	A	anno1.g5546.t1	A
