B_siliquastri	chromosome	D_carinulata	chromosome
BRAKERILHT00000014775	A	rna-XM_057804400.1	A
BRAKERILHT00000015260	A	rna-XM_057813509.1	A
BRAKERILHT00000014039	A	rna-XM_057801163.1	A
BRAKERILHT00000014113	A	rna-XM_057800331.1	A
BRAKERILHT00000014134	A	rna-XM_057798149.1	A
BRAKERILHT00000014199	A	rna-XM_057799169.1	A
BRAKERILHT00000015181	A	rna-XM_057799167.1	A
BRAKERILHT00000015457	A	rna-XM_057802282.1	A
BRAKERILHT00000015161	A	rna-XM_057808215.1	A
BRAKERILHT00000015233	A	rna-XM_057800096.1	A
BRAKERILHT00000014422	A	rna-XM_057800090.1	A
BRAKERILHT00000014185	A	rna-XM_057800089.1	A
BRAKERILHT00000014618	A	rna-XM_057800086.1	A
BRAKERILHT00000014857	A	rna-XM_057804365.1	A
BRAKERILHT00000015100	A	rna-XM_057811715.1	A
BRAKERILHT00000014118	A	rna-XM_057796634.1	A
BRAKERILHT00000015005	A	rna-XM_057802278.1	A
BRAKERILHT00000015115	A	rna-XM_057800779.1	A
BRAKERILHT00000014669	A	rna-XM_057801371.1	A
BRAKERILHT00000014234	A	rna-XM_057795517.1	A
BRAKERILHT00000014881	A	rna-XM_057801503.1	A
BRAKERILHT00000014783	A	rna-XM_057801507.1	A
BRAKERILHT00000014560	A	rna-XM_057808097.1	X
BRAKERILHT00000014214	A	rna-XM_057816444.1	A
BRAKERILHT00000014729	A	rna-XM_057806763.1	A
BRAKERILHT00000015610	A	rna-XM_057815603.1	A
BRAKERILHT00000015499	A	rna-XM_057815683.1	A
BRAKERILHT00000014548	A	rna-XM_057815605.1	A
BRAKERILHT00000014576	A	rna-XM_057795019.1	A
BRAKERILHT00000014049	A	rna-XM_057805765.1	A
BRAKERILHT00000014277	A	rna-XM_057798164.1	A
BRAKERILHT00000014802	A	rna-XM_057804079.1	A
BRAKERILHT00000014279	A	rna-XM_057796259.1	A
BRAKERILHT00000015485	A	rna-XM_057796958.1	A
BRAKERILHT00000014964	A	rna-XM_057805167.1	A
BRAKERILHT00000014610	A	rna-XM_057806795.1	A
BRAKERILHT00000014060	A	rna-XM_057796711.1	A
BRAKERILHT00000014382	A	rna-XM_057797360.1	A
BRAKERILHT00000015591	A	rna-XM_057797361.1	A
BRAKERILHT00000014710	A	rna-XM_057800006.1	A
BRAKERILHT00000014869	A	rna-XM_057795136.1	A
BRAKERILHT00000014504	A	rna-XM_057794862.1	A
BRAKERILHT00000015576	A	rna-XM_057816182.1	A
BRAKERILHT00000014691	A	rna-XM_057800082.1	A
BRAKERILHT00000014974	A	rna-XM_057800079.1	A
BRAKERILHT00000014814	A	rna-XM_057800073.1	A
BRAKERILHT00000014058	A	rna-XM_057800081.1	A
BRAKERILHT00000014517	A	rna-XM_057800078.1	A
BRAKERILHT00000014120	A	rna-XM_057800072.1	A
BRAKERILHT00000014699	A	rna-XM_057800074.1	A
BRAKERILHT00000015431	A	rna-XM_057800075.1	A
BRAKERILHT00000015092	A	rna-XM_057794899.1	A
BRAKERILHT00000014721	A	rna-XM_057797304.1	A
BRAKERILHT00000015522	A	rna-XM_057800585.1	A
BRAKERILHT00000014301	A	rna-XM_057801195.1	A
BRAKERILHT00000014642	A	rna-XM_057801207.1	A
BRAKERILHT00000015008	A	rna-XM_057814029.1	A
BRAKERILHT00000015357	A	rna-XM_057816534.1	A
BRAKERILHT00000014647	A	rna-XM_057815843.1	A
BRAKERILHT00000014206	A	rna-XM_057802981.1	A
BRAKERILHT00000015111	A	rna-XM_057797269.1	A
BRAKERILHT00000015455	A	rna-XM_057797299.1	A
BRAKERILHT00000015391	A	rna-XM_057796113.1	A
BRAKERILHT00000014151	A	rna-XM_057797206.1	A
BRAKERILHT00000015141	A	rna-XM_057800167.1	A
BRAKERILHT00000014167	A	rna-XM_057800558.1	A
BRAKERILHT00000015146	A	rna-XM_057811450.1	X
BRAKERILHT00000014045	A	rna-XM_057814008.1	A
BRAKERILHT00000014695	A	rna-XM_057813801.1	A
BRAKERILHT00000014267	A	rna-XM_057804573.1	A
BRAKERILHT00000015606	A	rna-XM_057799545.1	A
BRAKERILHT00000015173	A	rna-XM_057813693.1	X
BRAKERILHT00000014845	A	rna-XM_057810949.1	A
BRAKERILHT00000015283	A	rna-XM_057813438.1	A
BRAKERILHT00000014604	A	rna-XM_057812929.1	A
BRAKERILHT00000014785	A	rna-XM_057812678.1	A
BRAKERILHT00000015118	A	rna-XM_057812679.1	A
BRAKERILHT00000014184	A	rna-XM_057812553.1	A
BRAKERILHT00000015217	A	rna-XM_057812570.1	A
BRAKERILHT00000015099	A	rna-XM_057812157.1	A
BRAKERILHT00000014403	A	rna-XM_057806047.1	A
BRAKERILHT00000014401	A	rna-XM_057806088.1	A
BRAKERILHT00000014740	A	rna-XM_057806093.1	A
BRAKERILHT00000014541	A	rna-XM_057806092.1	A
BRAKERILHT00000015229	A	rna-XM_057805485.1	A
BRAKERILHT00000015194	A	rna-XM_057806081.1	A
BRAKERILHT00000014911	A	rna-XM_057806250.1	A
BRAKERILHT00000015300	A	rna-XM_057798464.1	A
BRAKERILHT00000014571	A	rna-XM_057797553.1	A
BRAKERILHT00000015120	A	rna-XM_057798009.1	A
BRAKERILHT00000014871	A	rna-XM_057802854.1	X
BRAKERILHT00000015526	A	rna-XM_057813239.1	A
BRAKERILHT00000014374	A	rna-XM_057815887.1	A
BRAKERILHT00000015603	A	rna-XM_057797636.1	A
BRAKERILHT00000014817	A	rna-XM_057798131.1	A
BRAKERILHT00000014763	A	rna-XM_057798692.1	A
BRAKERILHT00000014720	A	rna-XM_057814708.1	A
BRAKERILHT00000014874	A	rna-XM_057813024.1	A
BRAKERILHT00000014918	A	rna-XM_057797403.1	A
BRAKERILHT00000015367	A	rna-XM_057797402.1	A
BRAKERILHT00000014235	A	rna-XM_057798331.1	A
BRAKERILHT00000014694	A	rna-XM_057800128.1	A
BRAKERILHT00000015567	A	rna-XM_057809356.1	A
BRAKERILHT00000014221	A	rna-XM_057813351.1	A
BRAKERILHT00000014718	A	rna-XM_057804399.1	A
BRAKERILHT00000014041	A	rna-XM_057801144.1	A
BRAKERILHT00000015024	A	rna-XM_057808008.1	A
BRAKERILHT00000015137	A	rna-XM_057807066.1	A
BRAKERILHT00000015344	A	rna-XM_057807064.1	A
BRAKERILHT00000014955	A	rna-XM_057807067.1	A
BRAKERILHT00000014241	A	rna-XM_057806858.1	A
BRAKERILHT00000014861	A	rna-XM_057807287.1	A
BRAKERILHT00000015425	A	rna-XM_057801267.1	A
BRAKERILHT00000014353	A	rna-XM_057804836.1	A
BRAKERILHT00000015310	A	rna-XM_057800980.1	A
BRAKERILHT00000015127	A	rna-XM_057800984.1	A
BRAKERILHT00000015520	A	rna-XM_057800992.1	A
BRAKERILHT00000014082	A	rna-XM_057800917.1	A
BRAKERILHT00000014999	A	rna-XM_057814014.1	A
BRAKERILHT00000015420	A	rna-XM_057815763.1	A
BRAKERILHT00000014673	A	rna-XM_057816855.1	A
BRAKERILHT00000015078	A	rna-XM_057806440.1	A
BRAKERILHT00000014813	A	rna-XM_057815673.1	A
BRAKERILHT00000014359	A	rna-XM_057800152.1	A
BRAKERILHT00000015295	A	rna-XM_057801795.1	A
BRAKERILHT00000014849	A	rna-XM_057799825.1	A
BRAKERILHT00000014842	A	rna-XM_057814445.1	A
BRAKERILHT00000014580	A	rna-XM_057811687.1	A
BRAKERILHT00000014135	A	rna-XM_057813322.1	A
BRAKERILHT00000015065	A	rna-XM_057813320.1	A
BRAKERILHT00000014561	A	rna-XM_057813664.1	A
BRAKERILHT00000015264	A	rna-XM_057811438.1	A
BRAKERILHT00000014936	A	rna-XM_057815685.1	A
BRAKERILHT00000014553	A	rna-XM_057811014.1	A
BRAKERILHT00000014232	A	rna-XM_057795207.1	A
BRAKERILHT00000015091	A	rna-XM_057816162.1	A
BRAKERILHT00000014748	A	rna-XM_057816154.1	A
BRAKERILHT00000014400	A	rna-XM_057816153.1	A
BRAKERILHT00000015505	A	rna-XM_057801808.1	A
BRAKERILHT00000014372	A	rna-XM_057807683.1	A
BRAKERILHT00000014771	A	rna-XM_057804837.1	A
BRAKERILHT00000015246	A	rna-XM_057801136.1	A
BRAKERILHT00000015346	A	rna-XM_057813047.1	A
BRAKERILHT00000014171	A	rna-XM_057804834.1	A
BRAKERILHT00000014830	A	rna-XM_057800292.1	A
BRAKERILHT00000015354	A	rna-XM_057799885.1	A
BRAKERILHT00000014664	A	rna-XM_057800467.1	A
BRAKERILHT00000015528	A	rna-XM_057815987.1	A
BRAKERILHT00000014430	A	rna-XM_057800317.1	A
BRAKERILHT00000014755	A	rna-XM_057797328.1	A
BRAKERILHT00000014884	A	rna-XM_057807675.1	A
BRAKERILHT00000015248	A	rna-XM_057816124.1	A
BRAKERILHT00000015388	A	rna-XM_057815813.1	A
BRAKERILHT00000014229	A	rna-XM_057816496.1	A
BRAKERILHT00000014573	A	rna-XM_057796438.1	A
BRAKERILHT00000014156	A	rna-XM_057795699.1	A
BRAKERILHT00000014682	A	rna-XM_057795812.1	A
BRAKERILHT00000014076	A	rna-XM_057795681.1	A
BRAKERILHT00000015411	A	rna-XM_057795674.1	A
BRAKERILHT00000014371	A	rna-XM_057797696.1	A
BRAKERILHT00000014609	A	rna-XM_057797994.1	A
BRAKERILHT00000015463	A	rna-XM_057798603.1	A
BRAKERILHT00000015012	A	rna-XM_057803909.1	A
BRAKERILHT00000014459	A	rna-XM_057799835.1	A
BRAKERILHT00000014109	A	rna-XM_057815667.1	A
BRAKERILHT00000015531	A	rna-XM_057813053.1	A
BRAKERILHT00000015183	A	rna-XM_057807266.1	A
BRAKERILHT00000014644	A	rna-XM_057811672.1	A
BRAKERILHT00000014291	A	rna-XM_057802483.1	A
BRAKERILHT00000015366	A	rna-XM_057802472.1	A
BRAKERILHT00000015267	A	rna-XM_057798687.1	A
BRAKERILHT00000014034	A	rna-XM_057797438.1	A
BRAKERILHT00000014481	A	rna-XM_057798789.1	A
BRAKERILHT00000014419	A	rna-XM_057797852.1	A
BRAKERILHT00000014475	A	rna-XM_057800087.1	A
BRAKERILHT00000014934	A	rna-XM_057812035.1	A
BRAKERILHT00000015361	A	rna-XM_057816540.1	A
BRAKERILHT00000015064	A	rna-XM_057816492.1	A
BRAKERILHT00000014051	A	rna-XM_057806737.1	A
BRAKERILHT00000015554	A	rna-XM_057816180.1	A
BRAKERILHT00000014244	A	rna-XM_057816173.1	A
BRAKERILHT00000014582	A	rna-XM_057811662.1	A
BRAKERILHT00000015337	A	rna-XM_057815027.1	A
BRAKERILHT00000014986	A	rna-XM_057801504.1	A
BRAKERILHT00000015076	A	rna-XM_057804584.1	A
BRAKERILHT00000014713	A	rna-XM_057804111.1	A
BRAKERILHT00000015298	A	rna-XM_057812252.1	A
BRAKERILHT00000014734	A	rna-XM_057807214.1	A
BRAKERILHT00000014166	A	rna-XM_057798585.1	A
BRAKERILHT00000015440	A	rna-XM_057800053.1	A
BRAKERILHT00000014569	A	rna-XM_057814840.1	A
BRAKERILHT00000015251	A	rna-XM_057804675.1	A
BRAKERILHT00000014406	A	rna-XM_057804799.1	A
BRAKERILHT00000014534	A	rna-XM_057813626.1	A
BRAKERILHT00000015468	A	rna-XM_057813892.1	A
BRAKERILHT00000014420	A	rna-XM_057804626.1	A
BRAKERILHT00000014743	A	rna-XM_057814451.1	A
BRAKERILHT00000015234	A	rna-XM_057806963.1	A
BRAKERILHT00000014387	A	rna-XM_057801442.1	A
BRAKERILHT00000014525	A	rna-XM_057796543.1	A
BRAKERILHT00000014700	A	rna-XM_057803496.1	A
BRAKERILHT00000015607	A	rna-XM_057795776.1	A
BRAKERILHT00000015437	A	rna-XM_057816326.1	A
BRAKERILHT00000014117	A	rna-XM_057802608.1	A
BRAKERILHT00000015362	A	rna-XM_057809943.1	A
BRAKERILHT00000014895	A	rna-XM_057799187.1	A
BRAKERILHT00000014998	A	rna-XM_057799185.1	A
BRAKERILHT00000014631	A	rna-XM_057797890.1	A
BRAKERILHT00000015510	A	rna-XM_057815983.1	A
BRAKERILHT00000014442	A	rna-XM_057813671.1	A
BRAKERILHT00000014882	A	rna-XM_057796997.1	A
BRAKERILHT00000014412	A	rna-XM_057801596.1	A
BRAKERILHT00000014677	A	rna-XM_057808222.1	A
BRAKERILHT00000014660	A	rna-XM_057795533.1	A
BRAKERILHT00000014321	A	rna-XM_057797335.1	A
BRAKERILHT00000015451	A	rna-XM_057811385.1	A
BRAKERILHT00000015210	A	rna-XM_057810398.1	A
BRAKERILHT00000015097	A	rna-XM_057811405.1	A
BRAKERILHT00000014638	A	rna-XM_057811396.1	A
BRAKERILHT00000014351	A	rna-XM_057797792.1	A
BRAKERILHT00000015525	A	rna-XM_057813584.1	A
BRAKERILHT00000014929	A	rna-XM_057813574.1	A
BRAKERILHT00000015333	A	rna-XM_057813598.1	A
BRAKERILHT00000014212	A	rna-XM_057812956.1	A
BRAKERILHT00000015375	A	rna-XM_057812958.1	A
BRAKERILHT00000014457	A	rna-XM_057798636.1	A
BRAKERILHT00000014897	A	rna-XM_057798691.1	A
BRAKERILHT00000014286	A	rna-XM_057798681.1	A
BRAKERILHT00000014574	A	rna-XM_057798638.1	A
BRAKERILHT00000015014	A	rna-XM_057805088.1	X
BRAKERILHT00000014119	A	rna-XM_057813374.1	A
BRAKERILHT00000014564	A	rna-XM_057808384.1	A
BRAKERILHT00000015292	A	rna-XM_057798773.1	A
BRAKERILHT00000014153	A	rna-XM_057805033.1	X
BRAKERILHT00000014591	A	rna-XM_057804916.1	X
BRAKERILHT00000015500	A	rna-XM_057805006.1	X
BRAKERILHT00000014833	A	rna-XM_057815672.1	A
BRAKERILHT00000014787	A	rna-XM_057811832.1	A
BRAKERILHT00000014413	A	rna-XM_057805054.1	X
BRAKERILHT00000015552	A	rna-XM_057799189.1	A
BRAKERILHT00000014943	A	rna-XM_057816033.1	A
BRAKERILHT00000015381	A	rna-XM_057800543.1	A
BRAKERILHT00000014491	A	rna-XM_057805481.1	A
BRAKERILHT00000014822	A	rna-XM_057801020.1	A
BRAKERILHT00000014375	A	rna-XM_057801016.1	A
BRAKERILHT00000014809	A	rna-XM_057802604.1	A
BRAKERILHT00000014868	A	rna-XM_057800546.1	A
BRAKERILHT00000015324	A	rna-XM_057799938.1	A
BRAKERILHT00000014331	A	rna-XM_057805001.1	A
BRAKERILHT00000014719	A	rna-XM_057804922.1	A
BRAKERILHT00000014074	A	rna-XM_057798436.1	A
BRAKERILHT00000015412	A	rna-XM_057804034.1	A
BRAKERILHT00000014930	A	rna-XM_057799254.1	A
BRAKERILHT00000014464	A	rna-XM_057806306.1	A
BRAKERILHT00000015096	A	rna-XM_057798846.1	A
BRAKERILHT00000014641	A	rna-XM_057803801.1	A
BRAKERILHT00000014744	A	rna-XM_057811404.1	A
BRAKERILHT00000015285	A	rna-XM_057813931.1	A
BRAKERILHT00000015441	A	rna-XM_057813573.1	A
BRAKERILHT00000014709	A	rna-XM_057811384.1	A
BRAKERILHT00000015068	A	rna-XM_057798160.1	A
BRAKERILHT00000015316	A	rna-XM_057798161.1	A
BRAKERILHT00000014077	A	rna-XM_057799192.1	A
BRAKERILHT00000014385	A	rna-XM_057798330.1	A
BRAKERILHT00000014730	A	rna-XM_057797734.1	A
BRAKERILHT00000014794	A	rna-XM_057805766.1	A
BRAKERILHT00000014916	A	rna-XM_057797858.1	A
BRAKERILHT00000014454	A	rna-XM_057797372.1	A
BRAKERILHT00000014312	A	rna-XM_057797365.1	A
BRAKERILHT00000014758	A	rna-XM_057799540.1	A
BRAKERILHT00000014337	A	rna-XM_057810137.1	A
BRAKERILHT00000014886	A	rna-XM_057810826.1	A
BRAKERILHT00000015198	A	rna-XM_057813936.1	A
BRAKERILHT00000015304	A	rna-XM_057812551.1	A
BRAKERILHT00000014104	A	rna-XM_057812098.1	A
BRAKERILHT00000014444	A	rna-XM_057812133.1	A
BRAKERILHT00000015022	A	rna-XM_057798290.1	A
BRAKERILHT00000015335	A	rna-XM_057799700.1	A
BRAKERILHT00000014658	A	rna-XM_057806778.1	A
BRAKERILHT00000015207	A	rna-XM_057798815.1	A
BRAKERILHT00000015289	A	rna-XM_057804803.1	A
BRAKERILHT00000014846	A	rna-XM_057812848.1	A
BRAKERILHT00000015293	A	rna-XM_057811816.1	A
BRAKERILHT00000014136	A	rna-XM_057811815.1	A
BRAKERILHT00000014982	A	rna-XM_057813556.1	A
BRAKERILHT00000015511	A	rna-XM_057813557.1	A
BRAKERILHT00000014536	A	rna-XM_057795526.1	A
BRAKERILHT00000014984	A	rna-XM_057798489.1	A
BRAKERILHT00000015192	A	rna-XM_057795093.1	A
BRAKERILHT00000014035	A	rna-XM_057816299.1	A
BRAKERILHT00000014798	A	rna-XM_057807294.1	A
BRAKERILHT00000015240	A	rna-XM_057795137.1	A
BRAKERILHT00000014103	A	rna-XM_057814838.1	A
BRAKERILHT00000014311	A	rna-XM_057814879.1	A
BRAKERILHT00000014761	A	rna-XM_057801517.1	A
BRAKERILHT00000015172	A	rna-XM_057800130.1	A
BRAKERILHT00000014651	A	rna-XM_057799036.1	A
BRAKERILHT00000015011	A	rna-XM_057799009.1	A
BRAKERILHT00000014847	A	rna-XM_057816703.1	X
BRAKERILHT00000015122	A	rna-XM_057815310.1	Y
BRAKERILHT00000014749	A	rna-XM_057798063.1	A
BRAKERILHT00000015169	A	rna-XM_057798095.1	A
BRAKERILHT00000014243	A	rna-XM_057798570.1	A
BRAKERILHT00000014902	A	rna-XM_057798174.1	A
BRAKERILHT00000014055	A	rna-XM_057797806.1	A
BRAKERILHT00000015216	A	rna-XM_057797805.1	A
BRAKERILHT00000014233	A	rna-XM_057798308.1	A
BRAKERILHT00000014914	A	rna-XM_057798306.1	A
BRAKERILHT00000015534	A	rna-XM_057798807.1	A
BRAKERILHT00000015095	A	rna-XM_057799345.1	A
BRAKERILHT00000014325	A	rna-XM_057799344.1	A
BRAKERILHT00000014760	A	rna-XM_057799055.1	A
BRAKERILHT00000015134	A	rna-XM_057798829.1	A
BRAKERILHT00000014066	A	rna-XM_057798833.1	A
BRAKERILHT00000014613	A	rna-XM_057798831.1	A
BRAKERILHT00000014793	A	rna-XM_057801477.1	A
BRAKERILHT00000015040	A	rna-XM_057801424.1	A
BRAKERILHT00000014764	A	rna-XM_057809231.1	A
BRAKERILHT00000014084	A	rna-XM_057807974.1	A
BRAKERILHT00000014906	A	rna-XM_057806593.1	A
BRAKERILHT00000014596	A	rna-XM_057803437.1	A
BRAKERILHT00000014228	A	rna-XM_057809939.1	A
BRAKERILHT00000015372	A	rna-XM_057813520.1	A
BRAKERILHT00000014637	A	rna-XM_057811203.1	A
BRAKERILHT00000014427	A	rna-XM_057815553.1	A
BRAKERILHT00000015530	A	rna-XM_057815708.1	A
BRAKERILHT00000015035	A	rna-XM_057813796.1	A
BRAKERILHT00000015490	A	rna-XM_057807278.1	A
BRAKERILHT00000014255	A	rna-XM_057795504.1	A
BRAKERILHT00000014777	A	rna-XM_057795929.1	A
BRAKERILHT00000014487	A	rna-XM_057801656.1	A
BRAKERILHT00000016615	A	rna-XM_057814706.1	X
BRAKERILHT00000016594	A	rna-XM_057795649.1	A
BRAKERILHT00000015993	A	rna-XM_057814047.1	A
BRAKERILHT00000016473	A	rna-XM_057811291.1	A
BRAKERILHT00000016179	A	rna-XM_057811293.1	A
BRAKERILHT00000015833	A	rna-XM_057814788.1	A
BRAKERILHT00000016928	A	rna-XM_057814049.1	A
BRAKERILHT00000016869	A	rna-XM_057812084.1	A
BRAKERILHT00000016699	A	rna-XM_057813758.1	A
BRAKERILHT00000016574	A	rna-XM_057813764.1	A
BRAKERILHT00000016355	A	rna-XM_057810639.1	A
BRAKERILHT00000016529	A	rna-XM_057810638.1	A
BRAKERILHT00000016449	A	rna-XM_057811910.1	A
BRAKERILHT00000016761	A	rna-XM_057811913.1	A
BRAKERILHT00000016602	A	rna-XM_057811659.1	A
BRAKERILHT00000016701	A	rna-XM_057811127.1	A
BRAKERILHT00000015616	A	rna-XM_057810823.1	A
BRAKERILHT00000016027	A	rna-XM_057811848.1	A
BRAKERILHT00000016956	A	rna-XM_057811849.1	A
BRAKERILHT00000016184	A	rna-XM_057802324.1	A
BRAKERILHT00000015752	A	rna-XM_057810819.1	A
BRAKERILHT00000016827	A	rna-XM_057814441.1	A
BRAKERILHT00000016023	A	rna-XM_057813489.1	A
BRAKERILHT00000016688	A	rna-XM_057812974.1	A
BRAKERILHT00000016041	A	rna-XM_057812933.1	A
BRAKERILHT00000016435	A	rna-XM_057812657.1	A
BRAKERILHT00000016716	A	rna-XM_057812655.1	A
BRAKERILHT00000016117	A	rna-XM_057814622.1	A
BRAKERILHT00000016403	A	rna-XM_057814628.1	A
BRAKERILHT00000016894	A	rna-XM_057812219.1	A
BRAKERILHT00000015629	A	rna-XM_057810679.1	A
BRAKERILHT00000016388	A	rna-XM_057802232.1	A
BRAKERILHT00000016685	A	rna-XM_057814992.1	A
BRAKERILHT00000016913	A	rna-XM_057803940.1	A
BRAKERILHT00000016212	A	rna-XM_057811292.1	X
BRAKERILHT00000016253	A	rna-XM_057803522.1	A
BRAKERILHT00000015954	A	rna-XM_057803536.1	A
BRAKERILHT00000016856	A	rna-XM_057803537.1	A
BRAKERILHT00000015721	A	rna-XM_057803540.1	A
BRAKERILHT00000015717	A	rna-XM_057816592.1	A
BRAKERILHT00000016491	A	rna-XM_057816583.1	A
BRAKERILHT00000016586	A	rna-XM_057809306.1	A
BRAKERILHT00000016568	A	rna-XM_057803822.1	A
BRAKERILHT00000016287	A	rna-XM_057809414.1	A
BRAKERILHT00000015947	A	rna-XM_057809489.1	A
BRAKERILHT00000016973	A	rna-XM_057796442.1	A
BRAKERILHT00000015938	A	rna-XM_057798523.1	A
BRAKERILHT00000016846	A	rna-XM_057798151.1	A
BRAKERILHT00000016541	A	rna-XM_057810671.1	A
BRAKERILHT00000016753	A	rna-XM_057807209.1	A
BRAKERILHT00000016941	A	rna-XM_057807036.1	A
BRAKERILHT00000015864	A	rna-XM_057804681.1	A
BRAKERILHT00000016766	A	rna-XM_057804189.1	A
BRAKERILHT00000015862	A	rna-XM_057803920.1	A
BRAKERILHT00000016451	A	rna-XM_057807934.1	A
BRAKERILHT00000015962	A	rna-XM_057805059.1	A
BRAKERILHT00000016174	A	rna-XM_057800415.1	A
BRAKERILHT00000016640	A	rna-XM_057804985.1	A
BRAKERILHT00000016953	A	rna-XM_057804984.1	A
BRAKERILHT00000015874	A	rna-XM_057812596.1	X
BRAKERILHT00000016203	A	rna-XM_057804684.1	A
BRAKERILHT00000016488	A	rna-XM_057798390.1	A
BRAKERILHT00000016751	A	rna-XM_057804678.1	A
BRAKERILHT00000015730	A	rna-XM_057811078.1	A
BRAKERILHT00000016043	A	rna-XM_057797987.1	A
BRAKERILHT00000016348	A	rna-XM_057813817.1	A
BRAKERILHT00000016599	A	rna-XM_057810186.1	A
BRAKERILHT00000015698	A	rna-XM_057813783.1	A
BRAKERILHT00000016595	A	rna-XM_057811813.1	A
BRAKERILHT00000016466	A	rna-XM_057795322.1	A
BRAKERILHT00000015831	A	rna-XM_057814921.1	A
BRAKERILHT00000015636	A	rna-XM_057807839.1	A
BRAKERILHT00000016723	A	rna-XM_057800263.1	A
BRAKERILHT00000016580	A	rna-XM_057798361.1	A
BRAKERILHT00000016259	A	rna-XM_057795629.1	A
BRAKERILHT00000016783	A	rna-XM_057800661.1	A
BRAKERILHT00000016465	A	rna-XM_057806429.1	A
BRAKERILHT00000015988	A	rna-XM_057806584.1	A
BRAKERILHT00000015690	A	rna-XM_057806430.1	A
BRAKERILHT00000015933	A	rna-XM_057816101.1	A
BRAKERILHT00000016329	A	rna-XM_057802002.1	A
BRAKERILHT00000016554	A	rna-XM_057810850.1	A
BRAKERILHT00000016228	A	rna-XM_057814658.1	X
BRAKERILHT00000015784	A	rna-XM_057796490.1	A
BRAKERILHT00000016904	A	rna-XM_057796144.1	A
BRAKERILHT00000016374	A	rna-XM_057795778.1	A
BRAKERILHT00000015751	A	rna-XM_057795658.1	A
BRAKERILHT00000016176	A	rna-XM_057795813.1	A
BRAKERILHT00000016932	A	rna-XM_057795948.1	A
BRAKERILHT00000016012	A	rna-XM_057798870.1	A
BRAKERILHT00000016597	A	rna-XM_057795947.1	A
BRAKERILHT00000015672	A	rna-XM_057795957.1	A
BRAKERILHT00000015649	A	rna-XM_057798604.1	A
BRAKERILHT00000016003	A	rna-XM_057805544.1	A
BRAKERILHT00000016564	A	rna-XM_057796468.1	X
BRAKERILHT00000016960	A	rna-XM_057802031.1	A
BRAKERILHT00000015811	A	rna-XM_057797191.1	A
BRAKERILHT00000015902	A	rna-XM_057815421.1	A
BRAKERILHT00000016971	A	rna-XM_057811927.1	A
BRAKERILHT00000016513	A	rna-XM_057811934.1	A
BRAKERILHT00000016219	A	rna-XM_057811932.1	A
BRAKERILHT00000016322	A	rna-XM_057811938.1	A
BRAKERILHT00000016270	A	rna-XM_057811945.1	A
BRAKERILHT00000016923	A	rna-XM_057814620.1	A
BRAKERILHT00000015759	A	rna-XM_057811959.1	A
BRAKERILHT00000016254	A	rna-XM_057811967.1	A
BRAKERILHT00000016650	A	rna-XM_057811948.1	A
BRAKERILHT00000015768	A	rna-XM_057811964.1	A
BRAKERILHT00000016058	A	rna-XM_057811965.1	A
BRAKERILHT00000016141	A	rna-XM_057811963.1	A
BRAKERILHT00000016934	A	rna-XM_057811960.1	A
BRAKERILHT00000016636	A	rna-XM_057807841.1	A
BRAKERILHT00000016764	A	rna-XM_057807670.1	A
BRAKERILHT00000015856	A	rna-XM_057807320.1	A
BRAKERILHT00000016160	A	rna-XM_057807713.1	A
BRAKERILHT00000015615	A	rna-XM_057807671.1	A
BRAKERILHT00000015994	A	rna-XM_057799792.1	A
BRAKERILHT00000016787	A	rna-XM_057807789.1	A
BRAKERILHT00000016148	A	rna-XM_057808507.1	A
BRAKERILHT00000016462	A	rna-XM_057798465.1	A
BRAKERILHT00000015907	A	rna-XM_057810656.1	A
BRAKERILHT00000016306	A	rna-XM_057805039.1	A
BRAKERILHT00000015913	A	rna-XM_057810692.1	A
BRAKERILHT00000016120	A	rna-XM_057806585.1	A
BRAKERILHT00000016339	A	rna-XM_057794903.1	X
BRAKERILHT00000015731	A	rna-XM_057806926.1	X
BRAKERILHT00000016114	A	rna-XM_057806949.1	X
BRAKERILHT00000016276	A	rna-XM_057798683.1	A
BRAKERILHT00000016495	A	rna-XM_057798635.1	A
BRAKERILHT00000016118	A	rna-XM_057798631.1	A
BRAKERILHT00000016781	A	rna-XM_057798632.1	A
BRAKERILHT00000016265	A	rna-XM_057798629.1	A
BRAKERILHT00000016115	A	rna-XM_057798841.1	A
BRAKERILHT00000016502	A	rna-XM_057799626.1	A
BRAKERILHT00000016890	A	rna-XM_057799625.1	A
BRAKERILHT00000016271	A	rna-XM_057798704.1	A
BRAKERILHT00000015850	A	rna-XM_057810081.1	A
BRAKERILHT00000016144	A	rna-XM_057795319.1	A
BRAKERILHT00000015983	A	rna-XM_057806909.1	A
BRAKERILHT00000015630	A	rna-XM_057801797.1	A
BRAKERILHT00000016606	A	rna-XM_057807045.1	A
BRAKERILHT00000016136	A	rna-XM_057795254.1	A
BRAKERILHT00000015679	A	rna-XM_057807242.1	A
BRAKERILHT00000015880	A	rna-XM_057806723.1	A
BRAKERILHT00000015740	A	rna-XM_057806675.1	A
BRAKERILHT00000016737	A	rna-XM_057806693.1	A
BRAKERILHT00000016498	A	rna-XM_057806311.1	A
BRAKERILHT00000016111	A	rna-XM_057800282.1	A
BRAKERILHT00000015883	A	rna-XM_057811657.1	X
BRAKERILHT00000016742	A	rna-XM_057806177.1	X
