B_varius	chromosome	B_siliquastri	chromosome
anno1.g11046.t1	A	BRAKERILHT00000010480	A
anno1.g11048.t3	A	BRAKERILHT00000011866	A
anno1.g11050.t1	A	BRAKERILHT00000011559	A
anno1.g11051.t1	A	BRAKERILHT00000011044	A
anno1.g11052.t1	A	BRAKERILHT00000011059	A
anno1.g11053.t1	A	BRAKERILHT00000010806	A
anno1.g11054.t1	A	BRAKERILHT00000011804	A
anno1.g11055.t1	A	BRAKERILHT00000011257	A
anno1.g11056.t1	A	BRAKERILHT00000011990	A
anno1.g11057.t1	A	BRAKERILHT00000011657	A
anno1.g11058.t1	A	BRAKERILHT00000011487	A
anno1.g11059.t1	A	BRAKERILHT00000012161	A
anno1.g11060.t1	A	BRAKERILHT00000011885	A
anno1.g11061.t1	A	BRAKERILHT00000011561	A
anno1.g11062.t2	A	BRAKERILHT00000012152	A
anno1.g11063.t1	A	BRAKERILHT00000011741	A
anno1.g11064.t4	A	BRAKERILHT00000011291	A
anno1.g11065.t1	A	BRAKERILHT00000011577	A
anno1.g11067.t1	A	BRAKERILHT00000010743	A
anno1.g11070.t5	A	BRAKERILHT00000010426	A
anno1.g11071.t1	A	BRAKERILHT00000012037	A
anno1.g11072.t1	A	BRAKERILHT00000011155	A
anno1.g11073.t2	A	BRAKERILHT00000010876	A
anno1.g11074.t1	A	BRAKERILHT00000012169	A
anno1.g11075.t1	A	BRAKERILHT00000011616	A
anno1.g11077.t1	A	BRAKERILHT00000010776	A
anno1.g11078.t1	A	BRAKERILHT00000010497	A
anno1.g11079.t1	A	BRAKERILHT00000011868	A
anno1.g11080.t1	A	BRAKERILHT00000011116	A
anno1.g11081.t1	A	BRAKERILHT00000010773	A
anno1.g11082.t1	A	BRAKERILHT00000012143	A
anno1.g11083.t4	A	BRAKERILHT00000010784	A
anno1.g11084.t1	A	BRAKERILHT00000011449	A
anno1.g11085.t1	A	BRAKERILHT00000011359	A
anno1.g11086.t1	A	BRAKERILHT00000011789	A
anno1.g11087.t1	A	BRAKERILHT00000010619	A
anno1.g11088.t1	A	BRAKERILHT00000010634	A
anno1.g11089.t1	A	BRAKERILHT00000012134	A
anno1.g11091.t1	A	BRAKERILHT00000011045	A
anno1.g11093.t1	A	BRAKERILHT00000011926	A
anno1.g11095.t2	A	BRAKERILHT00000011818	A
anno1.g11096.t1	A	BRAKERILHT00000012099	A
anno1.g11097.t1	A	BRAKERILHT00000011450	A
anno1.g11098.t1	A	BRAKERILHT00000011183	A
anno1.g11099.t1	A	BRAKERILHT00000010509	A
anno1.g11100.t1	A	BRAKERILHT00000011607	A
anno1.g11101.t1	A	BRAKERILHT00000010920	A
anno1.g11102.t1	A	BRAKERILHT00000012150	A
anno1.g11103.t3	A	BRAKERILHT00000011881	A
anno1.g11105.t1	A	BRAKERILHT00000011873	A
anno1.g11106.t1	A	BRAKERILHT00000011705	A
anno1.g11107.t1	A	BRAKERILHT00000011043	A
anno1.g11108.t1	A	BRAKERILHT00000010893	A
anno1.g11109.t1	A	BRAKERILHT00000012123	A
anno1.g11110.t1	A	BRAKERILHT00000010989	A
anno1.g11111.t1	A	BRAKERILHT00000010801	A
anno1.g11112.t1	A	BRAKERILHT00000012317	A
anno1.g11113.t1	A	BRAKERILHT00000011857	A
anno1.g11115.t1	A	BRAKERILHT00000010494	A
anno1.g11116.t1	A	BRAKERILHT00000011294	A
anno1.g11117.t1	A	BRAKERILHT00000011849	A
anno1.g11119.t1	A	BRAKERILHT00000011085	A
anno1.g11120.t2	A	BRAKERILHT00000011960	A
anno1.g11121.t1	A	BRAKERILHT00000011508	A
anno1.g11122.t1	A	BRAKERILHT00000011097	A
anno1.g11125.t1	A	BRAKERILHT00000011586	A
anno1.g11128.t1	A	BRAKERILHT00000010935	A
anno1.g11129.t1	A	BRAKERILHT00000011245	A
anno1.g11130.t1	A	BRAKERILHT00000011992	A
anno1.g11131.t1	A	BRAKERILHT00000012100	A
anno1.g11132.t1	A	BRAKERILHT00000011685	A
anno1.g11136.t2	A	BRAKERILHT00000010859	A
anno1.both_agree_g20471.t1	A	BRAKERILHT00000006459	A
anno1.g11139.t1	A	BRAKERILHT00000011251	A
anno1.g11141.t1	A	BRAKERILHT00000012022	A
anno1.g11142.t1	A	BRAKERILHT00000010916	A
anno1.g11143.t1	A	BRAKERILHT00000012208	A
anno1.g11144.t1	A	BRAKERILHT00000011936	A
anno1.g11145.t2	A	BRAKERILHT00000010553	A
anno1.g11146.t1	A	BRAKERILHT00000011089	A
anno1.g11150.t1	A	BRAKERILHT00000010812	A
anno1.g11152.t1	A	BRAKERILHT00000011887	A
anno1.g11153.t2	A	BRAKERILHT00000010511	A
anno1.g11154.t2	A	BRAKERILHT00000010969	A
anno1.g11155.t1	A	BRAKERILHT00000011507	A
anno1.g11156.t1	A	BRAKERILHT00000012041	A
anno1.g11157.t1	A	BRAKERILHT00000011218	A
anno1.g11158.t1	A	BRAKERILHT00000010578	A
anno1.g11159.t1	A	BRAKERILHT00000012070	A
anno1.g11161.t1	A	BRAKERILHT00000011379	A
anno1.g11162.t1	A	BRAKERILHT00000011016	A
anno1.g11163.t1	A	BRAKERILHT00000011323	A
anno1.g11164.t1	A	BRAKERILHT00000010674	A
anno1.g11166.t1	A	BRAKERILHT00000012024	A
anno1.g11167.t1	A	BRAKERILHT00000011132	A
anno1.g11168.t1	A	BRAKERILHT00000010601	A
anno1.g11169.t1	A	BRAKERILHT00000012200	A
anno1.g11170.t1	A	BRAKERILHT00000011413	A
anno1.g11171.t1	A	BRAKERILHT00000011962	A
anno1.both_agree_g20522.t1	A	BRAKERILHT00000010844	A
anno1.g11175.t1	A	BRAKERILHT00000011147	A
anno1.g11176.t1	A	BRAKERILHT00000012018	A
anno1.g11177.t1	A	BRAKERILHT00000012201	A
anno1.g11178.t1	A	BRAKERILHT00000011794	A
anno1.g11180.t1	A	BRAKERILHT00000010945	A
anno1.g11181.t1	A	BRAKERILHT00000010937	A
anno1.g11182.t1	A	BRAKERILHT00000010770	A
anno1.g11183.t2	A	BRAKERILHT00000012258	A
anno1.g11184.t1	A	BRAKERILHT00000012013	A
anno1.g11185.t1	A	BRAKERILHT00000011568	A
anno1.g11187.t1	A	BRAKERILHT00000010912	A
anno1.g11188.t2	A	BRAKERILHT00000010622	A
anno1.g11189.t1	A	BRAKERILHT00000011430	A
anno1.g11191.t1	A	BRAKERILHT00000011702	A
anno1.g11192.t1	A	BRAKERILHT00000010502	A
anno1.g11193.t1	A	BRAKERILHT00000011181	A
anno1.g11194.t1	A	BRAKERILHT00000011574	A
anno1.g11195.t1	A	BRAKERILHT00000012294	A
anno1.g11196.t1	A	BRAKERILHT00000011956	A
anno1.g11197.t1	A	BRAKERILHT00000010650	A
anno1.g11198.t1	A	BRAKERILHT00000011256	A
anno1.g11200.t1	A	BRAKERILHT00000010652	A
anno1.g11201.t1	A	BRAKERILHT00000011681	A
anno1.g11202.t1	A	BRAKERILHT00000011083	A
anno1.g11203.t1	A	BRAKERILHT00000010645	A
anno1.g11204.t1	A	BRAKERILHT00000011879	A
anno1.g11205.t1	A	BRAKERILHT00000011353	A
anno1.g11206.t1	A	BRAKERILHT00000012209	A
anno1.g11207.t1	A	BRAKERILHT00000010817	A
anno1.g11208.t1	A	BRAKERILHT00000011134	A
anno1.g11209.t1	A	BRAKERILHT00000011614	A
anno1.g11210.t1	A	BRAKERILHT00000011412	A
anno1.g11213.t1	A	BRAKERILHT00000011331	A
anno1.g11214.t2	A	BRAKERILHT00000011695	A
anno1.g11215.t1	A	BRAKERILHT00000012284	A
anno1.g11217.t1	A	BRAKERILHT00000011861	A
anno1.g11218.t1	A	BRAKERILHT00000011086	A
anno1.g11219.t1	A	BRAKERILHT00000011740	A
anno1.g11220.t1	A	BRAKERILHT00000011018	A
anno1.g11221.t1	A	BRAKERILHT00000010454	A
anno1.g11222.t2	A	BRAKERILHT00000012068	A
anno1.g11223.t1	A	BRAKERILHT00000011566	A
anno1.g11224.t1	A	BRAKERILHT00000011221	A
anno1.g11225.t1	A	BRAKERILHT00000010666	A
anno1.g11226.t1	A	BRAKERILHT00000012309	A
anno1.g11227.t1	A	BRAKERILHT00000011773	A
anno1.g11228.t1	A	BRAKERILHT00000011536	A
anno1.g11229.t1	A	BRAKERILHT00000010840	A
anno1.g11231.t1	A	BRAKERILHT00000010739	A
anno1.g11232.t1	A	BRAKERILHT00000011535	A
anno1.g11235.t1	A	BRAKERILHT00000010606	A
anno1.g11236.t2	A	BRAKERILHT00000010999	A
anno1.g11237.t1	A	BRAKERILHT00000011443	A
anno1.g11238.t1	A	BRAKERILHT00000011498	A
anno1.g11239.t1	A	BRAKERILHT00000010415	A
anno1.g11240.t1	A	BRAKERILHT00000010974	A
anno1.g11241.t1	A	BRAKERILHT00000011349	A
anno1.g11242.t1	A	BRAKERILHT00000011768	A
anno1.g11243.t2	A	BRAKERILHT00000011886	A
anno1.g11244.t2	A	BRAKERILHT00000010602	A
anno1.g11245.t2	A	BRAKERILHT00000010461	A
anno1.g11246.t2	A	BRAKERILHT00000011224	A
anno1.g11247.t1	A	BRAKERILHT00000011493	A
anno1.g11248.t1	A	BRAKERILHT00000011031	A
anno1.g11249.t2	A	BRAKERILHT00000010715	A
anno1.g11250.t2	A	BRAKERILHT00000011954	A
anno1.g11252.t1	A	BRAKERILHT00000010432	A
anno1.g11253.t1	A	BRAKERILHT00000012257	A
anno1.g11254.t1	A	BRAKERILHT00000012087	A
anno1.g11255.t2	A	BRAKERILHT00000010517	A
anno1.g11256.t1	A	BRAKERILHT00000011589	A
anno1.g11257.t1	A	BRAKERILHT00000015997	A
anno1.g11259.t1	A	BRAKERILHT00000010904	A
anno1.g11260.t2	A	BRAKERILHT00000010847	A
anno1.g11261.t1	A	BRAKERILHT00000011178	A
anno1.g11263.t1	A	BRAKERILHT00000010961	A
anno1.g11264.t1	A	BRAKERILHT00000012104	A
anno1.g11265.t1	A	BRAKERILHT00000010752	A
anno1.g11266.t1	A	BRAKERILHT00000011267	A
anno1.g11267.t1	A	BRAKERILHT00000011828	A
anno1.g11268.t1	A	BRAKERILHT00000010475	A
anno1.g11269.t1	A	BRAKERILHT00000011306	A
anno1.g11270.t1	A	BRAKERILHT00000010754	A
anno1.g11271.t1	A	BRAKERILHT00000012184	A
anno1.g11272.t1	A	BRAKERILHT00000010726	A
anno1.g11273.t1	A	BRAKERILHT00000012292	A
anno1.g11274.t1	A	BRAKERILHT00000012062	A
anno1.g11275.t1	A	BRAKERILHT00000011162	A
anno1.g11276.t1	A	BRAKERILHT00000012164	A
anno1.g11277.t1	A	BRAKERILHT00000011619	A
anno1.g11278.t1	A	BRAKERILHT00000010648	A
anno1.g11280.t1	A	BRAKERILHT00000010992	A
anno1.g11281.t1	A	BRAKERILHT00000011185	A
anno1.g11282.t1	A	BRAKERILHT00000012080	A
anno1.g11283.t1	A	BRAKERILHT00000010455	A
anno1.g11284.t1	A	BRAKERILHT00000012207	A
anno1.g11286.t1	A	BRAKERILHT00000010910	A
anno1.g11287.t1	A	BRAKERILHT00000010499	A
anno1.g11288.t1	A	BRAKERILHT00000011377	A
anno1.g11289.t1	A	BRAKERILHT00000012291	A
anno1.g11290.t1	A	BRAKERILHT00000011122	A
anno1.g11292.t1	A	BRAKERILHT00000011057	A
anno1.g11293.t1	A	BRAKERILHT00000010437	A
anno1.g11294.t1	A	BRAKERILHT00000011486	A
anno1.g11296.t1	A	BRAKERILHT00000011829	A
anno1.g11297.t1	A	BRAKERILHT00000012036	A
anno1.g11298.t1	A	BRAKERILHT00000011012	A
anno1.g11300.t1	A	BRAKERILHT00000011910	A
anno1.g11302.t1	A	BRAKERILHT00000010875	A
anno1.g11303.t1	A	BRAKERILHT00000011694	A
anno1.g11304.t1	A	BRAKERILHT00000011133	A
anno1.g11306.t2	A	BRAKERILHT00000011538	A
anno1.g11307.t1	A	BRAKERILHT00000011153	A
anno1.g11308.t1	A	BRAKERILHT00000010453	A
anno1.g11309.t1	A	BRAKERILHT00000012303	A
anno1.g11310.t1	A	BRAKERILHT00000010787	A
anno1.g11311.t1	A	BRAKERILHT00000011892	A
anno1.g11312.t1	A	BRAKERILHT00000012077	A
anno1.g11313.t1	A	BRAKERILHT00000011550	A
anno1.g11314.t1	A	BRAKERILHT00000011801	A
anno1.g11315.t1	A	BRAKERILHT00000012050	A
anno1.g11316.t1	A	BRAKERILHT00000011152	A
anno1.g11317.t3	A	BRAKERILHT00000012229	A
anno1.g11318.t1	A	BRAKERILHT00000010594	A
anno1.g11319.t1	A	BRAKERILHT00000011123	A
anno1.g11320.t1	A	BRAKERILHT00000011408	A
anno1.g11321.t2	A	BRAKERILHT00000011258	A
anno1.g11323.t1	A	BRAKERILHT00000017290	X
anno1.g11326.t1	A	BRAKERILHT00000010905	A
anno1.g11329.t1	A	BRAKERILHT00000010501	A
anno1.g11331.t2	A	BRAKERILHT00000011848	A
anno1.g11332.t1	A	BRAKERILHT00000011190	A
anno1.g11333.t2	A	BRAKERILHT00000010682	A
anno1.g11334.t1	A	BRAKERILHT00000012296	A
anno1.g11336.t1	A	BRAKERILHT00000011691	A
anno1.g11337.t1	A	BRAKERILHT00000011154	A
anno1.g11338.t1	A	BRAKERILHT00000011414	A
anno1.g11339.t1	A	BRAKERILHT00000011726	A
anno1.g11340.t1	A	BRAKERILHT00000011876	A
anno1.g11341.t1	A	BRAKERILHT00000010519	A
anno1.g11342.t1	A	BRAKERILHT00000011019	A
anno1.g11343.t1	A	BRAKERILHT00000011567	A
anno1.g11344.t2	A	BRAKERILHT00000012065	A
anno1.g11345.t1	A	BRAKERILHT00000011166	A
anno1.g11346.t1	A	BRAKERILHT00000012202	A
anno1.g11347.t1	A	BRAKERILHT00000012300	A
anno1.g11348.t1	A	BRAKERILHT00000010572	A
anno1.g11349.t1	A	BRAKERILHT00000010577	A
anno1.g11350.t1	A	BRAKERILHT00000011411	A
anno1.g11351.t1	A	BRAKERILHT00000011006	A
anno1.g11352.t1	A	BRAKERILHT00000012076	A
anno1.g11353.t1	A	BRAKERILHT00000011300	A
anno1.g11354.t1	A	BRAKERILHT00000010640	A
anno1.g11355.t1	A	BRAKERILHT00000012187	A
anno1.g11356.t1	A	BRAKERILHT00000010921	A
anno1.g11357.t1	A	BRAKERILHT00000011546	A
anno1.g11358.t1	A	BRAKERILHT00000011989	A
anno1.g11359.t1	A	BRAKERILHT00000010716	A
anno1.g11360.t1	A	BRAKERILHT00000011120	A
anno1.g11363.t1	A	BRAKERILHT00000011423	A
anno1.g11364.t1	A	BRAKERILHT00000011723	A
anno1.g11365.t1	A	BRAKERILHT00000012267	A
anno1.g11366.t1	A	BRAKERILHT00000010513	A
anno1.g11367.t1	A	BRAKERILHT00000011400	A
anno1.g11368.t1	A	BRAKERILHT00000010756	A
anno1.g11369.t1	A	BRAKERILHT00000010706	A
anno1.g11370.t1	A	BRAKERILHT00000003106	A
anno1.g11371.t1	A	BRAKERILHT00000010919	A
anno1.g11372.t1	A	BRAKERILHT00000011812	A
anno1.g11373.t1	A	BRAKERILHT00000012082	A
anno1.g11374.t1	A	BRAKERILHT00000011524	A
anno1.g11375.t2	A	BRAKERILHT00000012315	A
anno1.g11376.t1	A	BRAKERILHT00000011755	A
anno1.g11377.t1	A	BRAKERILHT00000012302	A
anno1.g11378.t1	A	BRAKERILHT00000012282	A
anno1.g11379.t1	A	BRAKERILHT00000011269	A
anno1.g11380.t1	A	BRAKERILHT00000011752	A
anno1.g11381.t1	A	BRAKERILHT00000011141	A
anno1.g11382.t1	A	BRAKERILHT00000010737	A
anno1.g11383.t1	A	BRAKERILHT00000012032	A
anno1.g11384.t1	A	BRAKERILHT00000010870	A
anno1.g11385.t1	A	BRAKERILHT00000012151	A
anno1.g11386.t2	A	BRAKERILHT00000010620	A
anno1.g11387.t1	A	BRAKERILHT00000012090	A
anno1.g11388.t1	A	BRAKERILHT00000011470	A
anno1.g11389.t1	A	BRAKERILHT00000011643	A
anno1.g11390.t1	A	BRAKERILHT00000012145	A
anno1.g11391.t1	A	BRAKERILHT00000011126	A
anno1.g11392.t1	A	BRAKERILHT00000010616	A
anno1.g11393.t1	A	BRAKERILHT00000011988	A
anno1.g11394.t1	A	BRAKERILHT00000011396	A
anno1.g11395.t1	A	BRAKERILHT00000011013	A
anno1.both_agree_g20798.t3	A	BRAKERILHT00000012017	A
anno1.g11397.t1	A	BRAKERILHT00000010742	A
anno1.g11398.t1	A	BRAKERILHT00000011254	A
anno1.g11400.t1	A	BRAKERILHT00000011803	A
anno1.g11401.t1	A	BRAKERILHT00000011274	A
anno1.g11402.t2	A	BRAKERILHT00000011467	A
anno1.g11403.t1	A	BRAKERILHT00000010658	A
anno1.g11404.t1	A	BRAKERILHT00000011238	A
anno1.g11408.t1	A	BRAKERILHT00000010474	A
anno1.g11409.t1	A	BRAKERILHT00000012067	A
anno1.g11410.t1	A	BRAKERILHT00000011527	A
anno1.g11411.t2	A	BRAKERILHT00000011230	A
anno1.g11412.t1	A	BRAKERILHT00000011261	A
anno1.g11413.t1	A	BRAKERILHT00000011973	A
anno1.g11414.t1	A	BRAKERILHT00000010471	A
anno1.g11415.t1	A	BRAKERILHT00000011440	A
anno1.g11417.t1	A	BRAKERILHT00000011894	A
anno1.g11419.t1	A	BRAKERILHT00000010607	A
anno1.g11418.t1	A	BRAKERILHT00000011028	A
anno1.g11420.t1	A	BRAKERILHT00000011191	A
anno1.g11421.t1	A	BRAKERILHT00000011641	A
anno1.g11423.t1	A	BRAKERILHT00000012219	A
anno1.g11424.t1	A	BRAKERILHT00000011522	A
anno1.g11425.t1	A	BRAKERILHT00000012079	A
anno1.g11426.t1	A	BRAKERILHT00000011298	A
anno1.g11427.t1	A	BRAKERILHT00000010871	A
anno1.g11429.t1	A	BRAKERILHT00000011889	A
anno1.g11435.t1	A	BRAKERILHT00000011439	A
anno1.g11436.t1	A	BRAKERILHT00000011027	A
anno1.g11437.t1	A	BRAKERILHT00000010610	A
anno1.g11438.t1	A	BRAKERILHT00000012293	A
anno1.g11439.t2	A	BRAKERILHT00000010952	A
anno1.g11440.t1	A	BRAKERILHT00000010422	A
anno1.g11441.t1	A	BRAKERILHT00000011551	A
anno1.g11442.t2	A	BRAKERILHT00000011599	A
anno1.g11447.t1	A	BRAKERILHT00000012236	A
anno1.g11449.t2	A	BRAKERILHT00000010903	A
anno1.g11450.t1	A	BRAKERILHT00000011719	A
anno1.g11452.t3	A	BRAKERILHT00000012140	A
anno1.g11453.t1	A	BRAKERILHT00000011240	A
anno1.g11454.t2	A	BRAKERILHT00000011766	A
anno1.g11455.t2	A	BRAKERILHT00000012055	A
anno1.g11456.t2	A	BRAKERILHT00000010694	A
anno1.g11457.t1	A	BRAKERILHT00000011199	A
anno1.g11458.t2	A	BRAKERILHT00000011572	A
anno1.g11459.t1	A	BRAKERILHT00000010557	A
anno1.g11460.t1	A	BRAKERILHT00000012227	A
anno1.g11461.t1	A	BRAKERILHT00000011163	A
anno1.g11462.t1	A	BRAKERILHT00000010720	A
anno1.g11464.t1	A	BRAKERILHT00000010802	A
anno1.g11465.t1	A	BRAKERILHT00000012183	A
anno1.g11468.t1	A	BRAKERILHT00000011362	A
anno1.g11469.t1	A	BRAKERILHT00000010547	A
anno1.g11471.t1	A	BRAKERILHT00000010888	A
anno1.g11472.t1	A	BRAKERILHT00000012350	A
anno1.g11473.t1	A	BRAKERILHT00000010822	A
anno1.g11475.t1	A	BRAKERILHT00000010439	A
anno1.g11476.t1	A	BRAKERILHT00000011784	A
anno1.g11477.t1	A	BRAKERILHT00000011264	A
anno1.g11478.t1	A	BRAKERILHT00000010707	A
anno1.g11480.t1	A	BRAKERILHT00000012073	A
anno1.g11481.t1	A	BRAKERILHT00000011734	A
anno1.g11482.t1	A	BRAKERILHT00000010763	A
anno1.g11483.t1	A	BRAKERILHT00000011547	A
anno1.g11484.t1	A	BRAKERILHT00000011079	A
anno1.g11485.t2	A	BRAKERILHT00000011226	A
anno1.g11486.t1	A	BRAKERILHT00000010728	A
anno1.g11487.t1	A	BRAKERILHT00000011517	A
anno1.g11488.t1	A	BRAKERILHT00000011366	A
anno1.g11489.t1	A	BRAKERILHT00000010569	A
anno1.g11490.t1	A	BRAKERILHT00000012194	A
anno1.g11491.t1	A	BRAKERILHT00000010562	A
anno1.g11493.t1	A	BRAKERILHT00000012215	A
anno1.g11494.t2	A	BRAKERILHT00000010824	A
anno1.g11495.t1	A	BRAKERILHT00000011511	A
anno1.g11496.t1	A	BRAKERILHT00000010985	A
anno1.g11497.t1	A	BRAKERILHT00000011232	A
anno1.g11498.t1	A	BRAKERILHT00000011785	A
anno1.g11499.t1	A	BRAKERILHT00000010960	A
anno1.g11501.t1	A	BRAKERILHT00000010428	A
anno1.g11502.t1	A	BRAKERILHT00000010450	A
anno1.g11503.t1	A	BRAKERILHT00000012341	A
anno1.g11504.t1	A	BRAKERILHT00000010782	A
anno1.g11505.t2	A	BRAKERILHT00000011311	A
anno1.g11506.t1	A	BRAKERILHT00000013727	A
anno1.g11507.t1	A	BRAKERILHT00000010984	A
anno1.g11511.t2	A	BRAKERILHT00000011250	A
anno1.g11512.t1	A	BRAKERILHT00000011777	A
anno1.g11513.t1	A	BRAKERILHT00000010972	A
anno1.g11514.t1	A	BRAKERILHT00000012216	A
anno1.g11515.t2	A	BRAKERILHT00000010813	A
anno1.g11516.t1	A	BRAKERILHT00000014793	A
anno1.g11517.t1	A	BRAKERILHT00000011674	A
anno1.g11519.t1	A	BRAKERILHT00000010655	A
anno1.g11520.t1	A	BRAKERILHT00000012203	A
anno1.g11525.t1	X	BRAKERILHT00000010686	A
anno1.g11540.t1	X	BRAKERILHT00000014506	A
anno1.g11541.t1	X	BRAKERILHT00000017257	X
anno1.g11542.t1	X	BRAKERILHT00000017199	X
anno1.g11543.t1	X	BRAKERILHT00000017029	X
anno1.g11544.t1	X	BRAKERILHT00000017347	X
anno1.g11546.t1	X	BRAKERILHT00000017748	X
anno1.g11548.t1	X	BRAKERILHT00000017287	X
anno1.g11555.t1	X	BRAKERILHT00000017174	X
anno1.g11556.t1	X	BRAKERILHT00000017955	X
anno1.g11557.t1	X	BRAKERILHT00000018029	X
anno1.g11558.t1	X	BRAKERILHT00000017701	X
anno1.g11559.t1	X	BRAKERILHT00000017523	X
anno1.g11561.t1	X	BRAKERILHT00000006917	A
anno1.g11580.t1	X	BRAKERILHT00000005544	A
anno1.g11586.t1	X	BRAKERILHT00000010576	A
anno1.g11596.t1	X	BRAKERILHT00000000774	A
anno1.g11605.t1	X	BRAKERILHT00000012324	A
anno1.g11620.t1	X	BRAKERILHT00000008019	A
anno1.g11632.t1	X	BRAKERILHT00000003234	A
anno1.g11634.t1	X	BRAKERILHT00000011909	A
anno1.g11636.t1	X	BRAKERILHT00000005970	A
anno1.g11637.t1	X	BRAKERILHT00000006401	A
anno1.g11667.t1	X	BRAKERILHT00000001568	A
anno1.g11697.t1	X	BRAKERILHT00000018070	Y
anno1.g11699.t1	X	BRAKERILHT00000000535	A
anno1.g11711.t1	X	BRAKERILHT00000000253	A
anno1.g11742.t1	X	BRAKERILHT00000017039	X
anno1.g11757.t1	X	BRAKERILHT00000005836	A
anno1.g11768.t1	X	BRAKERILHT00000017304	X
anno1.g11774.t1	X	BRAKERILHT00000003059	A
anno1.g11784.t1	X	BRAKERILHT00000016206	A
anno1.g11793.t1	X	BRAKERILHT00000017786	X
anno1.g11816.t1	X	BRAKERILHT00000017698	X
anno1.g11827.t1	X	BRAKERILHT00000005160	A
anno1.g11834.t3	X	BRAKERILHT00000017648	X
anno1.g11836.t1	X	BRAKERILHT00000017455	X
anno1.g11840.t1	X	BRAKERILHT00000017718	X
anno1.g11843.t2	X	BRAKERILHT00000018054	X
anno1.g11844.t1	X	BRAKERILHT00000017528	X
anno1.g11847.t1	X	BRAKERILHT00000017288	X
anno1.g11849.t1	X	BRAKERILHT00000017760	X
anno1.g11850.t1	X	BRAKERILHT00000017305	X
anno1.g11851.t1	X	BRAKERILHT00000018030	X
anno1.g11852.t1	X	BRAKERILHT00000017959	X
anno1.g11853.t1	X	BRAKERILHT00000017589	X
anno1.g11854.t1	X	BRAKERILHT00000011558	A
anno1.g11855.t1	X	BRAKERILHT00000017122	X
anno1.g11856.t1	X	BRAKERILHT00000017052	X
anno1.g11857.t1	X	BRAKERILHT00000017708	X
anno1.g11859.t1	X	BRAKERILHT00000017301	X
anno1.g11861.t1	X	BRAKERILHT00000017004	X
anno1.g11887.t1	X	BRAKERILHT00000014270	A
anno1.g11888.t1	X	BRAKERILHT00000018003	X
anno1.g11889.t1	X	BRAKERILHT00000017322	X
anno1.g11890.t2	X	BRAKERILHT00000017554	X
anno1.g11891.t1	X	BRAKERILHT00000017561	X
anno1.g11892.t1	X	BRAKERILHT00000017195	X
anno1.g11893.t1	X	BRAKERILHT00000017234	X
anno1.g11895.t1	X	BRAKERILHT00000017705	X
anno1.g11896.t1	X	BRAKERILHT00000017973	X
anno1.g11897.t1	X	BRAKERILHT00000017220	X
anno1.g11898.t1	X	BRAKERILHT00000017791	X
anno1.g11899.t1	X	BRAKERILHT00000017439	X
anno1.g11900.t1	X	BRAKERILHT00000017182	X
anno1.g11901.t1	X	BRAKERILHT00000017431	X
anno1.g11902.t2	X	BRAKERILHT00000017649	X
anno1.g11903.t2	X	BRAKERILHT00000017264	X
anno1.g11904.t3	X	BRAKERILHT00000017007	X
anno1.g11905.t1	X	BRAKERILHT00000017296	X
anno1.g11906.t1	X	BRAKERILHT00000018018	X
anno1.g11907.t1	X	BRAKERILHT00000017218	X
anno1.g11908.t1	X	BRAKERILHT00000017890	X
anno1.g11909.t1	X	BRAKERILHT00000017576	X
anno1.g11910.t1	X	BRAKERILHT00000017083	X
anno1.g11911.t1	X	BRAKERILHT00000017658	X
anno1.g11913.t2	X	BRAKERILHT00000017150	X
anno1.g11914.t2	X	BRAKERILHT00000017526	X
anno1.g11915.t1	X	BRAKERILHT00000016992	X
anno1.g11916.t4	X	BRAKERILHT00000017216	X
anno1.g11918.t2	X	BRAKERILHT00000017062	X
anno1.g11919.t1	X	BRAKERILHT00000017938	X
anno1.g11920.t1	X	BRAKERILHT00000017856	X
anno1.g11921.t2	X	BRAKERILHT00000017072	X
anno1.g11922.t1	X	BRAKERILHT00000017204	X
anno1.g11923.t1	X	BRAKERILHT00000017170	X
anno1.g11924.t1	X	BRAKERILHT00000017476	X
anno1.g11925.t1	X	BRAKERILHT00000000764	A
anno1.g11926.t1	X	BRAKERILHT00000017571	X
anno1.g11927.t1	X	BRAKERILHT00000017255	X
anno1.g11928.t2	X	BRAKERILHT00000017964	X
anno1.g11929.t1	X	BRAKERILHT00000017331	X
anno1.g11930.t1	X	BRAKERILHT00000017996	X
anno1.g11931.t2	X	BRAKERILHT00000017059	X
anno1.g11932.t1	X	BRAKERILHT00000017979	X
anno1.g11933.t1	X	BRAKERILHT00000017543	X
anno1.g11934.t1	X	BRAKERILHT00000017866	X
anno1.g11935.t2	X	BRAKERILHT00000018026	X
anno1.g11936.t2	X	BRAKERILHT00000017161	X
anno1.g11938.t1	X	BRAKERILHT00000017874	X
anno1.g11939.t1	X	BRAKERILHT00000017559	X
anno1.g11940.t1	X	BRAKERILHT00000017258	X
anno1.g11941.t2	X	BRAKERILHT00000017425	X
anno1.g11942.t1	X	BRAKERILHT00000017666	X
anno1.g11943.t1	X	BRAKERILHT00000016991	X
anno1.g11944.t1	X	BRAKERILHT00000017359	X
anno1.g11962.t1	X	BRAKERILHT00000017034	X
anno1.g11975.t1	X	BRAKERILHT00000017829	X
anno1.g11976.t1	X	BRAKERILHT00000017980	X
anno1.g11977.t1	X	BRAKERILHT00000017912	X
anno1.g11978.t2	X	BRAKERILHT00000017647	X
