D_sublineata	chromosome	C_maculatus	chromosome
rna-XM_056788439.1	A	g6599.t2	A
rna-XM_056788441.1	A	g6737.t2	A
rna-XM_056788450.1	A	g6736.t1	A
rna-XM_056788448.1	A	g6710.t1	A
rna-XM_056788474.1	A	g6597.t3	A
rna-XM_056788475.1	A	g469.t1	A
rna-XM_056788476.1	A	g467.t1	A
rna-XM_056788478.1	A	g14471.t1	A
rna-XM_056788477.1	A	g3405.t1	A
rna-XM_056788482.1	A	g3406.t1	A
rna-XM_056788479.1	A	g3407.t1	A
rna-XM_056788483.1	A	g9641.t1	A
rna-XM_056788484.1	A	g5056.t1	A
rna-XM_056788486.1	A	g6561.t1	A
rna-XM_056788797.1	A	g6807.t1	A
rna-XM_056788497.1	A	g8787.t1	A
rna-XM_056788593.1	A	g6558.t1	A
rna-XM_056788382.1	A	g12438.t1	A
rna-XM_056788537.1	A	g12436.t1	A
rna-XM_056788799.1	A	g12435.t1	A
rna-XM_056788346.1	A	g12434.t1	A
rna-XM_056788802.1	A	g5521.t1	A
rna-XM_056788505.1	A	g12424.t1	A
rna-XM_056788536.1	A	g12554.t1	A
rna-XM_056788714.1	A	g393.t1	A
rna-XM_056788717.1	A	g394.t1	A
rna-XM_056788713.1	A	g173.t1	A
rna-XM_056788803.1	A	g6371.t2	A
rna-XM_056788718.1	A	g6372.t1	A
rna-XM_056788712.1	A	g5885.t1	A
rna-XM_056788295.1	A	g13353.t1	A
rna-XM_056788181.1	A	g12444.t2	A
rna-XM_056788177.1	A	g13347.t1	A
rna-XM_056788180.1	A	g12446.t1	A
rna-XM_056788902.1	A	g13352.t1	A
rna-XM_056788287.1	A	g13351.t1	A
rna-XM_056788566.1	A	g6325.t2	A
rna-XM_056788218.1	A	g6767.t1	A
rna-XM_056788228.1	A	g5718.t1	A
rna-XM_056788229.1	A	g3282.t1	A
rna-XM_056788805.1	A	g6144.t1	A
rna-XM_056788238.1	A	g6143.t1	A
rna-XM_056788807.1	A	g10426.t1	A
rna-XM_056788239.1	A	g6142.t1	A
rna-XM_056788240.1	A	g3441.t3	A
rna-XM_056788243.1	A	g3316.t2	A
rna-XM_056788247.1	A	g6119.t1	A
rna-XM_056788242.1	A	g1753.t1	A
rna-XM_056788249.1	A	g8411.t1	A
rna-XM_056788956.1	A	g6093.t1	A
rna-XM_056788968.1	A	g6090.t1	A
rna-XM_056788971.1	A	g6091.t1	A
rna-XM_056788965.1	A	g5348.t2	A
rna-XM_056788973.1	A	g9160.t1	A
rna-XM_056788958.1	A	g873.t1	A
rna-XM_056788974.1	A	g1385.t2	A
rna-XM_056788980.1	A	g891.t2	A
rna-XM_056788978.1	A	g1384.t1	A
rna-XM_056788982.1	A	g952.t3	A
rna-XM_056788988.1	A	g4402.t1	A
rna-XM_056788808.1	A	g4878.t1	A
rna-XM_056788989.1	A	g713.t3	A
rna-XM_056788809.1	A	g9930.t1	A
rna-XM_056788992.1	A	g744.t1	A
rna-XM_056788993.1	A	g11008.t3	A
rna-XM_056788507.1	A	g11007.t1	A
rna-XM_056788760.1	A	g11551.t1	A
rna-XM_056788527.1	A	g11503.t1	A
rna-XM_056788529.1	A	g11504.t1	A
rna-XM_056788509.1	A	g11538.t5	A
rna-XM_056788532.1	A	g11510.t1	A
rna-XM_056788531.1	A	g11513.t1	A
rna-XM_056788525.1	A	g11535.t1	A
rna-XM_056788818.1	A	g11533.t1	A
rna-XM_056788550.1	A	g11316.t1	A
rna-XM_056788386.1	A	g11317.t1	A
rna-XM_056788385.1	A	g11248.t1	A
rna-XM_056788343.1	A	g11250.t1	A
rna-XM_056788342.1	A	g5278.t1	A
rna-XM_056788565.1	A	g12361.t2	A
rna-XM_056788814.1	A	g11870.t1	A
rna-XM_056788554.1	A	g10093.t1	A
rna-XM_056788950.1	A	g11872.t1	A
rna-XM_056788952.1	A	g11249.t1	A
rna-XM_056788953.1	A	g9670.t1	A
rna-XM_056788291.1	A	g3403.t1	A
rna-XM_056788292.1	A	g8215.t1	A
rna-XM_056788682.1	A	g3715.t1	A
rna-XM_056788195.1	A	g3942.t1	A
rna-XM_056788196.1	A	g3941.t1	A
rna-XM_056788815.1	A	g3940.t1	A
rna-XM_056788237.1	A	g3937.t1	A
rna-XM_056788233.1	A	g3936.t1	A
rna-XM_056788571.1	A	g3935.t1	A
rna-XM_056788583.1	A	g10340.t1	A
rna-XM_056788585.1	A	g3918.t1	A
rna-XM_056788587.1	A	g8066.t1	A
rna-XM_056788588.1	A	g2117.t1	A
rna-XM_056788559.1	A	g12155.t1	A
rna-XM_056788878.1	A	g9890.t3	A
rna-XM_056788883.1	A	g12150.t1	A
rna-XM_056788355.1	A	g5303.t1	A
rna-XM_056788198.1	A	g12632.t1	A
rna-XM_056788997.1	A	g12633.t1	A
rna-XM_056788888.1	A	g13135.t1	A
rna-XM_056788889.1	A	g2707.t1	A
rna-XM_056788251.1	A	g12765.t1	A
rna-XM_056788669.1	A	g12744.t1	A
rna-XM_056788835.1	A	g5506.t1	A
rna-XM_056788837.1	A	g3246.t1	A
rna-XM_056788533.1	A	g3077.t1	A
rna-XM_056788201.1	A	g13452.t1	A
rna-XM_056788359.1	A	g5304.t1	A
rna-XM_056791036.1	X	g4738.t1	A
rna-XM_056791038.1	X	g9732.t1	A
rna-XM_056790164.1	X	g4737.t2	A
rna-XM_056789518.1	X	g9715.t1	A
rna-XM_056789521.1	X	g4750.t1	A
rna-XM_056789520.1	X	g9716.t1	A
rna-XM_056789451.1	X	g11086.t1	A
rna-XM_056789333.1	X	g7184.t5	A
rna-XM_056789337.1	X	g6111.t1	A
rna-XM_056789937.1	X	g9097.t2	A
rna-XM_056790349.1	X	g8673.t1	A
rna-XM_056790313.1	X	g3664.t1	A
rna-XM_056790314.1	X	g11236.t1	A
rna-XM_056789950.1	X	g11237.t1	A
rna-XM_056790571.1	X	g13349.t2	A
rna-XM_056790572.1	X	g12364.t1	A
rna-XM_056790178.1	X	g13265.t2	A
rna-XM_056790252.1	X	g9752.t1	A
rna-XM_056789810.1	X	g4597.t1	A
rna-XM_056789814.1	X	g10792.t1	A
rna-XM_056790990.1	X	g10789.t1	A
rna-XM_056790992.1	X	g10791.t1	A
rna-XM_056790991.1	X	g10790.t1	A
rna-XM_056790993.1	X	g3697.t1	A
rna-XM_056789062.1	X	g11201.t1	A
rna-XM_056789250.1	X	g3780.t1	A
rna-XM_056789248.1	X	g10092.t1	A
rna-XM_056789249.1	X	g10091.t1	A
rna-XM_056791046.1	X	g12608.t1	A
rna-XM_056791045.1	X	g3840.t2	A
rna-XM_056791048.1	X	g8613.t1	A
rna-XM_056791053.1	X	g8672.t1	A
rna-XM_056791055.1	X	g10859.t2	A
rna-XM_056791065.1	X	g10860.t1	A
rna-XM_056791074.1	X	g4769.t1	A
rna-XM_056791083.1	X	g7359.t1	A
rna-XM_056791084.1	X	g2142.t1	A
rna-XM_056790439.1	X	g2651.t1	A
rna-XM_056790359.1	X	g2667.t1	A
rna-XM_056790360.1	X	g12837.t1	A
rna-XM_056789090.1	X	g2672.t1	A
rna-XM_056789082.1	X	g14754.t1	A
rna-XM_056789708.1	X	g2620.t1	A
rna-XM_056791040.1	X	g3168.t1	A
rna-XM_056789905.1	X	g2631.t1	A
rna-XM_056789207.1	X	g2563.t1	A
rna-XM_056790065.1	X	g2562.t1	A
rna-XM_056789027.1	X	g2549.t3	A
rna-XM_056789029.1	X	g14690.t1	A
rna-XM_056789033.1	X	g2616.t1	A
rna-XM_056789037.1	X	g2552.t1	A
rna-XM_056790305.1	X	g2701.t1	A
rna-XM_056789741.1	X	g2450.t1	A
rna-XM_056789312.1	X	g4943.t1	A
rna-XM_056789311.1	X	g4947.t1	A
rna-XM_056790463.1	X	g4301.t1	A
rna-XM_056789212.1	X	g4318.t1	A
rna-XM_056789211.1	X	g4616.t1	A
rna-XM_056789213.1	X	g12639.t1	A
rna-XM_056791043.1	X	g4870.t1	A
rna-XM_056789980.1	X	g13638.t1	A
rna-XM_056789983.1	X	g11206.t1	A
rna-XM_056790481.1	X	g1065.t1	A
rna-XM_056790701.1	X	g13632.t1	A
rna-XM_056790710.1	X	g9531.t1	A
rna-XM_056790708.1	X	g12888.t1	A
rna-XM_056790718.1	X	g11476.t1	A
rna-XM_056790716.1	X	g11578.t1	A
rna-XM_056790719.1	X	g12709.t1	A
rna-XM_056790721.1	X	g4875.t1	A
rna-XM_056790730.1	X	g4882.t1	A
rna-XM_056790722.1	X	g4879.t1	A
rna-XM_056790728.1	X	g4881.t1	A
rna-XM_056790725.1	X	g4880.t2	A
rna-XM_056790723.1	X	g6868.t1	A
rna-XM_056790744.1	X	g4958.t2	A
rna-XM_056790732.1	X	g6870.t2	A
rna-XM_056790745.1	X	g2700.t1	A
rna-XM_056790750.1	X	g14438.t1	A
rna-XM_056790746.1	X	g14439.t1	A
rna-XM_056790752.1	X	g2689.t2	A
rna-XM_056790754.1	X	g6752.t1	A
rna-XM_056790758.1	X	g11814.t1	A
rna-XM_056790764.1	X	g12084.t1	A
rna-XM_056791109.1	X	g14510.t1	A
rna-XM_056791068.1	X	g4786.t1	A
rna-XM_056791027.1	X	g4795.t2	A
rna-XM_056791023.1	X	g112.t1	A
rna-XM_056791025.1	X	g111.t1	A
rna-XM_056790496.1	X	g3101.t1	A
rna-XM_056790498.1	X	g11348.t1	A
rna-XM_056790490.1	X	g11347.t1	A
rna-XM_056790485.1	X	g11712.t1	A
rna-XM_056790487.1	X	g11354.t2	A
rna-XM_056790484.1	X	g11355.t1	A
rna-XM_056789415.1	X	g11356.t1	A
rna-XM_056789506.1	X	g11358.t1	A
rna-XM_056789575.1	X	g11359.t1	A
rna-XM_056789784.1	X	g11776.t1	A
rna-XM_056789411.1	X	g11774.t1	A
rna-XM_056789619.1	X	g11757.t1	A
rna-XM_056789816.1	X	g3786.t2	A
rna-XM_056789354.1	X	g3790.t1	A
rna-XM_056790446.1	X	g6156.t1	A
rna-XM_056790849.1	X	g8540.t1	A
rna-XM_056790855.1	X	g4458.t2	A
rna-XM_056790852.1	X	g4461.t1	A
rna-XM_056790994.1	X	g4462.t1	A
rna-XM_056790996.1	X	g9280.t1	A
rna-XM_056789429.1	X	g5792.t1	A
rna-XM_056789434.1	X	g5793.t2	A
rna-XM_056790181.1	X	g6919.t1	A
rna-XM_056790180.1	X	g9177.t1	A
rna-XM_056789581.1	X	g8430.t1	A
rna-XM_056791114.1	X	g8428.t2	A
rna-XM_056791116.1	X	g5021.t1	A
rna-XM_056791225.1	X	g12889.t1	A
rna-XM_056791111.1	X	g5020.t1	A
rna-XM_056791226.1	X	g5019.t1	A
rna-XM_056789948.1	X	g1182.t2	A
rna-XM_056789949.1	X	g1181.t1	A
rna-XM_056789371.1	X	g90.t1	A
rna-XM_056789156.1	X	g10539.t1	A
rna-XM_056789463.1	X	g4118.t1	A
rna-XM_056790686.1	X	g10564.t1	A
rna-XM_056790687.1	X	g10565.t1	A
rna-XM_056790689.1	X	g10566.t1	A
rna-XM_056789399.1	X	g478.t1	A
rna-XM_056789400.1	X	g4116.t1	A
rna-XM_056789404.1	X	g4117.t1	A
rna-XM_056789401.1	X	g4230.t1	A
rna-XM_056790922.1	X	g4106.t1	A
rna-XM_056790919.1	X	g12560.t1	A
rna-XM_056790930.1	X	g10581.t1	A
rna-XM_056790929.1	X	g10827.t1	A
rna-XM_056790925.1	X	g10474.t1	A
rna-XM_056790166.1	X	g10826.t1	A
rna-XM_056790167.1	X	g10478.t2	A
rna-XM_056790845.1	X	g10470.t1	A
rna-XM_056790846.1	X	g10471.t1	A
rna-XM_056790847.1	X	g2670.t3	A
rna-XM_056789984.1	X	g2669.t2	A
rna-XM_056789985.1	X	g14636.t1	A
rna-XM_056789657.1	X	g12778.t2	A
rna-XM_056789665.1	X	g2037.t1	A
rna-XM_056790819.1	X	g10710.t1	A
rna-XM_056790820.1	X	g1229.t2	A
rna-XM_056790822.1	X	g4108.t1	A
rna-XM_056790821.1	X	g1583.t1	X
rna-XM_056790824.1	X	g10513.t1	A
rna-XM_056790679.1	X	g2598.t1	A
rna-XM_056790078.1	X	g2650.t1	A
rna-XM_056789603.1	X	g13228.t1	A
rna-XM_056790323.1	X	g14475.t1	A
rna-XM_056790330.1	X	g11139.t3	A
rna-XM_056790331.1	X	g5626.t1	A
rna-XM_056789890.1	X	g5627.t1	A
rna-XM_056789679.1	X	g5679.t2	A
rna-XM_056789517.1	X	g5628.t1	A
rna-XM_056790500.1	X	g5632.t1	A
rna-XM_056790499.1	X	g5630.t1	A
rna-XM_056789041.1	X	g5631.t1	A
rna-XM_056789043.1	X	g5629.t1	A
rna-XM_056789048.1	X	g12491.t1	A
rna-XM_056789770.1	X	g3331.t1	A
rna-XM_056790524.1	X	g14826.t1	A
rna-XM_056790262.1	X	g13227.t1	A
rna-XM_056790263.1	X	g13667.t1	A
rna-XM_056789470.1	X	g5625.t1	A
rna-XM_056789465.1	X	g5624.t1	A
rna-XM_056789594.1	X	g1481.t1	X
rna-XM_056789772.1	X	g1494.t1	X
rna-XM_056790238.1	X	g406.t1	A
rna-XM_056790235.1	X	g11873.t2	A
rna-XM_056790300.1	X	g11874.t1	A
rna-XM_056790294.1	X	g7462.t2	X
rna-XM_056790299.1	X	g3311.t1	A
rna-XM_056789751.1	X	g1610.t1	X
rna-XM_056789507.1	X	g1572.t1	X
rna-XM_056791174.1	X	g1731.t1	X
rna-XM_056790187.1	X	g1711.t1	X
rna-XM_056790220.1	X	g1714.t1	X
rna-XM_056790378.1	X	g1547.t1	X
rna-XM_056790104.1	X	g1546.t1	X
rna-XM_056790105.1	X	g1735.t1	X
rna-XM_056790106.1	X	g2881.t2	X
rna-XM_056790009.1	X	g2882.t2	X
rna-XM_056790012.1	X	g2883.t1	X
rna-XM_056789907.1	X	g1566.t1	X
rna-XM_056791105.1	X	g1668.t1	X
rna-XM_056791106.1	X	g2153.t2	A
rna-XM_056791103.1	X	g1615.t1	X
rna-XM_056791107.1	X	g7437.t2	X
rna-XM_056790356.1	X	g1603.t1	X
rna-XM_056790905.1	X	g2901.t4	X
rna-XM_056790916.1	X	g2871.t1	X
rna-XM_056790226.1	X	g1612.t1	X
rna-XM_056789807.1	X	g1724.t1	X
rna-XM_056789808.1	X	g3989.t2	A
rna-XM_056791177.1	X	g11777.t2	A
rna-XM_056790316.1	X	g2892.t1	X
rna-XM_056791178.1	X	g1671.t1	X
rna-XM_056789749.1	X	g1721.t1	X
rna-XM_056790306.1	X	g7436.t1	X
rna-XM_056789446.1	X	g10712.t1	A
rna-XM_056790070.1	X	g1470.t1	X
rna-XM_056790069.1	X	g1459.t1	X
rna-XM_056789303.1	X	g1422.t1	X
rna-XM_056789117.1	X	g7456.t1	X
rna-XM_056790177.1	X	g2878.t1	X
rna-XM_056790176.1	X	g2879.t1	X
rna-XM_056790175.1	X	g2880.t1	X
rna-XM_056790171.1	X	g1561.t1	X
rna-XM_056789202.1	X	g1562.t1	X
rna-XM_056790018.1	X	g5153.t2	A
rna-XM_056791150.1	X	g1563.t1	X
rna-XM_056789484.1	X	g7270.t1	X
rna-XM_056789094.1	X	g6996.t1	A
rna-XM_056789093.1	X	g14500.t1	A
rna-XM_056789641.1	X	g7461.t1	X
rna-XM_056789643.1	X	g7262.t1	X
rna-XM_056789541.1	X	g1722.t1	X
rna-XM_056790417.1	X	g1498.t1	X
rna-XM_056790369.1	X	g1477.t1	X
rna-XM_056790027.1	X	g1476.t1	X
rna-XM_056790028.1	X	g1474.t1	X
rna-XM_056790026.1	X	g1475.t1	X
rna-XM_056789748.1	X	g1473.t1	X
rna-XM_056789481.1	X	g10054.t1	A
rna-XM_056789128.1	X	g1516.t1	X
rna-XM_056789129.1	X	g7429.t2	X
rna-XM_056790068.1	X	g7428.t1	X
rna-XM_056790985.1	X	g7427.t1	X
rna-XM_056790982.1	X	g7426.t1	X
rna-XM_056789473.1	X	g14355.t1	X
rna-XM_056791224.1	X	g2929.t1	X
rna-XM_056789635.1	X	g2928.t1	X
rna-XM_056789425.1	X	g2925.t1	X
rna-XM_056789750.1	X	g2924.t1	X
rna-XM_056790367.1	X	g1528.t1	X
rna-XM_056789444.1	X	g1527.t2	X
rna-XM_056789590.1	X	g5669.t2	A
rna-XM_056790528.1	X	g1544.t1	X
rna-XM_056790385.1	X	g1460.t1	X
rna-XM_056790405.1	X	g1685.t1	X
rna-XM_056789165.1	X	g7474.t1	X
rna-XM_056789159.1	X	g7466.t1	X
rna-XM_056789166.1	X	g1581.t1	X
rna-XM_056791132.1	X	g1580.t1	X
rna-XM_056791140.1	X	g7281.t1	X
rna-XM_056789640.1	X	g1688.t1	X
rna-XM_056790381.1	X	g1691.t1	X
rna-XM_056789951.1	X	g1638.t1	X
rna-XM_056789952.1	X	g1584.t1	X
rna-XM_056789953.1	X	g12657.t1	A
rna-XM_056789954.1	X	g5139.t1	A
rna-XM_056789939.1	X	g1699.t1	X
rna-XM_056789768.1	X	g2891.t1	X
rna-XM_056789313.1	X	g2877.t1	X
rna-XM_056789314.1	X	g7475.t2	X
rna-XM_056789616.1	X	g7476.t1	X
rna-XM_056789171.1	X	g4955.t1	A
rna-XM_056789173.1	X	g3092.t1	A
rna-XM_056789174.1	X	g3090.t1	A
rna-XM_056789736.1	X	g13257.t1	A
rna-XM_056789589.1	X	g4952.t2	A
rna-XM_056791093.1	X	g4954.t3	A
rna-XM_056791090.1	X	g4300.t1	A
rna-XM_056789209.1	X	g4294.t1	A
rna-XM_056789588.1	X	g12927.t1	A
rna-XM_056789592.1	X	g12925.t1	A
rna-XM_056789201.1	X	g3087.t1	A
rna-XM_056789912.1	X	g12926.t1	A
rna-XM_056789339.1	X	g12930.t1	A
rna-XM_056790071.1	X	g12934.t1	A
rna-XM_056790073.1	X	g11124.t1	A
rna-XM_056790072.1	X	g12939.t1	A
rna-XM_056789038.1	X	g12832.t1	A
rna-XM_056789405.1	X	g12831.t1	A
rna-XM_056789406.1	X	g11112.t1	A
rna-XM_056789447.1	X	g12718.t1	A
rna-XM_056791009.1	X	g12719.t2	A
rna-XM_056789453.1	X	g12721.t1	A
rna-XM_056789461.1	X	g4494.t1	A
rna-XM_056789460.1	X	g8431.t1	A
rna-XM_056789968.1	X	g14640.t1	A
rna-XM_056789977.1	X	g4686.t1	A
rna-XM_056789973.1	X	g1865.t1	A
rna-XM_056789966.1	X	g12912.t1	A
rna-XM_056789967.1	X	g12876.t1	A
rna-XM_056789978.1	X	g12877.t1	A
rna-XM_056789242.1	X	g12875.t1	A
rna-XM_056789243.1	X	g12881.t1	A
rna-XM_056789225.1	X	g12878.t2	A
rna-XM_056789438.1	X	g12913.t1	A
rna-XM_056789308.1	X	g5473.t1	A
rna-XM_056790219.1	X	g5486.t1	A
rna-XM_056790594.1	X	g5466.t1	A
rna-XM_056790596.1	X	g5493.t1	A
rna-XM_056790601.1	X	g5238.t2	A
rna-XM_056790602.1	X	g5494.t2	A
rna-XM_056789079.1	X	g2360.t1	A
rna-XM_056790606.1	X	g4659.t1	A
rna-XM_056790607.1	X	g4658.t1	A
rna-XM_056790608.1	X	g4657.t1	A
rna-XM_056790609.1	X	g4772.t1	A
rna-XM_056790610.1	X	g4602.t2	A
rna-XM_056790613.1	X	g4316.t1	A
rna-XM_056790616.1	X	g4317.t1	A
rna-XM_056790620.1	X	g529.t1	A
rna-XM_056790626.1	X	g4770.t1	A
rna-XM_056790627.1	X	g11089.t1	A
rna-XM_056790628.1	X	g10194.t1	A
rna-XM_056790630.1	X	g12814.t1	A
rna-XM_056790631.1	X	g7649.t1	A
rna-XM_056790634.1	X	g2636.t2	A
rna-XM_056790635.1	X	g7653.t1	A
rna-XM_056790637.1	X	g13637.t1	A
rna-XM_056790638.1	X	g12628.t2	A
rna-XM_056790643.1	X	g12920.t1	A
rna-XM_056790645.1	X	g5837.t1	A
rna-XM_056790646.1	X	g12627.t1	A
rna-XM_056790647.1	X	g7726.t2	A
rna-XM_056790656.1	X	g7727.t1	A
rna-XM_056790648.1	X	g1358.t1	A
rna-XM_056790661.1	X	g10089.t1	A
rna-XM_056790663.1	X	g3839.t1	A
rna-XM_056790665.1	X	g8355.t1	A
rna-XM_056790668.1	X	g9754.t1	A
rna-XM_056790670.1	X	g12365.t1	A
rna-XM_056790673.1	X	g14823.t1	A
rna-XM_056790672.1	X	g10465.t1	A
rna-XM_056790669.1	X	g8351.t2	A
rna-XM_056790675.1	X	g12152.t1	A
rna-XM_056789477.1	X	g12865.t1	A
rna-XM_056789476.1	X	g12864.t1	A
rna-XM_056789115.1	X	g2606.t1	A
rna-XM_056790509.1	X	g5370.t1	A
rna-XM_056790044.1	X	g2162.t4	A
rna-XM_056790046.1	X	g2164.t1	A
rna-XM_056791229.1	X	g13224.t1	A
rna-XM_056791231.1	X	g13226.t1	A
rna-XM_056791233.1	X	g2619.t1	A
rna-XM_056791160.1	X	g1868.t1	A
rna-XM_056791161.1	X	g5585.t1	A
rna-XM_056791166.1	X	g9349.t1	A
rna-XM_056791162.1	X	g4739.t1	A
rna-XM_056789157.1	X	g4132.t1	A
rna-XM_056790280.1	X	g1509.t1	X
rna-XM_056790288.1	X	g1736.t1	X
rna-XM_056789112.1	X	g1605.t1	X
rna-XM_056789827.1	X	g331.t1	A
rna-XM_056789766.1	X	g2870.t1	X
rna-XM_056790502.1	X	g7468.t1	X
rna-XM_056789357.1	X	g1514.t2	X
rna-XM_056789356.1	X	g1530.t1	X
rna-XM_056789361.1	X	g14655.t1	A
rna-XM_056789385.1	X	g7438.t4	X
rna-XM_056791015.1	X	g1578.t1	X
rna-XM_056791017.1	X	g7458.t7	X
rna-XM_056790508.1	X	g1596.t1	X
rna-XM_056790074.1	X	g1595.t2	X
rna-XM_056790534.1	X	g1625.t1	X
rna-XM_056790535.1	X	g1624.t1	X
rna-XM_056790536.1	X	g1135.t1	A
rna-XM_056789633.1	X	g1458.t1	X
rna-XM_056789367.1	X	g618.t1	A
rna-XM_056790544.1	X	g1616.t1	X
rna-XM_056790545.1	X	g1619.t1	X
rna-XM_056790547.1	X	g1621.t1	X
rna-XM_056790050.1	X	g1590.t1	X
rna-XM_056789435.1	X	g1620.t1	X
rna-XM_056789300.1	X	g1413.t1	X
rna-XM_056789584.1	X	g14474.t1	A
rna-XM_056789850.1	X	g1394.t1	X
rna-XM_056789116.1	X	g6400.t1	A
rna-XM_056790570.1	X	g10613.t1	A
rna-XM_056789740.1	X	g1505.t1	X
rna-XM_056789738.1	X	g8875.t1	A
rna-XM_056789068.1	X	g1570.t1	X
rna-XM_056789522.1	X	g1507.t1	X
rna-XM_056790384.1	X	g7419.t1	A
rna-XM_056789852.1	X	g2033.t1	A
rna-XM_056789920.1	X	g1457.t1	X
rna-XM_056790694.1	X	g1597.t1	X
rna-XM_056789582.1	X	g1733.t1	X
rna-XM_056789991.1	X	g2618.t1	A
rna-XM_056789992.1	X	g5652.t1	A
rna-XM_056789546.1	X	g2128.t2	A
rna-XM_056789570.1	X	g1684.t1	X
rna-XM_056789571.1	X	g8562.t1	A
rna-XM_056790353.1	X	g1694.t2	X
rna-XM_056789394.1	X	g1674.t1	X
rna-XM_056789396.1	X	g1650.t2	X
rna-XM_056790427.1	X	g1676.t1	X
rna-XM_056790434.1	X	g1536.t1	X
rna-XM_056790433.1	X	g8901.t1	A
rna-XM_056790432.1	X	g4098.t1	A
rna-XM_056790428.1	X	g1659.t1	X
rna-XM_056790437.1	X	g1658.t1	X
rna-XM_056790438.1	X	g1670.t1	X
rna-XM_056790339.1	X	g1533.t2	X
rna-XM_056789730.1	X	g5744.t1	A
rna-XM_056789731.1	X	g14434.t1	A
rna-XM_056790506.1	X	g1591.t3	X
rna-XM_056790318.1	X	g1592.t1	X
rna-XM_056790254.1	X	g1487.t1	X
rna-XM_056789596.1	X	g1713.t1	X
rna-XM_056791144.1	X	g1644.t1	X
rna-XM_056790003.1	X	g1630.t1	X
rna-XM_056789678.1	X	g1629.t1	X
rna-XM_056789734.1	X	g1628.t1	X
rna-XM_056790225.1	X	g1627.t2	X
rna-XM_056790036.1	X	g10.t1	A
rna-XM_056789858.1	X	g10267.t1	A
rna-XM_056789859.1	X	g7434.t1	X
rna-XM_056789538.1	X	g1703.t2	X
rna-XM_056789534.1	X	g14115.t1	A
rna-XM_056790042.1	X	g11594.t1	A
rna-XM_056790043.1	X	g1485.t1	X
rna-XM_056789689.1	X	g7432.t1	X
rna-XM_056789263.1	X	g1396.t2	X
rna-XM_056789257.1	X	g7478.t1	X
rna-XM_056789267.1	X	g1695.t3	X
rna-XM_056789288.1	X	g1545.t1	X
rna-XM_056789291.1	X	g10643.t1	A
rna-XM_056789290.1	X	g4244.t1	A
rna-XM_056789294.1	X	g7259.t1	X
rna-XM_056789862.1	X	g1448.t1	X
rna-XM_056789297.1	X	g1534.t1	X
rna-XM_056789299.1	X	g1512.t1	X
rna-XM_056789956.1	X	g1513.t1	X
rna-XM_056790063.1	X	g1700.t1	X
rna-XM_056789416.1	X	g1429.t1	X
rna-XM_056789419.1	X	g1430.t1	X
rna-XM_056790338.1	X	g1431.t1	X
rna-XM_056790361.1	X	g1464.t1	X
rna-XM_056789529.1	X	g2863.t2	X
rna-XM_056790170.1	X	g2862.t1	X
rna-XM_056790473.1	X	g1491.t1	X
rna-XM_056790478.1	X	g1492.t1	X
rna-XM_056790480.1	X	g1493.t1	X
rna-XM_056790474.1	X	g2889.t2	X
rna-XM_056790479.1	X	g1428.t1	X
rna-XM_056790413.1	X	g1426.t2	X
rna-XM_056789349.1	X	g1655.t1	X
rna-XM_056790409.1	X	g2897.t7	X
rna-XM_056790113.1	X	g7268.t1	X
rna-XM_056790111.1	X	g2857.t1	X
rna-XM_056790114.1	X	g1660.t1	X
rna-XM_056790116.1	X	g1662.t1	X
rna-XM_056790118.1	X	g3986.t1	A
rna-XM_056790117.1	X	g1692.t1	X
rna-XM_056790120.1	X	g1661.t2	X
rna-XM_056790122.1	X	g13320.t1	A
rna-XM_056790125.1	X	g1399.t2	X
rna-XM_056790127.1	X	g1400.t1	X
rna-XM_056790132.1	X	g1510.t1	X
rna-XM_056790134.1	X	g1482.t2	X
rna-XM_056790137.1	X	g1506.t1	X
rna-XM_056790140.1	X	g5330.t1	A
rna-XM_056790138.1	X	g1542.t1	X
rna-XM_056790143.1	X	g1518.t1	X
rna-XM_056790146.1	X	g1393.t1	X
rna-XM_056789865.1	X	g2851.t1	X
rna-XM_056790151.1	X	g2852.t3	X
rna-XM_056790159.1	X	g1441.t1	X
rna-XM_056790163.1	X	g1440.t1	X
rna-XM_056790156.1	X	g1539.t2	X
rna-XM_056790216.1	X	g1538.t1	X
rna-XM_056790445.1	X	g1540.t1	X
rna-XM_056790465.1	X	g1541.t1	X
rna-XM_056789076.1	X	g8483.t1	A
rna-XM_056790988.1	X	g7454.t2	X
rna-XM_056789412.1	X	g1649.t1	X
rna-XM_056789941.1	X	g1433.t1	X
rna-XM_056789940.1	X	g1432.t1	X
rna-XM_056790777.1	X	g10644.t1	A
rna-XM_056790774.1	X	g1466.t1	X
rna-XM_056790782.1	X	g907.t1	A
rna-XM_056790784.1	X	g1517.t1	X
rna-XM_056790786.1	X	g2130.t2	A
rna-XM_056790792.1	X	g5203.t1	X
rna-XM_056790789.1	X	g1696.t1	X
rna-XM_056790793.1	X	g1520.t1	X
rna-XM_056790797.1	X	g7257.t1	X
rna-XM_056790801.1	X	g1738.t1	X
rna-XM_056790803.1	X	g1686.t1	X
rna-XM_056790802.1	X	g1392.t1	X
rna-XM_056789868.1	X	g1519.t3	X
rna-XM_056789194.1	X	g4258.t1	A
rna-XM_056789916.1	X	g1631.t1	X
rna-XM_056790966.1	X	g1632.t1	X
rna-XM_056790968.1	X	g2898.t1	X
rna-XM_056790366.1	X	g7430.t1	X
