HOG	OG	Gene Tree Parent Clade	A_obtectus	B_siliquastri	B_varius	C_chinensis	C_maculatus	C_maculatusC	D_carinulata	D_sublineata
N0.HOG0012240	OG0011989	-		BRAKERILHT00000009118_1					rna-XM_057812273.1_1	rna-XM_056792880.1_1
N0.HOG0012241	OG0011990	-		BRAKERILHT00000008814_1		anno1.g4652.t1		anno1.g2048.t1		
N0.HOG0012242	OG0011991	-		BRAKERILHT00000010389_1		anno1.g6432.t1	g7120.t1_1			
N0.HOG0012243	OG0011992	-		BRAKERILHT00000010112_1			g6929.t1_1	anno1.g1787.t1		
N0.HOG0012244	OG0011993	-		BRAKERILHT00000009032_1			g6814.t1_1	anno1.g1896.t1		
N0.HOG0012245	OG0011994	-		BRAKERILHT00000008849_1					rna-XM_057807109.1_1	rna-XM_056786756.1_1
N0.HOG0012246	OG0011995	-		BRAKERILHT00000009097_1		anno1.g3925.t1		anno1.g2255.t1		
N0.HOG0012247	OG0011996	-		BRAKERILHT00000008839_1					rna-XM_057808943.1_1	rna-XM_056778006.1_1
N0.HOG0012248	OG0011997	-		BRAKERILHT00000009184_1			g6369.t1_1	anno1.g2232.t1		
N0.HOG0012249	OG0011998	-		BRAKERILHT00000011406_1					rna-XM_057798794.1_1	rna-XM_056780772.1_1
N0.HOG0012250	OG0011999	-		BRAKERILHT00000011919_1					rna-XM_057804116.1_1	rna-XM_056787058.1_1
N0.HOG0012251	OG0012000	-		BRAKERILHT00000010534_1		anno1.g12047.t1, anno1.g4449.t1				
N0.HOG0012252	OG0012001	-		BRAKERILHT00000011897_1, BRAKERILHT00000016593_1, BRAKERILHT00000015657_1						
N0.HOG0012253	OG0012002	-		BRAKERILHT00000011164_1				anno1.g12978.t1, anno1.g6546.t1		
N0.HOG0012254	OG0012003	-		BRAKERILHT00000011765_1					rna-XM_057801544.1_1	rna-XM_056782377.1_1
N0.HOG0012255	OG0012004	-		BRAKERILHT00000011621_1	anno1.g10833.t1			anno1.g9359.t1		
N0.HOG0012256	OG0012005	-		BRAKERILHT00000011662_1			g10127.t1_1	anno1.g9349.t1		
N0.HOG0012257	OG0012006	-		BRAKERILHT00000017550_1, BRAKERILHT00000010529_1, BRAKERILHT00000012277_1						
N0.HOG0012258	OG0012007	-		BRAKERILHT00000011424_1	anno1.g9755.t1, anno1.g1093.t1					
N0.HOG0012259	OG0012008	-		BRAKERILHT00000012085_1		anno1.g5309.t1		anno1.g8536.t1		
N0.HOG0012260	OG0012009	-		BRAKERILHT00000010821_1		anno1.g3709.t1, anno1.g3710.t1				
N0.HOG0012261	OG0012010	-		BRAKERILHT00000011296_1	anno1.g10351.t1	anno1.g2438.t1				
N0.HOG0012262	OG0012011	-		BRAKERILHT00000011524_1	anno1.g11374.t1		g10022.t1_1			
N0.HOG0012263	OG0012012	-		BRAKERILHT00000011485_1			g10182.t1_1	anno1.g9291.t1		
N0.HOG0012264	OG0012013	-		BRAKERILHT00000011455_1		anno1.g12711.t1	g10935.t1_1			
N0.HOG0012265	OG0012014	-		BRAKERILHT00000010704_1					rna-XM_057796743.1_1	rna-XM_056779476.1_1
N0.HOG0012266	OG0012015	-		BRAKERILHT00000011917_1, BRAKERILHT00000011604_1		anno1.g6725.t1				
N0.HOG0012267	OG0012016	-		BRAKERILHT00000010508_1			g9945.t1_1	anno1.g9544.t1		
N0.HOG0012268	OG0012017	-		BRAKERILHT00000011441_1					rna-XM_057802667.1_1	rna-XM_056785910.1_1
N0.HOG0012269	OG0012018	-		BRAKERILHT00000014205_1, BRAKERILHT00000011388_1, BRAKERILHT00000012723_1						
N0.HOG0012270	OG0012019	-		BRAKERILHT00000010476_1					rna-XM_057796486.1_1	rna-XM_056778932.1_1
N0.HOG0012271	OG0012020	-		BRAKERILHT00000011437_1				anno1.g9752.t1	rna-XM_057808207.1_1	
N0.HOG0012272	OG0012021	-		BRAKERILHT00000015551_1, BRAKERILHT00000015550_1, BRAKERILHT00000012547_1						
N0.HOG0012273	OG0012022	-		BRAKERILHT00000013886_1	anno1.g9290.t1, anno1.g9289.t1					
N0.HOG0012274	OG0012023	-		BRAKERILHT00000013735_1					rna-XM_057809235.1_1	rna-XM_056790573.1_1
N0.HOG0012275	OG0012024	-		BRAKERILHT00000013660_1	anno1.g9251.t1	anno1.g7531.t1				
N0.HOG0012276	OG0012025	-		BRAKERILHT00000013322_1					rna-XM_057804722.1_1	rna-XM_056777467.1_1
N0.HOG0012277	OG0012026	-		BRAKERILHT00000012745_1			g10449.t1_1	anno1.g8989.t2		
N0.HOG0012278	OG0012027	-		BRAKERILHT00000013559_1					rna-XM_057815914.1_1	rna-XM_056773921.1_1
N0.HOG0012279	OG0012028	-		BRAKERILHT00000016387_1, BRAKERILHT00000012977_1, BRAKERILHT00000014336_1						
N0.HOG0012280	OG0012029	-		BRAKERILHT00000014356_1, BRAKERILHT00000017070_1, BRAKERILHT00000012761_1						
N0.HOG0012281	OG0012030	-		BRAKERILHT00000012626_1					rna-XM_057814170.1_1	rna-XM_056791293.1_1
N0.HOG0012282	OG0012031	-		BRAKERILHT00000012830_1		anno1.g1083.t1		anno1.g5757.t1		
N0.HOG0012283	OG0012032	-		BRAKERILHT00000013270_1	anno1.g10079.t1					rna-XM_056776031.1_1
N0.HOG0012284	OG0012033	-		BRAKERILHT00000013900_1		anno1.g234.t1		anno1.g5878.t1		
N0.HOG0012285	OG0012034	-		BRAKERILHT00000013097_1			g4838.t1_1	anno1.g6060.t1		
N0.HOG0012286	OG0012035	-		BRAKERILHT00000013152_1			g4525.t1_1	anno1.g5712.t1		
N0.HOG0012287	OG0012036	-		BRAKERILHT00000013646_1	anno1.g9974.t1			anno1.g5710.t1		
N0.HOG0012288	OG0012037	-		BRAKERILHT00000013221_1					rna-XM_057800001.1_1	rna-XM_056783014.1_1
N0.HOG0012289	OG0012038	-		BRAKERILHT00000013595_1	anno1.g10258.t1			anno1.g6025.t1		
N0.HOG0012290	OG0012039	-		BRAKERILHT00000013122_1			g10131.t1_1	anno1.g9343.t1		
N0.HOG0012291	OG0012040	-		BRAKERILHT00000015318_1	anno1.g317.t1			anno1.g7963.t1		
N0.HOG0012292	OG0012041	-		BRAKERILHT00000015428_1					rna-XM_057814585.1_1	rna-XM_056776476.1_1
N0.HOG0012293	OG0012042	-		BRAKERILHT00000014030_1	anno1.g241.t1	anno1.g1051.t1				
N0.HOG0012294	OG0012043	-		BRAKERILHT00000015592_1, BRAKERILHT00000015168_1		anno1.g533.t1				
N0.HOG0012295	OG0012044	-		BRAKERILHT00000014047_1	anno1.g109.t1			anno1.g7407.t1		
N0.HOG0012296	OG0012045	-		BRAKERILHT00000014706_1		anno1.g703.t1	g7493.t1_1			
N0.HOG0012297	OG0012046	-		BRAKERILHT00000014681_1		anno1.g2927.t1		anno1.g7343.t1		
N0.HOG0012298	OG0012047	-		BRAKERILHT00000014990_1, BRAKERILHT00000016616_1	anno1.g502.t1					
N0.HOG0012299	OG0012048	-		BRAKERILHT00000014211_1	anno1.g436.t1	anno1.g8679.t1				
N0.HOG0012300	OG0012049	-		BRAKERILHT00000015063_1		anno1.g3499.t1	g5388.t1_1			
N0.HOG0012301	OG0012050	-		BRAKERILHT00000014797_1	anno1.g356.t1	anno1.g6426.t1				
N0.HOG0012302	OG0012051	-		BRAKERILHT00000014431_1, BRAKERILHT00000014670_1	anno1.g4584.t1					
N0.HOG0012303	OG0012052	-		BRAKERILHT00000014579_1	anno1.g951.t1	anno1.g5333.t1				
N0.HOG0012304	OG0012053	-		BRAKERILHT00000014656_1			g9561.t1_1	anno1.g8351.t1		
N0.HOG0012305	OG0012054	-		BRAKERILHT00000015136_1		anno1.g10816.t1				rna-XM_056783858.1_1
N0.HOG0012306	OG0012055	-		BRAKERILHT00000015309_1	anno1.g1034.t1	anno1.g11415.t1				
N0.HOG0012307	OG0012056	-		BRAKERILHT00000014547_1			g13728.t2_1	anno1.g7905.t1		
N0.HOG0012308	OG0012057	-		BRAKERILHT00000014400_1					rna-XM_057816153.1_1	rna-XM_056792334.1_1
N0.HOG0012309	OG0012058	-		BRAKERILHT00000014915_1			g2347.t1_1	anno1.g7674.t1		
N0.HOG0012310	OG0012059	-		BRAKERILHT00000015289_1					rna-XM_057804803.1_1	rna-XM_056787268.1_1
N0.HOG0012311	OG0012060	-		BRAKERILHT00000016641_1		anno1.g574.t1	g14646.t1_1			
N0.HOG0012312	OG0012061	-		BRAKERILHT00000015697_1		anno1.g946.t1, anno1.g620.t2				
N0.HOG0012313	OG0012062	-		BRAKERILHT00000016110_1		anno1.g4345.t1		anno1.g6372.t1		
N0.HOG0012314	OG0012063	-		BRAKERILHT00000016303_1, BRAKERILHT00000015817_1, BRAKERILHT00000015879_1						
N0.HOG0012315	OG0012064	-		BRAKERILHT00000016106_1, BRAKERILHT00000016703_1		anno1.g1691.t1				
N0.HOG0012316	OG0012065	-		BRAKERILHT00000016870_1, BRAKERILHT00000016368_1			g14566.t1_1			
N0.HOG0012317	OG0012066	-		BRAKERILHT00000016418_1					rna-XM_057804104.1_1	rna-XM_056778405.1_1
N0.HOG0012318	OG0012067	-		BRAKERILHT00000015793_1				anno1.g13537.t1, anno1.g13544.t1		
N0.HOG0012319	OG0012068	-		BRAKERILHT00000017097_1			g1415.t1_1	anno1.g13172.t1		
N0.HOG0012320	OG0012069	-		BRAKERILHT00000017209_1	anno1.g12272.t1		g5405.t1_1			
N0.HOG0012321	OG0012070	-		BRAKERILHT00000017873_1			g5433.t1_1	anno1.g13547.t1		
N0.HOG0012322	OG0012071	-		BRAKERILHT00000017399_1, BRAKERILHT00000017235_1, BRAKERILHT00000017908_1						
N0.HOG0012323	OG0012072	-		BRAKERILHT00000017796_1			g12227.t1_1, g10437.t1_1			
N0.HOG0012324	OG0012073	-		BRAKERILHT00000017813_1, BRAKERILHT00000017077_1				anno1.g2582.t1		
N0.HOG0012325	OG0012074	-		BRAKERILHT00000017805_1				anno1.g12977.t1, anno1.g6570.t1		
N0.HOG0012326	OG0012075	-		BRAKERILHT00000017799_1, BRAKERILHT00000017664_1, BRAKERILHT00000017215_1						
N0.HOG0012327	OG0012076	-		BRAKERILHT00000017698_1	anno1.g11816.t1		g13126.t1_1			
N0.HOG0012328	OG0012077	-		BRAKERILHT00000017147_1, BRAKERILHT00000017440_1	anno1.g1462.t1					
N0.HOG0012329	OG0012078	-		BRAKERILHT00000017369_1, BRAKERILHT00000017421_1		anno1.g6462.t1				
N0.HOG0012330	OG0012079	-		BRAKERILHT00000017207_1		anno1.g9826.t1			rna-XM_057812013.1_1	
N0.HOG0012331	OG0012080	-		BRAKERILHT00000017374_1					rna-XM_057801834.1_1	rna-XM_056789874.1_1
N0.HOG0012332	OG0012081	-		BRAKERILHT00000017932_1	anno1.g12089.t1				rna-XM_057807149.1_1	
N0.HOG0012333	OG0012082	-		BRAKERILHT00000017114_1		anno1.g6224.t1	g5394.t1_1			
N0.HOG0012334	OG0012083	-			anno1.g185.t1, anno1.g5641.t1			anno1.g3173.t2		
N0.HOG0012335	OG0012084	-			anno1.g559.t1		g10385.t1_1	anno1.g3950.t1		
N0.HOG0012336	OG0012085	-			anno1.g4427.t1, anno1.g4464.t1, anno1.g589.t1					
N0.HOG0012337	OG0012086	-			anno1.g10652.t1, anno1.g10651.t1, anno1.g994.t1					
N0.HOG0012338	OG0012087	-			anno1.g1227.t1, anno1.g5061.t1, anno1.g1125.t1					
N0.HOG0012339	OG0012088	-			anno1.g10892.t1, anno1.g1231.t1			anno1.g10748.t1		
N0.HOG0012340	OG0012089	-			anno1.g1426.t1, anno1.g1236.t1	anno1.g10140.t1				
N0.HOG0012341	OG0012090	-			anno1.g1243.t2, anno1.g12398.t1, anno1.g12396.t1					
N0.HOG0012342	OG0012091	-			anno1.g1345.t2			anno1.g13960.t2, anno1.g6706.t1		
N0.HOG0012343	OG0012092	-			anno1.g1457.t1, anno1.g7657.t1, anno1.g3281.t1					
N0.HOG0012344	OG0012093	-			anno1.g1614.t1, anno1.g1613.t1, anno1.g1605.t1					
N0.HOG0012345	OG0012094	-			anno1.g1615.t1			anno1.g4138.t1, anno1.g6338.t1		
N0.HOG0012346	OG0012095	-			anno1.g1633.t2		g2402.t1_1	anno1.g3580.t1		
N0.HOG0012347	OG0012096	-			anno1.g1713.t1	anno1.g9579.t1		anno1.g13131.t1		
N0.HOG0012348	OG0012097	-			anno1.g1924.t1				rna-XM_057800198.1_1	rna-XM_056782396.1_1
N0.HOG0012349	OG0012098	-			anno1.g2134.t1		g835.t1_1	anno1.g11937.t1		
N0.HOG0012350	OG0012099	-			anno1.g2151.t1	anno1.g8668.t1		anno1.g11955.t1		
N0.HOG0012351	OG0012100	-			anno1.g2343.t1		g993.t1_1	anno1.g11779.t1		
N0.HOG0012352	OG0012101	-			anno1.g4526.t1, anno1.g2714.t1, anno1.g5868.t1					
N0.HOG0012353	OG0012102	-			anno1.g2887.t1		g1991.t1_1, g2013.t1_1			
N0.HOG0012354	OG0012103	-			anno1.g7087.t1, anno1.g3007.t2, anno1.g5708.t1					
N0.HOG0012355	OG0012104	-			anno1.g8562.t1, anno1.g3076.t1, anno1.g7890.t1					
N0.HOG0012356	OG0012105	-			anno1.g11691.t1, anno1.g12333.t1, anno1.g3268.t2					
N0.HOG0012357	OG0012106	-			anno1.g3649.t1				rna-XM_057798255.1_1	rna-XM_056780286.1_1
N0.HOG0012358	OG0012107	-			anno1.g5541.t1, anno1.g3714.t1, anno1.g12329.t1					
N0.HOG0012359	OG0012108	-			anno1.g3720.t1, anno1.g3721.t2, anno1.g3722.t1					
N0.HOG0012360	OG0012109	-			anno1.g4028.t1		g8105.t1_1	anno1.g4365.t1		
N0.HOG0012361	OG0012110	-			anno1.g4071.t1		g8141.t1_1	anno1.g4329.t1		
N0.HOG0012362	OG0012111	-			anno1.g4114.t1		g8402.t1_1	anno1.g4048.t1		
N0.HOG0012363	OG0012112	-			anno1.g4130.t1		g8188.t1_1, g8186.t1_1			
N0.HOG0012364	OG0012113	-			anno1.g4168.t1		g2834.t1_1	anno1.g13007.t1		
N0.HOG0012365	OG0012114	-			anno1.g5417.t1, anno1.g4331.t1		g11329.t1_1			
N0.HOG0012366	OG0012115	-			anno1.g4333.t1, anno1.g4549.t1				rna-XM_057810868.1_1	
N0.HOG0012367	OG0012116	-			anno1.g4482.t1, anno1.g11732.t1			anno1.g2796.t1		
N0.HOG0012368	OG0012117	-			anno1.g4492.t1		g7443.t1_1	anno1.g13125.t1		
N0.HOG0012369	OG0012118	-			anno1.g8197.t1, anno1.g4645.t1			anno1.g2603.t1		
N0.HOG0012370	OG0012119	-			anno1.g5136.t1		g13368.t1_1	anno1.g389.t1		
N0.HOG0012371	OG0012120	-			anno1.g11760.t1, anno1.g5443.t1	anno1.g10841.t1				
N0.HOG0012372	OG0012121	-			anno1.g5682.t1		g13143.t1_1	anno1.g667.t1		
N0.HOG0012373	OG0012122	-			anno1.g5867.t1, anno1.g11687.t1		g8961.t1_1			
N0.HOG0012374	OG0012123	-			anno1.g5878.t1				rna-XM_057797902.1_1	rna-XM_056781716.1_1
N0.HOG0012375	OG0012124	-			anno1.g5886.t1		g12783.t1_1, g10456.t1_1			
N0.HOG0012376	OG0012125	-			anno1.g5969.t2		g12556.t1_1	anno1.g12336.t1		
N0.HOG0012377	OG0012126	-			anno1.g6031.t1		g12841.t1_1	anno1.g1035.t1		
N0.HOG0012378	OG0012127	-			anno1.g6423.t1		g13964.t1_1, g6485.t1_1			
N0.HOG0012379	OG0012128	-			anno1.g7013.t1	anno1.g1462.t1		anno1.g10439.t1		
N0.HOG0012380	OG0012129	-			anno1.g7062.t1			anno1.g13359.t1, anno1.g922.t1		
N0.HOG0012381	OG0012130	-			anno1.g8305.t2, anno1.g7110.t1, anno1.g8030.t1					
N0.HOG0012382	OG0012131	-			anno1.g7319.t1			anno1.g355.t1, anno1.g984.t1		
N0.HOG0012383	OG0012132	-			anno1.g7418.t1	anno1.g9281.t1		anno1.g10872.t1		
N0.HOG0012384	OG0012133	-			anno1.g8042.t1		g5755.t1_1	anno1.g2989.t1		
N0.HOG0012385	OG0012134	-			anno1.g8144.t1		g4646.t2_1	anno1.g5845.t1		
N0.HOG0012386	OG0012135	-			anno1.g11451.t1, anno1.g11607.t1, anno1.g9008.t1					
N0.HOG0012387	OG0012136	-			anno1.g9173.t1	anno1.g7296.t2	g4067.t1_1			
N0.HOG0012388	OG0012137	-			anno1.g9387.t1			anno1.g9542.t1, anno1.g13455.t1		
N0.HOG0012389	OG0012138	-			anno1.g9422.t1	anno1.g725.t1		anno1.g5079.t1		
N0.HOG0012390	OG0012139	-			anno1.g9664.t2				rna-XM_057795576.1_1	rna-XM_056778994.1_1
N0.HOG0012391	OG0012140	-			anno1.g9693.t1			anno1.g185.t1, anno1.g4196.t1		
N0.HOG0012392	OG0012141	-			anno1.g10311.t1, anno1.g9801.t1	anno1.g12173.t1				
N0.HOG0012393	OG0012142	-			anno1.g10132.t2	anno1.g13244.t1, anno1.g10313.t1				
N0.HOG0012394	OG0012143	-			anno1.g10709.t1, anno1.g10703.t1	anno1.g8908.t1				
N0.HOG0012395	OG0012144	-			anno1.g11492.t1		g9862.t1_1	anno1.g9632.t1		
N0.HOG0012396	OG0012145	-			anno1.g11528.t1		g9428.t1_1, g13309.t1_1			
N0.HOG0012397	OG0012146	-			anno1.g11560.t1		g340.t1_1	anno1.g12389.t1		
N0.HOG0012398	OG0012147	-			anno1.g11748.t1, anno1.g11622.t1			anno1.g879.t1		
N0.HOG0012399	OG0012148	-			anno1.g11629.t1, anno1.g11625.t1					rna-XM_056789690.1_1
N0.HOG0012400	OG0012149	-			anno1.g11713.t1, anno1.g11659.t1, anno1.g11658.t1					
N0.HOG0012401	OG0012150	-			anno1.g11799.t1, anno1.g11725.t2, anno1.g11800.t1					
N0.HOG0012402	OG0012151	-			anno1.g11744.t1			anno1.g10455.t2, anno1.g10522.t2		
N0.HOG0012403	OG0012152	-			anno1.g11772.t1		g12257.t1_1, g10214.t1_1			
N0.HOG0012404	OG0012153	-			anno1.g11858.t1		g8459.t1_1	anno1.g3957.t1		
N0.HOG0012405	OG0012154	-				anno1.g3184.t1, anno1.g4910.t1, anno1.g9894.t1				
N0.HOG0012406	OG0012155	-				anno1.g4732.t1	g8164.t1_1		rna-XM_057807184.1_1	
N0.HOG0012407	OG0012156	-				anno1.g10275.t1	g11119.t1_1, g12788.t1_1			
N0.HOG0012408	OG0012157	-				anno1.g5030.t1, anno1.g12991.t1, anno1.g4527.t1				
N0.HOG0012409	OG0012158	-				anno1.g9618.t1, anno1.g5666.t1, anno1.g4373.t1				
N0.HOG0012410	OG0012159	-				anno1.g4239.t1	g12432.t1_1	anno1.g426.t1		
N0.HOG0012411	OG0012160	-				anno1.g3860.t1	g7019.t1_1	anno1.g1705.t1		
N0.HOG0012412	OG0012161	-				anno1.g3752.t1	g2507.t1_1		rna-XM_057809287.1_1	
N0.HOG0012413	OG0012162	-				anno1.g9490.t1			rna-XM_057814919.1_1	rna-XM_056786094.1_1
N0.HOG0012414	OG0012163	-				anno1.g3692.t1	g3667.t1_1	anno1.g4892.t1		
N0.HOG0012415	OG0012164	-				anno1.g3515.t1	g14170.t2_1	anno1.g7977.t2		
N0.HOG0012416	OG0012165	-				anno1.g3331.t1	g2390.t1_1	anno1.g7718.t1		
N0.HOG0012417	OG0012166	-				anno1.g3351.t1	g2419.t1_1	anno1.g7746.t1		
N0.HOG0012418	OG0012167	-				anno1.g2864.t1, anno1.g160.t1, anno1.g13703.t1				
N0.HOG0012419	OG0012168	-				anno1.g3191.t1, anno1.g974.t1, anno1.g943.t1				
N0.HOG0012420	OG0012169	-				anno1.g13356.t1		anno1.g9917.t1	rna-XM_057808679.1_1	
N0.HOG0012421	OG0012170	-				anno1.g13277.t1, anno1.g13340.t1, anno1.g13339.t1				
N0.HOG0012422	OG0012171	-				anno1.g2860.t2, anno1.g5807.t1, anno1.g5248.t1				
N0.HOG0012423	OG0012172	-				anno1.g2735.t1	g1639.t1_1	anno1.g13416.t1		
N0.HOG0012424	OG0012173	-				anno1.g12637.t1	g4104.t1_1	anno1.g5299.t1		
N0.HOG0012425	OG0012174	-				anno1.g722.t1, anno1.g12559.t1, anno1.g1103.t1				
N0.HOG0012426	OG0012175	-				anno1.g12285.t1	g7743.t1_1	anno1.g4745.t1		
N0.HOG0012427	OG0012176	-				anno1.g1201.t1, anno1.g774.t1, anno1.g2180.t1				
N0.HOG0012428	OG0012177	-				anno1.g6991.t1, anno1.g2162.t1, anno1.g11499.t1				
N0.HOG0012429	OG0012178	-				anno1.g11456.t1	g11199.t1_1	anno1.g9936.t1		
N0.HOG0012430	OG0012179	-				anno1.g11422.t1	g14145.t3_1	anno1.g8002.t1		
N0.HOG0012431	OG0012180	-				anno1.g2088.t1	g14708.t2_1	anno1.g7076.t1		
N0.HOG0012432	OG0012181	-				anno1.g2089.t1	g14707.t1_1	anno1.g7075.t1		
N0.HOG0012433	OG0012182	-				anno1.g11097.t1	g4276.t1_1	anno1.g5458.t1		
N0.HOG0012434	OG0012183	-				anno1.g1768.t1	g3999.t1_1	anno1.g5193.t1		
N0.HOG0012435	OG0012184	-				anno1.g1622.t1	g9710.t1_1	anno1.g11324.t1		
N0.HOG0012436	OG0012185	-				anno1.g9457.t1	g14608.t1_1	anno1.g3793.t1		
N0.HOG0012437	OG0012186	-				anno1.g8639.t1, anno1.g7488.t1		anno1.g1088.t1		
N0.HOG0012438	OG0012187	-				anno1.g8648.t1	g1080.t1_1, g4564.t1_1			
N0.HOG0012439	OG0012188	-				anno1.g8505.t1			rna-XM_057795723.1_1	rna-XM_056778895.1_1
N0.HOG0012440	OG0012189	-				anno1.g8474.t1	g13906.t1_1	anno1.g8238.t1		
N0.HOG0012441	OG0012190	-				anno1.g8240.t1	g5900.t1_1	anno1.g2835.t1		
N0.HOG0012442	OG0012191	-				anno1.g7746.t1	g7937.t1_1	anno1.g4533.t1		
N0.HOG0012443	OG0012192	-				anno1.g7580.t1	g7451.t1_1	anno1.g1115.t1		
N0.HOG0012444	OG0012193	-				anno1.g947.t1, anno1.g975.t1, anno1.g948.t2				
N0.HOG0012445	OG0012194	-				anno1.g7329.t1	g7824.t2_1	anno1.g4654.t2		
N0.HOG0012446	OG0012195	-				anno1.g189.t1	g6941.t1_1	anno1.g1775.t1		
N0.HOG0012447	OG0012196	-				anno1.g191.t1	g6943.t1_1		rna-XM_057797117.1_1	
N0.HOG0012448	OG0012197	-				anno1.g53.t1	g6217.t3_1	anno1.g2388.t1		
N0.HOG0012449	OG0012198	-				anno1.g7245.t1	g3920.t2_1	anno1.g5126.t1		
N0.HOG0012450	OG0012199	-				anno1.g6164.t1, anno1.g6602.t1, anno1.g6081.t1				
N0.HOG0012451	OG0012200	-				anno1.g6593.t1	g175.t1_1	anno1.g12571.t1		
N0.HOG0012452	OG0012201	-				anno1.g5942.t2	g10657.t1_1	anno1.g8754.t2		
N0.HOG0012453	OG0012202	-				anno1.g5776.t1			rna-XM_057800704.1_1	rna-XM_056782896.1_1
N0.HOG0012454	OG0012203	-				anno1.g5695.t2	g10855.t1_1	anno1.g8467.t1		
N0.HOG0012455	OG0012204	-				anno1.g5650.t1		anno1.g3925.t1, anno1.g312.t1		
N0.HOG0012456	OG0012205	-				anno1.g5257.t1	g13243.t1_1	anno1.g555.t1		
N0.HOG0012457	OG0012206	-				anno1.g5236.t1	g14617.t1_1	anno1.g6975.t2		
N0.HOG0012458	OG0012207	-					g11003.t1_1, g110.t1_1, g13634.t1_1			
N0.HOG0012459	OG0012208	-					g2973.t1_1, g486.t1_1	anno1.g861.t1		
N0.HOG0012460	OG0012209	-					g564.t2_1, g3023.t1_1	anno1.g5439.t1		
N0.HOG0012461	OG0012210	-					g599.t1_1	anno1.g10112.t1, anno1.g8184.t1		
N0.HOG0012462	OG0012211	-					g600.t1_1	anno1.g10113.t1, anno1.g12547.t1		
N0.HOG0012463	OG0012212	-					g925.t1_1, g11628.t1_1	anno1.g10315.t1		
N0.HOG0012464	OG0012213	-					g5287.t2_1, g3760.t2_1	anno1.g3571.t2		
N0.HOG0012465	OG0012214	-					g3787.t1_1, g3788.t1_1	anno1.g5025.t1		
N0.HOG0012466	OG0012215	-					g13028.t1_1, g3872.t1_1	anno1.g2243.t1		
N0.HOG0012467	OG0012216	-					g6045.t1_1, g3884.t1_1	anno1.g13360.t1		
N0.HOG0012468	OG0012217	-					g4320.t1_1	anno1.g5501.t1, anno1.g13553.t1		
N0.HOG0012469	OG0012218	-					g4341.t1_1	anno1.g1276.t1, anno1.g13514.t1		
N0.HOG0012470	OG0012219	-					g4449.t1_1	anno1.g10924.t1, anno1.g5514.t1		
N0.HOG0012471	OG0012220	-					g4669.t1_1	anno1.g2572.t1, anno1.g11030.t1		
N0.HOG0012472	OG0012221	-					g4755.t1_1, g4754.t1_1	anno1.g5966.t1		
N0.HOG0012473	OG0012222	-					g4819.t1_1	anno1.g6040.t1, anno1.g14079.t1		
N0.HOG0012474	OG0012223	-					g5753.t1_1, g7603.t1_1, g5754.t1_1			
N0.HOG0012475	OG0012224	-					g5805.t1_1	anno1.g4189.t1, anno1.g11239.t1		
N0.HOG0012476	OG0012225	-					g5903.t2_1	anno1.g2830.t1, anno1.g2829.t1		
N0.HOG0012477	OG0012226	-					g2984.t1_1, g6146.t1_1	anno1.g867.t1		
N0.HOG0012478	OG0012227	-					g6514.t1_1, g8375.t1_1	anno1.g11496.t1		
N0.HOG0012479	OG0012228	-					g7061.t1_1	anno1.g9374.t1, anno1.g12859.t1		
N0.HOG0012480	OG0012229	-					g8443.t1_1, g5475.t1_1, g8447.t1_1			
N0.HOG0012481	OG0012230	-					g8595.t1_1	anno1.g6963.t1, anno1.g3803.t1		
N0.HOG0012482	OG0012231	-					g8696.t1_1, g8643.t1_1	anno1.g3743.t1		
N0.HOG0012483	OG0012232	-					g8701.t1_1, g3070.t1_1, g8647.t1_1			
N0.HOG0012484	OG0012233	-					g8718.t1_1, g8660.t1_1	anno1.g3711.t1		
N0.HOG0012485	OG0012234	-					g8720.t1_1, g2838.t1_1	anno1.g7736.t1		
N0.HOG0012486	OG0012235	-					g8779.t1_1, g1999.t1_1	anno1.g3713.t1		
N0.HOG0012487	OG0012236	-					g13772.t1_1, g10124.t1_1	anno1.g5273.t1		
N0.HOG0012488	OG0012237	-					g11056.t1_1, g10659.t1_1	anno1.g5385.t1		
N0.HOG0012489	OG0012238	-					g11357.t1_1, g2602.t1_1	anno1.g740.t1		
N0.HOG0012490	OG0012239	-					g11562.t2_1, g11492.t2_1	anno1.g10251.t2		
N0.HOG0012491	OG0012240	-					g11967.t1_1	anno1.g10698.t1, anno1.g990.t1		
N0.HOG0012492	OG0012241	-					g5455.t1_1, g12052.t1_1	anno1.g10788.t1		
N0.HOG0012493	OG0012242	-					g12834.t1_1, g12835.t1_1	anno1.g1041.t1		
N0.HOG0012494	OG0012243	-					g12955.t1_1	anno1.g834.t1, anno1.g10331.t1		
N0.HOG0012495	OG0012244	-					g11109.t1_1, g13093.t1_1	anno1.g721.t1		
N0.HOG0012496	OG0012245	-					g13101.t1_1, g11098.t1_1	anno1.g713.t1		
N0.HOG0012497	OG0012246	-					g13393.t1_1	anno1.g1435.t1, anno1.g1434.t1		
N0.HOG0012498	OG0012247	-					g13871.t1_1, g13862.t1_1	anno1.g8278.t1		
N0.HOG0012499	OG0012248	-					g2472.t2_1, g13966.t1_1	anno1.g12433.t1		
N0.HOG0012500	OG0012249	-					g14435.t1_1, g14501.t1_1	anno1.g6692.t1		
N0.HOG0012501	OG0012250	-					g14616.t1_1	anno1.g6974.t3, anno1.g13846.t1		
N0.HOG0012502	OG0012251	-					g1948.t1_1, g1916.t1_1	anno1.g6556.t1		
